DialogId,LineId,PortraitType,PortraitArgs,CustomAvatarId,AvatarReactionType,MSWAvatarFaceAccRUID,EffectRUID,EffectSoundRUID,IsPhoneCall,UseMaterialId,NameKey,ContentKey,ChildIds,ChildContentKeys,SoundRuid
Stage025,Stage025_7,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage025_7,Stage025_8,,
Stage025,Stage025_8,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage025_8,Stage025_9,,
Stage025,Stage025_9,Sprite,79173667584f41ecb7c07a5c89666e34,,,,,,,,DialogName8,DialogContentsStage025_9,Stage025_10,,
Stage025,Stage025_10,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage025_10,Stage025_11,,
Stage025,Stage025_11,Sprite,ac5ee159ee234ed8923967235baafd4f,,,,,,,,DialogName8,DialogContentsStage025_11,Stage025_12,,
Stage025,Stage025_12,Sprite,6225cbf5e8bf4f4f908fc009ba4b17e6,,,,,,,,DialogName5,DialogContentsStage025_12,Stage025_13,,
Stage025,Stage025_13,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage025_13,Stage025_14,,
Stage025,Stage025_14,Sprite,561f01eb7b854483af295fe1a38f4600,,,,,,,,DialogName11,DialogContentsStage025_14,Stage025_15,,
Stage025,Stage025_15,Sprite,79173667584f41ecb7c07a5c89666e34,,,,,,,,DialogName4,DialogContentsStage025_15,Stage025_16,,
Stage025,Stage025_16,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage025_16,Stage025_17,,
Stage025,Stage025_17,Sprite,561f01eb7b854483af295fe1a38f4600,,,,,,,,DialogName12,DialogContentsStage025_17,Stage025_18,,
Stage025,Stage025_18,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage025_18,Stage025_19,,
Stage025,Stage025_19,Sprite,4d3124ff70344a49b9b5acf70c197245,,,,,,,,DialogName12,DialogContentsStage025_19,Stage025_20,,
Stage025,Stage025_20,Sprite,66211d22bed546149fe02b7c470c2ecc,,,,,,,,DialogName8,DialogContentsStage025_20,Stage025_21,,
Stage025,Stage025_21,Sprite,4d3124ff70344a49b9b5acf70c197245,,,,,,,,DialogName12,DialogContentsStage025_21,Stage025_22,,
Stage025,Stage025_22,Sprite,ac5ee159ee234ed8923967235baafd4f,,,,,,,,DialogName8,DialogContentsStage025_22,Stage025_23,,
Stage025,Stage025_23,Sprite,6225cbf5e8bf4f4f908fc009ba4b17e6,,,,,,,,DialogName5,DialogContentsStage025_23,Stage025_24,,
Stage025,Stage025_24,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage025_24,Stage025_25,,
Stage025,Stage025_25,Sprite,ac5ee159ee234ed8923967235baafd4f,,,,,,,,DialogName8,DialogContentsStage025_25,Stage025_26,,
Stage025,Stage025_26,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage025_26,Stage025_27,,
Stage025,Stage025_27,Sprite,61718ed67b0a4e75916c6323741f78c4,,,,,,,,DialogName8,DialogContentsStage025_27,Stage025_28,,
Stage025,Stage025_28,MSWAvatar,,,Idle,,,,,,DialogName3,DialogContentsStage025_28,,,
Stage026,Stage026_1,CustomAvatar,,10001,Shine,,,,,,DialogName6,DialogContentsStage026_1,Stage026_2,,
Stage026,Stage026_2,CustomAvatar,,10001,Love,,,,,,DialogName6,DialogContentsStage026_2,Stage026_3,,
Stage026,Stage026_3,MSWAvatar,,,Glitter,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage026_3,Stage026_4,,
Stage026,Stage026_4,Sprite,88501525816146bca46296097f1c7618,,,,,,,,DialogName7,DialogContentsStage026_4,Stage026_5,,
Stage026,Stage026_5,Sprite,66a64d22b3a54b08832a42aacb567ac1,,,,,,,,DialogName9,DialogContentsStage026_5,Stage026_6,,
Stage026,Stage026_6,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage026_6,Stage026_7,,
Stage026,Stage026_7,Sprite,0eba3cf6f7524b47b5554e1c5a394a8d,,,,,,,,DialogName11,DialogContentsStage026_7,Stage026_8,,
Stage026,Stage026_8,Sprite,53b8f28c70b64059bff28574b61ad978,,,,,,,,DialogName4,DialogContentsStage026_8,Stage026_9,,
Stage026,Stage026_9,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage026_9,Stage026_10,,
Stage026,Stage026_10,Sprite,53b8f28c70b64059bff28574b61ad978,,,,,,,,DialogName8,DialogContentsStage026_10,Stage026_11,,
Stage026,Stage026_11,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage026_11,Stage026_12,,
Stage026,Stage026_12,MSWAvatar,,,Idle,,ff69b13fc3ec4471a419bc3ea20f0bac,dbb1aa83b0ef4ee38356ba227bd1c616,,,DialogName3,DialogContentsStage026_12,Stage026_13,,
Stage026,Stage026_13,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage026_13,Stage026_14,,
Stage026,Stage026_14,Sprite,53b8f28c70b64059bff28574b61ad978,,,,,,,,DialogName8,DialogContentsStage026_14,Stage026_15,,
Stage026,Stage026_15,MSWAvatar,,,Angry,,,,,,DialogName3,DialogContentsStage026_15,Stage026_16,,
Stage026,Stage026_16,Sprite,79173667584f41ecb7c07a5c89666e34,,,,,,,,DialogName8,DialogContentsStage026_16,Stage026_17,,
Stage026,Stage026_17,MSWAvatar,,,Wink,,,,,,DialogName3,DialogContentsStage026_17,Stage026_18,,
Stage026,Stage026_18,Sprite,53b8f28c70b64059bff28574b61ad978,,,,,,,,DialogName8,DialogContentsStage026_18,Stage026_19,,
Stage026,Stage026_19,MSWAvatar,,,Angry,,,,,,DialogName3,DialogContentsStage026_19,Stage026_20,,
Stage026,Stage026_20,Sprite,61718ed67b0a4e75916c6323741f78c4,,,,,,,,DialogName8,DialogContentsStage026_20,Stage026_21,,
Stage026,Stage026_21,MSWAvatar,,,Angry,,,,,,DialogName3,DialogContentsStage026_21,Stage026_22,,
Stage026,Stage026_22,Sprite,79173667584f41ecb7c07a5c89666e34,,,,,,,,DialogName8,DialogContentsStage026_22,Stage026_23,,
Stage026,Stage026_23,MSWAvatar,,,Chu,,,,,,DialogName3,DialogContentsStage026_23,Stage026_24,,
Stage026,Stage026_24,Sprite,61718ed67b0a4e75916c6323741f78c4,,,,,,,,DialogName8,DialogContentsStage026_24,Stage026_25,,
Stage026,Stage026_25,MSWAvatar,,,Cheers,,,,,,DialogName3,DialogContentsStage026_25,Stage026_26,,
Stage026,Stage026_26,Sprite,61718ed67b0a4e75916c6323741f78c4,,,,,,,,DialogName8,DialogContentsStage026_26,Stage026_27,,
Stage026,Stage026_27,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage026_27,Stage026_28,,
Stage026,Stage026_28,Sprite,61718ed67b0a4e75916c6323741f78c4,,,,,,,,DialogName8,DialogContentsStage026_28,Stage026_29,,
Stage026,Stage026_29,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage026_29,Stage026_30,,
Stage026,Stage026_30,Sprite,61718ed67b0a4e75916c6323741f78c4,,,,,,,,DialogName8,DialogContentsStage026_30,Stage026_31,,
Stage026,Stage026_31,MSWAvatar,,,Idle,,,,,,DialogName3,DialogContentsStage026_31,Stage026_32,,
Stage026,Stage026_32,CustomAvatar,,10001,Smile,,,,,,DialogName6,DialogContentsStage026_32,Stage026_33,,
Stage026,Stage026_33,MSWAvatar,,,Idle,,,,,,DialogName3,DialogContentsStage026_33,Stage026_34,,
Stage026,Stage026_34,CustomAvatar,,10001,Bewildered,,,,,,DialogName6,DialogContentsStage026_34,Stage026_35,,
Stage026,Stage026_35,MSWAvatar,,,Shine,,,,,,DialogName3,DialogContentsStage026_35,,,
Stage030,Stage030_1,CustomAvatar,,10001,Wink,,,,,,DialogName6,DialogContentsStage030_1,Stage030_2,,
Stage030,Stage030_2,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage030_2,Stage030_3,,
Stage030,Stage030_3,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage030_3,Stage030_4,,
Stage030,Stage030_4,MSWAvatar,,,Wink,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage030_4,Stage030_5,,
Stage030,Stage030_5,Sprite,6225cbf5e8bf4f4f908fc009ba4b17e6,,,,,,,,DialogName5,DialogContentsStage030_5,Stage030_6,,
Stage030,Stage030_6,MSWAvatar,,,Glitter,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage030_6,Stage030_7,,
Stage030,Stage030_7,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage030_7,Stage030_8,,
Stage030,Stage030_8,MSWAvatar,,,Bewildered,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage030_8,Stage030_9,,
Stage030,Stage030_9,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage030_9,Stage030_10,,
Stage030,Stage030_10,MSWAvatar,,,Bewildered,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage030_10,Stage030_11,,
Stage030,Stage030_11,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage030_11,Stage030_12,,
Stage030,Stage030_12,MSWAvatar,,,Pain,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage030_12,Stage030_13,,
Stage030,Stage030_13,Sprite,71b6c0cc74f243d9bdf86bb0b2b773d8,,,,,,,,DialogName5,DialogContentsStage030_13,Stage030_14,,
Stage030,Stage030_14,MSWAvatar,,,Smile,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage030_14,Stage030_15,,
Stage030,Stage030_15,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage030_15,Stage030_16,,
Stage030,Stage030_16,CustomAvatar,,10001,Wink,,,,,,DialogName6,DialogContentsStage030_16,Stage030_17,,
Stage030,Stage030_17,MSWAvatar,,,Idle,,,,,,DialogName3,DialogContentsStage030_17,Stage030_18,,
Stage030,Stage030_18,MSWAvatar,,,Oops,,,,,,DialogName3,DialogContentsStage030_18,,,
Stage031,Stage031_1,CustomAvatar,,10001,Wink,,,,,,DialogName6,DialogContentsStage031_1,Stage031_2,,
Stage031,Stage031_2,MSWAvatar,,,Angry,,,,,,DialogName3,DialogContentsStage031_2,Stage031_3,,
Stage031,Stage031_3,CustomAvatar,,10001,Smile,,,,,,DialogName6,DialogContentsStage031_3,Stage031_4,,
Stage031,Stage031_4,CustomAvatar,,10001,Smile,,,,,,DialogName6,DialogContentsStage031_4,Stage031_5,,
Stage031,Stage031_5,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage031_5,Stage031_6,,
Stage031,Stage031_6,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage031_6,Stage031_7,,
Stage031,Stage031_7,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage031_7,Stage031_8,,
Stage031,Stage031_8,CustomAvatar,,10002,,,,,,,???,DialogContentsStage031_8,Stage031_9,,
Stage031,Stage031_9,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,ff69b13fc3ec4471a419bc3ea20f0bac,dbb1aa83b0ef4ee38356ba227bd1c616,,,DialogName3,DialogContentsStage031_9,Stage031_10,,
Stage031,Stage031_10,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage031_10,Stage031_11,,
Stage031,Stage031_11,CustomAvatar,,10001,Wink,,,,,,DialogName6,DialogContentsStage031_11,Stage031_12,,
Stage031,Stage031_12,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage031_12,Stage031_13,,
Stage031,Stage031_13,MSWAvatar,,,Troubled,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage031_13,Stage031_14,,
Stage031,Stage031_14,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage031_14,Stage031_15,,
Stage031,Stage031_15,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage031_15,Stage031_16,,
Stage031,Stage031_16,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage031_16,Stage031_17,,
Stage031,Stage031_17,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage031_17,Stage031_18,,
Stage031,Stage031_18,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage031_18,Stage031_19,,
Stage031,Stage031_19,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage031_19,Stage031_20,,
Stage031,Stage031_20,MSWAvatar,,,Bewildered,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage031_20,Stage031_21,,
Stage031,Stage031_21,CustomAvatar,,10001,Bewildered,,,,,,DialogName6,DialogContentsStage031_21,Stage031_22,,
Stage031,Stage031_22,MSWAvatar,,,Angry,,,,,,DialogName3,DialogContentsStage031_22,,,
Stage032,Stage032_1,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage032_1,Stage032_2,,
Stage032,Stage032_2,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage032_2,Stage032_3,,
Stage032,Stage032_3,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage032_3,Stage032_4,,
Stage032,Stage032_4,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage032_4,Stage032_5,,
Stage032,Stage032_5,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage032_5,Stage032_6,,
Stage032,Stage032_6,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage032_6,Stage032_7,,
Stage032,Stage032_7,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage032_7,Stage032_8,,
Stage032,Stage032_8,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage032_8,Stage032_9,,
Stage032,Stage032_9,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage032_9,Stage032_10,,
Stage032,Stage032_10,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage032_10,Stage032_11,,
Stage032,Stage032_11,MSWAvatar,,,Hit,,ff69b13fc3ec4471a419bc3ea20f0bac,dbb1aa83b0ef4ee38356ba227bd1c616,,,DialogName3,DialogContentsStage032_11,Stage032_12,,
Stage032,Stage032_12,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage032_12,Stage032_13,,
Stage032,Stage032_13,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage032_13,Stage032_14,,
Stage032,Stage032_14,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage032_14,Stage032_15,,
Stage032,Stage032_15,Sprite,941e4b0eecd04bdeab3d83fb9041b4b3,,,,,,,,DialogName7,DialogContentsStage032_15,Stage032_16,,
Stage032,Stage032_16,Sprite,88501525816146bca46296097f1c7618,,,,,,,,DialogName7,DialogContentsStage032_16,Stage032_17,,
Stage032,Stage032_17,MSWAvatar,,,Wink,,,,,,DialogName3,DialogContentsStage032_17,Stage032_18,,
Stage032,Stage032_18,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage032_18,Stage032_19,,
Stage032,Stage032_19,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage032_19,Stage032_20,,
Stage032,Stage032_20,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage032_20,Stage032_21,,
Stage032,Stage032_21,MSWAvatar,,,Shine,,,,,,DialogName3,DialogContentsStage032_21,,,
Stage033,Stage033_1,MSWAvatar,,,Troubled,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage033_1,Stage033_2,,
Stage033,Stage033_2,MSWAvatar,,,Love,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage033_2,Stage033_3,,
Stage033,Stage033_3,Sprite,71b6c0cc74f243d9bdf86bb0b2b773d8,,,,,,,,DialogName5,DialogContentsStage033_3,Stage033_4,,
Stage033,Stage033_4,MSWAvatar,,,Glitter,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage033_4,Stage033_5,,
Stage033,Stage033_5,MSWAvatar,,,Glitter,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage033_5,Stage033_6,,
Stage033,Stage033_6,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage033_6,Stage033_7,,
Stage033,Stage033_7,MSWAvatar,,,Smile,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage033_7,Stage033_8,,
Stage033,Stage033_8,Sprite,71b6c0cc74f243d9bdf86bb0b2b773d8,,,,,,,,DialogName5,DialogContentsStage033_8,Stage033_9,,
Stage033,Stage033_9,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage033_9,Stage033_10,,
Stage033,Stage033_10,Sprite,6225cbf5e8bf4f4f908fc009ba4b17e6,,,,,,,,DialogName5,DialogContentsStage033_10,Stage033_11,,
Stage033,Stage033_11,MSWAvatar,,,Bewildered,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage033_11,Stage033_12,,
Stage033,Stage033_12,Sprite,6225cbf5e8bf4f4f908fc009ba4b17e6,,,,,,,,DialogName5,DialogContentsStage033_12,Stage033_13,,
Stage033,Stage033_13,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage033_13,Stage033_14,,
Stage033,Stage033_14,MSWAvatar,,,Chu,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage033_14,Stage033_15,,
Stage033,Stage033_15,Sprite,6cd4e9047c6a4c998b84e10013a4fdda,,,,,,,,DialogName5,DialogContentsStage033_15,,,
Stage034,Stage034_1,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage034_1,Stage034_2,,
Stage034,Stage034_2,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage034_2,Stage034_3,,
Stage034,Stage034_3,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage034_3,Stage034_4,,
Stage034,Stage034_4,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage034_4,Stage034_5,,
Stage034,Stage034_5,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage034_5,Stage034_6,,
Stage034,Stage034_6,PetAnim,1aa297f54f0e4d83a781dc9f1ece7d87,,,,,,,,DialogName14,DialogContentsStage034_6,Stage034_7,,
Stage034,Stage034_7,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage034_7,Stage034_8,,
Stage034,Stage034_8,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage034_8,Stage034_9,,
Stage034,Stage034_9,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage034_9,Stage034_10,,
Stage034,Stage034_10,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage034_10,Stage034_11,,
Stage034,Stage034_11,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage034_11,Stage034_12,,
Stage034,Stage034_12,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage034_12,Stage034_13,,
Stage034,Stage034_13,CustomAvatar,,10002,Cry,,,,,,DialogName13,DialogContentsStage034_13,Stage034_14,,
Stage034,Stage034_14,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage034_14,Stage034_15,,
Stage034,Stage034_15,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage034_15,Stage034_16,,
Stage034,Stage034_16,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage034_16,Stage034_17,,
Stage034,Stage034_17,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage034_17,Stage034_18,,
Stage034,Stage034_18,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage034_18,Stage034_19,,
Stage034,Stage034_19,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage034_19,Stage034_20,,
Stage034,Stage034_20,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage034_20,Stage034_21,,
Stage034,Stage034_21,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage034_21,Stage034_22,,
Stage034,Stage034_22,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage034_22,Stage034_23,,
Stage034,Stage034_23,MSWAvatar,,,Idle,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage034_23,Stage034_24,,
Stage034,Stage034_24,MSWAvatar,,,Stunned,,,,,,DialogName3,DialogContentsStage034_24,Stage034_25,,
Stage034,Stage034_25,CustomAvatar,,10001,Troubled,,,,,,DialogName6,DialogContentsStage034_25,Stage034_26,,
Stage034,Stage034_26,MSWAvatar,,,Angry,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage034_26,,,
Stage035,Stage035_1,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage035_1,Stage035_2,,
Stage035,Stage035_2,MSWAvatar,,,Troubled,,,,,,DialogName3,DialogContentsStage035_2,Stage035_3,,
Stage035,Stage035_3,MSWAvatar,,,Pain,,,,,,DialogName3,DialogContentsStage035_3,Stage035_4,,
Stage035,Stage035_4,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage035_4,Stage035_5,,
Stage035,Stage035_5,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage035_5,Stage035_6,,
Stage035,Stage035_6,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage035_6,Stage035_7,,
Stage035,Stage035_7,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage035_7,Stage035_8,,
Stage035,Stage035_8,MSWAvatar,,,Hit,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage035_8,Stage035_9,,
Stage035,Stage035_9,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage035_9,Stage035_10,,
Stage035,Stage035_10,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage035_10,Stage035_11,,
Stage035,Stage035_11,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage035_11,Stage035_12,,
Stage035,Stage035_12,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage035_12,Stage035_13,,
Stage035,Stage035_13,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage035_13,Stage035_14,,
Stage035,Stage035_14,CustomAvatar,,10002,Cry,,,,,,DialogName13,DialogContentsStage035_14,Stage035_15,,
Stage035,Stage035_15,MSWAvatar,,,Bewildered,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage035_15,Stage035_16,,
Stage035,Stage035_16,CustomAvatar,,10002,Cry,,,,,,DialogName13,DialogContentsStage035_16,Stage035_17,,
Stage035,Stage035_17,MSWAvatar,,,Bewildered,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage035_17,Stage035_18,,
Stage035,Stage035_18,CustomAvatar,,10002,Angry,,,,,,DialogName13,DialogContentsStage035_18,Stage035_19,,
Stage035,Stage035_19,MSWAvatar,,,Bewildered,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage035_19,Stage035_20,,
Stage035,Stage035_20,CustomAvatar,,10002,Angry,,,,,,DialogName13,DialogContentsStage035_20,Stage035_21,,
Stage035,Stage035_21,PetAnim,b1e09659f92847c0aa1b5ede6f75e2ad,,,,,,,,DialogName14,DialogContentsStage035_21,Stage035_22,,
Stage035,Stage035_22,CustomAvatar,,10002,Cry,,,,,,DialogName13,DialogContentsStage035_22,Stage035_23,,
Stage035,Stage035_23,CustomAvatar,,10002,Cry,,,,,,DialogName13,DialogContentsStage035_23,Stage035_24,,
Stage035,Stage035_24,MSWAvatar,,,Bewildered,,,,,,DialogName3,DialogContentsStage035_24,Stage035_25,,
Stage035,Stage035_25,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage035_25,Stage035_26,,
Stage035,Stage035_26,MSWAvatar,,,Angry,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage035_26,Stage035_27,,
Stage035,Stage035_27,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage035_27,Stage035_28,,
Stage035,Stage035_28,MSWAvatar,,,Angry,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage035_28,,,
Stage036,Stage036_1,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage036_1,Stage036_2,,
Stage036,Stage036_2,CustomAvatar,,10001,Idle,,,,,,DialogName6,DialogContentsStage036_2,Stage036_3,,
Stage036,Stage036_3,CustomAvatar,,10001,Wink,,,,,,DialogName6,DialogContentsStage036_3,Stage036_4,,
Stage036,Stage036_4,CustomAvatar,,10001,Smile,,,,,,DialogName6,DialogContentsStage036_4,Stage036_5,,
Stage036,Stage036_5,MSWAvatar,,,Angry,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage036_5,Stage036_6,,
Stage036,Stage036_6,MSWAvatar,,,Angry,9fafd3a2b5db46d8b47a660db7bcd304,,,,,DialogName3,DialogContentsStage036_6,Stage036_7,,
Stage036,Stage036_7,MSWAvatar,,,Shine,,ff69b13fc3ec4471a419bc3ea20f0bac,dbb1aa83b0ef4ee38356ba227bd1c616,,,DialogName3,DialogContentsStage036_7,Stage036_8,,
Stage036,Stage036_8,PetAnim,31d7ac436f164da3a0145c4302fe3df5,,,,,,,,DialogName14,DialogContentsStage036_8,Stage036_9,,
Stage036,Stage036_9,CustomAvatar,,10002,Idle,,,,,,DialogName13,DialogContentsStage036_9,Stage036_10,,
Stage036,Stage036_10,CustomAvatar,,10002,Angry,,,,,,DialogName13,DialogContentsStage036_10,Stage036_11,,
Stage036,Stage036_11,MSWAvatar,,,Oops,,,,,,DialogName3,DialogContentsStage036_11,Stage036_12,,
Stage036,Stage036_12,MSWAvatar,,,Wink,,,,,,DialogName3,DialogContentsStage036_12,Stage036_13,,
