name,category,class,theme,rarity,isToken,tagArray,variantArray,linkArray,cost,maxHp,atk,hasBarrier,hasVenom,hasChill,isDirectAttackable,isImmuneToStrong,cardTriggerNameArray,cardAuraNameArray,minionTriggerNameArray,minionAuraNameArray,damageSound,dieSound,skillAnimation_1,skillAnimation_2,skillAnimation_3,ballAnimation_1,ballAnimation_2,ballAnimation_3,hitAnimation_1,hitAnimation_2,hitAnimation_3,extraAnimation_1,extraAnimation_2,extraAnimation_3,skillSound_1,skillSound_2,skillSound_3,hitSound_1,hitSound_2,hitSound_3,extraSound_1,extraSound_2,extraSound_3
Genesis,Skill,Magician,Classic,Legendary,,,"[""Angel""]",,8,,,,,,,,"[""Genesis""]",,,,,,7e7f4cc5e8724dd3a1865973d8ddc0b5,c10a933034d44fd6b7ff8e2ad20e9c55,,,,,73fa401e5a2043b59783bf220d686946,,,adb19f550efb458593741c6b57c576ff,aaffb2fbb3bf450aa27b72259d4c30dc,73054c69460c434f89f3dd9317accda4,9ab775ddacbd4c2593afe6563cfd5352,,,087d27bc736a4107bd1e296bf4ae6a3d,,,,,
GhostStump,Minion,Common,Classic,Rare,,"[""Plant"", ""Undead""]",,,1,1,1,,,,,,,,"[""GhostStump""]",,43f63d7d975549aaa8e5fc604e1cd0d1,dec99a965950494190fd3e9c566fd5b3,,,,,,,,,,,,,,,,,,,,,
GiantCentipede,Minion,Common,Classic,Legendary,,"[""Boss""]",,,7,4,2,,,,,,,,"[""GiantCentipede""]",,b898833b27754acf8bf12802ba8b0a6e,b898833b27754acf8bf12802ba8b0a6e,,,,,,,5de2ab3f8bd04e098ccc66e8d2fad548,,,,,,75f4ae44ceee4144b498867649b78ff4,,,6d05f8abe237480b86084dd94b147e43,,,,,
GinsengJar,Minion,Common,Nautilus,Rare,,"[""Plant""]",,,3,3,3,,,,,,,,"[""GinsengJar""]",,0d31b44795614a1f8cb0d97b9305aa1e,0f31a5c48c3d4cee89b6600211abfdb7,,,,,,,,,,,,,,,,,,,,,
Goblin,Minion,,,,TRUE,,,,1,3,3,,,,,,,,,,6dda2635c0ce4d48b61d3708381fbf1f,c0adb348bcda4dedbc3f377264f3d202,,,,,,,,,,,,,,,,,,,,,
GoblinFire,Minion,Common,Nautilus,Rare,,,,"[""Goblin""]",1,2,1,,,,,,,,"[""GoblinFire""]",,18a0d7c533074384b577f52a202191b9,3fb2d66caca546a0a3315c3253a82342,,,,,,,,,,,,,2382aadd819f49ae8a2e0ba694113c85,,,,,,,,
Goby,Minion,,,,TRUE,,,,1,1,1,,,,,,,,,,e7cb651f7466486ba7267e854da067aa,bfc5f198229f49699cb70694a1b3fb0b,,,,,,,,,,,,,,,,,,,,,
GreenCornian,Minion,Common,Classic,Rare,,"[""Dragon""]",,,1,1,2,,,,,,,,"[""GreenCornian""]",,2b511b5a593949748ccff01e35db54c5,c11a5fe2a6d64731885daee991380e51,,,,,,,a0f45af8bcdb4c0588d4f1fe248691c9,,,,,,34139a7f09784eaf8cae0086baa2b96d,,,5deba47702454450b5068d5161d5561b,,,,,
GreenMushroom,Minion,Bowman,Classic,Epic,,"[""Mushroom""]",,,2,2,1,,,,,,,,"[""GreenMushroom""]",,4ff66ced76b84be38af94a6b859399a4,c183808603d34dc8818db076394a38f0,,,,,,,,,,,,,,,,,,,,,
GreenTrixter,Minion,Common,,Normal,,,,"[""Trixter""]",3,2,2,,,,,,,,"[""GreenTrixter""]",,43d6a6f3758c4b7490eb009796319d8b,5c828422f08444caaf1070eee2854108,,,,,,,,,,,,,,,,,,,,,
Grenade,Skill,Pirate,Nautilus,Normal,,,,,3,,,,,,,,"[""Grenade""]",,,,,,,,,9bfe3e610ca14b61abd00bffc84fc595,,,60f2c1da21f14ed7a71d25fb4961715f,,,,,,68e2153b362d4fdea17b7fe4fc1ad4a6,,,7777128da0904a0dbf7eba19cd68db4d,,,,,
Griffey,Minion,Common,Classic,Legendary,,"[""Boss""]",,,8,6,5,,,,,,,,"[""Griffey""]",,9f4374d1b5f547e69dba95ea8aef8c2a,bfc8fed2aa074c89883c7af998746ac7,,,,,,,da70051e811e48e7bc7d74d22f31c58c,,,,,,09d1746db4ba4c61ab0fb5510e191292,,,,,,,,
GrimPhantomWatch,Minion,Common,Nautilus,Epic,,"[""Undead""]",,,0,6,6,,,,,,,"[""GrimPhantomWatch""]",,,f99f5fcf753c491c86dec54f72785e1f,76ed519147f14597a41e29d4b92128e4,,,,,,,,,,,,,,,,,,,,,
Hankie,Minion,Common,Nautilus,Rare,,,,,6,4,5,TRUE,,,,,,,,,c2efc82810654a93922b4de7be007203,c2efc82810654a93922b4de7be007203,,,,,,,,,,,,,,,,,,,,,
Harp,Minion,Common,Classic,Epic,,,,,3,3,2,,,,,,,,"[""Harp""]",,cd4a89524d2c4e98ba179865fd43fe2a,4a450395b54f4f018c665ff9c4d9dfa5,,,,,,,,,,,,,0d909f2a02504dc8bb49a9a9e71a8aad,,,,,,,,
Haste,Skill,Thief,,Normal,,,,,3,,,,,,,,"[""Haste""]",,,,,,2d11bdb4d78043069a891839ac0e046b,,,,,,,,,,,,4670221848194d6696f4de4a3b4d41fd,,,,,,,,
Hawk,Minion,,,,,,,,1,1,1,,,,,,,,"[""Hawk""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,79ee2df932494c0a8419a8f899d57a74,,,,,,ac9661cf08ad4084b07ec543fdbdeeab,,,,,,c64cd9fd2bee48269a0b6c8035e9036b,,,,,,,,
Heal,Skill,Magician,Nautilus,Rare,,,,,2,,,,,,,,"[""Heal""]",,,,,,2a27c32161f94f4293c4bac33015bff5,,,,,,d44294416120462bb82d5c0d03936906,,,,,,a1a425ae3c1c49afa068ee212676c5dc,,,,,,,,
Heinz,Minion,Magician,Classic,Legendary,,"[""Npc""]",,,7,3,1,,,,,,,,"[""Heinz""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
Hogul,Minion,Common,Classic,Unique,,"[""Beast""]",,,5,6,3,,,,,,,,"[""Hogul""]",,7196daf730224f1e98dc0bc13f6f0339,934279a6338f47e4984c24dfa89f4930,,,,,,,,,,,,,f4d707b2aad34c0ba0da832d56ea0988,,,,,,,,
HolyShield,Skill,Magician,Nautilus,Rare,,,,,2,,,,,,,,"[""HolyShield""]",,,,,,66c21e8570714e079f0fbd8e65fe99e7,,,,,,0cf9679162e444b8b3571c8dab1e4aa9,,,,,,a829df0819474f18aa1365fb1e67c924,,,,,,,,
Homunscullo,Minion,Thief,Nautilus,Epic,,"[""Undead""]",,,4,2,3,,,,,,,,"[""Homunscullo""]",,4c3e9b9f62564f11ae3853c6a1124f22,67e4ab18ea9d48d7b4dff58d2b877c7f,,,,,,,7731a8c8b0ec4138b5039e9e2f4bab06,,,,,,d83b9cc2c7104420bc3f8fa1e478d22d,,,3725605ee1aa4a14a9f58880759edbbd,,,,,
Horntail,Minion,Common,Classic,Legendary,,"[""Boss"", ""Dragon""]",,,10,4,6,,,,,,,,"[""Horntail""]",,fa14200ac4194fa99fe12d4a12a60ea5,532c584d25cd43eeae8ec5ceb259f052,,,,,,,0ef2e52b09f94737b4b8c6d824c6f628,,,,,,5b9323028a7a41ae852dcfbd49c884c7,,,,,,,,
HornyMushroom,Minion,Common,Classic,Rare,,"[""Mushroom""]",,,1,1,2,,,,,,,,"[""HornyMushroom""]",,876c6bd9ed0a4606a184ff1c9ade7049,de99395544a84b3095e60e7e020c05d3,,,,,,,,,,,,,,,,,,,,,
Huckle,Minion,Common,Classic,Rare,,"[""Npc""]",,,1,2,1,,,,,,,,"[""Huckle""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
HyperBody,Skill,Warrior,Classic,Rare,,,"[""Snowboard""]",,2,,,,,,,,"[""HyperBody""]",,,,,,646efb0795834b25a9e8714fdbbdd181,,,,,,68c8e002038c4afca5abd220252627bb,,,,,,af64a9df9f3548ec8b9c6d6153ad6dc4,,,,,,,,
Hypnotize,Skill,Pirate,Nautilus,Epic,,,,,7,,,,,,,,"[""Hypnotize""]",,,,,,0e7937ddf4014fbd8f5498e6b9d5c7b1,,,4e7cfd50ca52425cb05a11553e06eb0e,,,5fd7b43e15344fd8beed6264c4912010,,,,,,77fb9095f67147f6b35377d095ca1eb6,,,1593da7559464d8db5fa3edd022b441d,,,,,
Icarus,Minion,Common,,Normal,,"[""Npc""]",,,5,3,5,,,,,,,,"[""Icarus""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
IceElemental,Minion,,,,TRUE,,,,4,5,1,,,,,,,,"[""IceElemental""]",,cf13ce9727aa448c97334e204036d3fa,cef248e1dd694966aa222963781287b0,,,,,,,e511d33ebadd435380ec8afb2ddde277,,,,,,d769daa17e6c4e9eb78a57e5a02f80a9,,,,,,,,
IceShot,Skill,Bowman,Classic,Unique,,,,,6,,,,,,,,"[""IceShot""]",,,,,,453ff94420b8440991587c4d598251af,5f851e4249c0476d84f9a3deee02dd39,12f9d9623b1b4712bcbcbb6fd1adf027,122184183adf417ca72e8663aee12b66,,,d410f3add4744267bd1350fc0fad256e,,,c6c5ebb4ddc740dd9804020fd7ce7598,6177f83996694985adb92c407340dba1,c5483353e7354882abfb645f087eb14f,932838db7b0a4f3b909e0e7bf5e0b465,90bbceaa72554dc78e8c73d9fdbff7ee,,edb0fbd42d7b4e82b2f32348bb329f60,,,,,
IceSplitter,Skill,Pirate,Nautilus,Epic,,,,,1,,,,,,,,"[""IceSplitter""]",,,,,,480860585ce541d9929eb79b7b194a70,,,,,,6f33b135d19d4885b0aefc8e7b1a77b4,,,,,,1899ae9b45fd4d03bfeb1cc29d5f7dbc,,,47ee9d77675f4573914c76d771b643ee,,,,,
IceStrike,Skill,Magician,Classic,Rare,,,"[""Santa""]",,5,,,,,,,,"[""IceStrike""]",,,,,,5164c7989c65473e8fae37e8f8db4201,,,,,,40ff7b4a5aab48d4935da83461134ab1,,,,,,60af213416fc40c5b196f97e890d6430,,,,,,,,
Infinity,Skill,Magician,Classic,Epic,,,,,4,,,,,,,,"[""Infinity""]",,,,,,d7ccc0e803fd48f19687ad0cddff571d,397a7fa002bc49d2ad849ba3c13289eb,09523dfa62a94080af368c6086245449,,,,,,,,,,7b1552ad65a648e280daa23fb1cee0d1,,,,,,,,
IronArrow,Skill,Bowman,Classic,Epic,,,,,3,,,,,,,,"[""IronArrow""]",,,,,,abfe3ed09374446884baf6fe4256c47b,12f9d9623b1b4712bcbcbb6fd1adf027,,5c9569c5eee6439ebce598c91c04eaef,,,783f66e9e4cb4cbda8162076fb3404d7,,,,,,ff0d647fe202422ea316b7feaa08ab71,90bbceaa72554dc78e8c73d9fdbff7ee,,,,,,,
IronHog,Minion,Common,Classic,Rare,,"[""Pig""]",,,3,2,1,,,,,,,,"[""IronHog""]",,8d8aade4b97f4eed8ccbd00be9dc9b16,1ba6848785c24e68af9193c30f1e5ec4,174160897ab148fb9c475ae3009deee6,,,,,,,,,,,,,,,,,,,,
JaneDoe,Minion,Thief,Nautilus,Epic,,"[""Npc""]",,,2,3,1,,,,,,,,"[""JaneDoe""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
JrBalrog,Minion,Common,Classic,Legendary,,"[""Boss"", ""Devil""]",,,8,4,4,,,,,,,,"[""JrBalrog""]",,c8590b5fba3d4f81b0ead372f18eb425,4e9aa7e59ed348ddb9fa863e420628b1,2b62129c369748d081bf845bd73796e2,,,,,,e2d56f008b3a400eadb31a3c5b22ef8e,,,,,,581cd0d32b0d4249b35d503d7ea66a9e,,,,,,,,
JrBoogie,Minion,Common,Classic,Rare,,,,,3,2,2,,,,,,,,"[""JrBoogie""]",,afd8ddc4eb274c22ba5f35a1c80aaed0,dec74f4192644fbfa998b9149914ba17,,,,,,,,,,,,,,,,,,,,,
JrMimic,Minion,Common,,,TRUE,,,,1,1,1,,,,,,,,"[""JrMimic""]",,3313843f06d44512ad71f1b77c8b82c2,51eafa7211b84a4baa9a4ec473ed1581,,,,,,,,,,,,,7406889e758e45898b8c606a938702f4,,,,,,,,
JrNecki,Minion,Common,,Normal,,,,,2,2,1,,TRUE,,,,,,,,fe85652078c143c69255af4edddad33a,53e057d84eb143e4a2cf517b7ccc52d7,,,,,,,,,,,,,,,,,,,,,
JrNewtie,Minion,Common,Nautilus,Unique,,"[""Dragon""]",,"[""NestGolem""]",2,3,1,,,,,,,,"[""JrNewtie""]",,f4b60020b83f40f4a648805fdacf790c,38ead1553b4247d0a61b1d9bcb78a8f0,,,,,,,,,,,,,38ead1553b4247d0a61b1d9bcb78a8f0,,,,,,,,
JrPepe,Minion,Bowman,Classic,Rare,,,,,2,4,1,,,TRUE,,,,,,,60be374cbc864edabb2496737370e97f,d054fd8dcbc2482d9038de4047257e7f,,,,,,,,,,,,,,,,,,,,,
JrWraith,Minion,Thief,Classic,Rare,,,,,3,1,2,,,,,,,,"[""JrWraith""]",,5412c134c4e743e0bb20d5fad50157c1,4e9c63a1a380426987dde38a099cd81e,,,,,,,,,,,,,,,,,,,,,
JrYeti,Minion,Common,Classic,Unique,,,,"[""Yeti""]",4,4,2,,,,,,,,"[""JrYeti""]",,aa7cee3491814b598c57559b01a62051,7f70b93df6dc4e2da35a6c545d1582ca,,,,,,,,,,,,,00f8efdea1fe47748fd218c61c7e08c0,,,,,,,,
KingSageCat,Minion,Common,Classic,Legendary,,"[""Boss""]",,,4,4,4,,,,,,,,"[""KingSageCat""]",,4eb8dee4df0546ee85b639c91a3d4409,d75683b050904eee82d4a3bf6edd55b5,,,,,,,,,,,,,8f76f95bc940470c8a144f3a70566971,,,,,,,,
KingSlime,Minion,Common,Classic,Legendary,,"[""Boss""]",,"[""Slime""]",5,4,3,,,,,,,,"[""KingSlime""]",,0ff0c3fcaa254275a8760a22f214583e,5ef32446ef744f97817a94371f2fb4b0,,,,,,,,,,,,,dedb87c18c644b7ba55d6d0f72fa69a1,,,,,,,,
Kino,Minion,Common,Nautilus,Epic,,"[""Pet""]",,,2,1,1,,,,,,,,"[""Kino""]",,117e46b4209d4756b712ba565e74b74d,38e0b8c1b2b84322885052160ab189f8,,,,,,,,,,,,,d3473baea3534d6ab3b62708362eeccf,,,,,,,,
Kyrin,Minion,Pirate,Nautilus,Legendary,,"[""Npc""]",,,4,2,2,,,,,,,,"[""Kyrin""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,190f2ee205344f72b96a2c61e718d32d,,,,,,540d6806b36f497fb2fb7e670bf0eaa7,,,,,,,,
Lakelis,Minion,Common,Classic,Unique,,"[""Npc""]",,,5,6,1,,,,,,,,"[""Lakelis""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
LePetitPrince,Minion,Common,Classic,Epic,,"[""Npc""]",,,4,2,1,,,,,,,,"[""LePetitPrince""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
LordPirate,Minion,Pirate,Nautilus,Legendary,,"[""Boss""]",,"[""BellflowerRoot""]",7,2,2,,,,,,,,"[""LordPirate""]",,a7dfbb6a4f2848598030dd8e8e1c5dcd,32fc1c1ce76546b7a2d656b58e2e9902,,,,,,,,,,,,,69ec906c0d7c484b86e8c08018f055cf,,,,,,,,
Lucida,Minion,Common,,Normal,,"[""Devil""]",,,4,3,3,,,,,,,,"[""Lucida""]",,3017aeaa383c43fd8a6f7cffb7808b82,3ba6a57f27fa471c82229c52d9473c44,,,,,,,,,,,,,,,,,,,,,
LuckySeven,Skill,Thief,Classic,Unique,,"[""Shuriken""]","[""SteelyThrowingKnives""]",,0,,,,,,,,"[""LuckySeven""]",,,,,,1ed68211deb34d4aaabf606af837c768,582c95a478b64652a5ddfe7c5b74c094,,bfa25e5caf38486a943c8468383715fb,2fc1bc6b1de741458d3b83227097aa99,,458e72f0720a4584a9a7fc3642b6e601,,,,,,5996110d3d194e10967fd3745bd666b3,32ebfe1732634492906191ec80cc525d,,,,,,,
Lupin,Minion,Common,Classic,Epic,,"[""Monkey""]",,,2,3,2,,,,,,,,"[""Lupin""]",,6502a37a0fa64ec8899aa31c0c9090b5,eba378e2994b42c698819046050abf7b,,,,,,,8072902461784a6fbab61834b992fde7,,,,,,7c17b7b199d84713a8cfeb8923204481,,,151c7ce8f9034c38a71880329efa96c2,,,,,
MagicBooster,Skill,Magician,,Normal,,,,,3,,,,,,,,"[""MagicBooster""]",,,,,,5040fa5559ce495a8bc554d70224bd33,,,,,,,,,,,,41cd6ec9fe4b4c5bb62888c771c87741,,,,,,,,
Mai,Minion,Common,,Normal,,"[""Npc""]",,,6,3,3,,,,,,,,"[""Mai""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
Malady,Minion,Magician,Classic,Rare,,,,,2,3,2,,,,,,,,,"[""Malady""]",f57ec8dc832c423f8fcccb03e459dd04,24d67c21f6304b86b31f4ee71106e20a,,,,,,,,,,,,,,,,,,,,,
Manji,Minion,Warrior,Classic,Unique,,"[""Npc""]",,,4,3,6,,,,,,,,,,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
Mano,Minion,Magician,Classic,Legendary,,"[""Boss""]",,"[""RedSnail"", ""BlueSnail"", ""Snail""]",9,7,5,,,,,,,,"[""Mano""]",,6de4a479bd344a3688d8c28a8b46c0f2,ba4aab7d12af410ea2cc7e3fbc97ec54,,,,,,,,,,,,,e1fee594c7c643a79f2de2bf9b02b350,,,,,,,,
Manon,Minion,Common,Classic,Legendary,,"[""Boss"", ""Dragon""]",,,8,6,4,,,,,,,,"[""ManonSummon"", ""ManonDead""]",,faa067ce5e274a929ffa751fd1f8405a,faa067ce5e274a929ffa751fd1f8405a,,,,,,,7fee687ac939403db2bf5a6f9156bda1,090f0cb9ad274274b2ea0c9a1e43be6b,,,,,1e95f0f560a147699a6b43ed01990d16,6589e97c19c243b0812ea65c558f2538,,0e38b022f7904f2b8b2777f00360ae74,cfc4a0461db8471cb87c53a348707897,,,,
MarTheFairy,Minion,Magician,Nautilus,Epic,,"[""Npc""]",,,3,1,2,,,,,,,,"[""MarTheFairy""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
MasterSergeantFox,Minion,Bowman,Classic,Rare,,"[""Npc""]",,,4,1,3,,,,,,,,"[""MasterSergeantFox""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
Mateon,Minion,Magician,Nautilus,Rare,,"[""Alien""]",,,1,1,1,,,,,,,,"[""Mateon""]",,88a6396f27d64f578dfb85757a2456a4,88a6396f27d64f578dfb85757a2456a4,70f170cb7f644da28dc93915a8e70dd9,,,22db356cc60940089b7f5d592c7d5813,,,e9d2e8cba2aa4245ae29cfb516746a04,,,,,,6f267547b0874e639f4df6bda8eb996d,,,3684d04b26a84cf08c77a841fe0a3925,,,,,
Maya,Minion,Common,Classic,Rare,,"[""Npc""]",,,3,4,2,,,,,,,,"[""Maya""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
Mike,Minion,Warrior,Nautilus,Unique,,"[""Npc""]",,,7,5,5,,,,,,,,"[""Mike""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
MoonBunny,Minion,Common,Classic,Epic,,,,,2,3,1,,,,,,,,"[""MoonBunny""]",,0a7560010fd241e1a510538f8a839992,3e381147ff014a39a91662f1a2af17db,,,,,,,97156097893b4a659875e5ae6b55b7fb,,,,,,f87d6751ba9d4fe8b99e9fbc8b7a7d95,,,,,,,,
MrBouffon,Minion,Common,Nautilus,Epic,,"[""Npc""]",,,2,5,1,,,,,,,,,"[""MrBouffon""]",13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
MrWetbottom,Minion,Common,,Normal,,"[""Npc""]",,,4,4,2,,,,,,,,"[""MrWetbottom""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
MT09,Minion,Common,Nautilus,Unique,,"[""Alien""]",,,5,1,3,,,,,,,,"[""MT09""]",,bb63f856d5db41b7a68db651a25c5bb4,1d5627257f9048228639eb302f99028f,,,,2846a84d699d458293547859f69b31e0,,,4595b5945a2b40649d965b30c3ff0468,,,,,,bae2ac4316df499a88abfebc02f696f1,,,06c9e0c97df549ea9dca84d3cd79d1f4,,,,,
Mushmom,Minion,Common,Classic,Legendary,,"[""Boss"", ""Mushroom""]",,,6,3,3,,,,,,,,"[""Mushmom""]",,b373d5aebb224a6b8db4c285254873a2,e5e63dce6d9b4596956f9f61f8fde1a2,d833676962154faeafe2a8e83299cfc3,,,,,,,,,,,,223a4a355e68494d8438f29946027a18,,,,,,,,
Nemi,Minion,Bowman,Nautilus,Rare,,"[""Npc""]",,,2,1,1,,,,,,,,"[""Nemi""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
Nependeath,Minion,Warrior,Classic,Rare,,"[""Plant""]",,,2,2,2,,,,,,,,"[""Nependeath""]",,f6ba83ed004a4aa6b7a4c2da9add1d32,19c964678ca041a795a68a5088f8dccd,3993f591939744548707ca8b5d81538f,,,,,,c136d52950b24c6e97ea587d4b25b971,,,,,,c653e736af7c484495a510361e6d9738,,,,,,,,
NestGolem,Minion,,,,TRUE,"[""Dragon""]",,,4,4,2,,,,,,,,"[""NestGolem""]",,64fe23a4ee59447a927452fe454946e0,265d40d2173f4417bf2812a5526c1c58,,,,,,,,,,,,,757193e601d541dda735e3059bfe09ae,,,,,,,,
NineTailedFox,Minion,Common,Nautilus,Legendary,,"[""Boss""]",,,6,3,4,,,,,,,,"[""NineTailedFox""]",,0309365101fa4699ab835140347e7595,1907ac7bf6ca4001b7e4d06f3a3d5f3d,,,,,,,d2d9edfc2864441fad6b68dcccde982e,,,,,,e83fdc0d152d4586ac6bedb5feccdf18,,,4b2d14a4222a4ad5bf6891eaf6e88282,,,,,
NinjaAmbush,Skill,Thief,Nautilus,Epic,,,"[""Mummy""]",,6,,,,,,,,"[""NinjaAmbush""]",,,,,,9b05181ebefd43d6abd698b0bbd8e0c5,,,,,,7a2a983c23114e2fb6adceb7158165b2,,,,,,e8f84b6e056941e79780b6cc1024e726,,,,,,,,
NinjaStorm,Skill,Thief,Nautilus,Rare,,,,,3,,,,,,,,"[""NinjaStorm""]",,,,,,9db7dee5ef224dd4a1d85b0251d86f20,,,,,,fd88b8a43f484b7db9ac7e50f10fe96d,,,,,,a59000bd97804aae9cc5539018db17ed,,,7963908bad0945a386541f7b28d49010,,,,,
Octopi,Minion,,,,TRUE,,,,1,1,1,,,,,,,,"[""Octopi""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,76c6ad6e66814a39b2c6ab5773be275f,,,7fbef1724b034459ade310b98cf1f481,,,,,,,,,,,,,,
Octopus,Minion,Common,Classic,Rare,,,,,2,3,2,,,,,,,,,"[""Octopus""]",590b667674334ad1aa86eb17e509fbdd,5deff8b7062042b0a0f87da58c43fba5,,,,,,,,,,,,,,,,,,,,,
OrangeMushroom,Minion,Common,,Normal,,"[""Mushroom""]",,,1,2,2,,,,,,,,,,b373d5aebb224a6b8db4c285254873a2,e5e63dce6d9b4596956f9f61f8fde1a2,,,,,,,,,,,,,,,,,,,,,
Panda,Minion,Common,Nautilus,Unique,,"[""Pet""]",,,5,4,4,,,,,,,"[""Panda""]",,,2cf8285eba014fae801d1094ca73eb71,4bd20cd85bb14d34b7682648c42f5621,,,,,,,,,,,,,,,,,,,,,
PandaTeddy,Minion,,,,TRUE,"[""Toy""]",,,1,1,1,,,,,,,,,,35c23b3435cf4f429c8b6a204d8b40f0,0045aea82301414f86c91670982b360a,,,,,,,,,,,,,,,,,,,,,
PaperLanternGhost,Minion,Common,Nautilus,Rare,,"[""Undead""]",,,3,6,3,,,,,,,,"[""PaperLanternGhost""]",,d699787b20cb4766b79ba270f259548c,ff3e20fe7a3649ae9d97db680007768a,,,,,,,57eba2f75e27479d8200ce42d4a07c1d,,,,,,b9b13fa4a5d14361824255469c48ca92,,,,,,,,
Papulatus,Minion,Common,Nautilus,Legendary,,"[""Boss""]",,,14,3,1,,,,,,,,"[""Papulatus""]",,744bde06e34c4793a60adb5af8c00e27,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,1906a61f97fe496d89682a7f0c8e1c34,,,,,,,,
Patricia,Minion,Bowman,Nautilus,Epic,,"[""Npc""]",,"[""BrownTeddy"", ""PinkTeddy"", ""PandaTeddy""]",5,3,3,,,,,,,,"[""Patricia""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,3857428ab80c47d8bf6a5752921ae76b,,,,,,,,
Pepe,Minion,Common,Nautilus,Unique,,,,"[""Yeti"", ""YetiAndPepe""]",3,4,3,,,,,,,,"[""Pepe""]",,03b8999f54b84d42881bdab653a676b9,a61715af6a6e417c85e3549335fdbe11,,,,,,,,,,,,,,,,,,,,,
Pia,Minion,Common,Classic,Epic,,"[""Npc""]",,,3,1,2,,,,,,,,"[""Pia""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
Pianus,Minion,Common,Nautilus,Legendary,,"[""Boss""]",,,9,5,6,,,,,,,,"[""Pianus""]",,0a28b0fce3754b6c96fd864400c1beb3,b5733ff11e8749599af80f91d9ddb830,3822f5bc47af488585cef2f0929ec811,,,,,,306a9aafa3fb43498f1b783b85512305,,,,,,22db46490a854e6886715ce7f7df03d1,,,d89140dc326d41c3b61a4846c8dfced3,,,,,
PinkTeddy,Minion,,,,TRUE,"[""Toy""]",,,1,1,1,,,,,,,,,,b0cb2b0e62364d28b5473016d9695e86,c9ae4c0301b042528afa80c2c56fa312,,,,,,,,,,,,,,,,,,,,,
Pio,Minion,Common,Nautilus,Rare,,"[""Npc""]",,,2,3,2,,,,,,,,"[""Pio""]",,13466c9132164e2bbb4e7474c2001a91,d9a586f4dc854e8799f6a51b68262760,,,,,,,,,,,,,,,,,,,,,
PoisonPoopa,Minion,Common,Classic,Rare,,,,,3,3,2,,TRUE,,,,,,,,705509a6c030454489d3f6054677d54a,62c0bac2c2624450979ac871c7555a88,,,,,,,,,,,,,,,,,,,,,
PowerKnockBack,Skill,Bowman,Classic,Rare,,,"[""BrownTeddy""]",,2,,,,,,,,"[""PowerKnockBack""]",,,,,,0dbf3cee15594c519640d17085a8c17c,,,,,,37fd9047b8754cebb32f8e76f4baacca,,,,,,5d5be5da15c9423db2f9f449eb353c7a,4346b64f2d0a4cf683980bb0d318b14a,,,,,,,
PowerStance,Skill,Warrior,Nautilus,Epic,,,"[""Snowman""]",,3,,,,,,,,"[""PowerStance""]",,,,,,13498c94f53644f0b55415a55afe31c8,,,,,,,,,,,,293cfc224ebf47bf853ecf8c899c60d2,,,,,,,,
