id,name,grade,skillDescription,statDescription,petType,skillInterval,effectAmount,itemDropBonus,expBonus,goodsBonus,moveRUID,ruid,pivotX,pivotY,set,exp
7_010,다람쥐 핑크,B,"장착 시, %.2f초에 한 번씩 일정 구역의 몬스터에게 중독 디버프를 겁니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",PoisoningPet,20,2,0,0,0,56354f6b45264096ab08794e4efd5a02,e05c83acc2c34e4e84b5b444b844528d,0,-30,34,1
8_005,천사 노엘,B,"장착 시, 소울 에그 드롭 확률이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,1,0,0,201338a16fc148fbb3b06bcc6fb79692,3fcb3511cae84f3488bdf7694b7c72ac,0,-30,35,1
8_006,핑크 루티,B,"장착 시, 소울 에그 드롭 확률이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,1,0,0,68819333ba7e4a4a85088ce875c9ddf2,4db36abf6d4047a3970b24e9c3b2a28f,0,-20,36,1
8_007,쁘띠 레드,B,"장착 시, 소울 에그 드롭 확률이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,1,0,0,28540b5c6fe343c49ddbf49497c71060,7919ef460d2f4398aa27f106e3b99eb7,0,-25,37,1
8_008,블러디퀸,B,"장착 시, 소울 에그 드롭 확률이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,1,0,0,bed3a504849440aaa4b4efaefa5bfef8,c22286a2089b4cbf8ee4bee3e56b06f5,0,-30,38,1
8_009,피치딜로,B,"장착 시, 소울 에그 드롭 확률이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,1,0,0,a6afdba0261f4b31b2c1164f719d5098,245c596c7b0c4f5786f17595b2fabf17,0,-20,39,1
8_010,풋밤,B,"장착 시, 소울 에그 드롭 확률이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,1,0,0,020b04bb283f4079a2d0b90efc8724c8,153b40564c504854a58aaf2653811861,0,-20,40,1
9_005,천사 라엘,B,"장착 시, 스테이지 내에서 경험치 획득량이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,0,10,0,baf935146308497a9f429c67a899d3d2,c31ef0120c524432b3cbfcdbfa46bb6e,-5,-30,35,1
9_006,민트 루티,B,"장착 시, 스테이지 내에서 경험치 획득량이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,0,10,0,db4be5c77b5b46508e456b9a0065910c,993b7e8e7af546ad801078854a112685,-5,-30,36,1
9_007,쁘띠 블루,B,"장착 시, 스테이지 내에서 경험치 획득량이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,0,10,0,784e2336c53a45f69a9583a85b53a608,c172be422c7045aa921403c5f1b89c74,0,-30,37,1
9_008,반반,B,"장착 시, 스테이지 내에서 경험치 획득량이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,0,10,0,18ee9dbc219a4b86b14393dc2e9ba74c,5bcf01f9f8b244f6bd18a4b4cb4623a5,0,-25,38,1
9_009,레몬 딜로,B,"장착 시, 스테이지 내에서 경험치 획득량이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,0,10,0,5eba6f749e1548e38ad8c7d5654b7c64,f5d3c0a1b98f4683a1b29c1e125b5b65,-5,-20,39,1
9_010,알밤,B,"장착 시, 스테이지 내에서 경험치 획득량이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,0,10,0,2e4461e9b33848bcb61c99cd5250f4df,294195901d85409aa83ba663c0236948,0,-20,40,1
10_005,천사 미엘,B,"장착 시, 클리어 보상(메소, 에너지 스톤, 주문서)이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,0,0,10,ff69abc26f3b4395b3af1281ef2858da,1a94208c6cb74f9684a1ad0bcb9628dd,0,-30,35,1
10_006,퍼플 루티,B,"장착 시, 클리어 보상(메소, 에너지 스톤, 주문서)이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,0,0,10,839a89d40a784210bbd4304f14f8e259,55e43cdab9254bce8a85f696e8ad36a7,0,-20,36,1
10_007,쁘띠 퍼플,B,"장착 시, 클리어 보상(메소, 에너지 스톤, 주문서)이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,0,0,10,c78e15ab18544c9f9fd0a9cb438858a6,90febc91fafb48da875355560309dfa4,0,-30,37,1
10_008,피에르,B,"장착 시, 클리어 보상(메소, 에너지 스톤, 주문서)이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,0,0,10,d92b36c587e64be8a06f9dcd461d41d2,e578fe8567f944668209a3b1494fe43a,0,-50,38,1
10_009,그린 딜로,B,"장착 시, 클리어 보상(메소, 에너지 스톤, 주문서)이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,0,0,10,0e223efedf4948d39d4e7f1dc883417f,b7c73062ade540e8bb00d17255fec3cf,0,-20,39,1
10_010,탄밤,B,"장착 시, 클리어 보상(메소, 에너지 스톤, 주문서)이 %.2f%% 증가합니다.","B 등급 펫 효과(치명타 확률 1%, 회피율 1% 증가)가 적용됩니다.",BonusPet,0,0,0,0,10,1ff1f1b9d8694eaa84381dda2b13e907,b96ecd3e60084e1a9d70fbad46275e23,5,-25,40,1
