generation,name,name (참고),type,ruid,description,description (참고),product,product (참고용),Itemruid,egg,isSecret
4,Monster_name_97,키드 자쿰,몬스터,b9f17517c7b4449ba37ce034076715de,Monster_dsc_97,아직 모든 팔을 동시에 움직이진 못한다. ,20316,자쿰 팔,6f9b97d8610c419890c330bdb588cecb,stone,TRUE
4,Monster_name_98,스컬 픽시,몬스터,cfbcdd740afd4430b4ca349cc70b34c9,Monster_dsc_98,뼈를 가지고 과거의 기억을 읽어내는 \n능력이 있다. ,20317,해골바가지,6c443cb8f12e45d28b8a7947b431db40,pirate,TRUE
4,Monster_name_99,아기키위,몬스터,003ad53bac60486894b592762e22bcb9,Monster_dsc_99,"진화의 흔적으로 날개가 남아있지만, \n정상적인 비행은 불가능하다. \n\n머리에 자란 것을 먹으면 \n일시적으로 날 수 있게 된다. ",20318,키위,1d2358ecc4624dbfb08f4f7d58f0f6e6,dust,
4,Monster_name_100,화나냥,몬스터,bc2c91cd17524ddf9f6ee9163fb0090e,Monster_dsc_100,마을 전체를 정전시킬 수 있는 \n강력한 힘을 가졌다. ,20319,마법 빗자루,5095fbc35d3f44d0a69ed5fa85d5840e,devil,
5,Monster_name_101,페페루,몬스터,5c92545f857b448ba70e8c9184ec531f,Monster_dsc_101,창술이 특기다. \n지난 무술 대회에서 대상을 받았다. ,20320,화살 뭉치,b820064a350d4794b954bd777062b69e,sky,
5,Monster_name_102,레드 드래곤,몬스터,5925303e499346ddbc5d6fcf7dbf7279,Monster_dsc_102,화가 나면 무엇이든 불태우기 때문에 \n특히 제누스와 사이가 좋지 않다. ,20321,부러지지 않는 뿔,165ee3b9734b49aaa978a986bf1e6188,fire,
5,Monster_name_103,오우르스,몬스터,53b4334423864fa1863babd6b2062e94,Monster_dsc_103,단단한 뿔을 가지고 있는데 5년 주기로 \n부러지고 자라나기를 반복한다. \n\n건축 재료로 자주 쓰인다. ,20322,새초롬한 열매,8ede6d210f1d4ed2bbb2e1816af3eef0,green,
5,Monster_name_104,나오리,몬스터,db62054acd5a46f297016604af84066a,Monster_dsc_104,여러 마리가 모여 군영 하는 모습을 보면 \n아름다움에 정신을 잃는다고 한다. ,20323,신비한 결정,f12c12a3866c4b9b9bf7887cca06155b,water,
5,Monster_name_105,발록,몬스터,014861e61a0449bc9ef825459175788f,Monster_dsc_105,힘을 봉인 당한 후 덩치만 \n큰 바보가 되었다. \n\n가끔 혼잣말로 알 수 없는 주문을 \n외우곤 한다. ,20324,질긴 가죽,57fee532ee6e461db222a0244f0b8893,devil,
5,Monster_name_106,롱플라워,몬스터,841de73d3cd344d687da6d6603f1070b,Monster_dsc_106,꽃 피우는 능력을 갖추고 있다. \n\n아파서 잘 크지 못하는 식물을 보면 \n들고 다니며 항시 관리한다. ,20325,해피 플라워,49518ac53fea4a53a6f18687498ab501,green,
5,Monster_name_107,쌍둥나무,몬스터,61ea56df2e7f45438c824a35de81df77,Monster_dsc_107,항상 쌍으로 붙어 다닌다. \n\n100마리가 모이면 집 한 채도 \n들어 올린다. ,20326,나무 토막,3905417cc4a04370b834bb6db092be4d,green,
5,Monster_name_108,퍼플 페리,몬스터,2e29fafef9ec4324b45f04c618c7c9d1,Monster_dsc_108,가장 아름다운 날개를 가진 페어리다. \n\n아름다운 날개에 홀려 \n가까이 다가가면 위험하다. \n\n날갯짓할 때마다 중독을 일으키는 \n가루를 떨어트린다. ,20327,요정 날개,cd3c7bc5e9324599a706551623bbae32,sky,
5,Monster_name_109,모예,몬스터,4b11d32e26f44358a16e4fa28a0f72d3,Monster_dsc_109,친해지면 올라탈 수 있게 해준다. \n\n군밤을 주면 빠르게 친해질 수 있다. ,20328,흰 갈기털,dcccf669b7f74792aa0f7a8c58744a75,dust,
5,Monster_name_110,무공,몬스터,1f256987f4214bbd92ba77e9d2e75b82,Monster_dsc_110,오랜 시간 동안 무술을 익혔다. \n\n손주들에게 전해주기 위해 \n무술 교본을 만들고 있다. ,20329,무술 교본,714f12c0a0044580aebc522d5722cd73,pirate,
5,Monster_name_111,매직 피기,몬스터,75c0cd097fc14b4e8b8be148a2560cb4,Monster_dsc_111,많은 음식을 먹기 위해서 마법을 배웠지만 \n탁월한 능력을 보였다. \n\n고차원의 주문도 사용할 수 있다.,20330,피기 가면,41fe458df1a047afa989bb2dfd87ff8e,pirate,
5,Monster_name_112,올맨 보스,몬스터,d73e301ab0d3455398005f0e15de8b0d,Monster_dsc_112,오랜 떠돌이 생활을 했다. \n\n이야기를 수집하고 그와 관련된 \n골동품을 모으는 것을 좋아한다. \n\n떨어트린 물건만 주워다 팔아도 \n부자가 된다는 소문이 있다. ,20331,보스 주머니,4719e4f1adb74e05a574c3062b8b8ddf,dust,
5,Monster_name_113,새악어,몬스터,5f27a106e35742feb97edc1dab1971fa,Monster_dsc_113,처음엔 서로를 이용하기 위해 같이 \n다녔지만 이젠 둘도 없는 친구다.,20332,악어 가죽,01e3780354c74a088e0ed71ddce0c91c,green,TRUE
5,Monster_name_114,로보,몬스터,38d358fd286a442fa52d5ca52b768e1d,Monster_dsc_114,전파 혼선을 종종 일으킨다. ,20333,배터리,e4f9753fb7514878b815b59738029b6e,stone,TRUE
5,Monster_name_115,이브,몬스터,70ba229ac6a945d5846ad7c9f97c1c85,Monster_dsc_115,동심을 간직한 몇 안 되는 몬스터다. \n\n이브에게 소원을 빌면 \n어린 시절의 기억을 꺼내 보여준다. ,20334,방울꽃 ,56940c8a121145a9a4c585917dcd16a6,green,TRUE
5,Monster_name_116,미호,몬스터,2cb5a5b5ef574f19adf0093611a49bbb,Monster_dsc_116,날카로운 울음소리와 함께 방울 소리가 \n들린다면 재빠르게 몸을 숨겨야 한다. ,20335,은색 꼬리,70f638878f5f48d082e0d2645bdfa493,dust,
5,Monster_name_117,녹룡이,몬스터,ca5e1259bd2e4ca58fd9985ef3d919c5,Monster_dsc_117,바다를 지키는 수호신이다. \n\n바다에 빠져 정신을 잃으면 꿈에서 \n녹룡이를 만난다는 소문이 있다.,20336,비늘,963ed8f4b08f407b9546531380911dd7,water,TRUE
5,Monster_name_118,신룡,몬스터,12a87946f0f14477b3ca47a15eb1a7c5,Monster_dsc_118,하늘의 신이 가장 아끼던 몬스터다. \n\n신을 만나러 가는 길을 알고 있다고\n전해진다. ,20337,고급 안장,04cc7a90918c45959944b9fc8c1559d5,sky,TRUE
5,Monster_name_119,너굴너굴,몬스터,51446bcd7f53456fb6ec6d1ae82f6d5b,Monster_dsc_119,수백 년간 땅에 묻혀있던 유물을 \n발굴해 낼 수 있다. \n\n하지만 너굴너굴이 유물을 어디에 \n보관하는지 알 수 없다. \n\n유물을 찾고자 너굴 창고 현상금이 \n걸린 적도 있다. ,20338,너굴 삽,83aef47bbe174907ab63d83f0d523240,dust,TRUE
5,Monster_name_120,자쿰,몬스터,da185bdaa36d4c45b7abd36699d3e456,Monster_dsc_120,팔을 장식하는 것을 좋아한다.\n\n제사를 지내는 인간들에게 \n화환을 요청하기도 했다. ,20339,자쿰 모자,c413165647bc40e59cb590cf0ccc3ca6,stone,
5,Monster_name_121,양철모자,몬스터,15755c639e414c9db198eaf2853c4fb1,Monster_dsc_121,한여름에도 눈을 내리게 할 수 있지만 \n그럴 때마다 몸집이 커져서 자제하고 있다. ,20340,녹은 눈,fd64d0565a2143c8a65d11e396db57f8,water,
5,Monster_name_122,제누스,몬스터,2f18e7503b7345a484e08cb055122a84,Monster_dsc_122,산을 지키는 수호신이다. \n\n제누스가 지나간 곳은 죽었던 \n생명도 되살아난다.,20341,빛나는 결정,42bbab1f8c6c417e9236c52ac64497bd,sky,TRUE
5,Monster_name_123,불사조,몬스터,3de980e7968f4685a45173a7f7ac715b,Monster_dsc_123,레드 드래곤을 말릴 수 있는 \n유일한 존재다. ,20342,불꽃 깃털,e2c4f3499fc5414fa3539ec6405af8fc,sky,
5,Monster_name_124,흑룡,몬스터,7051deed8b5c4345be156213f145b068,Monster_dsc_124,인간사에 가장 깊게 관여하는 \n드래곤으로 기록되어 있다. ,20343,용의 구슬,b1a7ca8e86f84f4d93fc43ac2840b7fa,pirate,
5,Monster_name_125,잎새돌이,몬스터,1e7597e8b7f2478e95dea15943eccce4,Monster_dsc_125,잎을 돋아나게 하는 능력이 있지만 \n대부분은 모자를 꾸밀 때만 사용한다. ,20344,잎새 가루,684cd371826a4416bafdd9df46c24350,stone,
5,Monster_name_126,멜빵 골렘,몬스터,91446968dcee4f0590dc86a348cbd430,Monster_dsc_126,산사태가 났을 때 엄청난 크기의 돌을 \n들어 옮겨 사람을 구했다. ,20345,고대 석판,92b0d7bb44b649f588fa2bc804796e07,stone,
5,Monster_name_127,샤크,몬스터,b95f05df46124b3485d0a15bb79b10fb,Monster_dsc_127,이빨의 개수로 샤크의 나이를 \n짐작할 수 있다. ,20346,상어 이빨,0f7789cdf77e4ab5b82246b5acf9f57c,water,TRUE
5,Monster_name_128,피리냥,몬스터,809a6318aa39449d912dae3b9be4085b,Monster_dsc_128,평소 몬스터들에게 관심을 주지 \n않았다면 조심하자. \n\n특히 피리 부는 고양이를 마주치지 \n않는 게 좋다. \n\n피리 소리로 몬스터들을 홀려 \n데리고 떠난다. ,20347,마법 피리,46151b09868b46ee9b178e9ad3347f86,pirate,
5,Monster_name_129,삐지미,몬스터,07eff0d7e4de47a1959f3f918ad57022,Monster_dsc_129,깊은 바다를 지나가야 할 때 \n소라고둥을 세 번 불면 어디선가 나타난다. ,20348,뿔 장식,5364c1e4b05246ed891e697d9d7914f2,water,TRUE
5,Monster_name_130,두발 늑대,몬스터,37c7d7ed745841da9246f91e3508415d,Monster_dsc_130,외모를 보고 오해하는 사람이 많다. \n\n사실은 어린 몬스터를 보호해주는 \n다정한 성격이다. ,20349,강인한 털,32b8369aa8164462ae7247032c4263f1,devil,
