id,name,grade,type,class,attribute,model,ruid,ruid_pc_only,outglow,bullet,fireEffect,coolTime,damage,specialBuffDamageRate,criticalRate,criticalDamage,range,bulletCount,bulletAngle,pierceCount,knockback,bulletDelay,stunDuration,cardDescription,graph_attack,graph_speed,graph_util,graph_multihit,graph_accuracy,boxDamage,mana,spawnDuration,fieldCoolTime,fieldRatio
1_013002,hammer02,rare,hammer,Warrior,physical,model://f96efd0b-bd3e-491d-aa9e-a4292252de19,8da2701a8c5c4a8b8f987d98fa2472e5,a03a5ad46ca54a41a2ee808d46bc8315,af0aa44c8f47419399f3bd9d140508de,model://30723043-1345-44da-bbbb-6481cacfc5dd,3ba089cf6f2d48d4992175cfa649e207,0.6,10,1,0,50,3.5,6,60,0,0,0,,1_013001,3,4,0,9,9,6,8,5.5,20,0.675
1_013003,hammer03,epic,hammer,Warrior,physical,model://f96efd0b-bd3e-491d-aa9e-a4292252de19,204fbb0d46a44a9c9dd0c201b8214934,b843f21c88ac4e9eb5301c2e9a9be567,d3ee6b2a28b941d6b96c0bd817eb27ab,model://34a7b4c8-7b8f-4497-8f0d-248c0b81cf7c,3ba089cf6f2d48d4992175cfa649e207,0.6,10,1,0,50,3.5,6,60,0,0,0,,1_013001,3,4,3,9,9,6,23,7.53,20,1.25
1_013004,hammer04,unique,hammer,Warrior,physical,model://cea2dfa4-3187-4831-9795-439855783180,bbc0df85a32f4267b829ccdbb0505ae7,07d6238450f94afc8b37c5660fab0efd,41f714c40203458cbf58ba101e0af650,model://dbd7e5d1-8afb-4e3f-9673-4e3165857ddc,3ba089cf6f2d48d4992175cfa649e207,0.6,10,1,0,50,3.5,6,60,0,0,0,,1_013001,3,6,3,9,9,6,52,9.2,20,2
1_013005,hammer05,legendary,hammer,Warrior,physical,model://cea2dfa4-3187-4831-9795-439855783180,66238d416f574a3dbcf1f8f49129787b,78f3732e364746af92a63499bbded36c,e63e355c4c914c4096badd9a29756795,model://9e15a772-3649-4a38-bfb1-bdccd3cf335f,3ba089cf6f2d48d4992175cfa649e207,0.6,10,1,0,50,3.5,6,60,0,0,0,0.5,1_013001,3,6,7,9,9,6,97,9.2,20,4.3
1_014001,birdBow01,normal,birdBow,Archer,magical,model://9a478a28-55a4-4467-a652-5441012f3be6,978c2e64146c4ac1826130351215f993,945339ca921448ccb3449f41b0134f48,76708476de9d49c6a04e67a7ebe09799,model://31fd48cf-bb2f-40f6-9d62-b8651d592de8,47a613712de34f9ba2ea25ef40894756,3,15,1,0,50,6,1,0,0,0,0,,1_014001,5,2,0,5,4,6,4,9.5,13,2
1_014002,birdBow02,rare,birdBow,Archer,magical,model://9a478a28-55a4-4467-a652-5441012f3be6,cac082e36ea2417487406e0f4203fc00,ec2484a76fa0407bb21540c3d963b79a,72c0b502c49e459080d01de0192ee611,model://471512bc-fe18-42d0-809d-e385b86ac961,47a613712de34f9ba2ea25ef40894756,3,15,1,0,50,6,1,0,0,0,0,,1_014001,5,2,0,6,4,6,4,9.5,13,2.9
1_014003,birdBow03,epic,birdBow,Archer,magical,model://9a478a28-55a4-4467-a652-5441012f3be6,f34c8c6f08bc4b0aa8c189feadc4ea80,fcb1137edf6740ea8ae0b8f54071768f,c46a332fe9794de48f85996bdfb8e55e,model://784b2d9f-61c4-4fc5-a4b8-aa984b31b3a6,47a613712de34f9ba2ea25ef40894756,3,15,1,0,50,6,1,0,0,0,0,,1_014001,5,2,0,7,4,6,13,9.5,13,2.75
1_014004,birdBow04,unique,birdBow,Archer,magical,model://9a478a28-55a4-4467-a652-5441012f3be6,8d6ba57ecaa14838a213304398c1cb95,f92a03bb77f049e6a7b4d58ca06f8668,c54691fa2ae04b00becead7fe90a9f9a,model://1c7b6631-c749-48d5-ad68-ec1462d59ec2,47a613712de34f9ba2ea25ef40894756,3,15,1,0,50,6,2,0,0,0,0.4,,1_014001,5,2,0,8,4,6,29,9.5,12,2.25
1_014005,birdBow05,legendary,birdBow,Archer,magical,model://9a478a28-55a4-4467-a652-5441012f3be6,b6a47434fc1140ca816da469f19a49bc,82ef29ca2aab4929b788d1dbcfe2ff2f,1389aaafc3504e1a8eda525268a93c57,model://54b93936-2049-492e-ac74-eecb9000c101,47a613712de34f9ba2ea25ef40894756,3,15,1,0,50,6,2,0,0,0,0.4,,1_014001,5,2,3,9,4,6,54,9.5,12,3.55
1_015001,dagger01,normal,dagger,Thief,physical,model://997acedb-6622-40da-99ff-05e8186e94aa,e18948488ba54be8926608a24b18eb98,6e73984a18614dac94a6140767e691e5,21695e5ace434d6d86d3f9c4e4e06e12,,61d0c9242cf34a799e8a009782b412bc,0.2,12,1,0,50,3.5,0,0,1,0,0,,1_015001,4,6,0,7,9,6,6,4.75,16,0.85
1_015002,dagger02,rare,dagger,Thief,physical,model://08915e65-b5ef-4751-9652-a40f3e2f6852,55b35515583746eb9ccb7faaaa4b64a2,8e45c16dad1144a582adcdd5202e16e3,04f2d7ed29ab454e91df57ca725a7d2a,,61d0c9242cf34a799e8a009782b412bc,0.2,12,1,0,50,3.5,0,0,1,0,0,,1_015001,4,7,2,7,9,6,7,5.2,16,1.4
1_015003,dagger03,epic,dagger,Thief,physical,model://b99a45d1-4f90-4dba-8288-5800256faeb8,7b53315a6afa462a80f11b2033156dd9,122184b836284db88981e7f4886c9668,712b52f9a6324c95b36cc065abce0038,,61d0c9242cf34a799e8a009782b412bc,0.2,12,1,0,50,3.5,0,0,1,0,0,,1_015001,4,7,2,7,9,6,21,7.1,16,1.4
1_015004,dagger04,unique,dagger,Thief,physical,model://75642c0d-2fa2-4574-ba59-92b8166382a1,943502b9572e4c569a5417297d7d8414,8c2a8cbc60804c2386080f8f2891007c,71bd264a560944598fcf6dad4fc1979c,,61d0c9242cf34a799e8a009782b412bc,0.2,12,1,0,50,3.5,0,0,1,0,0,,1_015001,4,8,2,7,9,6,47,7.1,16,1.35
1_015005,dagger05,legendary,dagger,Thief,physical,model://7d688e10-4663-42bf-aa08-b3d7b78e9ddd,bbda944eea24498bbc7a73b5d1d7838a,ed25dea7cfe14224a8868a67dd9bdae5,b3c88f96f0354a19b1204281515c24a4,,61d0c9242cf34a799e8a009782b412bc,0.2,12,1,0,50,3.5,0,0,1,0,0,,1_015001,4,8,5,7,9,6,88,7.1,16,2.5
