id,name,model,type,skill,phase,attack,hp,criticalRate,criticalRatio,dieSound,firstEntranceStage,chapter,monsterType,thumbnail,thumbnailScale,thumbnailOffset,purpose,CircleRadius,ColliderOffset,exp,stand-ruid,move-ruid,attack-ruid,hit-ruid,die-ruid,speed,attackCoolTime,interval,stopMovingAfterSkillDuration,Scale,isSpeedy
Ancient Scorpion,유적 전갈,model://9250fd0e-8cbc-452d-8700-ae84bc650367,monster,,,220,7539,0.1,1.3,7c7201387eaa47a0bdef3229c8c8858f,6,2,,,,,common,0.39531,"(-0.293, 0.460)",3,1d70d034fdad47aeac0f6f066af14615,b71172fdcc304089b3954350b3c78489,82eda4dbd7204f1c86f2b73600fe9d75,b94af575c5684fbdae5284130ac95aa6,f0f02bfb52ad4a8e8c27b3b49532c8ab,2,5,0.1,0.5,1,
Ferocious Desert Mush,사나운 사막달팽이,model://fe215419-f5f1-4c6c-9688-8082cd30001b,monster,,,220,8512,0.1,1.3,405d4af1d98e4ccaa860455d682ed68f,6,2,,,,,common,0.32282,"(0.074, 0.330)",3,85dfd9bc43d34cba848f1d79e8f5c841,8cf3862cae8d4a5aba53998ff190196e,c54fea7b3dcc42f09520e55f84197bd5,3c170a86251741d2ad54fdf114382ad5,288e1e88ad3344159b225e7874417ec9,2,5,0.1,0.5,1,
EliteBoss_Gale Fox,엘리트 돌풍여우,model://c7b5a950-a914-4a72-bb80-b2bae8c1c885,boss,32,,359,1834820,0.1,1.3,211de9cacc7f4f6098d8af8e71e797ad,6,2,,7e106199068443599e3cf40a36cc37be,,5,common,0.41057,"(-0.047, 0.673)",3,f5e791ff8511450f99f1a1d3c5423652,0d384daa03c34466aa0870bf768a369e,41dfe2669c924beb934d945b0471b3e2,6ac5ce70147147b7bde4d480f55ffb21,a69f0218fc4d4d2ebf6557ea5092a446,2,6,6,0.5,1.5,
Sand Dwarf,모래난쟁이,model://73f7018c-b27a-4032-820f-354309a5b43f,monster,,,250,9480,0.1,1.3,55d70d15a38946afb787f7a4067d5389,7,2,,,,,common,0.29928,"(0.035, 0.351)",3,4372058edd044faebfdd729b8d6972e4,e99c96b2edab4dcea9b7da12272591f9,8485f7a268a8400682b6dde2b3040bc3,3f7189c8128741bf8a1f6ca25914169d,ee0dabddf04843f0998f31801b5ed7cd,2,5,0.1,0.5,1,
Deo,데우,model://c7d304d4-e284-4a7d-ba47-30c0158827fd,monster,37,,250,10591,0.1,1.3,50623b01a8094fc98050a317b55557f7,7,2,range,,,,common,0.48511,"(0.017, 0.589)",3,dd9229ece7594dc88f5870cf6e212132,46097371e6b14b8183460ce40352eb01,f0d238f7ad8f4662aa49cd5c87212795,50089e5b53674a3eb5109e8b3ef216a9,31d1dc3079d34269b191e2d15d600f0f,2,5,0.1,0.5,1,
Mole,땅굴두더지,model://b05c6c8c-e428-4092-b0fd-1ab7376056e8,monster,,,259,11275,0.1,1.3,5bf02264d26a4bab80cc953057728a6e,7,2,,,,,common,0.29561,"(-0.034, 0.322)",3,8797cf88db754acbbbe07b6cc27d2cef,ae29ffdf28a245a79015fd9d67755a26,395746940dfc44fe98db3913d6aeb4d8,377b8c9cef46448791f93e10ff00ed37,00b02b63696b4ac2af523e091ba0ffc1,2,5,0.1,0.5,1,
EliteBoss_Deo,엘리트 데우,model://6177ed57-22a1-4813-a196-255598361f41,boss,28,,399,1830968,0.1,1.3,50623b01a8094fc98050a317b55557f7,7,2,,0c0089927f9b44078b62501d11697cf0,,5,common,0.54107,"(-0.016, 0.506)",3,dd9229ece7594dc88f5870cf6e212132,46097371e6b14b8183460ce40352eb01,f0d238f7ad8f4662aa49cd5c87212795,50089e5b53674a3eb5109e8b3ef216a9,31d1dc3079d34269b191e2d15d600f0f,2,6,2,0.5,1.5,
Speedy Mole,재빠른 땅굴 두더지,model://c0d71004-55c0-4772-88ce-59f54a7545f4,monster,,,530,7500,0.1,1.3,6dcf25bc078c4814b47adb6b374afe63,8,2,,,,,common,0.23156,"(-0.012, 0.290)",3,0de111291f804139b7be25495959fc15,7b3eb6f7670d41e9978b80d710db2b20,70dc7793095f458da985101988dd49b7,9023bb366239462b9c06b94046a25e28,477e2be1492546d8a263da0ba3323517,4.4,5,0.1,0.5,1,1
Desert Giant,모래거인,model://124d26dd-65ad-4305-89ec-25cca9ea9339,monster,,,317,12935,0.1,1.3,894b99893087448fbec53cdd9ff18b55,8,2,,,,,common,0.35611,"(-0.031, 0.425)",3,8d00eec041a84feea05c0015ad918d61,112f53a216d74fb29c48ab8168c82338,28edde8e454a4d11841c57661eb6bd88,b246503b8a944cca88ef5b2e889ed7aa,bb58e30c55e44a079ea3b221b62dec81,2,5,0.1,0.5,1,
AndoridB,실패작 안드로이드b,model://18871023-5cd2-4508-954a-46fab9a25461,monster,,,306,12416,0.1,1.3,646cea67fb8a461f9fa33d3010ce7354,8,2,,,,,common,0.31363,"(-0.030, 0.405)",3,5de3a8f5d27d4dcd9d0a4fd73eda0bcc,f2e961dc1eb24cd992edc889e4e2c823,85c52f60884f425f99f29f47ca4cff20,ee40b1afa0a8451787547efe067362e8,04338dc766c14a79b3bca1832944f504,2,5,0.1,0.5,1,
EliteBoss_Azwan Grave Robber,엘리트 아스완 도굴꾼,model://a6554cb7-b430-45e7-acb3-bd6c3a81c554,boss,26,,475,2432878,0.1,1.3,0164a49964ab4bdd952a0809d85c6a62,8,2,,82d8f0cc0fe64a0bb2c0074ad65dba2f,,-17,common,0.29123,"(0.000, 0.237)",3,82d8f0cc0fe64a0bb2c0074ad65dba2f,a26532e8650f42ea95ba84c1221c42ac,e81a67fd70c542fd929486c0d5ebbc62,3aca2a7111bc4dd6aea3b3ecb035c168,94262a823ab640dc8376d2d748a09c70,2,3,3,0.5,1.5,
Neo Huroid,네오 휴로이드,model://b5d71540-3d81-47ab-afc4-e4d7f96da7e3,monster,38,,312,13230,0.1,1.3,45ce572b1a504134bee1a0194831ca4f,9,2,range,,,,common,0.30246,"(0.006, 0.306)",3,54718957c7a740bca3074c2baebcacaa,93b3c660cd2042038021509cdc698e8e,40f4acbf04eb4ed78ae338e0e309f496,0e8e434b074445f6841d7e2500309804,e662ad498d874c5ebbab31a139c4a0cc,2,5,0.1,0.5,1,
Azwan Grave Robber,아스완 도굴꾼,model://627328e9-64e0-4596-8c95-36259c1ee380,monster,,,334,17345,0.1,1.3,0164a49964ab4bdd952a0809d85c6a62,9,2,,,,,common,0.35552,"(-0.088, 0.405)",3,82d8f0cc0fe64a0bb2c0074ad65dba2f,a26532e8650f42ea95ba84c1221c42ac,e81a67fd70c542fd929486c0d5ebbc62,3aca2a7111bc4dd6aea3b3ecb035c168,94262a823ab640dc8376d2d748a09c70,2,5,0.1,0.5,1,
EliteBoss_Elite Pikeman Skeleknight,엘리트 스켈레톤 스피어나이트,model://a7e7de6e-8382-44dc-a2a4-a22a7672b180,boss,33,,499,2392280,0.1,1.3,722b228ec8794c10b2f7da338e29a6a1,9,2,,5fa9d3d60f3f48b59ab60bfcbac1c3e7,,5,common,0.2825,"(-0.034, 0.309)",3,5fa9d3d60f3f48b59ab60bfcbac1c3e7,b63cf01c34574e96b227065bc5418d0e,c8d0d5bde75e4043b9f8419a85b3f116,af4b54fe9cda4a18a8ac71785cdb55f4,651f01862e8c4116844cf8a0a9aecd08,2,6,2,0.5,1.5,
Elite Pikeman Skeleknight,스켈레톤 스피어나이트,model://efbbd2ac-675f-447d-a8ea-16cb1ba27e59,monster,,,319,20148,0.1,1.3,479b8300cdda41da8823c80362297bf0,10,2,,,,-100,common,0.30657,"(-0.113, 0.348)",3,5fa9d3d60f3f48b59ab60bfcbac1c3e7,b63cf01c34574e96b227065bc5418d0e,c8d0d5bde75e4043b9f8419a85b3f116,af4b54fe9cda4a18a8ac71785cdb55f4,651f01862e8c4116844cf8a0a9aecd08,2,5,0.1,0.5,1,
Boss_Sandblade Marauder,보스 - 모래칼날 약탈꾼,model://2a2df7a7-9b2f-405e-b95a-65f6676dca50,boss,41_45_44/46_48_41/44_46_41,100/50/20,248,4485524,0.1,1.3,3feec5e0202947e99d45a213735420c7,10,2,,4c64e12cb1c4441c8bdae88c5ee93d4a,,-10,common,0.625,"(-0.007, 0.558)",3,4c64e12cb1c4441c8bdae88c5ee93d4a,d3abd9cd1934413d8013408a1f5f96f7,89d110486d964908b89428fe08cc5436,0d276d26fd19418e9343dddd02c99927,0d276d26fd19418e9343dddd02c99927,1,5,5,0.5,3,
Boss_Elite Bloodfang,보스 - 엘리트블러드투스,model://c35ea551-5505-4140-b349-20836c6258fe,boss,50_51_53/58_59_53_51/51_50_53_58_59,100/75/35,158,1769706,0.1,1.3,0f345ac3ab4a461bbba7f864208d79e1,5,2,,,,-15,common,0.51645,"(-0.093, 1.322)",3,f64dd8049a104a02b33e62c970b0d4ac,a616ee96577347ea84eac0c4329b5406,f53cab5abe1c4c34a852bf87d4f03ff3,c5fe31d86fe24f89a0b379b63a4e1fd6,81f7aad4dcab47e983c7b5abf50b5b5e,2,5,5,0.5,2,
SkillMonster_Corrupted Warrior,스킬용 몹 부패된 용사,model://53336e28-ee39-41a8-82a4-c6d37d2170f7,monster,,,212.6666667,20290,0.1,1.3,91831cc773a54e47a98e3ffbc39debe3,10,2,,,,,common,0.40182,"(0.007, 0.410)",3,63fc77456a4449cd8596b6f1fc438a00,0ca24897495949d18a521d5703084672,a5908259586c4172a06d44b2e6654a1c,4778b141588c45d88f88780fb62cc324,8ac42e2b212244c886b658fcfff8b9d5,2.6,5,0.1,0.5,1,
EliteBoss_Desert Giant,엘리트 모래거인,model://b71e4022-3ce8-4986-bb29-b022151c229c,boss,27,,0,200,0.1,1.3,894b99893087448fbec53cdd9ff18b55,,2,,8d00eec041a84feea05c0015ad918d61,,,abnormal,0.54107,"(-0.016, 0.506)",3,8d00eec041a84feea05c0015ad918d61,112f53a216d74fb29c48ab8168c82338,ba366fd1ae464067872d2aca4812a7aa,b246503b8a944cca88ef5b2e889ed7aa,bb58e30c55e44a079ea3b221b62dec81,2,6,2,0.5,1.5,
Yellow Starfish,노란 불가사리,model://b5f9293a-337b-4176-890b-5a5818c3bee2,monster,,,880,13600,0.1,1.3,33d66ee26024467c9af522ffa959c484,1,3,,,,,common,0.20467,"(0.020, 0.150)",3,630113c26b334b90b77938a56630bfef,a5eeac5b7ca14ca7933012b2987fbe33,a5eeac5b7ca14ca7933012b2987fbe33,e17099135c8a4634a5aac72b0d80f1ec,5705edf92efb4e9299f4c3364cdd8d54,4,5,0.1,0.5,1,1
Angry Starfish,화난 불가사리,model://93a18a73-fcf6-43a9-b17d-2fafc660243f,monster,,,520,22400,0.1,1.3,1c9d7fadcd284c71ad870e35212cae39,1,3,,,,,common,0.21225,"(0.032, 0.182)",3,f20793ccb072484b976c157af2d5dcbf,84197f22325e41caacaa46d8b4e3b356,84197f22325e41caacaa46d8b4e3b356,59029c098d8b420cac11de0f12d950d0,d6f23c7a052049d1b1133b84122e8fe4,3,5,0.1,0.5,1,
Jellyfish,젤리피쉬,model://de6cae6d-ae72-41dd-b06e-aca8206b9cc8,monster,,,520,23040,0.1,1.3,8234326b53f84d5193577dbdc26e8eeb,1,3,,,,,common,0.24475,"(0.025, 0.377)",3,bf86e7d143f242d68590b8d10e4a3eea,2317c02911af43c3873efbb3618642c1,2317c02911af43c3873efbb3618642c1,7eedae17ea5e4bc581b5f24e4767f0c4,3780d61bea3b4779a9d07b5baec0b23a,3,5,0.1,0.5,1,
Cool Jellyfish,쿨 젤리피쉬,model://89f5f6b5-135d-4d12-a33b-2f7dec78894d,monster,,,543,24243,0.1,1.3,13ccf33a7b7f4c08971565780b2980fd,2,3,,,,,common,0.24475,"(0.032, 0.584)",3,aef6048234a447c993fbdac54940f8f9,c86e1072350e413183e11e4f20f0898a,c86e1072350e413183e11e4f20f0898a,3d271311b7ed43c496b83a7caa580689,f7e3814658eb4975b90d47e11ca0e170,3,5,0.1,0.5,1,
EliteBoss_Cool Jellyfish,엘리트 쿨 젤리피쉬,model://aaa286d1-b8b5-4a31-925b-c19919722ce7,boss,87_88,100,563,3140433,0.1,1.3,13ccf33a7b7f4c08971565780b2980fd,1,3,,aef6048234a447c993fbdac54940f8f9,,-2,common,0.34523,"(0.087, 0.417)",3,aef6048234a447c993fbdac54940f8f9,c86e1072350e413183e11e4f20f0898a,c86e1072350e413183e11e4f20f0898a,3d271311b7ed43c496b83a7caa580689,f7e3814658eb4975b90d47e11ca0e170,3,1.5,1.5,0,2,
Lorang,로랑,model://d57e07a7-dbcb-495f-9c88-6d2852475ff3,monster,,,543,24834,0.1,1.3,5bf62164e36645eea6b72afee6b3a21d,2,3,,,,,common,0.24475,"(-0.013, 0.145)",3,4c306c0ee5ba4ae4ae196578aba3c079,164599a7bdfc450ab1e356ffa8302570,e8f8faccf7734ea8880ca2360c88db02,b093cc7dfe0445c2b0a229e0ac624021,396aeccf33ff4450b7565e86a8c5a679,2.7,5,0.1,0.5,1,
Clang,클랑,model://dccff90f-de9d-403f-83ef-4ee58d684885,monster,,,567,25351,0.1,1.3,5bf62164e36645eea6b72afee6b3a21d,2,3,,,,,common,0.24475,"(0.000, 0.164)",3,755ec1dbfbbd4895b73c03de4e8d9e04,8802aa1153a94d199eac3641840f8c7b,8e0b39b4e7604b48a94e6d95305a29ef,d9a0c76ddc2e42bb99bfa49374c67571,88d8aa3c8f1b412983cd2d6d1998087e,3,5,0.1,0.5,1,
Tortie,엄티,model://9bfba6b5-c6de-422f-9b6f-29b2c1709019,monster,,,423,26203,0.1,1.3,0a58ecf365204a2a9f8f92986e20e4a0,3,3,,,,,common,0.24475,"(-0.007, 0.203)",3,7ddae18f519d4c80973744fd43f3e763,cb5955e0fe464108b4bbe5b9e78a73ca,51eff36d03ba45a6b3447c79dbe61e03,389cd513903b4a13a2120d7eec297c6a,ce7b546f17c34cdd873c158fa9de8e49,2.8,5,0.1,0.5,1,
EliteBoss_Tortie,엘리트 엄티,model://c39592e9-00ca-4879-bbf8-596d155f7201,boss,89,,613,3153612,0.1,1.3,0a58ecf365204a2a9f8f92986e20e4a0,2,3,,7ddae18f519d4c80973744fd43f3e763,,-11.5,common,0.21753,"(0.015, 0.208)",3,7ddae18f519d4c80973744fd43f3e763,cb5955e0fe464108b4bbe5b9e78a73ca,51eff36d03ba45a6b3447c79dbe61e03,389cd513903b4a13a2120d7eec297c6a,ce7b546f17c34cdd873c158fa9de8e49,3,2,2,0,2,
Palm Tree Slime,야자수 슬라임,model://84f6cd50-7837-41b2-9c81-7d0637d2395c,monster,,,405,27444,0.1,1.3,985862748c5b43db81a61f1089989b4e,3,3,,,,,common,0.24475,"(-0.020, 0.242)",3,e172686c5d634f70a800b34c5028f305,4317dcbf4b9d4024b1124418a8e47d75,4317dcbf4b9d4024b1124418a8e47d75,3aafc06018744faab5fca1d08d3f7b59,1983af9d172945cdbbfc1c1fcc5f0f20,3,5,0.1,0.5,1,
EliteBoss_Palm Tree Slime,엘리트 야자수 슬라임,model://5d50e5b9-8c3b-4d42-9954-cc8111dfeecd,boss,91,,760,3700766,0.1,1.3,985862748c5b43db81a61f1089989b4e,3,3,,4317dcbf4b9d4024b1124418a8e47d75,,0,common,0.21753,"(0.002, 0.282)",3,4317dcbf4b9d4024b1124418a8e47d75,4317dcbf4b9d4024b1124418a8e47d75,e172686c5d634f70a800b34c5028f305,3aafc06018744faab5fca1d08d3f7b59,1983af9d172945cdbbfc1c1fcc5f0f20,3.5,3.5,3.5,1,2,
Coconut Slime,코코넛 슬라임,model://dc8dbacd-be17-44c0-9eb6-ca994054e8dc,monster,82,,405,28098,0.1,1.3,1c599a06248d446f88043df73c0ca7a7,3,3,range,,,,common,0.36169,"(0.130, 0.462)",3,8b27a4464ac94289a14aaa49450729a4,b7a4068644384bfd8d1d8f9a0f05b602,8b27a4464ac94289a14aaa49450729a4,c0007a9e3f0f444dadb206467ca49404,cc38262adecc4be9b0357692910765e5,3,5,0.1,1,1,
Emerald Clam Slime,초록조개 슬라임,model://cd2ec4a9-0190-4772-b86a-c74dc4acbb45,monster,,,423,28686,0.1,1.3,451722571c2244feaebdae69b47d733c,3,3,,,,,common,0.24475,"(-0.007, 0.248)",3,b3c4c5d309a44d3aa09029f22ca8ea70,4a51615fb6754315ade17aaedb161d92,4a51615fb6754315ade17aaedb161d92,287ec337a1234966be758df2fcd21c6d,3d1f2a34203d4a56b08fce6158899f7c,3,5,0.1,0.5,1,
Violet Clam Slime,보라조개 슬라임,model://a58574f3-a4d9-4f94-a044-ea3635885806,monster,,,496,29707,0.1,1.3,b9ccc05e4646472cab9e8b89e76a6925,4,3,,,,,common,0.24475,"(-0.013, 0.248)",3,51884d41c7964a0dbec042d7e8718d64,f0ffd7953de749328e3887b35879d24e,f0ffd7953de749328e3887b35879d24e,2e36af63570a4787b28c05fd9380d546,3e0bf51c15524c7ab695dc0c258dd2b2,3,5,0.1,0.5,1,
EliteBoss_Violet Clam Slime,엘리트 보라조개 슬라임,model://1f8e8c45-d95b-42a2-9e76-b29b01c46c06,boss,92,,842,4001548,0.1,1.3,b9ccc05e4646472cab9e8b89e76a6925,4,3,,f0ffd7953de749328e3887b35879d24e,,-5,common,0.18457,"(-0.031, 0.184)",3,f0ffd7953de749328e3887b35879d24e,f0ffd7953de749328e3887b35879d24e,51884d41c7964a0dbec042d7e8718d64,2e36af63570a4787b28c05fd9380d546,3e0bf51c15524c7ab695dc0c258dd2b2,3.5,4,4,0,2,
Seagull Slime,갈매기 슬라임,model://13fd96d4-86aa-437b-97c7-ba2453bc85fa,monster,84,,476,30631,0.1,1.3,678c3767c20a453c888894ae30c8cde8,4,3,range,,,,common,0.24475,"(-0.110, 0.616)",3,95246018e90c46e4a18519e6ef1d2f88,bb5bd2388fd04364a998204130591fb9,bb5bd2388fd04364a998204130591fb9,5df30493dd634724a6b4bbeba6b848d5,48ca83c0d08347889f550fb2373b6bec,3,5,0.1,0.5,1,
Red Tube Slime,빨간 튜브 슬라임,model://e63d9b1a-8d63-48ef-b7c9-4021870cad66,monster,,,496,31512,0.1,1.3,07ace52ed2af4372a48eaf68e9767ee7,4,3,,,,,common,0.35582,"(0.053, 0.372)",3,e3046c5acddf402b8ebe4eeac0ec2713,58b762b9c2fc4b6c8446c7d2c035062f,58b762b9c2fc4b6c8446c7d2c035062f,68c07777ec47476c9d1b7049d519e143,b5b928db6c4c4dfab9aa3dc6c312ebee,3,5,0.1,0.5,1,
Blue Tube Slime,파란 튜브 슬라임,model://27142f58-a55b-4306-90ba-bd9a60a885da,monster,83,,652,32277,0.1,1.3,d7f7a6f817a5410ead5f0966468540ac,5,3,range,,,,common,0.34441,"(0.054, 0.341)",3,9a6666c0348d4541a95c79cc6ee045e3,904aae1349fd45078406c21d9cdf77bb,904aae1349fd45078406c21d9cdf77bb,438307a7792a46a69cec5216b12f6052,f5a0182c701149d5b323f73f95b17a0d,3,5,0.1,1,1,
Shrimp Slime,새우 슬라임,model://5c301555-9661-46ef-9904-5f24ca48c1ca,monster,,,604,33344,0.1,1.3,af080436f1174bdea893b7fd2cad15d8,5,3,,,,,common,0.30725,"(-0.011, 0.370)",3,70e35fdb764044fa824961644c35e97c,97ff75dbf2cf4000843e6135a1e2929c,97ff75dbf2cf4000843e6135a1e2929c,3e7407643d0540998330c0279e698047,5384b9cbe1e647ddaf76ce3febcc5705,3,5,0.1,0.5,1,
Flying Fish Slime,날치 슬라임,model://11d93227-a5f4-4dc9-b015-c74c169dce20,monster,,,950,23600,0.1,1.3,0dad58d4245c4e7bab5a271c02ffc114,5,3,,,,,common,0.28409,"(0.027, 0.340)",3,8037209a35ea435c99de75071eef88fb,e98c9d93f7064a389922a634cd1fb2e9,e98c9d93f7064a389922a634cd1fb2e9,982aec9f77294c58b7c56338dba3d776,2d7c20c8e93a4ae595e8f1adc19ecc59,4.5,5,0.1,0.5,1,1
Starfish Octopus Slime,불가사리 문어 슬라임,model://fd619297-9d72-45ee-b261-691a57655a1c,monster,,,593,35027,0.1,1.3,cd6255ca28b14ee79b4be0225539237d,6,3,,,,,common,0.32164,"(0.103, 0.462)",3,b84366b1179b42b98e7a096ce8536470,7bea10eccf844ab191ff19ea40f928c9,7bea10eccf844ab191ff19ea40f928c9,a2b32d65313b44aeb100b3785317442e,541ebe896a904e8f8e626b28e050004e,3,5,0.1,0.5,1,
Seashell Octopus Slime,소라문어 슬라임,model://d37597e5-e21a-4069-a072-ad6f3fcb442f,monster,,,593,35701,0.1,1.3,7c342ae1d9f74803a22fc6488e3e2c44,6,3,,,,,common,0.32971,"(0.096, 0.424)",3,5c7b009a75f44dccb1bd1cb6c6f719d5,9e1f28faccc447058042e8204827b28b,9e1f28faccc447058042e8204827b28b,ca22118c7c5c4632b1fcc54564b0d2eb,87dc18e98d31448283214de0d223c6ad,2.8,5,0.1,0.5,1,
EliteBoss_Seashell Octopus Slime,엘리트 소라문어 슬라임,model://eb20cbd1-f5a6-4c74-98a0-70c5e82dd5cd,boss,93,,1128,5609958,0.1,1.3,7c342ae1d9f74803a22fc6488e3e2c44,6,3,,5c7b009a75f44dccb1bd1cb6c6f719d5,,5,common,0.18457,"(0.094, 0.401)",3,5c7b009a75f44dccb1bd1cb6c6f719d5,9e1f28faccc447058042e8204827b28b,5c7b009a75f44dccb1bd1cb6c6f719d5,ca22118c7c5c4632b1fcc54564b0d2eb,87dc18e98d31448283214de0d223c6ad,3,1.5,1.5,0,2,
Mr. Alli,게비알,model://453a6e05-7921-46e7-a954-66b8933fb80c,monster,,,615,36374,0.1,1.3,29044b2527164dbd814da31c890d6780,6,3,,,,,common,0.32623,"(0.023, 0.359)",3,5f27a106e35742feb97edc1dab1971fa,5f79f6bac76b4682bbabb1bc1ecafdc1,958554b36ed142c6ab3ada9e57f1ce58,b20e199c1095482c899b2414724fd972,97c38b5a56fa40df921c4bd354fe7f59,2.8,5,0.1,0.5,1,
EliteBoss_Mr. Alli,엘리트 게비알,model://d862dec3-62fa-47fb-a486-d203d67153cc,boss,94,,1122,6082172,0.1,1.3,29044b2527164dbd814da31c890d6780,7,3,,5f27a106e35742feb97edc1dab1971fa,,11.5,common,0.18457,"(0.045, 0.434)",3,5f27a106e35742feb97edc1dab1971fa,11513493d94641caba24ca40af7c369c,958554b36ed142c6ab3ada9e57f1ce58,b20e199c1095482c899b2414724fd972,97c38b5a56fa40df921c4bd354fe7f59,3,3,3,0,2,
Kru,크루,model://57c3b827-39bb-4915-8839-bbc52900d2e7,monster,,,617,37826,0.1,1.3,73aa202e258e4c209435d75205d2e994,7,3,,,,,common,0.33989,"(-0.101, 0.403)",3,d4ffccd5bfb64413aab571dfd8722fe9,6e4a50ecfedb416c9aec2e876ea71c80,2fee18134cc04dc39bb969893a494c8c,7df19857329f4148b52b9e5f08e5b0da,68899afbb50e44e58e65c887f6ca2cdb,3,5,0.1,0.5,1,
Captain,캡틴,model://9ca9f522-fab9-4803-9897-d3b7a1622293,monster,,,595,39186,0.1,1.3,362057ac676e49f4923af18fc1c891d1,7,3,,,,,common,0.34236,"(-0.107, 0.405)",3,7226af3d694f40d99c35ff48750ecaae,8200adf8e9e8465a8232e25f250ed0ac,d62be5455a8344c89af0da13d2732d9f,04df083dc71444f8987d99dc972b6bd1,e10b507bacc64f4db7e011cac5f146b5,3,5,0.1,0.5,1,
Gold Captain,골드 캡틴,model://debaecde-df8b-47d1-ae7e-76ff768f448f,monster,,,816,40816,0.1,1.3,362057ac676e49f4923af18fc1c891d1,8,3,,,,,common,0.35425,"(0.021, 0.379)",3,536d74b6dd62487a93c7cf131df21cd0,696dc12032c041a99edd6069b475aeec,7182dcfabe7c456588a5ec2b8a248343,11d5a6e211a9459d97db708749441923,1cd8b4a055034515be248528733962d8,3.5,5,0.1,0.5,1,
EliteBoss_Gold Captain,엘리트 골드 캡틴,model://6a749f3a-c382-42ab-89d8-e6adac64ced1,boss,96,,1347,6538780,0.1,1.3,362057ac676e49f4923af18fc1c891d1,8,3,,536d74b6dd62487a93c7cf131df21cd0,,-14,common,0.18457,"(0.035, 0.471)",3,536d74b6dd62487a93c7cf131df21cd0,696dc12032c041a99edd6069b475aeec,7182dcfabe7c456588a5ec2b8a248343,11d5a6e211a9459d97db708749441923,1cd8b4a055034515be248528733962d8,3,5,5,0,2,
Pirate King Barbosa,해적왕 바르보사,model://5ab89b9b-5c91-43d2-bf40-acd322d0bdb0,monster,,,562,41761,0.1,1.3,362057ac676e49f4923af18fc1c891d1,8,3,,,,,common,0.36002,"(0.042, 0.408)",3,de1e241aff59436086acb96c732513d3,8551cef15f214e04bc306f0aa1b9acdb,7a669fc30f9b45ebb8803d622430be26,8509907e1a3a47288d1a38784db2d2fc,23e534124a054b689e3f5c95173a2e54,3,5,0.1,0.5,1,
Thief Mini Murr,도적 미니무르,model://0eddde71-2d80-47b7-9935-3dc2a974b927,monster,,,955,31660,0.1,1.3,0b43e49e178e4dc9bcfb04d05a5f325b,9,3,,,,,common,0.36861,"(0.020, 0.416)",3,cb1a96a8ecd247aba061197f030c15a2,b04e06f249ec40fcb09d5f292f88f010,b78c859cc9b243d6a2b0cf864a18466f,f0aae9788b004f0283275d38f660448a,12c89c64ed6d48ab9328edd980041518,4.2,5,0.1,0.5,1,1
Archer Mini Murr,궁수 미니무르,model://ca1f1842-7c6e-4be8-9f05-66a9c86a440f,monster,85,,725,44106,0.1,1.3,0b43e49e178e4dc9bcfb04d05a5f325b,8,3,range,,,,common,0.3704,"(0.014, 0.510)",3,f6a4ac131927426a92ec7bd12865fcb0,f6a4ac131927426a92ec7bd12865fcb0,f99c4ce344124947807fadb2ae040e68,4a1c509f89b341fe998738003534cbc2,49341529825c4faa8ba3616c89dd961a,3,7,0.1,0.5,1,
Warrior Mini Murr,전사 미니무르,model://c7f79622-9b6e-4e0e-bd3b-eed44b423826,monster,,,812,45233,0.1,1.3,ed1d73ce75a94e449f38ca8de6d89316,9,3,,,,,common,0.44706,"(-0.002, 0.625)",3,2dec997f4d184978982d62809c3e2e40,d273cce28e3b4b388efac0e7125e83e2,4e50cb4079124fa4b7cc065c6162e226,3a3413bd2c15484ab489be21eb2b0f23,aa13c156fc554d4f83d481945efbde47,2.9,5,0.1,0.5,1,
EliteBoss_Warrior Mini Murr,엘리트 전사 미니무르,model://b97bda58-9844-4ae1-a7c3-8f0f8d85bd8d,boss,97,,1393,6456358,0.1,1.3,ed1d73ce75a94e449f38ca8de6d89316,9,3,,2dec997f4d184978982d62809c3e2e40,,-18.5,common,0.49986,"(-0.004, 0.644)",3,2dec997f4d184978982d62809c3e2e40,d273cce28e3b4b388efac0e7125e83e2,4e50cb4079124fa4b7cc065c6162e226,3a3413bd2c15484ab489be21eb2b0f23,aa13c156fc554d4f83d481945efbde47,3,4.5,4.5,0.5,2,
Pirate Mini Murr,해적 미니무르,model://8e13cd92-2dd1-4cb0-9499-d23d4b7058dd,monster,,,698,47317,0.1,1.3,0b43e49e178e4dc9bcfb04d05a5f325b,10,3,,,,,common,0.3701,"(0.029, 0.487)",3,2e46ce2db5ca4708b805105db2bdfb6a,af6718e85f7543058263de6a3265d91e,434a72d5df8a4b35985ce19ece994622,02f5824c24e643d48dedee26795fa5cb,e008f99c220a4e25a8bbcdd0351ba534,3.3,5,0.1,0.5,1,
Magician Mini Murr,마법사 미니무르,model://f2ea23aa-b278-492c-923b-4faa1191403e,monster,86,,748,47913,0.1,1.3,ed1d73ce75a94e449f38ca8de6d89316,10,3,range,,,,common,0.39232,"(0.043, 0.509)",3,e6b91fc6063840f78bf79564daa65133,97e5f0d8b3d44ed9b2e68a61eabe0c1e,0dd4ffed52b14dcc91858a34bb7daf8e,3f12951acbb140a5b308b5951235043a,5dd63e1a688f4eca9e34ef54d0e28426,3,5,0.1,1.4,1,
