id,desc(개발용),type,effectModelId,shot,angle,damage,hpRatioDamage,spec,duration,afterSkill,randomRadiusMin,randomRadiusMax,randomAngle,multiShot,multiShotDelay,offsetX,offsetY,monsterRUID,skillDelay,sound,isNotBoss
128,Bullet3_afterskill_Oceanleli,targetDir,model://651ac844-ad02-4cd3-ba56-d48cddc88665,0/0/0/0,0/30/60/90,1,0,0,0,0,0,0,0,1,0,0,0,,,,0
129,Bullet1_2Oceanleli,nontarget,model://bd140d26-9384-4807-9089-b01432be3203,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0,15/30/45/60/75/90/105/120/135/150/165/180/195/210/225/240/255/270/285/300/315/330/345,1,0,0,1.92,0,0,0,0,1,0,0,0,,1.92,1a0a97ccda2549058d40514d23081e82,0
130,Bullet4_Oceanleli,targetDir,model://6192fa9f-d8e6-4732-9bdd-ad66dfdeec61,0,60,1,0,0,1.92,0,0,0,0,1,0,-0.2368,0.1749,,1.92,a3cad123fb4c47e9bf05f5f5d46ad3f8,0
133,Bullet1_ChocoNue,nontarget,model://0ad0f1dd-6407-46d4-a4b2-77f0a9d1d989,0/0/0/0/0/0/0/0,193/216/239/262/285/308/331/354,1,0,stop_1.32,1.32,0,0,0,0,3,0.3,-1.6437,0.1216,dd5cbb18188141bf920f1e4ded325f32,1.08,0054c46bfe4545e1a8cac34669fb345c,0
134,Bullet2_ChocoNue_(with white),nontarget,model://aedc18d6-e0c7-430c-88c0-645368eb93eb,0/0/0/0/0/0/0/0,0/23/46/69/82/104/147/170,1,0,stop_1.8,1.8,0,0,0,0,3,0.2,-5.0786,-0.123,28d57294fb014454be2c7491cbdf4b1d,1,040ab538ff664884a677267d797dfec3,0
135,Bullet3_ChocoNue,nontarget,model://a7265a21-261e-4b73-b8e9-ba552ec5d82c,0/0/0/0/0/0/0/0/0.1/0.1/0.1/0.1/0.2/0.2/0.2/0.2,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0,1,0,stop_1.8,1.8,0,0,0,0,1,0,0,0,28d57294fb014454be2c7491cbdf4b1d,1,005133071b27411daa55794e2e0af6b2,0
136,Bullet4_ChocolateCreamSpawner,nontarget,model://b9762944-6950-4475-9e0e-4090270856a0,0.2/0.2/0.2/0.2,0/90/180/270,1,0,1,1.68,0,0,0,0,1,0,-0.1132,2.0383,,0.98,005133071b27411daa55794e2e0af6b2,0
137,Bullet4_WhiteCreamSpawner,nontarget,model://31a9906d-c479-40dc-ac38-27f0fcd3558e,0.2/0.2/0.2/0.2,0/90/180/270,1,0,1,1.68,0,0,0,0,1,0,-0.1132,2.0383,,0.98,2b25693f0a554fcab949a3e4b078efbd,0
138,Bullet_ChocolateCream,nontarget,model://ec5055c5-2db2-43db-b9a3-7e3cb9fbdfa8,0.2/0.2/0.2/0.2,0/90/180/270,0.7,0,speed_2_2,1.68,0,0,0,0,1,0,-0.337,0.2434,,0.96,7fae3f32ebb8427691947eb087d3450f,1
139,Bullet_WhiteCream,targetDir,model://cad94f60-89c0-4f18-a16d-c327eabb596c,0/0/0/0/0/0,0/60/120/180/240/300,0.2,0,0,1.68,0,0,0,0,1,0,-0.2142,0.5356,,0.96,592df61875b041e6bcfb6a6cb833013d,1
140,Bullet1_Thanatos,targetDir,model://dab0651e-7333-4d61-893d-6af03fde1a2a,0/0/0/0/0/0,0/60/120/180/240/300,1,0,stop_2.72/invincible_2.72,2.72,0,0,0,0,3,0.3,0.0372,1.2834,,,42fd9c5e69c54a20aa7f9632a98399be,0
141,Bullet2_Thanatos,nontarget,model://44a16d4d-c9e6-4b03-bc01-d97ad1c4e16f,0/0/0/0/0/0/0.1/0.2/0.3/0.4,0/0/0/0/0/0/0/0/0/0,1,0,0,1.72,0,0,0,0,1,0,0,0,,,10022256879b447daf52d16af94d5354,0
142,Bullet3_Thanatos,nontarget,model://962128ff-9516-4df2-a2c9-7e5099159d97,0/0/0/0/0/0/0.2/0.2/0.2/0.2/0.2/0.2/0.2/0.2/0.2/0.2/0.2/0.2,0/60/120/180/240/300/0/30/60/90/120/150/180/210/240/270/300/330,1,0,0,2.25,0,0,0,0,5,0.25,-0.0551,2.75,c4318607a44d47879179ff5d0475b789,0.75,054141ef4d524ceea3447a1a6421ef03,0
143,Bullet4_Thanatos,target,model://024bc22c-4135-48ca-a518-957eecee88b4,0,0,1,0,0,2.7,0,0,30,0,1,0,0,0,24df3a3a4fd94c85a0a69182ab8292e8,0.75,f2cc40fa899a4f38aeedcb377adaa3ae,0
144,Bullet5_Thanatos(papul),targetDir,model://d5fc13f8-d434-4a91-9a1b-11702ab4f87f,0/0/0/0/0/0,0/-20/20/-40/40/80,1,0,0,1.89,0,0,0,0,1,0,-1.0021,0.2633,,1.08,55b757f49de94ce4a71acf57e7629cc6,0
145,Bullet6_Thanatos(papul),target,model://44fb15e8-0cc5-489f-bfbf-790edb4a2d33,0/0.4/0.8,0/0/0,1,0,stop_1.9,1.89,0,2,40,0,1,0,0,0,,1.08,4947e47a3e0a49bc9e4c7e7b828bafa2,0
146,Bullet7_Thanatos(papul),nontarget,model://376e42ea-82f8-453b-857e-a58d98708db8,0/0.5/0.7/1,0/30/60/90,1,0,0,1.08,0,0,0,0,1,0,0.9176,1.2585,288dd761e4654fbd8ebac5cc9fdcceb7,1.08,4000d45ff79d49b5a5d4890b5ee6dcb0,0
147,Bullet_IceGolem,targetDir,model://060a0499-6cd1-4cdc-accf-7572989fffdc,0,0,0.7,0,1,1,0,0,0,0,1,0,0.016,0.767,,,,1
148,Bullet_IceDrake,targetDir,model://268d4322-16ac-494e-b611-2095bfe16f86,0,0,0.7,0,0,2.84,0,0,0,0,1,0,-0.8,0.2638,,0.5,,1
149,Bullet_Stoneball,targetDir,model://6e6cbec4-d510-46b7-b4f7-78d257d72fe8,0,0,0.7,0,0,1,0,0,0,0,1,0,0.2965,0.2592,,,,1
150,Bullet_IcePiece,targetDir,model://120286d2-85dd-4fbb-b721-92756b442552,0,0,0.7,0,0,1,0,0,0,0,1,0,0.0295,0.1434,,,,1
151,Bullet_GoldenPenec,target,model://517bb2fd-36e1-411e-acee-252aa678cf5a,0.8,0,0.7,0,0,2.76,0,0,0,0,1,0,0,0,fc4a21f96f654d1db1faaa9cc2098dcb,2.76,,1
152,Bullet_Nerota,targetDir,model://38e5c5be-70d3-4f36-be80-c9b755544559,0,0,1,0.15,stop_0.3,3.06,0,0,0,0,1,0,0.0746,0.5539,3af2e1add657430ca7fb1c7b57a66aad,3.06,5593c1e4ef214e4e89884b0b349bfbef,0
153,Bullet1_Seren,target,model://22817cf6-96cb-45bd-8d34-d70a8ffae94e,0/0/0,0/0/0,1,0,0,1.8,0,5,10,0,1,0,0,0,05109cd88cb741f89769388b37ba176f,1.8,8e64cf54e0504f2fb6bdde3b0bba9a3b,0
154,Bullet2_Seren,nontarget,model://6d397e00-ae4f-4e26-89e2-41ca165768df,0/0/0/0/0.1/0.2/0.3/0.4,0/90/180/270/45/135/225/315,1,0,0,4.02,155,0,0,0,1,0,0.2945,2.1404,8454a60b580c4d0aa33597cf7316e16d,0.72,c0b3dec53d3346fc84788c1eeb495301,0
155,Bullet2_Seren(after),targetDir,model://73c384da-43d9-4669-b9f9-8c255ecc91fc,0/0/0/0/0/0,0/60/120/180/240/300,1,0,0,1,0,0,0,0,1,0,0,0,,,,0
156,Bullet3_Seren,nontarget,model://8add6149-0f7c-469f-90c0-f8ec70579c95,0,0,1,0,0,1,0,0,0,0,1,0,0,0,,,2dd9567c8c2b4f75a74747ecde269906,0
157,Bullet4_Seren,targetDir,model://74352f83-ae2c-4f36-94ab-9377a223b7cf,0,0,1,0,0,1,0,0,0,0,1,0,0,0,,,4e3bb2a2323545ab8ae8beb08157f690,0
158,Bullet5_Seren,target,model://27c253f3-f177-4ae8-8015-292fdf008ade,0/0/0/0,0/0/0/0,1,0,0,1,0,0,0,0,1,0,0,0,,,,0
159,Bullet6_Seren,nontarget,model://ba9a7928-e05f-4709-837e-b5c3578e7bfe,0/0/0/0/0/0,90/90/90/90/90/90,1,0,0,1,0,0,0,60,2,0.2,0,0,,,,0
160,Bullet1_Naricain,nontarget,model://a41a641b-152b-4372-978b-53ccfa323e56,0/0.2/0.4/0.6/0.8/1/1.2/1.4/1.6/1.8/2/2.2/2.4/2.6/2.8/3/3.2/3.4,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0,1,0,speed_5_5,0,0,0,0,0,1,0,0.8875,-3.2707,e4686fea1912487ea1a6aaa419a7aadb,,592df61875b041e6bcfb6a6cb833013d,0
161,Bullet2_Naricain,nontarget,model://92037c80-3a48-4d1e-a0c3-e37593803961,0/0/0/0/0/0,0/0/0/0/0/0,1,0,0,2,0,0,0,0,1,0,0,0,e4686fea1912487ea1a6aaa419a7aadb,,24bf8a24152f4c089ef69d3b470bf356,0
162,Bullet3_Naricain,nontarget,model://2764b91d-ea59-4adb-8f9b-6a5301a17d06,0/0/0/0/0/0,0/60/120/180/270/330,1,0,0,2.1,0,0,0,0,1,0,0.0685,-0.1954,e4686fea1912487ea1a6aaa419a7aadb,,3be11372142841079195b8edc7a788a9,0
163,Bullet3_Lilinoch_Boss_Naricain,target,model://96943035-278c-4249-afac-68f7ae705190,0/0.1/0.2/0.3/0.4/0.5/0.6/0.7/0.8/0.9/1,0/0/0/0/0/0/0/0/0/0/0,0.5,0,0,0,0,1,2,0,1,0,-0.0833,0.6084,d93623de9f304c5e8b0c8691363d299b,0,300ade1701cb4316bbfd9fce34244da7,1
164,Bullet3_(after)Naricain,nontarget,model://05044643-8fcf-4938-9482-67a04eab2660,0,0,0.5,0,0,1,0,0,0,0,1,0,0,0,,,3907502ea7b44aeaa110b0d1d4996a69,1
165,Bullet5_Naricain,nontarget,model://dc8412d3-3f82-4a0e-8c1f-0cceefd7ecb7,0.2/0.2/0.2/0.2,0/90/180/270,1,0,stop_2.1,2.1,166,0,0,0,1,0,0,0,e4686fea1912487ea1a6aaa419a7aadb,2.1,a19440ff26ca4f57bb09750dcdced8c8,0
166,Bullet5_(after)Naricain,targetDir,model://0b12bddb-fa7d-4f20-874c-ab868b8cae25,0/0/0/0,0/60/180/270,1,0,0,1,0,0,0,0,1,0,0,0,,,710c07d601f24f0c8064eb120271f18a,0
167,Bullet6_Naricain_Lilinoch,nontarget,model://ac2d8046-1caf-4442-a669-3373fdc81059,0/0/0/0/0,0/0/0/0/0,1,0,stop_3,2.1,0,10,10,0,1,0,0,0,e4686fea1912487ea1a6aaa419a7aadb,1.7,015eab180e3e4a47b379bd00fe5d2cf0,0
168,Bullet6_(after)Naricain,nontarget,model://2c0441fb-fc60-4d9e-bfb5-fe8558343b5c,0.1/0.4/0.7/1/1.3/1.6,90/90/90/90/90/90,1,0,0,1,0,0,0,0,1,0,0,0,,,8aaefeed8c354044bb35a202519979b6,0
169,Bullet7_Naricain,targetDir,model://87b9a106-79c2-4a80-8352-fb2f5f15393a,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0,18/36/54/72/90/108/126/144/162/180/198/216/234/252/270/288/306/324/342/360,1,0,stop_3,1,0,0,0,0,7,0.3,-0.0855,-0.374,,,563d9d98b8064c58b6a6704ce2be501b,0
170,Bullet1_BeanChick,nontarget,model://96eb125c-0a3b-468d-a38d-7e117f0c3275,0/0/0/0/0/0,0/-20/20/-40/40/80,1,0,speed_3_2,3,0,0,0,0,4,0.4,-0.0306,-0.0192,,,b22c40311ec748be83979bb97ca14cbc,0
171,Bullet2_BeanChick,nontarget,model://1320853b-7237-41ca-8ae9-28ba433fb8b5,0/0/0/0/0/0/0/0,45/90/135/190/235/280/325/360,1,0,0,1,0,0,0,0,3,0.2,-0.0306,-0.0192,,,593b6621961c47dd9026c57baedca6dd,0
172,Bullet3_BeanChick,nontarget,model://3b19e696-3d87-476b-8e32-f0acce7f6c8d,0,0,1,0,speed_2_2,2,0,0,0,0,1,0,0,0,0b903d7b4f064bc1b781427703752d06,,08e0a1c5a5374a31abf87769cc74a0d9,0
173,Bullet1_BANBAN,targetDir,model://e312485b-f946-4e8c-869b-3a40de500ff2,0/0.3/0.6/0.9/1.2/1.5/1.8,0/0/0/0/0/0/0,1,0,0,2.34,0,0,0,0,1,0,-1.3457,0.1984,a4334f4272a44c1499115b38440c96ca,0.9,4fc795a30bc8419f80e28e2055fce3f9,0
174,Bullet2_BANBAN,nontarget,model://8ea33337-9de0-4e7b-99d7-2a547bd47b15,0/0/0/0.2/0.2/0.2/0.4/0.4/0.4,0/20/-20/0/40/-40/0/60/-60,1,0,0,1.53,0,0,0,0,5,0.2,-1.3457,0.1984,8dd1f05947c34cd89e1d57a1be4caaeb,0.9,534d1712ed4541838aa5ba3c28ebccdf,0
175,Bullet2_BANBAN,nontarget,model://8ea33337-9de0-4e7b-99d7-2a547bd47b15,0/0/0/0/0/0/0,0/20/-20/40/-40/80/-80,1,0.1,0,1.53,0,0,0,0,3,0.2,-1.3457,0.1984,f5eb2eaa97464014ba90dcd43c67e5c9,1.53,249bd26a105048c19696df67a5a90326,0
176,Bullet3_BANBAN,targetDir,model://4a763c08-7dc3-424f-9714-5550a3df1b85,0.3/0.6/0.9/1.2,0/0/0/0,1,0,0,1.26,0,0,0,0,1,0,0,0,83f993f6af594ecfaaad17f23e1445ed,1.26,673e11fea5d846d8802c2bc4b16eca17,0
177,Bullet4_BANBAN_2,targetDir,model://a93e8a35-f9ac-4db3-a4ad-5854ec62143c,0/0.3/0.6/0.9,0/0/0/0,1,0,0,2.34,178,0,0,0,1,0,0,0,f5eb2eaa97464014ba90dcd43c67e5c9,1.71,ba8af346ac64491e9633593ee359fa2a,0
178,Bullet1_BANBAN_after,nontarget,model://050d1276-ac03-4e0b-8701-1c3de0809c8c,0.2/0.2/0.2/0.2/0.4/0.5/0.6/0.7/0.8/0.9/1,0/90/180/270/45/135/225/315/335/355/375,1,0,0,0,0,0,0,0,1,0,0,0,,,,0
179,Bullet1_GiantSnowman,nontarget,model://c7e44535-9317-401d-92d2-df6a9280c89d,0.2/0.2/0.2/0.2/0.4/0.5/0.6/0.7/0.8/0.9/1,0/90/180/270/45/135/225/315/335/355/375,1,0,0,2,0,0,0,0,1,0,0,0,,,67f0d15edf0249d49ff8e839e5e4e61a,0
180,Bullet2_GiantSnowman,targetDir,model://86b2e840-2f37-448c-b780-da935eeeb348,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0,18/36/54/72/90/108/126/144/162/180/198/216/234/252/270/288/306/324/342/360,1,0,0,2,0,0,0,0,8,0.2,-0.0634,1.9035,,,27025044d1704689b8f77486704a7514,0
181,Bullet3_GiantSnowman,targetDir,model://66b21955-c8af-4f60-a1bb-e3efab416c40,0/0.1/0.2/0.3/0.4/0.5/0.6,0/60/120/180/240/300/350,1,0,0,2,0,0,0,0,3,0.4,0,0,,,d5a5fbe27e134dcb8f82e53e620a6e0b,0
182,Bullet4_GiantSnowman,targetDir,model://adb94bc8-d95a-48ce-bdfe-e5a7f8c5af70,0/0/0/0,45/135/225/315,1,0,0,2,0,0,0,0,1,0,0,0,,,e6599a3d49e24557b28b3ef8c425e43b,0
187,Bullet1_Cygnus,targetDir,model://4647e3cf-da03-4176-b037-a6c45a802ade,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0,18/36/54/72/90/108/126/144/162/180/198/216/234/252/270/288/306/324/342/360,1,0,stop_2.34,2.34,0,0,0,0,5,0.2,-1.9747,0.8598,2a856c8adb444d49b6c4b0d4803458fc,0.84,5b98d6d23ee44937b6c4a3ff99439b6a,0
188,Bullet2_Cygnus,targetDir,model://fa1654bd-eef5-446c-a90e-2bda3b50543f,0/0.1/0.2/0.3/0.4/0.5/0.6,0/0/0/0/0/0/0,1,0,0,2.25,0,0,0,0,1,0,0,0,15d3e2597c9a4e1797f9aabdfdf650a4,1.62,925832bfd6e94d9fb360795fd0265df6,0
189,Bullet3_Cygnus,targetDir,model://db483c02-af66-47bf-9793-4eeba733a9ab,0/0.2/0.4/0.6/1,0/0/0/0/0,1,0,0,5.28,0,0,0,0,1,0,0,0,3b432e9b4da741f1a322ef2a537c632f,3.48,5b98d6d23ee44937b6c4a3ff99439b6a,0
190,Bullet4_Cygnus,target,model://3efb9c4a-d365-4425-9b63-e60434983fe9,0,0,1,0,stop_3.48,2.58,0,0,0,0,1,0,0.1987,-0.2667,9c83c3746e5d460992a243b93e88e8e4,1.35,8f2f716b909a4fb68a5e7ceced6fee2d,0
191,Bullet5_Cygnus,nontarget,model://4f624e74-d096-470b-ba0f-652024f3ef94,0/0/0/0/0/0,0/60/120/180/240/300,1,0,0,1,0,0,0,60,2,0.2,0,0,,,,0
202,Bullet1_Lucid_FairyDust,targetDir,model://37f8117e-442b-43a6-a7c5-ef8284b469b0,0/0/0/0/0,0/0/0/0/0,1,0,stop_1,3,0,0,0,0,1,0,0,0,d2a74bb9ed5b41c8bd5ed658b6f0caaf,1,,0
203,Bullet1_Lucid_Flower,target,model://56b6858c-cb5f-47c3-86d4-048a86fbcf97,0/0/0/0/0/0,0/0/0/0/0/0,1,0,stop_1,2,0,0,0,0,1,0,0,0,2ff7ebd544754e4c94ab3c131426ecfd,1,,0
204,Bullet1_Lucid_Laser,target,model://2f500ef6-e676-467c-971a-28100c581e92,0/0/0/0/0/0,0/0/0/0/0/0,1,0,stop_1,2,0,0,0,0,2,0,0,0,2ff7ebd544754e4c94ab3c131426ecfd,1,,0
205,Model_Breath,nontarget,model://23201804-01cd-4f37-ae6c-694152775b25,0,0,1,0,1,5,0,0,0,0,1,0,0,0,2ff7ebd544754e4c94ab3c131426ecfd,,,0
206,Model_Butterfly,target,model://e13512de-377d-4d11-aac3-aa3f32c1d8bf,0.2/0.2/0.2/0.2,0/90/180/270,1,0,stop_1,2,207,0,0,0,6,0.15,0,0,2ff7ebd544754e4c94ab3c131426ecfd,1,,0
207,Model_Butterfly_Attack,targetDir,model://cbe8e0d8-9798-4e1d-bdf0-4ccf584ba795,0/0.2/0.4/0.6/0.8/1/1.2/1.4,0/45/90/135/180/225/260/305,1,0,stop_1,2,0,0,0,0,3,0.3,0,0,,,,0
230,Bullet_Tauromacis,target,model://30d2c92a-efdd-4725-8162-94c7f24d44a3,0,0,0.7,0,1,1,0,0,0,0,1,0,0,0,,,,1
231,Bullet_Thralled Guard,nontargetDir,model://f00fc8ef-98fb-4e8e-b432-180ae096cfff,0,0,0.7,0,1,1,0,0,0,0,1,0,-0.0547,0.4175,,,,1
232,Bullet_Black Dodo,nontargetDir,model://62eb2d63-4dd8-4e19-ad2f-06d678753971,0/0/0,0/60/-60,0.7,0,stop_1.3,1.3,0,0,0,0,1,0,-0.95,1.2,1a7bd27ef3194de0b8fcbeea8140a048,0.9,,1
233,Bullet_Ifrit,target,model://7ffba1e6-fd95-48a0-b576-46587c4a6562,0,0,0.7,0,1,1,0,0,0,0,1,0,0,0,,,,1
234,Bullet_BIG Guardian of Regret,nontarget,model://f5fd6af3-30f7-4520-9e36-62a9eae83b28,0/0.1,0/180,0.7,0,1,2.07,0,0,0,0,3,0.1,-0.4817,0.8295,,,,1
1000,Bullet_Kariaine_Attack4,targetDir,model://14a897d3-6f55-4b09-b763-22227901321c,0,0,1,0.2,1,3,0,0,0,0,6,0.25,0,0,,,,0
1001,Bullet_Kariaine_Attack3,nontarget,model://25b1aa8b-148d-422e-98ce-5bd9d0a106ea,0,0,1,0.1,1,3.12,0,0,0,0,0,0,0,0,,,,0
1002,Bullet_Kariaine_Attack2_Base,nontarget,model://e6b7b4f4-0f4c-4cd2-a072-d791f65d7837,0,0,1,0.5,1,2.86,0,0,0,0,0,0,0,0,,,,0
1003,Bullet_Kariaine_Attack2_Extra,nontarget,model://96467292-21eb-4dbc-8ed3-1bcbbe4c3428,0/0/0/0/0/0/0/0,0/45/90/135/180/225/270/315,1,0.3,1,1.28,0,0,0,0,0,0,0,0,,,,0
1004,Bullet_Kariaine_Attack1,nontarget,model://c43ecbaf-e976-4702-9b06-65a42bfa8f96,0,0,1,0.9,1,5.22,0,0,0,0,0,0,0,0,,,,0
300,Bullet_EliteBoss_Junior Boogie,nontargetDir,model://243f0eb0-b379-4fc4-ab8a-36290c7aaa73,0/0.2/0.4/0.6/0.8/1,0/60/120/180/240/300,1,0,speed_0_0.85,0.9,0,0,0,0,0,0,0,1,,,,0
301,Bullet_EliteBoss_Colabear_1,nontargetDir,model://9ca6654e-c769-4d0e-ac4b-61eec19b6f00,0,0,1,0,speed_0_1.15,1.2,0,0,0,0,0,0,-0.4,2,,,,0
302,Bullet_EliteBoss_RedHoppingJelly,nontargetDir,model://af7a4e13-da2f-426f-8aa7-ecce83333e94,0/0/0/0,0/90/180/270,1,0,0,2,0,0,0,30,15,0.2,0,0.6,,,,0
303,Bullet_EliteBoss_YellowBubbleTea_1,nontargetDir,model://2d080bd4-a038-40d0-be15-8b492c037df1,1.0/1.0/1.0,0/0/0,1,0,speed_0_1.65,1.68,304,2,5,0,0,0,0,0,,,,0
304,Bullet_EliteBoss_YellowBubbleTea_2,nontargetDir,model://8fd34489-d376-4af5-997c-614d8937502f,0/0.07/0.14/0.21/0.29/0.36/0.43/0.50/0.57/0.64/0.71/0.79/0.86/0.93/1.00/1.07/1.14/1.21/1.29/1.36/1.43/1.50/1.57/1.64/1.71/1.79/1.86/1.93,0/12/24/36/48/60/72/84/96/108/120/132/144/156/168/180/192/204/216/228/240/252/264/276/288/300/312/324/336/348,1,0,0,1,0,0,0,0,0,0,0,0.5,,,,0
305,Bullet_EliteBoss_Grape Flavor Jelly Juice,nontarget,model://c24cacb8-a49e-4653-a5a1-24a5e89df1e0,0.7,0,1,0,speed_0_1.42,1.44,0,0,0,0,30,0.01,-1,0.4,,,,0
306,Bullet_EliteBoss_PinkBean_1,target,model://01ae307e-6f20-44cf-a187-889b6ccdc013,1,0,1,0,speed_0_3.2,3.24,307,4,7,0,4,0,0,0,,,,0
307,Bullet_EliteBoss_PinkBean_2,nontarget,model://f6bbd9ca-5ecb-4573-9f5f-dfbd7e5b0a2e,0,0,1,0,0,3,308,0,0,0,0,0,0,0,,,,0
308,Bullet_EliteBoss_PinkBean_3,nontarget,model://4397799e-f266-4e4b-93b4-1805bc79aa14,0,0,1,0,0,2,309,0,0,0,0,0,0,0,,,,0
309,Bullet_EliteBoss_PinkBean_4,nontarget,model://7e4f11fb-f4fb-4ac0-a2b8-921394951671,0,0,1,0,0,0.6,0,0,0,0,0,0,0,0.83,,,,0
310,Bullet_EliteBoss_Rice mouse,nontargetDir,model://f1626257-657c-4ef3-b6de-9d0d00f45ba6,0/0/0/0/0/0/0/0/0/0/0/0,0/30/60/90/120/150/180/210/240/270/300/330,1,0,0,1,0,0,0,0,0,0,0,0.4,,,,0
311,Bullet_EliteBoss_Chocolate Syrup,nontarget,model://e4c89bd1-3076-4160-a416-c9e3346e09a7,0/0/0/0/0/0/0,0/30/60/90/120/150/180,0.7,0,0,0.6,0,0,0,10,0,0,-0.2,0.8,,,,1
312,Bullet_EliteBoss_WinterSlime,targetDir,model://5ff76a78-bd00-4a2e-bf05-bdf19d99e296,0,0,1,0,speed_0_0.95,1,0,0,0,0,0,0,0,0,,,,0
313,Bullet_EliteBoss_IcePiece,nontargetDir,model://ca215d07-9d6a-4e08-8001-c84b045d5e78,0/0/0/0/0/0/0/0/0/0/0/0,0/30/60/90/120/150/180/210/240/270/300/330,1,0,speed_3_1,0,0,0,0,10,0,0,-0.3,0.4,,,,0
314,Bullet_EliteBoss_WinterOctopus,nontargetDir,model://9a12fd73-0987-4b2c-ae64-4acfc091be17,0,0,1,0,0,0,0,0,0,0,5,0.3,0.4,0.6,,,,0
315,Bullet_EliteBoss_Stoneball_1,nontargetDir,model://6f0ea914-aad9-43a2-9bde-e09a27b5c625,1.2/1.2/1.2,0/30/330,1,0,speed_0_1.7,1.76,0,0,0,0,0,0,0,0.6,,,,0
316,Bullet_EliteBoss_WinterDoraji_1,target,model://d8b148dd-7ef6-44d3-b2f0-0c0ecacea015,0,0,1,0,0,0,317,4,7,0,5,0.2,0,0,,,,0
317,Bullet_EliteBoss_WinterDoraji_2,nontarget,model://a31e3125-f5e4-4324-a92a-010d936ade56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,0
318,Bullet_EliteBoss_WinterSnowman,nontargetDir,model://17ec2fb7-403e-4f56-865e-4fe8721b4e37,1.2/1.21/1.22/1.23/1.24/1.25,0/60/120/180/240/300,1,0,speed_0_3.45,3.48,0,0,0,0,0,0,-1,1.2,,,,0
319,Bullet_EliteBoss_Ice Golem,nontarget,model://416ff85e-6835-4e35-b80d-3d4e74460f5d,0.3,90,1,0,speed_0_0.7,0.72,0,0,0,90,40,0.01,0,1.4,,,,0
320,Bullet_EliteBoss_GangsterRudolph,nontarget,model://455759c1-c062-4ae2-af85-6c95d5715fb9,0,90,1,0,speed_0_0.85,0.9,0,0,0,0,4,0.1,-0.4,1.6,,,,0
321,Bullet_EliteBoss_Eye of Temple_1,nontargetDir,model://32bbf957-bd92-4af6-9931-37bfd0dbe4a2,1/1/1/1/1/1,0/60/120/180/240/300,1,0,speed_0_2.85,2.88,0,0,0,0,0,0,-1,1.6,,,,0
322,Bullet_EliteBoss_Tauromacis,nontarget,model://19698b5e-f1e7-4361-896b-fdd563c71002,0.4,0,1,0,speed_0_1.2,1.22,0,4,7,0,20,0.1,0,0,,,,0
323,Bullet_EliteBoss_BIG Guardian of Memory_1,nontargetDir,model://649ea77e-c68a-40a6-9d0e-da2b41f22c6d,0.3,0,1,0,speed_0_2,2.07,0,0,0,0,0,0,0,1,,,,0
324,Bullet_EliteBoss_Monk of Regret,nontargetDir,model://10bdffba-af1d-4746-b861-4186e62ceaba,1.5/1.65/1.8/1.95/2.1,0/90/180/270/360,1,0,speed_0_2,2.04,0,0,0,0,0,0,-0.2,1.1,,,,0
325,Bullet_EliteBoss_Pontiff of Corruption,nontargetDir,model://62f00632-464b-4a22-bc3e-42123611af1a,1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5/1.5,0/15/30/45/60/75/90/105/120/135/150/165/180/195/210/225/240/255/270/285/300/315/330/345,1,0,speed_0_2,2.04,0,0,0,0,0,0,-0.2,1,,,,0
326,Bullet_EliteBoss_Mushroom of Corruption,nontargetDir,model://2cb64581-dd98-4e8c-a46f-136d7c61b570,1/1/1/1/1/1/1/1/1/1,0/36/72/108/144/180/216/252/288/324,1,0,speed_0_2.53,2.58,0,0,0,0,5,0.15,-3.2,1.2,,,,0
327,Bullet_EliteBoss_Keeper of Darkness,nontarget,model://db2194b7-dc88-49b7-8aea-04b62a74538e,1,90,1,0,speed_0_1.55,1.6,0,0,0,0,10,0.03,-4,1,,,,0
328,Bullet_EliteBoss_Warrior Specter,nontargetDir,model://b87e78f2-d934-4015-8817-3d41c15cb47d,1.1,0,1,0,speed_0_2.7,2.76,0,0,0,0,20,0.01,-2,1,,,,0
349,Bullet5_chickbean,nontarget,model://4011042f-99f6-478d-bfa9-7a437377eb7d,0,0,1,0,stop_7,5,0,0,0,0,0,0,-0.0036,-2,ba38615883fd44b8a3b919ee3ac23771,,168c16b342a54a8aa5874d2da0e899e9,0
350,Bullet6_chickbean,nontargetDir,model://bab89756-ba00-4280-8920-3f091de49f6f,0/0.1/0.1/0.1/0.2/0.2/0.3/0/0/0.1/0.1/0.1/0.2/0.2/0.3/0,180/210/240/270/300/330/350/375/10/40/70/100/130/160/190/220,1,0,0,0,0,0,0,0,0,0,0,2,b353b1abc1614f2986323decde423f47,,,0
