chapter,wave,group,monster,spawnMin,spawnMax,formation,option,delay,interval,spawnCount,spawnRadius,monsterWave,life
20008,5,1,Desert Giant,8,16,group,3,5,5,6,15,　,2
20008,5,1,AndoridB,1,1,random,　,5,1,35,15,　,2
20008,5,1,AndoridB,3,5,group,3,5,5,5,15,　,2
20008,6,1,EliteBoss_Azwan Grave Robber,1,1,random,　,10,1,1,15,　,1
20008,6,1,WAVE,2,4,group,24,5,7,5,15,model://b7f3b9bc-61fd-4300-8f15-5a6ed376b139,2
20009,1,1,Mole,1,1,random,　,5,1,30,15,　,1
20009,1,1,AndoridB,1,3,group,3,6,1,30,15,　,1
20009,1,1,Speedy Mole,1,1,random,　,7,0.5,60,15,　,1
20009,2,1,Speedy Mole,1,1,random,　,5,3,10,15,　,1
20009,2,1,AndoridB,5,5,group,3,5,3,10,15,　,1
20009,2,1,Desert Giant,5,7,group,3,5,3,10,15,　,2
20009,2,1,WAVE,2,4,group,24,5,5,5,15,model://2ffe4ff4-e8a3-4c2a-8526-ba5e11cf91db,2
20009,3,1,AndoridB,1,1,random,　,5,0.5,60,15,　,2
20009,3,1,Neo Huroid,10,15,circle,24,10,12,3,15,　,2
20009,3,2,Neo Huroid,1,1,random,　,5,0.8,40,15,　,2
20009,3,2,Azwan Grave Robber,10,15,circle,24,10,10,4,15,　,2
20009,4,1,Neo Huroid,5,12,group,5,5,7,5,15,　,2
20009,4,1,Azwan Grave Robber,7,10,group,3,5,6,6,15,　,2
20009,4,1,WAVE,2,4,group,24,5,6,5,15,model://2ffe4ff4-e8a3-4c2a-8526-ba5e11cf91db,2
20009,5,1,Neo Huroid,4,8,group,4,5,5,7,15,　,3
20009,5,1,Azwan Grave Robber,6,12,group,4,5,5,7,15,　,3
20009,5,1,Azwan Grave Robber,5,15,group,4,5,7,5,15,　,3
20009,5,1,WAVE,3,5,group,24,5,5,6,15,model://2ffe4ff4-e8a3-4c2a-8526-ba5e11cf91db,2
20009,6,1,EliteBoss_Elite Pikeman Skeleknight,1,1,random,　,10,1,1,15,　,1
20010,1,1,Speedy Mole,20,35,circle,24,5,10,3,15,　,1
20010,1,1,Neo Huroid,4,8,circle,60,7,10,3,15,　,1
20010,1,2,Speedy Mole,20,35,circle,24,5,10,3,15,　,1
20010,1,2,Azwan Grave Robber,12,20,circle,36,7,10,3,15,　,1
20010,2,1,Azwan Grave Robber,15,20,circle,18,5,15,2,15,　,2
20010,2,1,Speedy Mole,30,40,group,3,5,5,7,15,　,2
20010,2,1,Neo Huroid,4,10,group,3,5,8,4,15,　,2
20010,2,1,WAVE,2,4,group,24,5,5,6,15,model://2ffe4ff4-e8a3-4c2a-8526-ba5e11cf91db,2
20010,3,1,Speedy Mole,1,1,random,　,6,4,11,15,　,2
20010,3,1,Azwan Grave Robber,1,1,random,　,6,2,22,15,　,2
20010,3,1,Neo Huroid,1,3,group,3,5,2,22,15,　,2
20010,3,1,Elite Pikeman Skeleknight,1,1,random,　,3,1,15,15,　,1
20010,3,1,WAVE,2,4,group,24,5,5,6,15,model://2ffe4ff4-e8a3-4c2a-8526-ba5e11cf91db,2
20010,4,1,Azwan Grave Robber,24,30,circle,18,10,10,3,15,　,2
20010,4,1,Neo Huroid,4,10,group,4,5,8,4,15,　,2
20010,4,2,Azwan Grave Robber,14,20,circle,18,10,10,3,15,　,2
20010,4,2,Desert Giant,3,7,group,4,5,8,4,15,　,2
20010,4,2,Elite Pikeman Skeleknight,15,25,group,4,5,8,4,15,　,1
20010,5,1,Elite Pikeman Skeleknight,4,10,group,3,5,8,8,15,　,1
20010,5,1,Elite Pikeman Skeleknight,4,10,group,3,6,8,8,15,　,1
20010,5,1,Azwan Grave Robber,2,5,group,3,5,8,8,15,　,2
20010,5,1,Neo Huroid,5,8,group,3,7,8,8,15,　,2
20010,5,1,WAVE,3,4,group,24,5,7,7,15,model://2ffe4ff4-e8a3-4c2a-8526-ba5e11cf91db,2
20010,6,1,Boss_Sandblade Marauder,1,1,random,　,10,1,1,15,　,1
30001,1,1,Angry Starfish,4,4,group,2,5,2,11,15,　,1
30001,1,1,Yellow Starfish,1,1,random,　,1,1,40,15,　,1
30001,1,1,Angry Starfish,2,5,group,3,5,3,8,15,　,1
30001,2,1,Yellow Starfish,1,1,random,　,5,0.5,46,15,　,1
30001,2,1,Angry Starfish,3,3,group,2,5,1,26,15,　,1
30001,2,1,Angry Starfish,6,6,circle,55,7,1,20,15,　,1
30001,2,1,WAVE,2,3,group,24,5,5,4,15,model://9de7a6fe-8e94-4049-9d50-5c96e4cc8e9a,1
30001,3,1,Yellow Starfish,1,2,random,　,5,1,17,15,　,1
30001,3,1,Angry Starfish,15,15,group,3,5,5,5,15,　,1
30001,3,1,WAVE,2,3,group,24,5,5,4,15,model://9de7a6fe-8e94-4049-9d50-5c96e4cc8e9a,1
30001,4,1,Angry Starfish,15,20,circle,18,7,4,5,15,　,2
30001,4,1,Jellyfish,10,12,group,24,5,5,4,15,　,2
30001,5,1,Angry Starfish,13,18,group,3,5,5,5,15,　,2
30001,5,1,Jellyfish,14,20,circle,23,7,7,4,15,　,2
30001,6,1,WAVE,2,4,group,24,5,7,5,15,model://9de7a6fe-8e94-4049-9d50-5c96e4cc8e9a,2
30001,6,1,EliteBoss_Cool Jellyfish,1,1,random,　,10,1,1,15,　,1
30002,1,1,Angry Starfish,7,14,group,3,5,5,5,7,　,1
30002,1,1,Yellow Starfish,1,1,random,　,5,8,2,15,　,1
30002,1,1,WAVE,1,3,group,24,5,5,4,15,model://9de7a6fe-8e94-4049-9d50-5c96e4cc8e9a,1
30002,2,1,Jellyfish,4,8,group,3,5,4,5,15,　,2
30002,2,1,Cool Jellyfish,15,20,circle,18,7,5,4,15,　,2
30002,3,1,Cool Jellyfish,15,30,random,　,5,5,4,15,　,2
30002,3,1,Yellow Starfish,3,3,random,　,7,1,20,15,　,1
30002,3,1,Lorang,5,5,random,　,7,1,20,15,　,1
30002,3,1,WAVE,2,4,group,24,5,5,4,15,model://9de7a6fe-8e94-4049-9d50-5c96e4cc8e9a,2
30002,4,1,Lorang,3,3,group,1,5,1,30,15,　,2
30002,4,1,Lorang,2,2,random,　,7,1,33,15,　,2
30002,5,1,Cool Jellyfish,5,7,group,3,5,3,7,15,　,2
30002,5,1,Yellow Starfish,3,3,group,1,5,1,20,15,　,2
30002,5,1,Clang,15,20,circle,18,10,10,2,15,　,2
30002,6,1,EliteBoss_Tortie,1,1,random,　,10,1,1,15,　,1
30002,6,1,WAVE,2,4,group,24,5,5,5,15,model://9de7a6fe-8e94-4049-9d50-5c96e4cc8e9a,2
30003,1,1,Clang,3,5,group,3,5,2,12,15,　,1
30003,1,1,Clang,2,4,group,3,5,2,10,15,　,1
30003,1,1,WAVE,1,3,group,24,5,5,3,15,model://5427072d-70dc-46cb-8656-624a7e707dea,1
30003,2,1,Tortie,15,15,random,　,5,8,3,15,　,2
30003,2,1,Yellow Starfish,1,1,random,　,7,1,24,15,　,1
30003,2,1,Palm Tree Slime,1,1,random,　,7,1,24,15,　,1
30003,2,1,WAVE,2,4,group,24,5,7,4,15,model://5427072d-70dc-46cb-8656-624a7e707dea,2
30003,3,1,Yellow Starfish,6,6,group,3,3,2,15,15,　,2
30003,3,1,Palm Tree Slime,6,6,group,3,5,2,10,15,　,2
30003,3,1,Coconut Slime,4,8,group,3,5,5,5,15,　,2
30003,4,1,Palm Tree Slime,2,2,random,　,5,1,22,15,　,2
30003,4,1,Coconut Slime,5,10,random,　,6,4,5,15,　,2
30003,5,1,Coconut Slime,5,8,group,3,4,4,7,15,　,3
30003,5,1,Emerald Clam Slime,28,34,group,3,6,4,7,15,　,3
30003,5,1,WAVE,2,4,group,24,5,5,5,15,model://5427072d-70dc-46cb-8656-624a7e707dea,2
30003,6,1,EliteBoss_Palm Tree Slime,1,1,random,　,10,1,1,15,　,1
30004,1,1,Yellow Starfish,1,2,random,　,5,1,20,15,　,1
30004,1,1,Tortie,2,3,random,　,5,1,20,15,　,1
30004,1,1,Emerald Clam Slime,3,4,group,5,5,10,5,15,　,1
30004,1,1,Seagull Slime,3,5,group,3,5,8,5,15,　,1
30004,2,1,Emerald Clam Slime,1,1,random,　,5,1,50,15,　,2
30004,2,1,Violet Clam Slime,12,24,group,4,5,5,8,15,　,2
30004,2,1,Violet Clam Slime,10,20,circle,12,5,15,3,15,　,1
30004,2,1,WAVE,2,4,group,24,5,8,5,15,model://5427072d-70dc-46cb-8656-624a7e707dea,2
30004,3,1,Violet Clam Slime,15,20,circle,18,5,5,4,15,　,1
30004,3,1,Yellow Starfish,10,10,circle,36,6,5,4,15,　,1
30004,3,1,Seagull Slime,10,10,circle,36,6,5,4,15,　,1
30004,3,1,WAVE,2,4,group,24,5,5,4,15,model://5427072d-70dc-46cb-8656-624a7e707dea,2
30004,4,1,Yellow Starfish,5,10,group,5,5,3,4,15,　,1
30004,4,1,Violet Clam Slime,5,10,group,5,5,8,4,15,　,1
30004,4,1,Red Tube Slime,4,8,group,3,5,8,4,15,　,2
30004,4,1,WAVE,2,5,group,24,5,5,6,15,model://5427072d-70dc-46cb-8656-624a7e707dea,2
30004,5,1,Red Tube Slime,15,30,random,　,4,10,4,15,　,3
30004,5,1,Red Tube Slime,15,30,random,　,5,10,4,15,　,3
30004,5,1,Seagull Slime,4,8,group,3,5,5,7,15,　,3
30004,6,1,EliteBoss_Violet Clam Slime,1,1,random,　,10,1,1,15,　,1
30005,1,1,Violet Clam Slime,5,10,random,　,5,5,3,15,　,1
30005,1,1,Red Tube Slime,5,8,circle,10,5,5,3,15,　,1
30005,1,1,Flying Fish Slime,2,2,random,　,5,1,15,15,　,1
30005,1,1,WAVE,3,3,group,24,5,6,5,15,model://c8bea30e-3c13-41a6-b70a-9b072f9804bd,1
30005,2,1,Blue Tube Slime,6,10,circle,45,5,5,3,15,　,2
30005,2,1,Flying Fish Slime,5,5,group,2,8,7,4,15,　,1
30005,2,1,Violet Clam Slime,20,20,group,3,5,8,4,15,　,1
30005,3,1,Violet Clam Slime,10,15,group,3,6,8,4,15,　,1
30005,3,1,Shrimp Slime,15,35,circle,18,6,10,3,15,　,2
30005,3,1,WAVE,3,5,group,24,5,6,5,15,model://5427072d-70dc-46cb-8656-624a7e707dea,2
30005,3,1,WAVE,3,5,group,24,5,6,5,15,model://c8bea30e-3c13-41a6-b70a-9b072f9804bd,2
30005,4,1,Shrimp Slime,25,40,circle,18,5,10,3,15,　,2
30005,4,1,Blue Tube Slime,7,11,group,3,5,7,5,15,　,2
30005,4,1,WAVE,3,5,group,24,5,6,5,15,model://c8bea30e-3c13-41a6-b70a-9b072f9804bd,2
30005,5,1,Flying Fish Slime,20,30,circle,18,7,10,3,15,　,3
30005,5,1,Shrimp Slime,15,25,group,3,5,5,4,15,　,3
30005,5,1,Blue Tube Slime,6,8,group,5,5,6,5,15,　,3
30005,5,1,WAVE,3,5,group,24,5,5,6,15,model://c8bea30e-3c13-41a6-b70a-9b072f9804bd,2
30005,6,1,Boss_Crip,1,1,random,　,5,1,1,15,　,1
30006,1,1,Starfish Octopus Slime,7,10,group,3,5,5,5,15,　,1
30006,1,1,Flying Fish Slime,2,2,random,　,7,1,22,15,　,1
30006,1,1,Starfish Octopus Slime,5,15,group,3,7,5,5,15,　,1
30006,1,2,Flying Fish Slime,7,14,group,3,5,5,5,15,　,1
30006,1,2,Starfish Octopus Slime,5,15,group,3,7,5,5,15,　,1
30006,2,1,Starfish Octopus Slime,7,20,group,5,5,5,5,15,　,2
30006,2,1,Seashell Octopus Slime,10,24,group,5,5,5,5,15,　,2
30006,2,1,Blue Tube Slime,6,10,group,3,5,5,5,15,　,2
30006,2,1,WAVE,2,4,group,24,5,5,4,15,model://c8bea30e-3c13-41a6-b70a-9b072f9804bd,2
30006,3,1,Starfish Octopus Slime,7,14,random,　,5,8,3,15,　,2
30006,3,1,Blue Tube Slime,4,8,group,4,5,5,4,15,　,2
30006,3,1,Seashell Octopus Slime,10,20,circle,18,10,9,3,15,　,2
30006,3,1,WAVE,2,4,group,24,5,5,5,15,model://c8bea30e-3c13-41a6-b70a-9b072f9804bd,2
30006,4,1,Flying Fish Slime,4,5,random,　,5,2,18,15,　,1
30006,4,1,Starfish Octopus Slime,8,16,random,　,5,5,7,15,　,1
30006,4,1,Blue Tube Slime,6,12,random,　,6,5,7,15,　,2
30006,4,2,Flying Fish Slime,3,4,group,3,5,4,7,15,　,1
30006,4,2,Seashell Octopus Slime,20,30,circle,18,5,7,4,15,　,1
30006,4,2,Blue Tube Slime,5,10,circle,18,10,7,4,15,　,2
30006,5,1,Blue Tube Slime,5,5,random,　,5,3,8,15,　,3
30006,5,1,Mr. Alli,5,5,random,　,8,4,7,15,　,3
30006,5,1,Mr. Alli,10,20,group,4,5,6,5,15,　,3
30006,6,1,EliteBoss_Seashell Octopus Slime,1,1,random,　,10,1,1,15,　,1
30006,6,1,WAVE,3,5,group,24,5,6,5,15,model://c8bea30e-3c13-41a6-b70a-9b072f9804bd,2
30007,1,1,Blue Tube Slime,3,6,group,3,5,7,4,15,　,1
30007,1,1,Starfish Octopus Slime,2,5,group,1,10,5,4,15,　,1
30007,1,1,Flying Fish Slime,3,3,random,　,5,3,8,15,　,1
30007,1,1,Seashell Octopus Slime,4,8,group,4,7,5,4,15,　,1
30007,1,1,WAVE,1,3,group,24,5,5,4,15,model://f454d0e8-6c98-4f21-b512-f3a68fb8e90d,1
30007,2,1,Mr. Alli,3,10,group,5,5,8,5,15,　,3
30007,2,1,Mr. Alli,3,5,random,　,7,3,10,15,　,3
30007,2,1,Blue Tube Slime,5,10,group,5,5,8,5,15,　,3
30007,2,1,Flying Fish Slime,2,2,random,　,7,3,10,15,　,3
30007,2,1,WAVE,1,3,group,24,5,5,4,15,model://f454d0e8-6c98-4f21-b512-f3a68fb8e90d,2
30007,3,1,Flying Fish Slime,15,20,circle,18,5,10,3,15,　,1
30007,3,1,Kru,15,20,circle,18,5,10,3,15,　,1
30007,3,1,Kru,4,8,group,4,5,5,6,15,　,2
30007,3,1,Captain,10,15,circle,24,10,10,2,15,　,2
30007,4,1,Blue Tube Slime,6,8,group,5,5,10,3,15,　,2
30007,4,1,Kru,1,1,random,　,5,1,30,15,　,2
30007,4,1,Captain,8,10,group,3,5,5,7,15,　,2
30007,4,1,WAVE,2,4,group,24,5,5,6,15,model://f454d0e8-6c98-4f21-b512-f3a68fb8e90d,2
30007,5,1,Kru,1,3,random,　,5,1,30,15,　,3
30007,5,1,Kru,1,3,random,　,6,1,30,15,　,3
30007,5,1,Captain,6,10,group,3,5,8,4,15,　,3
30007,5,1,Captain,1,1,random,　,5,1,30,15,　,3
30007,5,1,WAVE,3,5,group,24,5,5,5,15,model://f454d0e8-6c98-4f21-b512-f3a68fb8e90d,2
30007,6,1,EliteBoss_Mr. Alli,1,1,random,　,10,1,1,15,　,1
30008,1,1,Mr. Alli,10,20,circle,18,5,10,3,15,　,1
30008,1,1,Kru,4,8,group,4,5,8,4,15,　,1
30008,1,2,Mr. Alli,10,20,circle,18,5,15,2,15,　,1
30008,1,2,Kru,5,10,group,4,5,8,4,15,　,1
30008,2,1,Archer Mini Murr,5,10,group,4,5,5,6,15,　,1
30008,2,1,Kru,5,10,group,4,5,5,6,15,　,1
30008,2,1,Thief Mini Murr,2,3,group,3,5,5,6,15,　,1
30008,2,1,Captain,5,5,group,4,5,5,6,15,　,1
30008,2,1,WAVE,2,4,group,24,5,5,5,15,model://f454d0e8-6c98-4f21-b512-f3a68fb8e90d,1
30008,3,1,Archer Mini Murr,7,14,circle,14,5,8,3,15,　,3
30008,3,1,Captain,20,25,group,5,5,5,5,15,　,3
30008,3,2,Gold Captain,25,35,group,5,5,5,5,15,　,3
30008,3,2,Archer Mini Murr,9,12,circle,14,5,8,3,15,　,3
30008,4,1,WAVE,2,4,group,24,5,5,5,15,model://f454d0e8-6c98-4f21-b512-f3a68fb8e90d,2
30008,4,1,Gold Captain,15,25,circle,15,5,10,3,15,　,3
30008,4,1,Thief Mini Murr,3,4,random,　,6,8,3,15,　,3
30008,4,1,Pirate King Barbosa,7,7,circle,51,6,8,3,15,　,3
30008,5,1,Gold Captain,10,20,group,3,5,5,6,15,　,2
30008,5,1,Pirate King Barbosa,8,16,group,3,5,5,6,15,　,2
30008,5,1,Archer Mini Murr,1,2,random,　,5,1,35,15,　,2
30008,5,1,Pirate King Barbosa,4,7,group,3,5,5,3,15,　,2
30008,6,1,EliteBoss_Gold Captain,1,1,random,　,10,1,1,15,　,1
30008,6,1,WAVE,2,4,group,24,5,7,5,15,model://f454d0e8-6c98-4f21-b512-f3a68fb8e90d,2
30009,1,1,Thief Mini Murr,1,1,random,　,5,1,30,15,　,1
30009,1,1,Gold Captain,1,3,group,3,6,1,30,15,　,1
30009,1,1,Archer Mini Murr,1,1,random,　,7,0.5,60,15,　,1
30009,2,1,Pirate King Barbosa,5,7,group,3,5,3,10,15,　,2
30009,2,1,Archer Mini Murr,5,7,group,3,5,3,10,15,　,2
30009,2,1,WAVE,2,4,group,24,5,5,5,15,model://54f62381-b88b-4dc4-bd8d-3005e3c81b5e,2
30009,3,1,Thief Mini Murr,1,1,random,　,5,0.5,60,15,　,2
30009,3,1,Archer Mini Murr,10,10,circle,24,10,12,3,15,　,2
30009,3,1,WAVE,2,4,group,24,5,6,5,15,model://54f62381-b88b-4dc4-bd8d-3005e3c81b5e,2
30009,3,2,Thief Mini Murr,5,5,group,3,10,10,4,15,　,2
30009,3,2,Archer Mini Murr,1,1,random,　,5,0.8,40,15,　,2
30009,3,2,Warrior Mini Murr,20,20,circle,18,10,10,4,15,　,2
30009,3,2,WAVE,2,4,group,24,5,6,5,15,model://54f62381-b88b-4dc4-bd8d-3005e3c81b5e,2
30009,4,1,Warrior Mini Murr,5,12,group,5,5,7,5,15,　,2
30009,4,1,Warrior Mini Murr,7,10,group,3,5,6,6,15,　,2
30009,4,1,WAVE,2,4,group,24,5,6,5,15,model://54f62381-b88b-4dc4-bd8d-3005e3c81b5e,2
30009,5,1,Thief Mini Murr,3,3,random,　,3,5,7,15,　,3
30009,5,1,Warrior Mini Murr,5,9,group,4,6,5,7,15,　,3
30009,5,1,Warrior Mini Murr,6,6,group,4,5,5,7,15,　,3
30009,5,1,Archer Mini Murr,5,15,group,4,5,7,5,15,　,3
30009,5,1,WAVE,3,5,group,24,5,5,6,15,model://54f62381-b88b-4dc4-bd8d-3005e3c81b5e,2
30009,6,1,EliteBoss_Warrior Mini Murr,1,1,random,　,10,1,1,15,　,1
30010,1,1,Pirate King Barbosa,12,20,circle,24,5,10,3,15,　,1
30010,1,1,Thief Mini Murr,5,10,circle,60,7,10,3,15,　,1
30010,1,2,Thief Mini Murr,2,3,random,　,3,10,3,15,　,1
30010,1,2,Pirate King Barbosa,10,10,circle,36,5,10,3,15,　,1
30010,1,2,Archer Mini Murr,5,10,circle,36,7,10,3,15,　,1
30010,2,1,Warrior Mini Murr,15,20,circle,18,5,15,2,15,　,2
30010,2,1,Thief Mini Murr,3,6,group,3,5,5,7,15,　,2
30010,2,1,Magician Mini Murr,3,6,group,3,5,8,4,15,　,2
30010,2,1,WAVE,2,4,group,24,5,5,6,15,model://54f62381-b88b-4dc4-bd8d-3005e3c81b5e,2
30010,3,1,Thief Mini Murr,1,2,random,　,6,3,12,15,　,3
30010,3,1,Pirate Mini Murr,1,3,group,3,5,3,14,15,　,3
30010,3,1,Magician Mini Murr,1,1,random,　,10,1,30,15,　,3
30010,3,1,WAVE,2,4,group,24,5,5,6,15,model://54f62381-b88b-4dc4-bd8d-3005e3c81b5e,2
30010,4,1,Thief Mini Murr,2,3,group,3,7,7,4,15,　,2
30010,4,1,Pirate Mini Murr,30,30,circle,12,10,15,2,15,　,2
30010,4,1,Magician Mini Murr,3,7,group,4,5,8,4,15,　,2
30010,4,2,Thief Mini Murr,3,7,group,4,5,8,4,15,　,1
30010,4,2,Mean Mini Murr,10,20,circle,18,10,15,2,15,　,2
30010,4,2,Pirate Mini Murr,3,7,group,4,5,8,4,15,　,1
30010,4,2,Magician Mini Murr,3,7,group,4,5,8,4,15,　,2
30010,5,1,Magician Mini Murr,2,5,group,3,5,8,8,15,　,2
30010,5,1,Thief Mini Murr,2,3,group,3,3,1,67,15,　,2
30010,5,1,Pirate Mini Murr,16,26,group,3,6,8,8,15,　,1
30010,5,1,Mean Mini Murr,14,24,group,3,5,8,8,15,　,2
30010,5,1,Mean Mini Murr,12,20,group,3,7,8,8,15,　,2
30010,5,1,WAVE,2,4,group,24,5,7,7,15,model://54f62381-b88b-4dc4-bd8d-3005e3c81b5e,2
30010,6,1,Boss_Oceanleli,1,1,random,　,10,1,1,15,　,1
40001,1,1,MovingRobot,3,3,group,4,5,1,20,15,　,1
40001,1,1,PollutedTrainingRobot,3,3,group,4,5,1,20,15,　,1
40001,2,1,MovingRobot,1,1,random,　,5,1,24,15,　,1
40001,2,1,PollutedTrainingRobot,3,4,group,2,7,1,20,15,　,1
40001,2,1,WAVE,1,3,group,24,5,5,4,15,model://ce3d3f01-f8bb-491c-b93d-b72e9e091cf4,1
40001,3,1,PollutedTrainingRobot,4,4,random,　,5,1,20,15,　,2
40001,3,1,MovingRobot,1,2,random,　,5,1,23,15,　,2
40001,3,1,WAVE,2,3,group,24,5,5,4,15,model://ce3d3f01-f8bb-491c-b93d-b72e9e091cf4,2
40001,4,1,MovingRobot,5,10,group,3,7,1,26,15,　,1
40001,4,1,PollutedTrainingRobot,24,24,circle,15,7,3,8,15,　,1
40001,4,1,WAVE,2,4,group,24,5,5,4,15,model://ce3d3f01-f8bb-491c-b93d-b72e9e091cf4,2
40001,5,1,Military robot,5,10,group,3,5,5,5,15,　,2
40001,5,1,PollutedTrainingRobot,22,35,circle,6,7,7,4,15,　,2
40001,6,1,EliteBoss_MovingRobot,1,1,random,　,10,1,1,15,　,1
40002,1,1,MovingRobot,5,5,group,3,5,2,12,15,　,1
40002,1,1,PollutedTrainingRobot,5,5,group,3,3,2,13,15,　,1
40002,1,1,WAVE,1,3,group,24,5,5,4,15,model://ce3d3f01-f8bb-491c-b93d-b72e9e091cf4,1
40002,2,1,PollutedTrainingRobot,5,5,group,3,5,4,5,15,　,1
40002,2,1,PollutedTrainingRobot,25,25,group,3,5,4,5,15,　,1
40002,2,1,Military robot,4,8,circle,18,7,5,4,15,　,1
40002,3,1,MovingRobot,15,30,random,　,5,2.5,8,15,　,1
40002,3,1,PollutedTrainingRobot,15,30,random,　,5,5,4,15,　,1
40002,3,1,RobotaB,20,35,random,　,7,5,4,15,　,2
40002,3,1,WAVE,2,4,group,24,5,5,4,15,model://ce3d3f01-f8bb-491c-b93d-b72e9e091cf4,2
40002,4,1,RobotaB,10,20,group,3,5,5,6,15,　,2
40002,4,1,Military robot,5,7,circle,12,7,10,3,15,　,2
40002,5,1,MovingRobot,12,20,random,　,5,5,4,15,　,1
40002,5,1,Military robot,3,3,group,3,5,1,21,15,　,2
40002,5,1,RobotaB,12,20,random,　,5,5,4,15,　,1
40002,5,1,Porcupine,15,26,circle,18,10,10,2,15,　,2
40002,6,1,EliteBoss_Porcupine,1,1,random,　,10,1,1,15,　,1
40002,6,1,WAVE,2,4,group,24,5,5,5,15,model://ce3d3f01-f8bb-491c-b93d-b72e9e091cf4,2
40003,1,1,MovingRobot,1,1,random,3,5,2,10,15,　,1
40003,1,1,Porcupine,5,5,group,3,5,2,10,15,　,1
40003,1,1,Porcupine,4,6,group,3,5,2,8,15,　,1
40003,1,1,WAVE,1,3,group,24,5,5,3,15,model://0a22b124-cd1b-4f39-a2eb-975068369110,1
40003,2,1,Nutria,15,15,random,　,5,8,3,15,　,2
40003,2,1,Toy Trojan,6,10,random,　,5,10,3,15,　,2
40003,2,1,WAVE,2,4,group,24,5,7,4,15,model://0a22b124-cd1b-4f39-a2eb-975068369110,2
40003,3,1,LiquidTrash,6,12,group,3,5,2,12,15,　,2
40003,3,1,Toy Trojan,6,12,group,3,5,5,5,15,　,2
40003,4,1,Toy Trojan,6,12,random,　,5,4,5,15,　,2
40003,4,1,Raccoon,2,2,random,　,6,1,19,15,　,1
40003,4,1,LiquidTrash,5,10,random,　,6,4,5,15,　,1
40003,5,1,Toy Trojan,10,10,circle,36,5,10,3,15,　,2
40003,5,1,LiquidTrash,5,8,group,3,4,2,14,15,　,2
40003,5,1,Raccoon,2,3,random,　,6,1,36,15,　,1
40003,5,1,LiquidTrash,5,8,group,3,6,2,14,15,　,1
40003,5,1,WAVE,2,4,group,24,5,5,5,15,model://0a22b124-cd1b-4f39-a2eb-975068369110,2
40003,6,1,EliteBoss_Nutria,1,1,random,　,10,1,1,15,　,1
40004,1,1,Raccoon,1,2,random,　,5,1,20,15,　,1
40004,1,1,Toy Trojan,2,3,random,　,5,1,20,15,　,1
40004,1,1,Nutria,3,4,group,5,5,10,5,15,　,1
40004,1,1,LiquidTrash,3,5,group,3,5,8,5,15,　,1
40004,2,1,Raccoon,1,1,random,　,5,1,50,15,　,2
40004,2,1,LiquidTrash,12,24,group,4,5,5,8,15,　,2
40004,2,1,SafetyRobotW,10,20,circle,12,5,15,3,15,　,2
40004,2,1,WAVE,2,4,group,24,5,8,5,15,model://0a22b124-cd1b-4f39-a2eb-975068369110,2
40004,3,1,Raccoon,4,4,random,　,5,2,17,15,　,1
40004,3,1,Toy Trojan,1,1,random,　,5,2,10,15,　,2
40004,3,1,SafetyRobotW,15,20,circle,18,5,5,4,15,　,2
40004,3,1,SafetyRobotW,15,20,circle,18,6,5,4,15,　,2
40004,3,1,WAVE,2,4,group,24,5,5,4,15,model://0a22b124-cd1b-4f39-a2eb-975068369110,2
40004,4,1,SafetyRobotW,5,10,group,5,5,8,4,15,　,2
40004,4,1,Toy Trojan,5,10,group,5,5,8,4,15,　,2
40004,4,1,Nutria,4,8,group,3,5,8,4,15,　,2
40004,4,1,WAVE,3,5,group,24,5,5,6,15,model://0a22b124-cd1b-4f39-a2eb-975068369110,2
40004,5,1,SafetyRobotW,15,30,random,　,4,10,4,15,　,3
40004,5,1,Raccoon,2,2,random,　,5,1,45,15,　,1
40004,5,1,SafetyRobotW,15,30,random,　,5,10,4,15,　,2
40004,5,1,SentryRobot,4,8,group,3,5,5,7,15,　,3
40004,6,1,EliteBoss_RepairRobot,1,1,random,　,10,1,1,15,　,1
40005,1,1,SafetyRobotW,5,5,random,　,5,5,3,15,　,1
40005,1,1,Raccoon,2,3,random,　,5,5,3,15,　,1
40005,1,1,SafetyRobotW,5,8,circle,10,5,5,3,15,　,1
40005,1,1,Deep Buffoon,8,10,group,2,5,4,4,15,　,1
40005,2,1,Toy Trojan,1,1,random,3,5,1,36,15,　,1
40005,2,1,Raccoon,1,3,group,3,5,1,36,15,　,1
40005,2,1,SentryRobot,32,40,circle,10,5,5,3,15,　,1
40005,2,1,Deep Buffoon,7,12,group,3,5,8,4,15,　,2
40005,3,1,Toy Trojan,1,1,random,　,3,1,24,15,　,2
40005,3,1,SafetyRobotW,7,7,group,3,6,4,8,15,　,2
40005,3,1,SentryRobot,15,30,circle,18,6,5,6,15,　,2
40005,3,1,WAVE,3,5,group,24,5,6,5,15,model://e2fe884e-6f4f-443d-a58a-3f9a04e0e998,2
40005,4,1,SentryRobot,10,10,circle,18,5,3,9,15,　,2
40005,4,1,Deep Buffoon,9,16,group,3,5,7,5,15,　,2
40005,4,1,WAVE,3,5,group,24,5,6,5,15,model://e2fe884e-6f4f-443d-a58a-3f9a04e0e998,2
40005,5,1,SentryRobot,20,35,circle,18,7,10,3,15,　,2
40005,5,1,Raccoon,8,16,group,3,5,3,8,15,　,1
40005,5,1,SentryRobot,8,16,group,3,5,3,8,15,　,1
40005,5,1,Toy Trojan,1,1,random,5,5,1,30,15,　,2
