ID,CategoryID,GroupIdx,MaxStep,NameKey,DescKey,IsCumulative,ConditionType,Count,Score,RewardTable
AC008068,8,68,1,Achievement_Name130,Achievement_Desc90,TRUE,C10016,10000,1,1_C10016_1
AC008069,8,69,1,Achievement_Name131,Achievement_Desc62,FALSE,C20016,13000,2,1_C20016_1
AC008070,8,70,1,Achievement_Name132,Achievement_Desc62,FALSE,C20017,15000,2,1_C20017_1
AC008071,8,71,1,Achievement_Name133,Achievement_Desc91,TRUE,C30015,1000,3,1_C30015_1
AC008072,8,72,1,Achievement_Name134,Achievement_Desc97,TRUE,C40015,100000,4,1_C40015_1
AC008073,8,73,1,Achievement_Name135,Achievement_Desc56,TRUE,C50010,1000,5,1_C50010_1
AC008074,8,74,1,Achievement_Name136,Achievement_Desc59,FALSE,C10017,5000,1,1_C10017_1
AC008075,8,75,1,Achievement_Name137,Achievement_Desc79,FALSE,C10018,6,1,1_C10018_1
AC008076,8,76,1,Achievement_Name138,Achievement_Desc69,FALSE,C20018,3000,2,1_C20017_1
AC008077,8,77,1,Achievement_Name139,Achievement_Desc87,TRUE,C30016;S10033,100000,3,1_C30016_1
AC008078,8,78,1,Achievement_Name140,Achievement_Desc87,TRUE,C40016;S10033,100000,4,1_C40016_1
AC008079,8,79,1,Achievement_Name141,Achievement_Desc87,TRUE,C50011;S10033,150000,5,1_C50011_1
AC008080,8,80,1,Achievement_Name142,Achievement_Desc82,FALSE,C10019,5,1,1_C10019_1
AC008081,8,81,1,Achievement_Name143,Achievement_Desc93,FALSE,C20019,5,2,1_C20019_1
AC008082,8,82,1,Achievement_Name144,Achievement_Desc94,TRUE,C30017,12000,3,1_C30017_1
AC008083,8,83,1,Achievement_Name145,Achievement_Desc56,TRUE,C30018,30,3,1_C30018_1
AC008084,8,84,1,Achievement_Name146,Achievement_Desc95,TRUE,C50012,300,5,1_C50012_1
AC008085,8,85,1,Achievement_Name147,Achievement_Desc62,FALSE,C10020,5500,1,1_C10020_1
AC008086,8,86,1,Achievement_Name148,Achievement_Desc96,TRUE,C20020,100,2,1_C20020_1
AC008087,8,87,1,Achievement_Name149,Achievement_Desc76,FALSE,C20021,5,2,1_C20021_1
AC008088,8,88,1,Achievement_Name150,Achievement_Desc60,FALSE,C30019,500,3,1_C30019_1
AC008089,8,89,1,Achievement_Name151,Achievement_Desc97,TRUE,C40017,10000,4,1_C40017_1
AC008090,8,90,1,Achievement_Name152,Achievement_Desc62,FALSE,C10021,10000,1,1_C10021_1
AC008091,8,91,1,Achievement_Name153,Achievement_Desc89,TRUE,C20022,100000,2,1_C20022_1
AC008092,8,92,1,Achievement_Name154,Achievement_Desc65,FALSE,C30020,3000,3,1_C30020_1
AC008093,8,93,1,Achievement_Name155,Achievement_Desc89,TRUE,C30021,100000,3,1_C30021_1
AC008094,8,94,1,Achievement_Name156,Achievement_Desc97,TRUE,C40018,100000,4,1_C40018_1
AC008095,8,95,1,Achievement_Name157,Achievement_Desc94,TRUE,C50013,150000,5,1_C50013_1
