CharID,Version,Cost,Scale,Name,Role,MainStats,BattleOnly,IdleRUID,MoveRUID,AttackRUID,SkillRUID,DeadRUID,AttackComponent,SkillComponent,DictionaryEnable,CollectionEnable,HPBarPosY_1,HPBarPosY_2,HPBarPosY_3
C40004,1,4,0.5,타이머,SRD,"Status_MagicalAttack,Status_HP",,b3b243ca15a443b8ab79ccd6f948ad48,e4ec700db43d421ca9e42ff7c862d36a,f69aed6c97c24474950817be8474af12,5b34a549b0c242e1a917c99c46cb254e,afa6c0578db540079558c8c98288c90c,C40004_Timer_Attack,C40004_Timer_Skill,TRUE,TRUE,-0.05,-0.05,-0.05
C40005,1,4,0.9,나인하트,SRD,Status_MagicalAttack,,cfdffd0884e545aaaf3b021b5117e6a9,2a0a87a2928d4fdaa27ef23c7bab89b5,c3d1b136e434465f8730f35a38253312,344b03e6c47c45e09a7155efe371e6cd,93d39f0b2b964b06b19a01d556d2f803,C40005_NeinHeart_Attack,C40005_NeinHeart_Skill,TRUE,TRUE,-0.05,-0.05,-0.05
C40006,1,4,0.75,주니어발록,SRD,"Status_PhysicalAttack,Status_HP",,b831155ed609404fa9d598ba7f42ac11,a0c87da041bd49a3b548f9db4b55d746,42a4d1a39eb841b9a426532e283a68ff,710e7314ec744c8587a0660335c8a1ce,c1186ab20dd24367a11a95e9229b4ea5,C40006_JuniorBarlog_Attack,C40006_JuniorBarlog_Skill,TRUE,TRUE,-0.35,-0.35,-0.4796
C40007,1,4,1,윈드브레이커,LRD,Status_PhysicalAttack,,44735454327649559133fefa6b989c28,19f856e9bb6440659e344f8c993db6f8,81cbb59c0ee94527b339ef2e77ffc25e,569f012a76ef4561bd397ecbc62df862,12184e2a7a4e4f62a8d60bb299f6e3a4,C40007_WindArcher_Attack,C40007_WindArcher_Skill,TRUE,TRUE,-0.23,-0.23,-0.23
C40008,1,4,1,섀도어,SRD,Status_PhysicalAttack,,ea78f78c215e4b1fb0657c03d7a4d9f5,7cea509518c64e5e973e02633330e659,2df20d694ddf4cff81f27cc8e87046a0,1175d7e487054157b27a95cfd1991d50,50137e80b4644da5ad40d6f6d662a358,C40008_Shadower_Attack,C40008_Shadower_Skill,TRUE,TRUE,-0.11,-0.11,-0.11
C40009,1,4,0.75,엘리쟈,SRD,Status_MagicalAttack,,ae5af00b3ca0486fb29a1143aca9389d,a29cedaff26440bbbf553418a7c2418c,d46e81729811461a8450b67644c1ae80,533309403e034280a71fdf68b01592b9,ec58b8e9fc084a30ae15de6c7e09ced4,C40009_Elliza_Attack,C40009_Elliza_Skill,TRUE,TRUE,-0.1,-0.1,-0.2296
C40010,1,4,0.5,스노우맨,Tank,"Status_MagicalAttack,Status_HP",,97238ee139a24a9ba2980595a90f42a7,c1baf10e5cbe4354aadfc09dc4cdf6d5,a3dcfe43b79640788cf2bf138b70abb1,329d02504d184366bc485f9d2878f6c2,9f5a09197f0b423d8a89f5e9e3125ffa,C40010_Snowman_Attack,C40010_Snowman_Skill,TRUE,TRUE,-0.1,-0.1,-0.1648
C40011,1,4,1,스트라이커,SRD,"Status_PhysicalAttack,Status_HP",,5555be86a2f8449c9f5218312a90c131,25dbe94d1d8147829d456b5ce9d08216,fd9260ead86c4507bf60e0b6f9312a73,d116f719432c4c85830ab6266e9612d0,4a7f1f0f19d54c689d166944c1daabb3,C40011_Striker_Attack,C40011_Striker_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C40012,1,4,1,이리나,LRD,"Status_PhysicalAttack,Status_AttackSpeed",,b13ff57a24ee42e8ba810129ddf1fbf2,3e8edd5b7dbe4508b7c6e3ef9eb203d1,26729bf05dfb47fea60b25d3a01d9d6f,fb070141f1e3431f89f0966f76c0bc41,f2e647b30e9c4b319a8887c208ba9db4,C40012_Irena_Attack,C40012_Irena_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C40013,1,4,1,캡틴,LRD,Status_PhysicalAttack,,d94e6ffc1f95498b85882dff47007bef,06e256fe49ad4e2e9916436ec8d9dbcc,f9399042c902464ba6cee656a2dce6a4,4e3370c9ab5148118e809c8143098c6f,afbec125dd3e425e8d16f95ff0a5d461,C40013_Corsair_Attack,C40013_Corsair_Skill,TRUE,TRUE,-0.2,-0.2,-0.2
C40014,1.1,4,0.5,구미호,LRD,Status_MagicalAttack,,b8612c19bb484f55b7c211eecfe2b00e,e0a6af2cd65744509b83d7b32e70ad1e,685e17c680574eba9b99df620b9c76ea,ab60fa3a3d7642d3851d9bf46073eba4,6264fdce59554df0a45c58598d9cc4b6,C40014_NineTailedFox_Attack,C40014_NineTailedFox_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C40015,1.2,4,0.8,루루모,Tank,"Status_MagicalAttack,Status_HP",,d7202e6cd60d4e5884b038c08d6903f3,5387c796d6dc4cb489940c16ab9d131d,252b54749a794048ad7bc1e56d9f583e,f43ee82f0a6b44e7950bfb6f703b0808,28c27782e16248cebff1a3d7e908cfdd,C40015_Rurumo_Attack,C40015_Rurumo_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C40016,1.3,4,0.4,하늘 수호령,LRD,Status_MagicalAttack,,f68ae919f0eb4076906a358dc0d52dd0,f68ae919f0eb4076906a358dc0d52dd0,aeef2eb777384908ae4916a3227d09e0,d7fe0f46b6e945eb95771e13cecea02c,ed8d1be8131c45dfb8f737bef9f36a05,C40016_SkyGuardian_Attack,C40016_SkyGuardian_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C40017,1.5,4,0.5,변형된 리본돼지,SRD,Status_PhysicalAttack,,b2b98be5ac1f45909155ad99dce3a71f,507424b0fd70487ab84818a34be6a461,30af059348584a72a568850c8bee3387,ee60e4f5a3724470ae7e867c35f12582,ce6d54fb1f35451e91a10377d25e4b33,C40017_MutantRibbonPig_Attack,C40017_MutantRibbonPig_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C40018,1.6,4,0.6,타르가,Tank,"Status_PhysicalAttack,Status_HP",,a1eb9ef3add241049397c9b254da6e0b,3b6ee4437999449a8c55a7ab33d1879f,5361223848bc4fc6b02e023ccbb1b955,7abb6dea619b401f921673c288f901b0,aac9ce4e713542edac43d2745e9838c4,C40018_Targa_Attack,C40018_Targa_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C50001,1,5,0.8,핑크빈,SRD,"Status_MagicalAttack,Status_HP",,639342e552b84205a5380e6f311d35d1,50e0254126604938856b55154cc73635,dfc841797d65473d93bb70bf6148aea7,53cb4c20ad1b474c8f134e6ba116a757,8c8cd4f157e244c7880d78cd5b8cd768,C50001_PinkBean_Attack,C50001_PinkBean_Skill,TRUE,TRUE,-0.05,-0.05,-0.05
C50002,1,5,1,자쿰,Tank,Status_HP,,1a5e4d545c4e40088c357e0c5509e681,33fbf278915c482dbb9658a26367c4ec,ef6b659e9dd447dab3cf65966f963d94,016043332b154be9bc151b3a16d5b12d,4a3f01e641c44636a6c58b6af33f2781,C50002_Zakum_Attack,C50002_Zakum_Skill,TRUE,TRUE,-0.05,-0.05,-0.05
C50002_2,1,5,1.7,자쿰2,Tank,Status_HP,TRUE,2415c722e1b04e349056d97cc02f9627,2415c722e1b04e349056d97cc02f9627,2415c722e1b04e349056d97cc02f9627,2415c722e1b04e349056d97cc02f9627,2415c722e1b04e349056d97cc02f9627,C50002_Zakum_Attack,C50002_Zakum_Skill,FALSE,FALSE,-0.05,-0.05,-0.05
C50003,1,5,1,미하일,Tank,"Status_PhysicalAttack,Status_HP",,67ef9303c9184724b3ca78e96fa55fc0,01a8f001060c4149b568d0b028b6b500,1a5cd686372c4999957f49e11c5176e3,272b16c0f3f64616b11ff3086f6d588a,333be7139f3442958c5a248029c25944,C50003_Mihile_Attack,C50003_Mihile_Skill,TRUE,TRUE,-0.15,-0.15,-0.15
C50004,1,5,1,시그너스,Support,Status_MagicalAttack,,040ddaf4eae04277ab19a75c122fe7eb,c2bb94d42d794de8a27dccf8f8c9fcd8,6abfe8fc0a2140c48b774ccb1d4cc603,6abfe8fc0a2140c48b774ccb1d4cc603,994bce2c18b0434eacad2fdcfe28f4a0,C50004_Cygnus_Attack,C50004_Cygnus_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C50005,1,5,0.5,루시드,LRD,Status_MagicalAttack,,ce0945fe526a4bf0b810f33bffd174f5,ce0945fe526a4bf0b810f33bffd174f5,ce0945fe526a4bf0b810f33bffd174f5,be0e79ad1e1046b0bb954bbefea0e417,e03dbc48c1c74797864638c6658c873a,Set_ArcaneRiver_Attack,C50005_Lucid_Skill,TRUE,TRUE,-1.35,-1.35,-1.35
C50006,1,5,0.5,크림슨발록,SRD,"Status_PhysicalAttack,Status_HP",,fa0858627f9d4774b1d46cb2cbc50b53,996d6baa5d3a4aa19dc394b39ce757db,f2b9f507d538413cb92a3e0a9623b640,c45aae7e8ec744c49d60ea2fc134b240,4f18cf47cd40449bbefa19308c43477f,C50006_CrimsonBalrog_Attack,C50006_CrimsonBalrog_Skill,TRUE,TRUE,-0.8,-0.8,-0.8
C50007,1,5,1,헬레나,LRD,Status_PhysicalAttack,,1bd5c855725840608f4297f1b13e6df8,26b0416379d94f67a95914047428117a,57fff13dd41f462181ac6e8e30cc45c1,75189a43fba24e06990bc8108a93cb56,2d9f04eac7ab4c3f8885a20f7969e41a,C50007_Helena_Attack,C50007_Helena_Skill,TRUE,TRUE,-0.08,-0.08,-0.08
C50008,1,5,0.4,파풀라투스,SRD,"Status_MagicalAttack,Status_HP",,96f34dc356b240a4b6bb11a01e17e505,8ca0ae51bcab4fd2b1d9c9b2ff4baa35,6ac1b133ec674f09aefdc5558ec46c85,faa19dd6a5994f34975cf4bd3014b92c,3cc5aff83b3a4f34a48afba42a8df515,C50008_Papulatus_Attack,C50008_Papulatus_Skill,TRUE,TRUE,-0.05,-0.104,-0.3092
C50008_2,1,5,0.4,파풀라투스2,SRD,"Status_MagicalAttack,Status_HP",TRUE,19b872d8ea324046a7dafbc1c34ac3e2,c8d1570580c34e609dcdab0e087bbb1c,dba8de7402c642c784da16579d7808d9,9e147f8dbec140358b69eaac21c90a54,8355d69619424496b5ba492c90bb07b1,C50008_Papulatus_Attack,C50008_Papulatus_Skill,FALSE,FALSE,0,0,0
C50009,1.1,5,0.6,도깨비,SRD,Status_PhysicalAttack,,aea1efcb9aa345c99afe976ba6e1e7d5,5d43811ab9d64dad88ee77de7af2c0a9,64c81a70c843446d9988f06a7d75f6f1,6f345045cbb143d88f50e76dbfc7488a,6552b5a3f0434b1987b93c37d786d3c6,C50009_KingGoblin_Attack,C50009_KingGoblin_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C50009_2,1.1,5,0.6,도깨비2,SRD,Status_PhysicalAttack,TRUE,69b7733d8ba949649cb5bb65f7232ea3,9f638775c47748f69ee10b0ca30f9518,c055d3df498a4d568b61a13fa711bb13,814b99bad44440dfbecaaab331d8cec8,604f811cdf6a48c5920cd9e7ebc8d048,C50009_KingGoblin_Attack,C50009_KingGoblin_Skill,FALSE,FALSE,-0.1,-0.1,-0.1
C50010,1.2,5,0.5,프랑켄로이드,SRD,Status_PhysicalAttack,,9ce4c9e51d7d40da906953424b89d930,377b3333d1db403a8e40d7f1b175adc6,6941cd1bfd7a443a82dccca210f28ef3,b20a311d885a47569e6d75553efe0744,04287a49aeb544f99919d6274fb59d8d,C50010_Frankenroid_Attack,C50010_Frankenroid_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C50011,1.3,5,1,시노,LRD,Status_MagicalAttack,,87116eff11c7434ab76c3c37e3fd6491,a28d6eb71cab4e36a10b1c233af09619,c829243a848d444ab2b71560f6b6a18c,c829243a848d444ab2b71560f6b6a18c,0e96675f2ff443e4a383f57c5ed6e760,C50011_Sino_Attack,C50011_Sino_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C50012,1.4,5,0.5,게이트 키퍼,SRD,Status_MagicalAttack,,1e1265c453ad4ed7a9b7780ca40d7d48,ee458018a61344e59e59ef65f0f4908c,19c61556b7414fceb41f738c8a19878f,61cb1144c0f340bebc4f12429d804465,2a1b0fe14cda4f77834ebfe3b6f8e99d,C50012_GateKeeper_Attack,C50012_GateKeeper_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C50013,1.6,5,0.6,스칼리온,SRD,Status_PhysicalAttack,,1628edb3098e45c3859d68ee84e74545,c2e6398af9d5419396a2dcb187b61f8a,5b3bada207874d4ca35c84a31ae5dcbc,727601f6e8fd4cef832fa87de44a6d43,58557f8af03e4833b55f54b601f382ad,C50013_Scarlion_Attack,C50013_Scarlion_Skill,TRUE,TRUE,-0.1,-0.1,-0.1
C00001,1,0,0.75,예티와페페,SRD,"Status_MagicalAttack,Status_HP",TRUE,05ee8bfbfd15473fa31e55418076d1f3,2503b15bc3804b80a4d9bf1fb28a29ce,e25748dddeeb42bfa48160b393a50a37,c859d899e435453aa96cb208656f0551,c3750fe659084ef1b7a3fbbc6d6825d1,C00001_YetiAndPepe_Attack,C00001_YetiAndPepe_Skill,TRUE,FALSE,-0.1,-0.181,-0.4564
C00002,1,0,0.5,도도,Tank,"Status_MagicalAttack,Status_HP",TRUE,07eff0d7e4de47a1959f3f918ad57022,79d1032517db4f06809a6bdaa8b01869,0cf1629aa545400cb725ec57c12b1d14,509f933f268b4af19c44b15cbc9db78d,cb9fa038cd6748edac9fdf973424150f,C00002_Dodo_Attack,C00002_Dodo_Skill,TRUE,FALSE,-0.15,-0.15,-0.38328
C00002_2,1,0,0.5,도도2,Tank,"Status_MagicalAttack,Status_HP",TRUE,9482b5894bc745a085b8f9a70c8f787d,3f162e17a57e481392173e615fba525b,7e6bcdf7a76b44af8fe3e34094df3977,1e964f0767b9487c8fd4abe89d0c7298,dbb267e8b12e461eb1a49f2b5edce593,C00002_Dodo_Attack,C00002_Dodo_Skill,FALSE,FALSE,-0.15,-0.15,-0.38328
C00003,1,0,1,오르비스 마법석,,,FALSE,91b07628b7294296a0821d49f61b469f,91b07628b7294296a0821d49f61b469f,91b07628b7294296a0821d49f61b469f,91b07628b7294296a0821d49f61b469f,4aa4cf1e042a48f3b7460a3f27b12da4,Attack_Sample,Skill_Sample,FALSE,FALSE,0,0,0
C00004,1,0,1,무공,LRD,Status_PhysicalAttack,TRUE,a777e0c1241544da8715225cbc41a2f9,e549b9c319034bfb84b89cfa0d268df0,5c1b960af13e466286709ba0d4841183,54238318c5eb48f496d6f5c51c3d2562,8f23f0f3a973433193d22a85dcc141cf,C00004_Mugong_Attack,C00004_Mugong_Skill,TRUE,FALSE,-0.05,-0.05,-0.05
C00005,1,0,0.55,미르,LRD,Status_MagicalAttack,TRUE,7051deed8b5c4345be156213f145b068,7051deed8b5c4345be156213f145b068,f3248b0a359a4711a5d3fce6fb9a8729,3e29fe422a7e4512a49ad53227b1e557,4a23e97508e64da981b77138a7f6b5bf,C00005_Mir_Attack,C00005_Mir_Skill,TRUE,FALSE,0,0,-0.0648
C90001,1,-1,1,초보 전사,,,TRUE,5b02b6c0f19b456cb8350e89bff8948b,13bb13073de040079154cee5eb0e132d,0797decc5c604e4b85bb9d22bb7fa399,6132acea07de48849b391a0eba86350d,8fd08b056f1c4e2da8e4a07ab7c6fb8c,C90001_NewbieWarrior_Attack,Skill_Sample,FALSE,FALSE,0,0,0
C90002,1,-1,1,초보 마법사,,,TRUE,f7ff25cf7ca34fb3a061c1672b84aeca,1d7d437bf03d458fb963a03ba32f3ece,bfb2f88e9769418d8a5842f4c6badb10,981d8ddddee342ceb6269eeb31143331,f3f5eef1e2f84b309457375cbf02f637,C90002_NewbieWizard_Attack,Skill_Sample,FALSE,FALSE,0,0,0
C90003,1,-1,0.25,반 레온,,,TRUE,41e794e367f2460f9932fdee7c532d2c,1d9de459ab7f4771b10077fa7064a3f7,01de51b77f104692bba0cab92eafc1f5,4860e4d1ead341edad3e64fa5c6593de,b1865b48162b4063852544731063dd37,Attack_Sample,Skill_Sample,FALSE,FALSE,0,0,0
C90004,1,-1,0.5,붉은 피에르,,,TRUE,2b3d418c2ea541fa9adb480a2fe49baf,e5fb70a124b34e32a98cbf851bd95f5e,31ae7f286d904531a5bd21a6aaeefdf7,f7cd637907594bf39c64f3a707a47f90,9f3f5d6532534e28ad0499e8b880e15f,Attack_Sample,Skill_Sample,FALSE,FALSE,0,0,0
C90005,1,-1,0.5,푸른 피에르,,,TRUE,200d9924bee24e3a994fedc788b3c4a6,92b1d410e1ce4de89219363cf9050094,92b1d410e1ce4de89219363cf9050094,92b1d410e1ce4de89219363cf9050094,2eb6f1c8813241c9b80ef26609eb34eb,Attack_Sample,Skill_Sample,FALSE,FALSE,0,0,0
C90006,1,-1,3,가디언 엔젤 슬라임,,,TRUE,37291140ca7149c29e4cce958b0e7767,250125f56da14199aac7d2db7c6b7358,702e1a12101b4898b67da75fede51134,b84c8473f5ef4f3885be6215fe333e85,5d4019c8aeb34b44b3ddb827c176354d,Attack_Sample,Skill_Sample,FALSE,FALSE,0,0,0
C90007,1,-1,0.6,윌,,,TRUE,1d7dcfe463504b779abc2cb235530d69,1d7dcfe463504b779abc2cb235530d69,095778e0c78044c5bded676f8051f7a2,0693c0caac7b4e0d8a821772c1389ea5,13ba8431e0234d0197b65a3ff2f67b21,Attack_Sample,Skill_Sample,FALSE,FALSE,0,0,0
C90008,1,-1,0.36,검은 마법사,,,TRUE,8fbede71fbe34ff49e250a1a7ea03394,8fbede71fbe34ff49e250a1a7ea03394,d06cbedeba584d1aa5ad63f4065d5e51,d06cbedeba584d1aa5ad63f4065d5e51,8fbede71fbe34ff49e250a1a7ea03394,Attack_Sample,Skill_Sample,FALSE,FALSE,0,0,0
C00000,1,0,1,허수아비,Tank,Status_HP,TRUE,15e6e3f3fc714c2287a6da9deb3676ca,15e6e3f3fc714c2287a6da9deb3676ca,15e6e3f3fc714c2287a6da9deb3676ca,15e6e3f3fc714c2287a6da9deb3676ca,f2e0c00a72554331b3b6ecc860f408b5,Set_ArcaneRiver_Attack,Skill_Sample,TRUE,FALSE,0,0,-0.0648
