WorldVersion,SeasonID,RankSeason,Year,Month,Day,Hour,Minute,RankCriteria,B1,B2,B3,S2,S3,G1,G2,G3,P1,P2,P3,P4,D1,D2,D3,D4,M1,M2,M3,M4,C
0.2.1,1.89,1.0,2028,10,10,0,0,CT10001,PEN10003,PEN20009,PEN30016,PEN10002,PEN10007,PEN20009,PEN20015,PEN30005,PEN20005,PEN20010,PEN30015,PEN30012,PEN20001,PEN20009,PEN30010,PEN30015,PEN20003,PEN20006,PEN30008,PEN30013,PEN40001
0.2.1,1.90,1.1,2028,10,24,0,0,CT10013,PEN10005,PEN20014,PEN30007,PEN10001,PEN10008,PEN20009,PEN20011,PEN30003,PEN20002,PEN20016,PEN30011,PEN30001,PEN20010,PEN20006,PEN30015,PEN30006,PEN20015,PEN20010,PEN30015,PEN30001,PEN40001
0.2.1,1.91,1.0,2028,11,7,0,0,CT10006,PEN10007,PEN20008,PEN30016,PEN10008,PEN10003,PEN20013,PEN20007,PEN30002,PEN20003,PEN20005,PEN30009,PEN30011,PEN20007,PEN20011,PEN30001,PEN30011,PEN20014,PEN20016,PEN30003,PEN30007,PEN40001
0.2.1,1.92,1.0,2028,11,21,0,0,CT10009,PEN10008,PEN20004,PEN30005,PEN10007,PEN10006,PEN20010,PEN20002,PEN30003,PEN20008,PEN20007,PEN30009,PEN30013,PEN20003,PEN20011,PEN30010,PEN30004,PEN20001,PEN20013,PEN30012,PEN30015,PEN40001
0.2.1,1.93,1.1,2028,12,5,0,0,CT10012,PEN10001,PEN20007,PEN30005,PEN10007,PEN10004,PEN20015,PEN20002,PEN30003,PEN20005,PEN20012,PEN30014,PEN30007,PEN20016,PEN20003,PEN30003,PEN30012,PEN20005,PEN20013,PEN30002,PEN30009,PEN40001
0.2.1,1.94,1.0,2028,12,19,0,0,CT10003,PEN10008,PEN20016,PEN30015,PEN10004,PEN10008,PEN20004,PEN20002,PEN30011,PEN20008,PEN20011,PEN30016,PEN30002,PEN20015,PEN20003,PEN30001,PEN30004,PEN20011,PEN20010,PEN30001,PEN30009,PEN40001
0.2.1,1.95,1.2,2029,1,2,0,0,CT10011,PEN10003,PEN20009,PEN30006,PEN10002,PEN10004,PEN20015,PEN20002,PEN30003,PEN20010,PEN20009,PEN30003,PEN30015,PEN20005,PEN20012,PEN30007,PEN30016,PEN20003,PEN20016,PEN30006,PEN30004,PEN40001
0.2.1,1.96,1.0,2029,1,16,0,0,CT10005,PEN10008,PEN20012,PEN30007,PEN10006,PEN10008,PEN20011,PEN20015,PEN30003,PEN20011,PEN20004,PEN30013,PEN30003,PEN20011,PEN20013,PEN30012,PEN30001,PEN20016,PEN20016,PEN30002,PEN30010,PEN40001
0.2.1,1.97,1.1,2029,1,30,0,0,CT10010,PEN10004,PEN20005,PEN30005,PEN10006,PEN10003,PEN20014,PEN20015,PEN30011,PEN20014,PEN20002,PEN30004,PEN30011,PEN20009,PEN20014,PEN30009,PEN30006,PEN20016,PEN20003,PEN30002,PEN30013,PEN40001
0.2.1,1.98,1.1,2029,2,13,0,0,CT10009,PEN10001,PEN20008,PEN30002,PEN10001,PEN10004,PEN20001,PEN20005,PEN30003,PEN20001,PEN20007,PEN30009,PEN30016,PEN20003,PEN20003,PEN30007,PEN30015,PEN20009,PEN20003,PEN30009,PEN30009,PEN40001
0.2.1,1.99,1.2,2029,2,27,0,0,CT10008,PEN10008,PEN20008,PEN30007,PEN10004,PEN10005,PEN20008,PEN20014,PEN30012,PEN20013,PEN20010,PEN30013,PEN30006,PEN20001,PEN20015,PEN30009,PEN30011,PEN20003,PEN20014,PEN30005,PEN30006,PEN40001
0.2.1,1.100,1.1,2029,3,13,0,0,CT10014,PEN10004,PEN20014,PEN30005,PEN10006,PEN10005,PEN20009,PEN20004,PEN30015,PEN20010,PEN20008,PEN30012,PEN30016,PEN20013,PEN20011,PEN30014,PEN30005,PEN20013,PEN20007,PEN30006,PEN30010,PEN40001
0.2.1,1.101,1.1,2029,3,27,0,0,CT10016,PEN10003,PEN20002,PEN30011,PEN10004,PEN10003,PEN20012,PEN20012,PEN30001,PEN20009,PEN20013,PEN30014,PEN30010,PEN20009,PEN20004,PEN30009,PEN30005,PEN20015,PEN20002,PEN30007,PEN30011,PEN40001
0.2.1,1.102,1.0,2029,4,10,0,0,CT10016,PEN10007,PEN20014,PEN30009,PEN10005,PEN10004,PEN20005,PEN20004,PEN30007,PEN20003,PEN20006,PEN30014,PEN30003,PEN20011,PEN20008,PEN30008,PEN30001,PEN20002,PEN20007,PEN30007,PEN30012,PEN40001
0.2.1,1.103,1.1,2029,4,24,0,0,CT10007,PEN10003,PEN20003,PEN30002,PEN10005,PEN10006,PEN20013,PEN20001,PEN30005,PEN20010,PEN20010,PEN30001,PEN30004,PEN20005,PEN20014,PEN30010,PEN30014,PEN20012,PEN20009,PEN30016,PEN30009,PEN40001
0.2.1,1.104,1.2,2029,5,8,0,0,CT10014,PEN10001,PEN20001,PEN30005,PEN10008,PEN10002,PEN20001,PEN20004,PEN30006,PEN20004,PEN20012,PEN30006,PEN30006,PEN20012,PEN20006,PEN30003,PEN30003,PEN20006,PEN20013,PEN30004,PEN30004,PEN40001
0.2.1,1.105,1.2,2029,5,22,0,0,CT10002,PEN10003,PEN20009,PEN30014,PEN10008,PEN10002,PEN20014,PEN20016,PEN30010,PEN20013,PEN20011,PEN30013,PEN30005,PEN20013,PEN20013,PEN30009,PEN30014,PEN20006,PEN20010,PEN30010,PEN30005,PEN40001
0.2.1,1.106,1.0,2029,6,5,0,0,CT10004,PEN10004,PEN20009,PEN30013,PEN10008,PEN10006,PEN20016,PEN20013,PEN30013,PEN20014,PEN20016,PEN30002,PEN30010,PEN20010,PEN20007,PEN30005,PEN30008,PEN20011,PEN20007,PEN30012,PEN30008,PEN40001
0.2.1,1.107,1.1,2029,6,19,0,0,CT10012,PEN10006,PEN20008,PEN30013,PEN10001,PEN10004,PEN20003,PEN20008,PEN30013,PEN20005,PEN20006,PEN30010,PEN30003,PEN20001,PEN20016,PEN30011,PEN30004,PEN20014,PEN20011,PEN30004,PEN30014,PEN40001
0.2.1,1.108,1.0,2029,7,3,0,0,CT10007,PEN10008,PEN20003,PEN30005,PEN10007,PEN10007,PEN20009,PEN20004,PEN30004,PEN20016,PEN20013,PEN30010,PEN30015,PEN20011,PEN20002,PEN30006,PEN30003,PEN20010,PEN20013,PEN30012,PEN30010,PEN40001
0.2.1,1.109,1.2,2029,7,17,0,0,CT10004,PEN10002,PEN20004,PEN30016,PEN10004,PEN10005,PEN20001,PEN20013,PEN30014,PEN20012,PEN20007,PEN30003,PEN30006,PEN20010,PEN20007,PEN30012,PEN30016,PEN20005,PEN20010,PEN30001,PEN30015,PEN40001
0.2.1,1.110,1.2,2029,7,31,0,0,CT10013,PEN10005,PEN20014,PEN30014,PEN10001,PEN10001,PEN20006,PEN20001,PEN30006,PEN20016,PEN20009,PEN30009,PEN30007,PEN20005,PEN20006,PEN30003,PEN30016,PEN20004,PEN20008,PEN30006,PEN30011,PEN40001
0.2.1,1.111,1.0,2029,8,14,0,0,CT10003,PEN10003,PEN20004,PEN30003,PEN10005,PEN10008,PEN20008,PEN20010,PEN30015,PEN20013,PEN20011,PEN30006,PEN30015,PEN20012,PEN20009,PEN30004,PEN30003,PEN20001,PEN20008,PEN30010,PEN30015,PEN40001
0.2.1,1.112,1.0,2029,8,28,0,0,CT10008,PEN10006,PEN20006,PEN30008,PEN10003,PEN10002,PEN20006,PEN20016,PEN30009,PEN20008,PEN20013,PEN30012,PEN30012,PEN20008,PEN20009,PEN30001,PEN30004,PEN20001,PEN20002,PEN30011,PEN30005,PEN40001
0.2.1,1.113,1.2,2029,9,11,0,0,CT10007,PEN10008,PEN20016,PEN30001,PEN10006,PEN10001,PEN20002,PEN20006,PEN30014,PEN20011,PEN20010,PEN30006,PEN30016,PEN20007,PEN20014,PEN30014,PEN30013,PEN20005,PEN20003,PEN30010,PEN30010,PEN40001
0.2.1,1.114,1.2,2029,9,25,0,0,CT10002,PEN10007,PEN20002,PEN30012,PEN10006,PEN10004,PEN20012,PEN20008,PEN30014,PEN20016,PEN20008,PEN30007,PEN30002,PEN20009,PEN20005,PEN30006,PEN30013,PEN20003,PEN20011,PEN30014,PEN30016,PEN40001
0.2.1,1.115,1.1,2029,10,9,0,0,CT10005,PEN10002,PEN20009,PEN30016,PEN10005,PEN10006,PEN20009,PEN20002,PEN30004,PEN20016,PEN20009,PEN30007,PEN30011,PEN20013,PEN20013,PEN30001,PEN30011,PEN20013,PEN20003,PEN30002,PEN30006,PEN40001
0.2.1,1.116,1.1,2029,10,23,0,0,CT10014,PEN10006,PEN20011,PEN30003,PEN10008,PEN10004,PEN20014,PEN20014,PEN30014,PEN20010,PEN20008,PEN30003,PEN30009,PEN20016,PEN20002,PEN30003,PEN30002,PEN20006,PEN20012,PEN30008,PEN30006,PEN40001
0.2.1,1.117,1.1,2029,11,6,0,0,CT10007,PEN10004,PEN20002,PEN30006,PEN10001,PEN10008,PEN20013,PEN20004,PEN30006,PEN20015,PEN20002,PEN30007,PEN30010,PEN20004,PEN20014,PEN30011,PEN30013,PEN20010,PEN20014,PEN30006,PEN30015,PEN40001
0.2.1,1.118,1.0,2029,11,20,0,0,CT10006,PEN10002,PEN20004,PEN30006,PEN10004,PEN10003,PEN20012,PEN20007,PEN30005,PEN20004,PEN20004,PEN30001,PEN30009,PEN20010,PEN20004,PEN30002,PEN30005,PEN20005,PEN20007,PEN30001,PEN30004,PEN40001
0.2.1,1.119,1.1,2029,12,4,0,0,CT10001,PEN10008,PEN20004,PEN30001,PEN10002,PEN10003,PEN20005,PEN20003,PEN30013,PEN20007,PEN20012,PEN30016,PEN30003,PEN20013,PEN20003,PEN30001,PEN30013,PEN20013,PEN20013,PEN30009,PEN30005,PEN40001
0.2.1,1.120,1.1,2029,12,18,0,0,CT10001,PEN10001,PEN20012,PEN30009,PEN10002,PEN10007,PEN20009,PEN20006,PEN30002,PEN20002,PEN20008,PEN30004,PEN30010,PEN20013,PEN20016,PEN30009,PEN30015,PEN20001,PEN20003,PEN30007,PEN30009,PEN40001
0.2.1,1.121,1.2,2030,1,1,0,0,CT10008,PEN10007,PEN20015,PEN30009,PEN10003,PEN10005,PEN20003,PEN20011,PEN30002,PEN20007,PEN20013,PEN30006,PEN30009,PEN20012,PEN20013,PEN30011,PEN30009,PEN20014,PEN20006,PEN30005,PEN30015,PEN40001
0.2.1,1.122,1.0,2030,1,15,0,0,CT10014,PEN10002,PEN20012,PEN30008,PEN10006,PEN10004,PEN20014,PEN20002,PEN30004,PEN20014,PEN20006,PEN30012,PEN30006,PEN20006,PEN20011,PEN30003,PEN30003,PEN20013,PEN20015,PEN30006,PEN30007,PEN40001
0.2.1,1.123,1.1,2030,1,29,0,0,CT10014,PEN10006,PEN20015,PEN30013,PEN10006,PEN10006,PEN20003,PEN20012,PEN30016,PEN20010,PEN20005,PEN30006,PEN30009,PEN20012,PEN20011,PEN30005,PEN30012,PEN20004,PEN20001,PEN30009,PEN30003,PEN40001
0.2.1,1.124,1.2,2030,2,12,0,0,CT10001,PEN10001,PEN20006,PEN30006,PEN10005,PEN10002,PEN20001,PEN20001,PEN30003,PEN20006,PEN20003,PEN30009,PEN30009,PEN20003,PEN20014,PEN30005,PEN30011,PEN20016,PEN20003,PEN30007,PEN30002,PEN40001
0.2.1,1.125,1.0,2030,2,26,0,0,CT10015,PEN10001,PEN20010,PEN30016,PEN10003,PEN10008,PEN20007,PEN20008,PEN30002,PEN20006,PEN20005,PEN30004,PEN30007,PEN20002,PEN20005,PEN30008,PEN30003,PEN20005,PEN20006,PEN30007,PEN30002,PEN40001
0.2.1,1.126,1.2,2030,3,12,0,0,CT10009,PEN10007,PEN20011,PEN30013,PEN10007,PEN10005,PEN20011,PEN20001,PEN30006,PEN20002,PEN20016,PEN30013,PEN30012,PEN20009,PEN20015,PEN30008,PEN30011,PEN20008,PEN20013,PEN30010,PEN30003,PEN40001
0.2.1,1.127,1.1,2030,3,26,0,0,CT10006,PEN10003,PEN20014,PEN30015,PEN10005,PEN10003,PEN20004,PEN20010,PEN30013,PEN20016,PEN20015,PEN30016,PEN30006,PEN20010,PEN20002,PEN30007,PEN30011,PEN20009,PEN20001,PEN30007,PEN30010,PEN40001
0.2.1,1.128,1.2,2030,4,9,0,0,CT10011,PEN10001,PEN20006,PEN30008,PEN10003,PEN10007,PEN20013,PEN20006,PEN30014,PEN20005,PEN20005,PEN30012,PEN30004,PEN20003,PEN20010,PEN30001,PEN30012,PEN20005,PEN20014,PEN30004,PEN30010,PEN40001
0.2.1,1.129,1.0,2030,4,23,0,0,CT10008,PEN10006,PEN20003,PEN30002,PEN10002,PEN10004,PEN20007,PEN20008,PEN30006,PEN20012,PEN20002,PEN30008,PEN30006,PEN20015,PEN20001,PEN30014,PEN30006,PEN20006,PEN20016,PEN30005,PEN30015,PEN40001
0.2.1,1.130,1.0,2030,5,7,0,0,CT10014,PEN10004,PEN20007,PEN30015,PEN10008,PEN10008,PEN20016,PEN20016,PEN30012,PEN20014,PEN20011,PEN30014,PEN30014,PEN20015,PEN20009,PEN30002,PEN30010,PEN20011,PEN20008,PEN30014,PEN30003,PEN40001
0.2.1,1.131,1.0,2030,5,21,0,0,CT10014,PEN10003,PEN20014,PEN30004,PEN10002,PEN10005,PEN20001,PEN20002,PEN30009,PEN20001,PEN20011,PEN30004,PEN30007,PEN20011,PEN20012,PEN30007,PEN30016,PEN20016,PEN20005,PEN30015,PEN30011,PEN40001
0.2.1,1.132,1.0,2030,6,4,0,0,CT10009,PEN10002,PEN20012,PEN30011,PEN10008,PEN10005,PEN20005,PEN20016,PEN30015,PEN20009,PEN20001,PEN30007,PEN30011,PEN20004,PEN20010,PEN30011,PEN30001,PEN20001,PEN20005,PEN30008,PEN30008,PEN40001
0.2.1,1.133,1.2,2030,6,18,0,0,CT10010,PEN10007,PEN20004,PEN30013,PEN10003,PEN10004,PEN20001,PEN20013,PEN30014,PEN20003,PEN20012,PEN30008,PEN30011,PEN20013,PEN20010,PEN30001,PEN30007,PEN20013,PEN20005,PEN30013,PEN30002,PEN40001
0.2.1,1.134,1.2,2030,7,2,0,0,CT10002,PEN10001,PEN20014,PEN30007,PEN10004,PEN10001,PEN20004,PEN20014,PEN30016,PEN20010,PEN20007,PEN30014,PEN30003,PEN20010,PEN20009,PEN30011,PEN30003,PEN20013,PEN20008,PEN30005,PEN30006,PEN40001
0.2.1,1.135,1.2,2030,7,16,0,0,CT10012,PEN10005,PEN20004,PEN30015,PEN10005,PEN10007,PEN20011,PEN20003,PEN30014,PEN20004,PEN20010,PEN30001,PEN30011,PEN20011,PEN20013,PEN30016,PEN30002,PEN20014,PEN20007,PEN30006,PEN30014,PEN40001
0.2.1,1.136,1.0,2030,7,30,0,0,CT10003,PEN10002,PEN20004,PEN30008,PEN10001,PEN10005,PEN20011,PEN20010,PEN30003,PEN20006,PEN20002,PEN30006,PEN30003,PEN20015,PEN20009,PEN30009,PEN30012,PEN20003,PEN20006,PEN30003,PEN30007,PEN40001
0.2.1,1.137,1.0,2030,8,13,0,0,CT10016,PEN10008,PEN20012,PEN30016,PEN10007,PEN10007,PEN20013,PEN20015,PEN30002,PEN20007,PEN20015,PEN30013,PEN30013,PEN20001,PEN20007,PEN30015,PEN30006,PEN20008,PEN20001,PEN30004,PEN30010,PEN40001
0.2.1,1.138,1.0,2030,8,27,0,0,CT10009,PEN10006,PEN20004,PEN30012,PEN10003,PEN10005,PEN20016,PEN20006,PEN30004,PEN20005,PEN20011,PEN30009,PEN30002,PEN20008,PEN20003,PEN30014,PEN30012,PEN20001,PEN20011,PEN30003,PEN30008,PEN40001
0.2.1,1.139,1.1,2030,9,10,0,0,CT10015,PEN10006,PEN20009,PEN30008,PEN10005,PEN10003,PEN20015,PEN20002,PEN30016,PEN20009,PEN20009,PEN30012,PEN30010,PEN20013,PEN20007,PEN30001,PEN30013,PEN20007,PEN20011,PEN30002,PEN30002,PEN40001
0.2.1,1.140,1.0,2030,9,24,0,0,CT10009,PEN10003,PEN20016,PEN30013,PEN10004,PEN10007,PEN20006,PEN20013,PEN30006,PEN20008,PEN20013,PEN30001,PEN30012,PEN20003,PEN20008,PEN30014,PEN30014,PEN20008,PEN20003,PEN30013,PEN30005,PEN40001
0.2.1,1.141,1.1,2030,10,8,0,0,CT10003,PEN10003,PEN20007,PEN30015,PEN10002,PEN10003,PEN20012,PEN20005,PEN30008,PEN20012,PEN20012,PEN30014,PEN30002,PEN20007,PEN20006,PEN30003,PEN30006,PEN20008,PEN20004,PEN30008,PEN30008,PEN40001
0.2.1,1.142,1.0,2030,10,22,0,0,CT10001,PEN10003,PEN20006,PEN30006,PEN10003,PEN10007,PEN20005,PEN20007,PEN30016,PEN20008,PEN20008,PEN30012,PEN30009,PEN20010,PEN20010,PEN30009,PEN30011,PEN20011,PEN20004,PEN30005,PEN30003,PEN40001
0.2.1,1.143,1.2,2030,11,5,0,0,CT10016,PEN10005,PEN20007,PEN30013,PEN10006,PEN10002,PEN20015,PEN20007,PEN30015,PEN20005,PEN20001,PEN30005,PEN30015,PEN20003,PEN20001,PEN30004,PEN30015,PEN20016,PEN20015,PEN30008,PEN30008,PEN40001
0.2.1,1.144,1.0,2030,11,19,0,0,CT10013,PEN10007,PEN20010,PEN30002,PEN10002,PEN10006,PEN20008,PEN20016,PEN30007,PEN20005,PEN20002,PEN30005,PEN30009,PEN20011,PEN20015,PEN30010,PEN30004,PEN20001,PEN20002,PEN30007,PEN30013,PEN40001
0.2.1,1.145,1.1,2030,12,3,0,0,CT10010,PEN10002,PEN20015,PEN30002,PEN10007,PEN10001,PEN20006,PEN20006,PEN30012,PEN20011,PEN20016,PEN30008,PEN30004,PEN20007,PEN20009,PEN30007,PEN30002,PEN20015,PEN20005,PEN30010,PEN30003,PEN40001
0.2.1,1.146,1.0,2030,12,17,0,0,CT10011,PEN10004,PEN20004,PEN30008,PEN10002,PEN10008,PEN20013,PEN20005,PEN30008,PEN20014,PEN20014,PEN30005,PEN30006,PEN20002,PEN20001,PEN30002,PEN30005,PEN20010,PEN20012,PEN30007,PEN30015,PEN40001
0.2.1,1.147,1.0,2030,12,31,0,0,CT10007,PEN10001,PEN20002,PEN30003,PEN10002,PEN10005,PEN20001,PEN20013,PEN30014,PEN20005,PEN20013,PEN30003,PEN30007,PEN20002,PEN20001,PEN30016,PEN30004,PEN20013,PEN20006,PEN30005,PEN30004,PEN40001
0.2.1,1.148,1.1,2031,1,14,0,0,CT10005,PEN10002,PEN20006,PEN30002,PEN10005,PEN10005,PEN20011,PEN20004,PEN30005,PEN20014,PEN20013,PEN30001,PEN30002,PEN20002,PEN20007,PEN30014,PEN30016,PEN20008,PEN20002,PEN30006,PEN30013,PEN40001
0.2.1,1.149,1.0,2031,1,28,0,0,CT10013,PEN10001,PEN20011,PEN30005,PEN10005,PEN10005,PEN20014,PEN20011,PEN30011,PEN20014,PEN20005,PEN30012,PEN30003,PEN20010,PEN20012,PEN30006,PEN30006,PEN20007,PEN20010,PEN30010,PEN30009,PEN40001
0.2.1,1.150,1.2,2031,2,11,0,0,CT10013,PEN10004,PEN20003,PEN30007,PEN10005,PEN10003,PEN20012,PEN20003,PEN30011,PEN20014,PEN20007,PEN30002,PEN30010,PEN20007,PEN20003,PEN30014,PEN30001,PEN20010,PEN20002,PEN30002,PEN30003,PEN40001
0.2.1,1.151,1.0,2031,2,25,0,0,CT10009,PEN10007,PEN20011,PEN30004,PEN10006,PEN10007,PEN20004,PEN20013,PEN30013,PEN20007,PEN20007,PEN30011,PEN30006,PEN20009,PEN20013,PEN30011,PEN30011,PEN20015,PEN20008,PEN30014,PEN30001,PEN40001
0.2.1,1.152,1.2,2031,3,11,0,0,CT10006,PEN10005,PEN20005,PEN30013,PEN10004,PEN10006,PEN20010,PEN20010,PEN30013,PEN20002,PEN20011,PEN30006,PEN30001,PEN20014,PEN20016,PEN30003,PEN30002,PEN20014,PEN20016,PEN30001,PEN30012,PEN40001
0.2.1,1.153,1.0,2031,3,25,0,0,CT10014,PEN10003,PEN20002,PEN30004,PEN10008,PEN10004,PEN20004,PEN20006,PEN30011,PEN20008,PEN20013,PEN30014,PEN30010,PEN20014,PEN20002,PEN30005,PEN30011,PEN20004,PEN20009,PEN30009,PEN30013,PEN40001
0.2.1,1.154,1.1,2031,4,8,0,0,CT10012,PEN10004,PEN20008,PEN30004,PEN10003,PEN10003,PEN20012,PEN20016,PEN30015,PEN20002,PEN20010,PEN30001,PEN30002,PEN20003,PEN20008,PEN30014,PEN30001,PEN20015,PEN20016,PEN30013,PEN30013,PEN40001
0.2.1,1.155,1.1,2031,4,22,0,0,CT10001,PEN10008,PEN20003,PEN30016,PEN10002,PEN10004,PEN20015,PEN20014,PEN30006,PEN20003,PEN20014,PEN30015,PEN30011,PEN20014,PEN20014,PEN30015,PEN30015,PEN20016,PEN20011,PEN30012,PEN30007,PEN40001
0.2.1,1.156,1.2,2031,5,6,0,0,CT10016,PEN10002,PEN20016,PEN30010,PEN10004,PEN10005,PEN20015,PEN20002,PEN30010,PEN20002,PEN20010,PEN30002,PEN30014,PEN20004,PEN20004,PEN30002,PEN30014,PEN20012,PEN20006,PEN30003,PEN30007,PEN40001
0.2.1,1.157,1.1,2031,5,20,0,0,CT10009,PEN10001,PEN20015,PEN30015,PEN10003,PEN10002,PEN20008,PEN20007,PEN30012,PEN20008,PEN20002,PEN30003,PEN30005,PEN20005,PEN20005,PEN30004,PEN30013,PEN20013,PEN20008,PEN30007,PEN30014,PEN40001
0.2.1,1.158,1.1,2031,6,3,0,0,CT10013,PEN10005,PEN20012,PEN30001,PEN10003,PEN10006,PEN20008,PEN20003,PEN30010,PEN20004,PEN20014,PEN30016,PEN30007,PEN20013,PEN20003,PEN30003,PEN30010,PEN20015,PEN20007,PEN30010,PEN30009,PEN40001
0.2.1,1.159,1.0,2031,6,17,0,0,CT10009,PEN10002,PEN20012,PEN30008,PEN10001,PEN10003,PEN20016,PEN20003,PEN30008,PEN20004,PEN20005,PEN30007,PEN30016,PEN20006,PEN20012,PEN30013,PEN30002,PEN20010,PEN20010,PEN30006,PEN30012,PEN40001
0.2.1,1.160,1.2,2031,7,1,0,0,CT10016,PEN10004,PEN20004,PEN30005,PEN10001,PEN10005,PEN20009,PEN20013,PEN30015,PEN20006,PEN20013,PEN30012,PEN30007,PEN20001,PEN20006,PEN30007,PEN30011,PEN20006,PEN20013,PEN30005,PEN30002,PEN40001
0.2.1,1.161,1.0,2031,7,15,0,0,CT10014,PEN10001,PEN20016,PEN30006,PEN10001,PEN10003,PEN20010,PEN20005,PEN30014,PEN20003,PEN20012,PEN30005,PEN30013,PEN20006,PEN20005,PEN30012,PEN30010,PEN20006,PEN20005,PEN30009,PEN30012,PEN40001
0.2.1,1.162,1.2,2031,7,29,0,0,CT10014,PEN10003,PEN20014,PEN30005,PEN10004,PEN10006,PEN20015,PEN20008,PEN30004,PEN20007,PEN20006,PEN30011,PEN30014,PEN20010,PEN20004,PEN30008,PEN30005,PEN20011,PEN20002,PEN30001,PEN30009,PEN40001
0.2.1,1.163,1.2,2031,8,12,0,0,CT10012,PEN10003,PEN20005,PEN30006,PEN10007,PEN10008,PEN20016,PEN20016,PEN30014,PEN20013,PEN20008,PEN30016,PEN30001,PEN20002,PEN20009,PEN30010,PEN30015,PEN20010,PEN20007,PEN30006,PEN30001,PEN40001
0.2.1,1.164,1.1,2031,8,26,0,0,CT10001,PEN10002,PEN20006,PEN30013,PEN10004,PEN10004,PEN20001,PEN20005,PEN30007,PEN20006,PEN20004,PEN30013,PEN30010,PEN20016,PEN20009,PEN30009,PEN30006,PEN20006,PEN20006,PEN30010,PEN30012,PEN40001
0.2.1,1.165,1.0,2031,9,9,0,0,CT10015,PEN10007,PEN20009,PEN30005,PEN10007,PEN10006,PEN20010,PEN20003,PEN30007,PEN20011,PEN20007,PEN30003,PEN30001,PEN20014,PEN20010,PEN30009,PEN30015,PEN20001,PEN20012,PEN30001,PEN30006,PEN40001
0.2.1,1.166,1.1,2031,9,23,0,0,CT10007,PEN10005,PEN20008,PEN30010,PEN10005,PEN10002,PEN20008,PEN20013,PEN30006,PEN20006,PEN20008,PEN30010,PEN30008,PEN20012,PEN20011,PEN30011,PEN30005,PEN20010,PEN20009,PEN30005,PEN30001,PEN40001
0.2.1,1.167,1.0,2031,10,7,0,0,CT10004,PEN10002,PEN20012,PEN30015,PEN10001,PEN10008,PEN20005,PEN20012,PEN30001,PEN20013,PEN20001,PEN30009,PEN30006,PEN20008,PEN20009,PEN30012,PEN30007,PEN20006,PEN20002,PEN30008,PEN30001,PEN40001
0.2.1,1.168,1.2,2031,10,21,0,0,CT10014,PEN10002,PEN20001,PEN30016,PEN10008,PEN10004,PEN20002,PEN20007,PEN30001,PEN20008,PEN20016,PEN30005,PEN30004,PEN20012,PEN20010,PEN30005,PEN30012,PEN20009,PEN20011,PEN30004,PEN30013,PEN40001
0.2.1,1.169,1.0,2031,11,4,0,0,CT10016,PEN10004,PEN20005,PEN30011,PEN10007,PEN10001,PEN20011,PEN20007,PEN30009,PEN20014,PEN20004,PEN30007,PEN30006,PEN20016,PEN20010,PEN30004,PEN30004,PEN20005,PEN20004,PEN30003,PEN30007,PEN40001
0.2.1,1.170,1.0,2031,11,18,0,0,CT10012,PEN10004,PEN20006,PEN30007,PEN10002,PEN10006,PEN20015,PEN20011,PEN30016,PEN20006,PEN20005,PEN30012,PEN30015,PEN20009,PEN20016,PEN30003,PEN30012,PEN20009,PEN20007,PEN30003,PEN30013,PEN40001
0.2.1,1.171,1.2,2031,12,2,0,0,CT10003,PEN10003,PEN20009,PEN30001,PEN10003,PEN10006,PEN20013,PEN20007,PEN30015,PEN20004,PEN20007,PEN30012,PEN30014,PEN20007,PEN20010,PEN30015,PEN30016,PEN20006,PEN20002,PEN30015,PEN30004,PEN40001
0.2.1,1.172,1.1,2031,12,16,0,0,CT10012,PEN10007,PEN20011,PEN30015,PEN10002,PEN10005,PEN20004,PEN20014,PEN30014,PEN20014,PEN20010,PEN30008,PEN30016,PEN20006,PEN20014,PEN30006,PEN30013,PEN20009,PEN20006,PEN30016,PEN30013,PEN40001
0.2.1,1.173,1.2,2031,12,30,0,0,CT10013,PEN10005,PEN20008,PEN30002,PEN10004,PEN10006,PEN20009,PEN20008,PEN30016,PEN20006,PEN20003,PEN30004,PEN30014,PEN20009,PEN20001,PEN30003,PEN30003,PEN20015,PEN20002,PEN30005,PEN30002,PEN40001
0.2.1,1.174,1.0,2032,1,13,0,0,CT10015,PEN10005,PEN20011,PEN30016,PEN10005,PEN10001,PEN20007,PEN20012,PEN30008,PEN20012,PEN20012,PEN30003,PEN30016,PEN20006,PEN20002,PEN30010,PEN30012,PEN20013,PEN20003,PEN30004,PEN30004,PEN40001
0.2.1,1.175,1.2,2032,1,27,0,0,CT10006,PEN10003,PEN20007,PEN30006,PEN10002,PEN10002,PEN20011,PEN20012,PEN30012,PEN20007,PEN20003,PEN30004,PEN30016,PEN20009,PEN20014,PEN30009,PEN30007,PEN20004,PEN20008,PEN30014,PEN30015,PEN40001
0.2.1,1.176,1.1,2032,2,10,0,0,CT10007,PEN10001,PEN20015,PEN30008,PEN10004,PEN10002,PEN20012,PEN20007,PEN30014,PEN20006,PEN20007,PEN30002,PEN30009,PEN20002,PEN20010,PEN30015,PEN30003,PEN20016,PEN20010,PEN30005,PEN30016,PEN40001
0.2.1,1.177,1.1,2032,2,24,0,0,CT10014,PEN10001,PEN20011,PEN30006,PEN10007,PEN10008,PEN20009,PEN20011,PEN30001,PEN20001,PEN20014,PEN30005,PEN30005,PEN20012,PEN20016,PEN30007,PEN30013,PEN20012,PEN20001,PEN30003,PEN30002,PEN40001
