id,name,description,subInfo,category,questType,requiredLevel,objectiveType,objectiveId,objectiveNum,rewardType,rewardId,rewardNum,dialogId,stageGuide,npcDialogueId
42,다이달의 부름,"감시자를 처리하고 찢어진 쪽지의 나머지 부분을 찾아왔는데, 거기에 적혀있던 내용은 다음과 같다. ""소울 인챈터 저리 가라, 궁극의 소울 블렌더 출시! 영구적 사용 가능~ 소울의 무기화도 가능~ 한 무기에 소울 무제한 결합도 가능~ 심지어 ..."" 이후의 내용은 얼룩져서 읽을 수가 없다... 스미티아가 이미 알고 있던 내용이랑 별반 다를 게 없다. 얼룩진 부분의 내용이 중요한 것 같은데 말이야. 허탈해하고 있는데 갑자기 다이달 아저씨가 부른다. 무슨 일인지 대화해보자.",무슨 소식을 들고 오셨을까,main,objective,1,npc,limitLand,1,meso,0,30000,,,limitLand_2
43,강한 몬스터 추적,다이달 아저씨가 강한 몬스터가 등장하는 곳을 새로 소개해준다고 하신다. 이번에는 저번처럼 아저씨가 직접 만든 곳도 아니라고 하니 더더욱 소울과 관련이 있을 거라는 예감이 든다. 마을 구석에 생겨났다고 하니 가서 설명을 마저 듣자.,얼마 전 생겨난 미지의 균열,main,objective,1,openUI,randomBoss,1,meso/item,0/6_000001,35000/2,quest_43_completed,,ui_randomBoss
44,공장 수색,"이 균열은 얼마 전 마을 구석에 생겨난 균열로, 손을 대면 강한 몬스터가 연이어 나오는 곳으로 차원 이동을 한다고 한다. 소울 피스가 여기에 있을 것이라는 예감에, 한계의 땅을 운영하느라 바쁘시다는 다이달 아저씨를 뒤로하고 바로 다녀왔다. 균열 안의 몬스터는 무지막지하게 강했지만 묘연했던 소울 피스의 행방이 드러났다! 마을에 어쩌다 균열이 생긴 것이고 소울칼리버 조각이 어쩌다 그 균열에 들어가게 됐는지 미스터리인데다가, 소울 피스가 이미 가루로 되어 버린 경우도 있긴 하지만... 가루라도 모으면 소울 피스가 완성될 거야. 내 머릿속 녀석들을 위해서라도 시간이 날 때마다 들러서 소울 피스도 모아야겠어. 우선은 소울 에그를 다시 찾으러 가보자.",소울 에그 어쨌어,main,objective,1,killMonster,EmergencyRobotL,500,essence/diamond,0/0,300/200,quest_44_completed,40006_40007,
45,보스 잡아라!,"공장에서 일하던 로봇을 붙잡아서 소울 에그의 행방을 물었는데, 과자를 만드는 공장에 알이 납품되는 게 뭐가 이상하냐는 충격적인 말을 들었다. 이게 어딜 봐서 과자 공장?! 보스의 알로 과자를 만드니 보스를 보면 이해하게 될 것이라고 한다. 그리고 보스가 최근에 일이 편해졌다는 말도 했고 궁극의 디저트도 만들었다며 즐거워하더라는 사실도 알려줬다. 공장에 들어온 소울 에그로 과자를 만든 게 분명해. 이 로봇은 이만 풀어주고 공장의 보스를 만나러 가보자.",소울 에그 과자 made by...,main,objective,1,stageClear,40010,1,weaponScroll/diamond,0/0,750/400,quest_45_completed,40010,
46,소울 에그 쿠키의 행방,공장의 보스가 설마 닭이었다니! 보고 나니 과자 공장인 게 납득이 가긴 해. 소울 에그로 과자를 만들던 걸 저지하긴 했지만 이미 출고된 과자가 많아. 회수하기 위해서는 어디로 출고됐는지를 우선 알아내야겠지. 이런 정보는 상인이 아마 가장 잘 알고 있지 않을까?,상품은 상인이 가장 잘 알겠지,main,objective,1,npc,cashShop,1,meso,0,55000,,,cashShop_1
47,쿠키나라 방문기,"명품상인 골드리치에게 지금 과자가 입고된 지역이 있는지 물었다. 과자라면 당연히 쿠키나라라는 별칭을 가진 지역에 보내진다는 정보를 얻었다. 쿠키나라는 전국의 과자나 간식들이 모이는 곳으로, 달달한 냄새가 풍기는 신비롭고 아름다운 곳이라고 한다. 엄청나게 기대가 된다! 근데 간식들을 방목해두면 더 맛있어지는데 아무 곳에 방목할 수 없으니 쿠키나라에 모으는 것이라는 터무니 없는 소리를 한다. 간식들이 소도 아니고 무슨 소리인가 싶지만 우선 소울 에그 과자가 있을 게 분명하니 출발이나 하자.",쿠키가 무슨 소도 아니고,main,objective,1,stageClear,50001,1,item/item/item/diamond,6_000001/6_000002/6_000003/0,3/20/5/200,quest_47_completed,50001,
48,최신 유행 젤리,"쿠키나라에 들어오니 달달한 냄새와 함께 소울의 기운이 느껴진다. 그나저나 간식들을 방목해둔다는 게 무슨 소린가 했더니, 진짜로 간식들이 자유분방하게 돌아다니고 있어...! 생각보다 이 간식 몬스터들은 사나웠는데, 소울 에그로 만들었다면 더 위험할 거야. 유독 젤리가 많이 보이는 걸 봐선 유행인 것 같다. 유행인 거라면 최근에 많이 만들어내고 있을 거고! 소울 에그로 만들었다는 간식들도 최근에 만들어졌으니까! 젤리에 소울 에그가 들었을 확률도 높아 보인다!! 잡아서 확인해보자.",알록달록 상큼달콤 과즙팡팡,main,objective,1,killMonster/killMonster/killMonster,Yellow HoppingJelly/Blue HoppingJelly/Red HoppingJelly,300/300/300,meso/essence,0/0,60000/600,quest_48_completed,50001_50002_50004/50002_50003_50004/50003_50004,
49,궁극의 디저트?,"공장의 보스였던 닭이 궁극의 디저트를 만들었다고 했었는데, 이 젤리들은 궁극이라고 할 정도까지는 아닌 것 같아. 궁극의 디저트는 소울 에그를 엄청나게 많이 넣은 간식이지 않을까 싶다. 소울을 많이 흡수한 몬스터들은 다 몸집이 컸으니까 궁극의 디저트도 그렇지 않을까? 우선 덩치 큰 몬스터들을 찾아보자.",덩치 큰 몬스터 찾습니다,main,objective,1,stageClear/killMonster/killMonster,50003/Colabear/GreenBubbleTea,1/200/200,essence,0,750,quest_49_completed,50003/50001_50002/50003_50004,
50,소울과 그레텔,"젤리들보다 그나마 크기가 큰 몬스터들을 잡아보긴 했는데, 소울을 많이 흡수했다면 고작 이 정도의 기세일 리가 없다. 하지만 특이한 몬스터를 목격했다. 아주 조그마한 크기의 쿠키였는데 본인 몸집보다 훨씬 큰 과자 부스러기를 우수수 떨어뜨리고 다녔다. 떨어뜨린 부스러기를 합쳐도 그 쿠키보다 클 것 같은데 말이지... 왠지 수상하기도 하고 궁금증이 생기니까 한번 따라가 보자.",과자보다 큰 과자 부스러기,main,objective,1,stageClear,50005,1,item/item,3_000005/6_000005,10/1,quest_50_completed,50005,
51,과자 주문량 추적,"작은 크기의 쿠키가 갑자기 크고 흉측한 모습으로 변했었다. 소울 에그를 들이부어서 만든 것으로 보이는데, 아마 공장의 보스가 말하던 궁극의 디저트는 이 쿠키가 아닐까 싶다. 전혀 먹고 싶지 않은 모양새지만... 그나저나 시간이 너무 지체됐는데 이대로라면 소울 에그로 만들어진 과자들이 외부로 퍼져 나가는 것도 금방일 거야. 이전에 쿠키나라를 알려줬던 상인에게 최근 과자 주문량에 대해 물어보자. 상인끼리는 정보망이 있지 않을까?",상인이니까 알겠지!,main,objective,1,npc,cashShop,1,meso,0,80000,quest_51_completed,,cashsShop_2
52,배송지 확인,"과자를 주문한 곳이 어디인지는 상인이 당연히 알 줄 알았는데, 전혀 모른다는 충격적인 상황이다. 쿠키나라의 과자들은 워낙 인기가 많아 끊임없이 주문이 들어오기 때문에 일일이 기억하고 있지 않는다고 한다. 이러면 누가 주문했는지 다 알아내서 하나씩 찾아가보기는 너무 어렵다. 하지만 누가 주문했는지보다는 결론적으로 소울 에그 과자가 어디로 보내지는지만 알면 되는 것 아닐까? 혹시나 간식 몬스터들에게 배송지가 적혀있지 않나 확인해보자.",어디로 가야 하죠?,main,objective,1,killMonster/killMonster,Soda Flavor Jelly Juice/Grape Flavor Jelly Juice,200/200,meso/weaponScroll/diamond,0/0/0,130000/200/400,quest_52_completed,50006_50007/50006_50007,
53,찍찍 배송원,"간식 몬스터들에게 배송지가 적혀있지 않을까 싶었는데, 깔끔하게 아무것도 적혀있지 않았다. 음식에 그런 걸 써두면 찝찝해서 그런 걸까? 하지만 배송지를 알아낼 방법은 아직 남았다. 간식을 배송하는 것으로 보이는 쥐들이 많이 돌아다니던데, 아무 쥐나 한번 붙잡아서 정보를 캐내 보자.",느릿! 부정확! 불친절!,main,objective,1,killMonster,Chestnut mouse,1,item/item,3_000005/6_000001,5/5,quest_53_completed,50007_50008,
54,과자 배송 저지,"배송원으로 보이는 쥐를 붙잡고 여러 질문을 던졌고 많은 정보를 알아냈다. 도둑질하다가 걸려서 강제로 일하고 있다고 한다. 쿠키나라의 가장 높은 곳에 있는 가장 높은 사람이라 그저 '윗사람'으로 불린다는 인물이 시키는 대로 배송을 한다고 했다. 윗사람? 쿠키나라의 대장 같은 존재인 걸까? 왠지 주문을 이 인물이 받는 게 아닐까 싶다. 그리고 지금 배송하는 과자들은 추운 지역의 몬스터들이 시켰다고 한다. 이 찍찍거리는 배송원들은 풍선을 타고 바람 부는 대로 가다 보니 속도도 느리고 방향 전환도 어려워서 오늘 주문량을 아직도 덜 옮겼다고 한다. 이 비효율적인 배송 방법은 도대체 뭐지? 아무튼, 배송원들을 저지하면 소울 에그로 만든 과자들이 외부로 퍼지지 않을 수 있을 거니까 서두르자.",고객님의 상품이 유실되었습니다,main,objective,1,killMonster/killMonster/killMonster/killMonster,Chestnut mouse/Silk mouse/Pear mouse/Rice mouse,100/100/100/100,soulPiece/item,111003/9_000003,1/20,quest_54_completed,50007_50008/50009/50009/50009,
55,이달의 쿠키 판매왕,배송원 쥐들을 이만큼이나 없앴으면 쿠키나라의 배송 시스템은 완전히 마비됐을 거야. 이미 배송이 완료된 간식들도 있겠지만 추운 지역으로 갔다는 게 확실하니 다시 회수하면 그만이야! 이보다는 배송원이 언급했던 '윗사람'을 막아야 한다. 그자가 간식 주문을 받고 지령을 내리는 것으로 추측되기 때문이다. 주문이 더 들어와서 또 소울 에그가 든 간식들이 퍼질 수 없게 그 '윗사람'을 없애야겠어.,...은 내가 막는다!,main,objective,1,stageClear,50010,1,diamond/item/item,0/3_000006/6_000004,500/1/1,quest_55_completed,50010,
56,과자 회수 대작전,"몽환적인 스킬을 사용하던 '윗사람'과의 전투는 마치 꿈같았다. 그리고 웬 요란한 소울 피스, 엔젤릭버스터를 새로 얻었다. 잠깐만 대화를 해도 머리가 지끈거리니까 엔젤릭버스터에게 지금까지의 상황 설명은 다른 소울들이 대신해주면 좋겠어... 아무튼, 이제 과자 주문이 추가되지 않을 거니까 쿠키나라에 퍼진 소울 에그 과자는 회수하기만 하면 된다. 그래서 이미 추운 지역으로 유출된 과자들을 우선으로 회수하긴 해야 할 것 같으니 따뜻하게 갈 채비를 하고 출발하자.",추운 지역에서는 당 보충이 필요해,main,objective,1,stageClear,60001,1,essence,0,900,quest_56_completed,60001,
57,소울 에그 과자 폭식 유력 후보,"날씨를 겪어 보니 이곳에서 왜 과자를 많이 주문한 건지 알겠어. 과자를 많이 먹고 살을 찌워야 생존이 가능할 것 같은 날씨다. 원래 추운 곳에 살지 않는 몬스터들이 모자를 쓰고 다니는 게 꽤나 귀엽다. 근데 주변에 주문한 과자가 보이질 않는 게 이미 몬스터들이 다 먹어버린 것 같다. 소울칼리버 조각을 먹은 몬스터와 마찬가지로, 소울 에그 과자를 먹은 몬스터를 쓰러뜨렸을 때 소울 에그가 나오지 않을까? 주황버섯과 슬라임들이 특히나 통통한 게 과자를 많이 먹은 게 아닐지 의심스러우니 잡아보자.",과자를 많이 먹으면 살이 쪄요,main,objective,1,killMonster/killMonster,OrangeMushroom/WinterSlime,50/200,item/item,6_000006/6_000007,1/1,quest_57_completed,60001_60002_60003/60001_60002,
58,바닥에 떨어진 모자,역시나 이미 소울 에그 과자를 먹어치운 몬스터들이 많이 보인다. 그런데 바닥에 몬스터들이 쓰고 있던 모자가 종종 떨어져 있었다. 모자 주인인 몬스터는 모자가 없으면 이곳에서 살 수 없을 텐데 말이야. 그러니까 함부로 모자를 버릴 리는 없고... 너무 추워서 모자를 버리고 따뜻한 곳으로 가기라도 한 걸까? 혹시나 소울 에그를 먹은 몬스터가 다른 곳으로 가버린 거라면 추적이 너무 어려워져서 큰일일 거야. 정확히 어떻게 된 일인지 모르겠으니 우선은 이 근방을 좀 더 조사해 보자.,따뜻한 남쪽으로?,main,objective,1,stageClear,60003,1,meso/essence,0/0,300000/1500,quest_58_completed,60003,
59,몬스터 납치 사건,"몬스터들의 모자가 다른 지역으로 넘어가는 경계도 아닌 이 추운 땅 한가운데에 떨어져 있는 경우가 많았다. 따뜻한 지역으로 이사 간 거라면 모자를 경계 지역에서 버렸을 거니까 말이 안 된다. 모자 주인인 몬스터들은 모자가 없이 이렇게 추운 땅에서 오래 버틸 수 없을 거니까! 추운 땅 한가운데에서 자기 의지로 모자를 버렸을 리도 없고, 모자를 버리고 스스로의 힘으로 멀리 벗어날 수도 없었을 테니... 납치당한 게 아닐까?!?! 마침 엔젤릭버스터가 유력한 납치 용의자를 봤다고 한다. 모자 없는 몬스터를 등에 업고 가던 예티들을 봤다고 하는데, 왠지 믿음은 안 가지만 그래도 확인해보자.","유력 용의자, 예티",main,objective,1,killMonster,Model_WinterYetiandPEPE,200,meso/weaponScroll,0/0,320000/3400,quest_59_completed,60003_60004,
60,살찐 눈사람,"완전히 헛다리를 짚었다. 예티들은 그저 페페들과 사이가 좋을 뿐이었다. 페페들은 원래 추운 곳에 사니 모자는 당연히 필요 없고, 어휴. 다른 방도가 딱히 없으니 예티에게라도 뭔가 본 게 없는지 물어봐야겠어. 예티는 자신의 부탁을 들어주면 질문에 대답해준다고 한다. 예티의 친구인 눈사람이 과자를 많이 먹고 살이 쪘는데, 건강이 걱정되니 다이어트를 도와달라고 한다. 과자를 많이 먹고 살이 쪘다...? 누가 들어도 이건 소울 에그 과자를 잔뜩 먹은 게 틀림없다. 예티의 부탁도 들어줘서 질문에 대한 대답도 듣고, 소울도 회수할 수 있는 일석이조의 기회! 눈사람의 다이어트를 도와주고 오자.",소울 에그 과자 냠냠,main,objective,1,killBoss,Boss_GiantSnowman,1,diamond/item,0/6_000008,400/1,quest_60_completed,60005,
61,몬스터 납치범 찾기,"예티가 말했던 눈사람은 역시나 소울을 여럿 흡수하고 덩치가 커진 것이었다. 쓰러뜨리자 예티의 바람대로 소울 에그를 뱉어내며 덩치가 작아졌다. 절대 죽인 게 아니다! 예티에게 이 사실을 알리니 드디어 질문에 대답해주었다. 주변 몬스터가 어디 다른 곳으로 이동하는 걸 본 적이 있는지 물어봤는데, 누군가가 과자 먹는 몬스터들을 끌고 갔다고 한다. 누군지는 못 봤지만 어느 방향으로 갔는지는 알려주었다. 소울에 대해 뭔가를 눈치채고 소울 에그 과자를 먹은 몬스터를 납치한 것 같다. 소울의 힘을 악용하려는 나쁜 사람들일 수도 있으니 빨리 쫓아가 보자.",먹을 때 건드리는 건 선 넘었지,main,objective,1,stageClear,60006,1,diamond,0,300,quest_61_completed,60006,
62,병사 몬스터의 소속,"예티가 알려준 방향으로 가서 살펴보았지만, 납치범으로 보이는 사람들은 없었다. 그런데 이곳에 안 어울리는 몬스터가 있었다. 성곽 모양의 몬스터로, 병사인 것 같은데 여기에 지킬 게 뭐가 있다고 떠도는 걸까? 뭔가를 지키기보다는 순찰을 하는 것처럼 보이기도 하네. 어디에서 온 건지는 모르겠지만, 병사에 대한 건 왠지 병사가 가장 잘 알 것 같다. 마을의 경비병에게 물어보자.",어디서 왔니,main,objective,1,npc,guard,1,item,6_000002,10,quest_62_completed,,guard_2
63,신전에서 온 납치범,"경비병 가드릭에게 성곽 모양의 몬스터를 아는지 물어봤더니 잘 알고 있었다. 얼마 전에 신전의 신도들이 보안을 강화해야 한다며 병사들을 더 모집했다고 한다. 보수가 나쁘지 않아 지원했는데 어처구니없게도 그 성곽 모양의 몬스터들에게 자리를 빼앗겼다고 한다. 사람보다 몬스터가 입이 무겁다는 이유라는데 그런...가...? 아무튼, 그 몬스터들이 그 추운 곳까지 활동 영역을 넓힌 건 분명히 신전의 신도들이 그까지도 돌아다니기 때문일 것이다. 이 정도면 신도들이 몬스터 납치범인 게 확실해 보인다. 신전에서 무슨 짓을 벌이고 있는지 직접 가서 확인해봐야겠어. 가는 길에 주니어 발록이 많다고 하니 정리하면서 가자.",무슨 속셈일까,main,objective,1,killMonster,Winter Jr. Balrog,300,item/item,6_000002/3_000006,20/10,quest_63_completed,60007_60008,
64,신전 찾아 삼만리,"주니어 발록을 무찌르면서 계속 나아가는데 신전이 보이지를 않는다. 주변 풍경이 다 눈으로 덮여서 그런지 같은 곳을 맴도는 기분이라 앞으로 나아가고 있는 게 맞는지도 헷갈린다. 그치만 어쩌겠어. 계속 가야지, 뭐. 가다 보면 나올 거야. 출발~!",언제까지 걸어야 하는 거예요?,main,objective,1,stageClear,60009,2,item/item,3_000007/6_000003,1/5,quest_64_completed,60009,
65,설득이 안 된다면 힘으로,신전을 못 찾고 헤매고 있는데 웬 녀석이 말을 건다. 신도가 아니면 들여보내 줄 수 없다는 말만 반복하는 고집불통이다. 내 사정을 설명해도 통하질 않는다. 같은 길을 맴도는 기분이 들던 게 이 녀석의 방해인 것 같다. 무찌르면 신전으로 가는 길이 열리지 않을까? 설득이 안 된다면 힘으로라도 이겨서 들어가야겠어. 빨리 쫓아가자.,문 열어!,main,objective,1,killBoss,Boss_Seren,1,diamond/meso,0/0,600/800000,quest_65_completed,60010,
66,신전 조사,신전에 못 들어가게 방해하던 녀석을 없애니 아무리 걸어도 보이지 않던 신전이 바로 앞에 보였다. 신전에 들어갈 수 없게 환각으로 방해하고 있었나 보다. 신전에서 소울을 흡수한 몬스터들을 무슨 이유로 납치해 간 걸까? 소울에 대해 뭔가를 알고 있어서 그런 게 아닐지 불안하다. 왠지 예감이 좋지 않으니 서둘러 신전에 가서 무슨 일이 벌어지고 있는 건지 알아봐야겠어.,신도들의 작당 모의,main,objective,1,stageClear,70001,1,essence/item,0/6_000001,2000/5,quest_66_completed,70001,
67,삼엄한 경비,겨우 들어간 신전에서는 웬 사제 하나가 어떻게 얻은 건지는 몰라도 소울의 힘에 감탄하고 있었다. 신전에서 몬스터들을 납치했고 소울을 이용하려는 게 확실해졌다. 그래서 그 사제를 붙잡아 여러 가지를 질문했고 많은 정보를 얻을 수 있었다. 최근에 이 신전의 도서관에서 소울에 관한 고대 서적들을 발견했다고 한다. 이 서적들을 발견한 신도들은 소울이 신전의 부흥을 이끌 힘이라 믿었고 그렇게 소울 연구가 활성화되었다고 한다. 어쩌면 소울에 대해 나보다도 더 잘 알고 있을 수도 있겠어. 이 내용을 알려준 사제는 말단이라 소울을 흡수하면 강해진다는 정도만 알고 있었다. 납치한 몬스터들로 무슨 짓을 하고 있는지는 직접 도서관에 가서 확인해야 할 것 같아. 경비병들을 뚫고 나아가자!,도서관 하나에 경비가 수천,main,objective,1,killMonster/killMonster,Guardian of Memory/BIG Guardian of Memory,500/500,weaponScroll/item/item,0/3_000006/3_000007,7500/10/2,quest_67_completed,70002/70002_70003,
68,소울 연구의 중심지,"경비병들을 해치우고 기껏 도서관에 도착했는데 납치당한 몬스터들은 이미 보이지 않는다. 가는 길에 소울을 흡수한 신도들이 많이 보였던 걸 생각해보면, 몬스터들은 이미 신도들에게 당한 게 아닐까 싶다... 일단 도서관에 도달했으니 안에 뭐가 있는지 얼른 살펴보자.",도서관 탐색 작전,main,objective,1,stageClear,70003,1,diamond/item,0/3_000007,400/2,quest_68_completed,70003,
69,무르 7세의 노트 1페이지,"도서관에서 '무르 7세의 노트'의 1페이지를 주웠다. 그 내용은 다음과 같았다. ""소울 인챈터는 몬스터의 소울을 무기에 넣어 강화하고 수명을 다하는 일회성의 도구였다. 하지만 실패할 확률도 있었으며 한 무기에 하나의 몬스터 소울만 넣을 수 있어, 몬스터를 사냥하는 위험성에 비해 효과가 크지 않았다. 이러한 소울 인챈터의 단점을 극복한 도구를 발명해 소울 블렌더라는 이름을 붙였다."" 다음 페이지는 더 찾아봐야 할 것 같다. 소울 블렌더에 관한 내용을 찾게 될 줄이야. 이 정도의 자료가 도서관에 있던 것이라면, 신도들이 우리보다 오히려 소울에 대한 정보를 많이 알고 있을 것이다. 그 정보들로 무슨 짓을 꾸미고 있는지 확실히 알아야 한다. 고위 간부 신도들을 잡아보면 알 수 있을까?",소울 연구의 진짜 목적은?,main,objective,1,killMonster,Pontiff of Regret,100,item/meso,3_000007/0,1/1200000,quest_69_completed,70003_70004,
70,신전의 최종 병기,"고위 간부로 보이는 신관을 잡아다가 몬스터와 소울들에 관해 꼬치꼬치 캐물으려고 했다. 그런데 웬 멍청한 신관이 알아서 술술 불어서 일이 편하게 풀렸다. 추운 지역의 몬스터들이 심상치 않길래 다 모아서 죽여버렸더니 소울 에그가 무더기로 쏟아졌다고 한다. 소울들을 책에서만 본 귀한 존재로 여기는 걸 보면, 이전까지는 소울을 악용한 적이 없었나 보다. 지금은 이 소울들로 신전이 세상을 지배할 수 있도록 최종  병기를 만들고 있다고 한다. 이 신관... 소울을 악용하고 있지만, 너무 멍청해서 화도 안 나. 아무튼, 위험이 될 수 있으니 최종 병기를 박살 내고 오자!",멍청한 고위 간부의 정보 누설,main,objective,1,killBoss,Boss_Naricain,1,diamond/item,0/6_000002,300/10,quest_70_completed,70005,
71,정보전,신전의 최종 병기는 정말이지 무시무시하고 끔찍한 외형이었다. 미완성 상태일 때 빨리 없애버릴 수 있어서 다행이야. 소울에 대한 정보를 얼마나 많이 갖고 있길래 소울로 이런 것까지 만들 수 있었던 건지 상상도 안 간다. 소울들을 괴롭히는 이 신전을 어떻게든 막아야겠어! 지피지기면 백전백승! 신도들이 어떤 연구를 했고 소울에 대해 얼마나 아는지 파악해야겠다. 도서관을 좀 더 샅샅이 뒤져보자.,소울 괴롭히지 마라,main,objective,1,stageClear,70006,1,item,6_000004,1,quest_71_completed,70006,
72,무르 7세의 노트 2페이지,"도서관에서 '무르 7세의 노트' 2페이지를 주웠고 그 내용은 다음과 같다. ""소울 블렌더는 소울 인챈터와 달리 100%의 성공 확률에다가 영구적으로 사용할 수 있다는 장점이 있다. 또한, 한 무기에 여러 소울을 넣을 수도 있다. 그리고 가장 주목해야 할 가장 큰 차별점은 몬스터가 아닌 모험가의 소울을 사용한다는 것이다. 모험가의 소울은 무기의 성능을 더 확실하게 올려주며, 모험가의 유품에서 그 모험가의 소울을 추출하기 때문에 몬스터를 잡는 것보다 훨씬 안전하다. 이런 장점에도 불구하고, 죽은 모험가 영혼의 안식을 방해하는 것은 인격 모독이라며 사람들은 크게 반발했다. 그렇게 소울 블렌더 프로토타입은 폐기되었고 제작도 금지되었다."" 즉, 무기의 이 소울들은 사실 죽은 모험가였다는 충격적인 사실...! 소울들은 본인이 무기에서 태어난 소울이 아니라 모험가였었다는 것에 큰 혼란을 느끼는 것 같다. 이 일의 원흉인 대장장이의 만행에 분노하며 당장 찾아가자고 아우성이다. 일단 가서 대장장이에게도 이 사실을 알려주자...",과거의 모험가들,main,objective,1,npc,crafter,1,diamond/item/item,0/3_000006/3_000007,800/10/2,quest_72_completed,,crafter_3
73,소울 블렌더 사용 설명서,대장장이 스미티아에게 무르 7세의 노트 내용을 알려줬다. 스미티아는 소울 블렌더에 넣어서 무기로 바꾼 물건들이 단순한 잡동사니가 아니라 모험가의 유품이었고 무기의 소울들은 이미 죽은 모험가였다는 사실에 충격을 받았다. 본인도 모르는 새 본인 손으로 엄청난 악행을 저질러버렸다는 사실에 죄책감을 느끼는 것 같다. 스미티아는 앞으로는 절대 소울 블렌더로 무기를 더 만들지 않고 이미 흩어져버린 소울들을 구하는 데에만 쓰겠다고 약속했다. 소울들은 스미티아에게 책임지라며 원성이지만... 나 혼자 소울들을 모두 구하고 소울 블렌더까지 관리하는 건 무리니까 어쩔 수 없지. 소울 블렌더를 섣불리 사용하다가 혹여나 또 다른 실수를 하지 않게 정확한 사용 방법을 찾아야겠어. 도서관에는 눈에 띄는 자료가 더 안 보였으니까 더 높은 고위 간부 신도를 잡아보자.,올바른 사용을 위하여,main,objective,1,killMonster,Keeper of Darkness,300,meso/essence,0/0,2500000/4200,quest_73_completed,70007_70008,
74,무르 7세의 소울 블렌더 실험 결과,"정말로 고위 간부로 보이던 신도를 잡고 '무르 7세의 소울 블렌더 실험 결과' 문서를 얻었다. 그 내용은 다음과 같다. ""실험 A. 모험가 소울은 기억을 잃고 자신이 무기에서 태어난 것으로 인지함. 실험 B. 모험가가 가장 아끼던 물건을 소울 블렌더에 넣으면, 모험가가 주로 사용하던 무기로 변하며 그 모험가의 소울이 깃듦. 실험 C. 무기 2개를 소울 블렌더에 넣으면 합칠 수 있는데, 한 무기로 소울이 모두 이동하며 다른 무기는 소멸되는 원리임. 실험 D. 다른 종류의 무기를 소울 블렌더로 합치면 점차 불안정해지다가 파괴될 수 있으며, 그 과정에서 일부 소울이 조각날 수 있음."" 소울칼리버가 깨지고 캡틴같이 조각난 소울이 생겨날 수 있었다는 점이나 소울 블렌더가 왜 특정 물건에만 동작했는지 등 유용한 정보를 알 수 있었다. 대장장이에게 바로 알려주자.",사용 설명서 대신 이거라도,main,objective,1,npc,crafter,1,meso/item,0/6_000001,2700000/5,quest_74_completed,,crafter_4
75,소울 블렌더 현황 조사,"스미티아에게 '무르 7세의 소울 블렌더 실험 결과' 내용을 알려주다가 소울을 책에서만 봤다고 했던 신도의 말이 생각났다. 이런 정보들을 다 알고 있으면 소울 블렌더로 분명 소울을 마구잡이로 만들어 낼 녀석들인데... 소울 블렌더가 없는 게 아닐까? 소울 블렌더는 제작도 금지됐고 프로토타입마저 폐기됐다고 했었으니, 스미티아가 가진 소울 블렌더가 그 프로토타입인 것 같다. 이게 유일한 프로토타입이 맞는지, 그리고 신전에서 소울 블렌더 제작법을 모르는지 확인해야겠다. 소울들이 혼란을 느끼고 인생의 갈피를 못 잡는 중인데, 나와의 모험이 그나마 위로가 되면 좋겠어. 아무것도 모르고 흩어져서 힘들어할 다른 소울들을 모두 구하고 이런 일이 다시 안 생기도록 막는 걸 목표로 하자고 했다. 우선은 신전에 소울 블렌더가 정말로 없는지 확인하자.",소울들에게 동기 부여를...,main,objective,1,stageClear,70008,1,weaponScroll/item,0/3_000008,9000/1,quest_75_completed,70008,
76,꿩 대신 닭,"신전의 결정권자 정도는 돼 보이는 자를 붙잡아서 소울 블렌더를 갖고 있는지 물어봤다. 신전에서는 역시나 프로토타입도 못 찾고 제작법도 몰라서 헤매고 있었다. 그런데 비슷한 도구라도 만들어 보겠다며 모험가 복제기를 만들었다! 강한 모험가의 힘을 빌리고 싶어서 모험가의 영혼을 감지하고 실제로 모험가의 모습을 재현하는 도구를 만든 것이다. 이 도구는 현재 통제를 잃고 강한 모험가를 무작정 흉내 내 아무나 공격하는 폭주 상태로, 시그너스라는 자의 모습이라고 한다. 신전이 다 무너지기 전에 도구를 통제해달라고 도움을 청하네? 모험가 복제기를 완전히 고장 내서 연구를 모두 물거품으로 만들 기회야!",소울 블렌더 대신 모험가 복제기?,main,objective,1,stageClear,70010,1,meso/item/item,0/3_000007/3_000008,3400000/5/1,quest_76_completed,70010,
77,안전한 보관,소울을 흡수한 몬스터들이 저런 도구를 만드는 데에 쓰였으려나 싶다. 그나저나 시그너스를 복제하고 있던 모험가 복제기가 갑자기 나로 변할 줄은 몰랐다. 내가 그렇게 강해 보였나? 은근히 기분이 좋네. 모험가 복제기는 완전히 박살냈고 소울 블렌더가 신전에 없다는 것도 알았으니 스미티아에게 이 사실을 전해주자. 소울 블렌더가 저런 악랄한 녀석들에게 넘어가게 할 수는 없으니 잘 간수하라고 신신당부하자.,신전의 횡포 방지,main,objective,1,npc,crafter,1,diamond/item/item/item/essence,0/6_000004/6_000001/6_000002/0,1000/2/10/50/5000,quest_77_completed,,crafter_5
78,모험담이 궁금해,다이달 아저씨가 그동안의 내 모험담이 궁금하다며 부르신다. 어떤 모험을 하고 왔는지 실컷 자랑하고 오자.,그렇다면 들려드리는 게 인지상정,main,objective,1,npc,limitLand,1,meso/item,0/6_000002,4000000/10,quest_78_completed,,limitLand_3
