id,name,mergeLevel,grade,sellingPrice,buyingPrice,category,detailCategory,mergePercent,maxLevel,nextEquipment,effectSound,minLevel,mergeGroup,mergeId,maxStar,star,scale,ruid,ruid_pc_only,outglow
2_203005,Suit_Shield,5,epic_1,6400,0,armor,suit,100000,44,2_203006,,36,301,2_301001,4,1,1.5,thumbnail://b8913abcec79441fbb78298e4c05076f,,
2_203006,Suit_Shield,6,unique,102400,0,armor,suit,100000,52,2_203007,,44,301,2_301001,4,0,1.5,thumbnail://57f0920519954a5899867fe0e634ac0f,,
2_203007,Suit_Shield,7,unique_1,3276800,0,armor,suit,100000,60,2_203008,,52,301,2_301001,4,1,1.5,thumbnail://57f0920519954a5899867fe0e634ac0f,,
2_203008,Suit_Shield,8,unique_2,200,0,armor,suit,100000,68,2_203009,,60,302,2_302001,4,2,1.5,thumbnail://57f0920519954a5899867fe0e634ac0f,,
2_203009,Suit_Shield,9,legendary,800,0,armor,suit,100000,76,2_203010,,68,302,2_302001,4,0,1.5,thumbnail://b83f426ebf0b4c39a98da3df2488d90d,,
2_203010,Suit_Shield,10,legendary_1,6400,0,armor,suit,100000,84,2_203011,,76,302,2_302001,4,1,1.5,thumbnail://b83f426ebf0b4c39a98da3df2488d90d,,
2_203011,Suit_Shield,11,legendary_2,102400,0,armor,suit,100000,92,2_203012,,84,302,2_302001,4,2,1.5,thumbnail://b83f426ebf0b4c39a98da3df2488d90d,,
2_203012,Suit_Shield,12,legendary_3,3276800,0,armor,suit,100000,100,,,92,302,2_302001,4,3,1.5,thumbnail://b83f426ebf0b4c39a98da3df2488d90d,,
2_204001,Suit_Chicken,1,normal,102400,0,armor,suit,100000,10,2_204002,,1,205,2_205001,4,0,1.5,thumbnail://35897ffa46244d72933d85c43c81eda4,,
2_204002,Suit_Chicken,2,rare,3276800,0,armor,suit,100000,20,2_204003,,10,205,2_205001,4,0,1.5,thumbnail://8b798067b720470a90a6485730a08f54,,
2_204003,Suit_Chicken,3,rare_1,200,0,armor,suit,100000,28,2_204004,,20,301,2_301001,4,1,1.5,thumbnail://8b798067b720470a90a6485730a08f54,,
2_204004,Suit_Chicken,4,epic,800,0,armor,suit,100000,36,2_204005,,28,301,2_301001,4,0,1.5,thumbnail://fc7b2aa847564ecbbeaef918a562c63d,,
2_204005,Suit_Chicken,5,epic_1,6400,0,armor,suit,100000,44,2_204006,,36,301,2_301001,4,1,1.5,thumbnail://fc7b2aa847564ecbbeaef918a562c63d,,
2_204006,Suit_Chicken,6,unique,102400,0,armor,suit,100000,52,2_204007,,44,301,2_301001,4,0,1.5,thumbnail://d1289c2ec6e0451a9112aeb1e88d1b16,,
2_204007,Suit_Chicken,7,unique_1,3276800,0,armor,suit,100000,60,2_204008,,52,301,2_301001,4,1,1.5,thumbnail://d1289c2ec6e0451a9112aeb1e88d1b16,,
2_204008,Suit_Chicken,8,unique_2,200,0,armor,suit,100000,68,2_204009,,60,302,2_302001,4,2,1.5,thumbnail://d1289c2ec6e0451a9112aeb1e88d1b16,,
2_204009,Suit_Chicken,9,legendary,800,0,armor,suit,100000,76,2_204010,,68,302,2_302001,4,0,1.5,thumbnail://3ca752b0cfd645d1919eab37dbeff9be,,
2_204010,Suit_Chicken,10,legendary_1,6400,0,armor,suit,100000,84,2_204011,,76,302,2_302001,4,1,1.5,thumbnail://3ca752b0cfd645d1919eab37dbeff9be,,
2_204011,Suit_Chicken,11,legendary_2,102400,0,armor,suit,100000,92,2_204012,,84,302,2_302001,4,2,1.5,thumbnail://3ca752b0cfd645d1919eab37dbeff9be,,
2_204012,Suit_Chicken,12,legendary_3,3276800,0,armor,suit,100000,100,,,92,302,2_302001,4,3,1.5,thumbnail://3ca752b0cfd645d1919eab37dbeff9be,,
2_301001,Glove_Wing,1,normal,200,0,armor,glove,100000,10,2_301002,,1,303,2_303001,4,0,1.5,thumbnail://3bc1272d181d4bc999e56acdd71c1de5,,
2_301002,Glove_Wing,2,rare,800,0,armor,glove,100000,20,2_301003,,10,303,2_303001,4,0,1.5,thumbnail://cfba9949fe4045afa226c6fca69f03f4,,
2_301003,Glove_Wing,3,rare_1,6400,0,armor,glove,100000,28,2_301004,,20,303,2_303001,4,1,1.5,thumbnail://cfba9949fe4045afa226c6fca69f03f4,,
2_301004,Glove_Wing,4,epic,102400,0,armor,glove,100000,36,2_301005,,28,303,2_303001,4,0,1.5,thumbnail://f05a35544bb54e21bbfc2aec5167b898,,
2_301005,Glove_Wing,5,epic_1,3276800,0,armor,glove,100000,44,2_301006,,36,303,2_303001,4,1,1.5,thumbnail://f05a35544bb54e21bbfc2aec5167b898,,
2_301006,Glove_Wing,6,unique,200,0,armor,glove,100000,52,2_301007,,44,304,2_304001,4,0,1.5,thumbnail://d62f6ddb6bfd429d9080afdab5dbb691,,
2_301007,Glove_Wing,7,unique_1,800,0,armor,glove,100000,60,2_301008,,52,304,2_304001,4,1,1.5,thumbnail://d62f6ddb6bfd429d9080afdab5dbb691,,
2_301008,Glove_Wing,8,unique_2,6400,0,armor,glove,100000,68,2_301009,,60,304,2_304001,4,2,1.5,thumbnail://d62f6ddb6bfd429d9080afdab5dbb691,,
2_301009,Glove_Wing,9,legendary,102400,0,armor,glove,100000,76,2_301010,,68,304,2_304001,4,0,1.5,thumbnail://f898e326f6bf4d599303f69773e12e0a,,
2_301010,Glove_Wing,10,legendary_1,3276800,0,armor,glove,100000,84,2_301011,,76,304,2_304001,4,1,1.5,thumbnail://f898e326f6bf4d599303f69773e12e0a,,
2_301011,Glove_Wing,11,legendary_2,200,0,armor,glove,100000,92,2_301012,,84,305,2_305001,4,2,1.5,thumbnail://f898e326f6bf4d599303f69773e12e0a,,
2_301012,Glove_Wing,12,legendary_3,800,0,armor,glove,100000,100,,,92,305,2_305001,4,3,1.5,thumbnail://f898e326f6bf4d599303f69773e12e0a,,
2_302001,Glove_Boxer,1,normal,200,0,armor,glove,100000,10,2_302002,,1,303,2_303001,4,0,1.5,thumbnail://db1d59bfb4ce41eba98014159c7f67ea,,
2_302002,Glove_Boxer,2,rare,800,0,armor,glove,100000,20,2_302003,,10,303,2_303001,4,0,1.5,thumbnail://24c8cc2941a047fa9c3e9797c1f7dc82,,
2_302003,Glove_Boxer,3,rare_1,6400,0,armor,glove,100000,28,2_302004,,20,303,2_303001,4,1,1.5,thumbnail://24c8cc2941a047fa9c3e9797c1f7dc82,,
2_302004,Glove_Boxer,4,epic,102400,0,armor,glove,100000,36,2_302005,,28,303,2_303001,4,0,1.5,thumbnail://f5d83f8d4eb9415e9bcb1f2c4713edd5,,
2_302005,Glove_Boxer,5,epic_1,3276800,0,armor,glove,100000,44,2_302006,,36,303,2_303001,4,1,1.5,thumbnail://f5d83f8d4eb9415e9bcb1f2c4713edd5,,
2_302006,Glove_Boxer,6,unique,200,0,armor,glove,100000,52,2_302007,,44,304,2_304001,4,0,1.5,thumbnail://ba209507783d4663adeb8f4e180ed685,,
2_302007,Glove_Boxer,7,unique_1,800,0,armor,glove,100000,60,2_302008,,52,304,2_304001,4,1,1.5,thumbnail://ba209507783d4663adeb8f4e180ed685,,
2_302008,Glove_Boxer,8,unique_2,6400,0,armor,glove,100000,68,2_302009,,60,304,2_304001,4,2,1.5,thumbnail://ba209507783d4663adeb8f4e180ed685,,
2_302009,Glove_Boxer,9,legendary,102400,0,armor,glove,100000,76,2_302010,,68,304,2_304001,4,0,1.5,thumbnail://60ceb9ee59c94a2aadbc8c8a1358c42a,,
2_302010,Glove_Boxer,10,legendary_1,3276800,0,armor,glove,100000,84,2_302011,,76,304,2_304001,4,1,1.5,thumbnail://60ceb9ee59c94a2aadbc8c8a1358c42a,,
2_302011,Glove_Boxer,11,legendary_2,200,0,armor,glove,100000,92,2_302012,,84,305,2_305001,4,2,1.5,thumbnail://60ceb9ee59c94a2aadbc8c8a1358c42a,,
2_302012,Glove_Boxer,12,legendary_3,800,0,armor,glove,100000,100,,,92,305,2_305001,4,3,1.5,thumbnail://60ceb9ee59c94a2aadbc8c8a1358c42a,,
2_303001,Glove_Flame,1,normal,200,0,armor,glove,100000,10,2_303002,,1,303,2_303001,4,0,1.5,thumbnail://22fddc5050c449978681ac942b872f97,,
2_303002,Glove_Flame,2,rare,800,0,armor,glove,100000,20,2_303003,,10,303,2_303001,4,0,1.5,thumbnail://35f64f0d0ba740e2b329d70b780cd853,,
2_303003,Glove_Flame,3,rare_1,6400,0,armor,glove,100000,28,2_303004,,20,303,2_303001,4,1,1.5,thumbnail://35f64f0d0ba740e2b329d70b780cd853,,
2_303004,Glove_Flame,4,epic,102400,0,armor,glove,100000,36,2_303005,,28,303,2_303001,4,0,1.5,thumbnail://dbc6b5bdeea745358c8e3035987882ad,,
2_303005,Glove_Flame,5,epic_1,3276800,0,armor,glove,100000,44,2_303006,,36,303,2_303001,4,1,1.5,thumbnail://dbc6b5bdeea745358c8e3035987882ad,,
2_303006,Glove_Flame,6,unique,200,0,armor,glove,100000,52,2_303007,,44,304,2_304001,4,0,1.5,thumbnail://a2b4efc32e744e0fb544754ef7b08125,,
2_303007,Glove_Flame,7,unique_1,800,0,armor,glove,100000,60,2_303008,,52,304,2_304001,4,1,1.5,thumbnail://a2b4efc32e744e0fb544754ef7b08125,,
2_303008,Glove_Flame,8,unique_2,6400,0,armor,glove,100000,68,2_303009,,60,304,2_304001,4,2,1.5,thumbnail://a2b4efc32e744e0fb544754ef7b08125,,
2_303009,Glove_Flame,9,legendary,102400,0,armor,glove,100000,76,2_303010,,68,304,2_304001,4,0,1.5,thumbnail://c31eb5bc95dc4af08526f2fd56bd2246,,
2_303010,Glove_Flame,10,legendary_1,3276800,0,armor,glove,100000,84,2_303011,,76,304,2_304001,4,1,1.5,thumbnail://c31eb5bc95dc4af08526f2fd56bd2246,,
2_303011,Glove_Flame,11,legendary_2,200,0,armor,glove,100000,92,2_303012,,84,305,2_305001,4,2,1.5,thumbnail://c31eb5bc95dc4af08526f2fd56bd2246,,
2_303012,Glove_Flame,12,legendary_3,800,0,armor,glove,100000,100,,,92,305,2_305001,4,3,1.5,thumbnail://c31eb5bc95dc4af08526f2fd56bd2246,,
2_304001,Glove_Weapon,1,normal,200,0,armor,glove,100000,10,2_304002,,1,303,2_303001,4,0,1.5,thumbnail://28f6ef23777d460a99bcee73a8120253,,
2_304002,Glove_Weapon,2,rare,800,0,armor,glove,100000,20,2_304003,,10,303,2_303001,4,0,1.5,thumbnail://29776f38e9a44190bbf34387d46631bc,,
2_304003,Glove_Weapon,3,rare_1,6400,0,armor,glove,100000,28,2_304004,,20,303,2_303001,4,1,1.5,thumbnail://29776f38e9a44190bbf34387d46631bc,,
2_304004,Glove_Weapon,4,epic,102400,0,armor,glove,100000,36,2_304005,,28,303,2_303001,4,0,1.5,thumbnail://a5e88b145ae440c8ae6bcc725632e5ac,,
2_304005,Glove_Weapon,5,epic_1,3276800,0,armor,glove,100000,44,2_304006,,36,303,2_303001,4,1,1.5,thumbnail://a5e88b145ae440c8ae6bcc725632e5ac,,
2_304006,Glove_Weapon,6,unique,200,0,armor,glove,100000,52,2_304007,,44,304,2_304001,4,0,1.5,thumbnail://aa11149529b441c5a86a86e5b0f76405,,
2_304007,Glove_Weapon,7,unique_1,800,0,armor,glove,100000,60,2_304008,,52,304,2_304001,4,1,1.5,thumbnail://aa11149529b441c5a86a86e5b0f76405,,
2_304008,Glove_Weapon,8,unique_2,6400,0,armor,glove,100000,68,2_304009,,60,304,2_304001,4,2,1.5,thumbnail://aa11149529b441c5a86a86e5b0f76405,,
2_304009,Glove_Weapon,9,legendary,102400,0,armor,glove,100000,76,2_304010,,68,304,2_304001,4,0,1.5,thumbnail://5e13be23827b4bb9af354880527f22e8,,
2_304010,Glove_Weapon,10,legendary_1,3276800,0,armor,glove,100000,84,2_304011,,76,304,2_304001,4,1,1.5,thumbnail://5e13be23827b4bb9af354880527f22e8,,
2_304011,Glove_Weapon,11,legendary_2,200,0,armor,glove,100000,92,2_304012,,84,305,2_305001,4,2,1.5,thumbnail://5e13be23827b4bb9af354880527f22e8,,
2_304012,Glove_Weapon,12,legendary_3,800,0,armor,glove,100000,100,,,92,305,2_305001,4,3,1.5,thumbnail://5e13be23827b4bb9af354880527f22e8,,
2_401001,Shoes_Roller,1,normal,6400,0,armor,shoes,100000,10,2_401002,,1,305,2_305001,4,0,1.5,thumbnail://9981c833d0ac4d2c96bbd804e8499fc6,,
2_401002,Shoes_Roller,2,rare,102400,0,armor,shoes,100000,20,2_401003,,10,305,2_305001,4,0,1.5,thumbnail://2f3d869ae01647c3bec065f6f62fbdc3,,
2_401003,Shoes_Roller,3,rare_1,3276800,0,armor,shoes,100000,28,2_401004,,20,305,2_305001,4,1,1.5,thumbnail://2f3d869ae01647c3bec065f6f62fbdc3,,
2_401004,Shoes_Roller,4,epic,200,0,armor,shoes,100000,36,2_401005,,28,401,2_401001,4,0,1.5,thumbnail://9ee6f62d20a04a93b89299fe31c388d5,,
2_401005,Shoes_Roller,5,epic_1,800,0,armor,shoes,100000,44,2_401006,,36,401,2_401001,4,1,1.5,thumbnail://9ee6f62d20a04a93b89299fe31c388d5,,
2_401006,Shoes_Roller,6,unique,6400,0,armor,shoes,100000,52,2_401007,,44,401,2_401001,4,0,1.5,thumbnail://84b30b9223714b4cb559db1ddecba25b,,
2_401007,Shoes_Roller,7,unique_1,102400,0,armor,shoes,100000,60,2_401008,,52,401,2_401001,4,1,1.5,thumbnail://84b30b9223714b4cb559db1ddecba25b,,
2_401008,Shoes_Roller,8,unique_2,3276800,0,armor,shoes,100000,68,2_401009,,60,401,2_401001,4,2,1.5,thumbnail://84b30b9223714b4cb559db1ddecba25b,,
2_401009,Shoes_Roller,9,legendary,200,0,armor,shoes,100000,76,2_401010,,68,402,2_402001,4,0,1.5,thumbnail://532eb452b61d490c8d6368d081cd039d,,
2_401010,Shoes_Roller,10,legendary_1,800,0,armor,shoes,100000,84,2_401011,,76,402,2_402001,4,1,1.5,thumbnail://532eb452b61d490c8d6368d081cd039d,,
2_401011,Shoes_Roller,11,legendary_2,6400,0,armor,shoes,100000,92,2_401012,,84,402,2_402001,4,2,1.5,thumbnail://532eb452b61d490c8d6368d081cd039d,,
2_401012,Shoes_Roller,12,legendary_3,102400,0,armor,shoes,100000,100,,,92,402,2_402001,4,3,1.5,thumbnail://532eb452b61d490c8d6368d081cd039d,,
2_402001,Shoes_Bomb,1,normal,6400,0,armor,shoes,100000,10,2_402002,,1,305,2_305001,4,0,1.5,thumbnail://a7a5fe5975594a88b69babc9e22bc433,,
2_402002,Shoes_Bomb,2,rare,102400,0,armor,shoes,100000,20,2_402003,,10,305,2_305001,4,0,1.5,thumbnail://64862025b23a4808a01f1170b6119105,,
2_402003,Shoes_Bomb,3,rare_1,3276800,0,armor,shoes,100000,28,2_402004,,20,305,2_305001,4,1,1.5,thumbnail://64862025b23a4808a01f1170b6119105,,
2_402004,Shoes_Bomb,4,epic,200,0,armor,shoes,100000,36,2_402005,,28,401,2_401001,4,0,1.5,thumbnail://781b4e4303a04c3b99562e7fae405c71,,
2_402005,Shoes_Bomb,5,epic_1,800,0,armor,shoes,100000,44,2_402006,,36,401,2_401001,4,1,1.5,thumbnail://781b4e4303a04c3b99562e7fae405c71,,
2_402006,Shoes_Bomb,6,unique,6400,0,armor,shoes,100000,52,2_402007,,44,401,2_401001,4,0,1.5,thumbnail://468a200134a543adbc8c053504941c4d,,
2_402007,Shoes_Bomb,7,unique_1,102400,0,armor,shoes,100000,60,2_402008,,52,401,2_401001,4,1,1.5,thumbnail://468a200134a543adbc8c053504941c4d,,
2_402008,Shoes_Bomb,8,unique_2,3276800,0,armor,shoes,100000,68,2_402009,,60,401,2_401001,4,2,1.5,thumbnail://468a200134a543adbc8c053504941c4d,,
2_402009,Shoes_Bomb,9,legendary,200,0,armor,shoes,100000,76,2_402010,,68,402,2_402001,4,0,1.5,thumbnail://90e61e1d47534193ba98efee14a08bcc,,
2_402010,Shoes_Bomb,10,legendary_1,800,0,armor,shoes,100000,84,2_402011,,76,402,2_402001,4,1,1.5,thumbnail://90e61e1d47534193ba98efee14a08bcc,,
2_402011,Shoes_Bomb,11,legendary_2,6400,0,armor,shoes,100000,92,2_402012,,84,402,2_402001,4,2,1.5,thumbnail://90e61e1d47534193ba98efee14a08bcc,,
2_402012,Shoes_Bomb,12,legendary_3,102400,0,armor,shoes,100000,100,,,92,402,2_402001,4,3,1.5,thumbnail://90e61e1d47534193ba98efee14a08bcc,,
2_403001,Shoes_Football,1,normal,6400,0,armor,shoes,100000,10,2_403002,,1,305,2_305001,4,0,1.5,thumbnail://5202ca6410df452c890e5a108084b438,,
2_403002,Shoes_Football,2,rare,102400,0,armor,shoes,100000,20,2_403003,,10,305,2_305001,4,0,1.5,thumbnail://673960046323454c9ec97db94d36b65c,,
2_403003,Shoes_Football,3,rare_1,3276800,0,armor,shoes,100000,28,2_403004,,20,305,2_305001,4,1,1.5,thumbnail://673960046323454c9ec97db94d36b65c,,
2_403004,Shoes_Football,4,epic,200,0,armor,shoes,100000,36,2_403005,,28,401,2_401001,4,0,1.5,thumbnail://7244233103e94f8a97f4a3331d45fcd5,,
2_403005,Shoes_Football,5,epic_1,800,0,armor,shoes,100000,44,2_403006,,36,401,2_401001,4,1,1.5,thumbnail://7244233103e94f8a97f4a3331d45fcd5,,
2_403006,Shoes_Football,6,unique,6400,0,armor,shoes,100000,52,2_403007,,44,401,2_401001,4,0,1.5,thumbnail://f10fdc67b9ba4b9880550e3b233f72fb,,
2_403007,Shoes_Football,7,unique_1,102400,0,armor,shoes,100000,60,2_403008,,52,401,2_401001,4,1,1.5,thumbnail://f10fdc67b9ba4b9880550e3b233f72fb,,
2_403008,Shoes_Football,8,unique_2,3276800,0,armor,shoes,100000,68,2_403009,,60,401,2_401001,4,2,1.5,thumbnail://f10fdc67b9ba4b9880550e3b233f72fb,,
2_403009,Shoes_Football,9,legendary,200,0,armor,shoes,100000,76,2_403010,,68,402,2_402001,4,0,1.5,thumbnail://35f40fc4597d425b98bede00b7f9a87f,,
2_403010,Shoes_Football,10,legendary_1,800,0,armor,shoes,100000,84,2_403011,,76,402,2_402001,4,1,1.5,thumbnail://35f40fc4597d425b98bede00b7f9a87f,,
2_403011,Shoes_Football,11,legendary_2,6400,0,armor,shoes,100000,92,2_403012,,84,402,2_402001,4,2,1.5,thumbnail://35f40fc4597d425b98bede00b7f9a87f,,
2_403012,Shoes_Football,12,legendary_3,102400,0,armor,shoes,100000,100,,,92,402,2_402001,4,3,1.5,thumbnail://35f40fc4597d425b98bede00b7f9a87f,,
2_404001,Shoes_Slime,1,normal,6400,0,armor,shoes,100000,10,2_404002,,1,305,2_305001,4,0,1.5,thumbnail://ca7f7822742f40abba4368cde7d791f1,,
2_404002,Shoes_Slime,2,rare,102400,0,armor,shoes,100000,20,2_404003,,10,305,2_305001,4,0,1.5,thumbnail://a2cfc9e4ab824234901e58bb2ec97974,,
2_404003,Shoes_Slime,3,rare_1,3276800,0,armor,shoes,100000,28,2_404004,,20,305,2_305001,4,1,1.5,thumbnail://a2cfc9e4ab824234901e58bb2ec97974,,
2_404004,Shoes_Slime,4,epic,200,0,armor,shoes,100000,36,2_404005,,28,401,2_401001,4,0,1.5,thumbnail://1888a262bc4f4d0698bf14a62687a362,,
2_404005,Shoes_Slime,5,epic_1,800,0,armor,shoes,100000,44,2_404006,,36,401,2_401001,4,1,1.5,thumbnail://1888a262bc4f4d0698bf14a62687a362,,
2_404006,Shoes_Slime,6,unique,6400,0,armor,shoes,100000,52,2_404007,,44,401,2_401001,4,0,1.5,thumbnail://7b05accc1c604aee83c26cab8f2388fb,,
2_404007,Shoes_Slime,7,unique_1,102400,0,armor,shoes,100000,60,2_404008,,52,401,2_401001,4,1,1.5,thumbnail://7b05accc1c604aee83c26cab8f2388fb,,
2_404008,Shoes_Slime,8,unique_2,3276800,0,armor,shoes,100000,68,2_404009,,60,401,2_401001,4,2,1.5,thumbnail://7b05accc1c604aee83c26cab8f2388fb,,
2_404009,Shoes_Slime,9,legendary,200,0,armor,shoes,100000,76,2_404010,,68,402,2_402001,4,0,1.5,thumbnail://689c51b94149417ab826ca9f5ac03419,,
2_404010,Shoes_Slime,10,legendary_1,800,0,armor,shoes,100000,84,2_404011,,76,402,2_402001,4,1,1.5,thumbnail://689c51b94149417ab826ca9f5ac03419,,
2_404011,Shoes_Slime,11,legendary_2,6400,0,armor,shoes,100000,92,2_404012,,84,402,2_402001,4,2,1.5,thumbnail://689c51b94149417ab826ca9f5ac03419,,
2_404012,Shoes_Slime,12,legendary_3,102400,0,armor,shoes,100000,100,,,92,402,2_402001,4,3,1.5,thumbnail://689c51b94149417ab826ca9f5ac03419,,
