id,name,grade,description,sellingPrice,buyingPrice,option,category,minLevel,offsetX,offsetY,scale,ruid,outglow,fixedItem,notNoticeUse,expireDate
5_000176,무지개 봉봉 대미지 스킨,normal,"장착 시, 무지개 봉봉 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,0fcecccd115741a8acb759b3138d46e1,,,0,
5_000177,눈 꽃송이 대미지 스킨,normal,"장착 시, 눈 꽃송이 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,103d5b6f2ea2416bb18b16ac12d74fdb,,,0,
5_000178,먹구름 대미지 스킨,normal,"장착 시, 먹구름 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,108c42206a324a479cba267a3b400998,,,0,
5_000179,핑크빈 대미지 스킨,normal,"장착 시, 핑크빈 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,11bb2c3085d4427c96d9c41678442d94,,,0,
5_000180,달콤한 전통 한과 대미지 스킨,normal,"장착 시, 달콤한 전통 한과 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,129a752c70c049afb06da4edc8498e11,,,0,
5_000181,이볼빙 대미지 스킨,normal,"장착 시, 이볼빙 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,12bd2ee5787c46b48becd483a478cb81,,,0,
5_000182,크로우 대미지 스킨,normal,"장착 시, 크로우 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,13528d0e6a2e48b6b713e3cb7a02efba,,,0,
5_000183,도토리 대미지 스킨,normal,"장착 시, 도토리 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,139a2a57d2df4512ae49b2344cea25cf,,,0,
5_000184,천공의 대미지 스킨,normal,"장착 시, 천공의 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,14ccacdf4b574c45aed0b1bd3f57d696,,,0,
5_000185,레헬른 대미지 스킨,normal,"장착 시, 레헬른 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,151953323b764738810e9637614bc067,,,0,
5_000186,스네이크 대미지 스킨,normal,"장착 시, 스네이크 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,1732334b67d1467d82c2856f099d0d51,,,0,
5_000187,라떼 대미지 스킨,normal,"장착 시, 라떼 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,184c2ee5ae544b83b83dbcd9ea354501,,,0,
5_000188,고스트 대미지 스킨,normal,"장착 시, 고스트 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,1918b79d2dfa40bdba42249a1b269492,,,0,
5_000189,곰돌이 대미지 스킨,normal,"장착 시, 곰돌이 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,1948b9a57e364be7b165b7cad001ecea,,,0,
5_000190,눈꽃 나무 대미지 스킨,normal,"장착 시, 눈꽃 나무 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,196477d163e54761a1ee6cf20d36c1a7,,,0,
5_000191,살랑살랑 봄바람 대미지 스킨,normal,"장착 시, 살랑살랑 봄바람 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,1afd6761480247da86a826e60cc2277e,,,0,
5_000192,디지털라이즈 대미지 스킨,normal,"장착 시, 디지털라이즈 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,1b0b3714b149413085aafc7f94bae3e6,,,0,
5_000193,클럽 헤네시스 대미지 스킨,normal,"장착 시, 클럽 헤네시스 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,1c133a150ddd4d0b9015d9704f5ea8cc,,,0,
5_000194,양 대미지 스킨,normal,"장착 시, 양 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,2054dfb65c8444f9a3baa08dcdd65d39,,,0,
5_000195,퍼플 대미지 스킨,normal,"장착 시, 퍼플 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,21ee33bcde4d4812b3dd58b72bd7dbec,,,0,
5_000196,헤네시스 대미지 스킨,normal,"장착 시, 헤네시스 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,22785fd9d18c4476a41ffce07a5c40db,,,0,
5_000197,마시멜로 대미지 스킨,normal,"장착 시, 마시멜로 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,2289b7daa9c446f3ae27e25f836d2701,,,0,
5_000198,무르무르 대미지 스킨,normal,"장착 시, 무르무르 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,22fe702fc5674107b7f4655c4dee62d4,,,0,
5_000199,송편 대미지 스킨,normal,"장착 시, 송편 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,2389213f1d1b4d1fb8824ee8f373aa0e,,,0,
5_000200,빛과 어둠 대미지 스킨,normal,"장착 시, 빛과 어둠 대미지 스킨이 적용됩니다.",0,0,,decoration,0,-16,-16,0,23db696d16cb43c7bb75bf6e28bc0d39,,,0,
6_000001,균열 무료 입장권,normal,"입장권을 소모하여 균열을 1회 이용할 수 있습니다. (※ 사용 시, 바로 균열로 입장합니다. ※)",0,0,,consume,0,-16,-16,0,9e0e6685a92f4ec4ae8cb34242d8aff7,,,0,
6_000002,계정 경험치 2배 쿠폰,normal,"사용 후, 스테이지를 클리어하면 계정 경험치를 2배로 획득합니다.",0,0,,consume,0,-16,-16,0,066dd174c9b6470ca1f7d974333f8495,,,0,
6_000003,펫 1회 소환권,rare,사용 시 펫을 1회 소환합니다. \n각 확률에 따라 B/A/S 등급의 펫(1레벨)을 획득할 수 있습니다.\n펫 소환권에서 획득 가능한 펫 목록 및 확률은 <color=#7DE9FC>상점 > 확률 정보</color>에서 확인할 수 있습니다.,0,0,,consume,0,-16,-16,0,41f95960a43b4c88bbfaa375cceb5034,,,0,
6_000004,펫 11회 소환권,epic,사용 시 펫을 11회 소환합니다.\n각 확률에 따라 B/A/S 등급의 펫(1레벨)을 획득할 수 있습니다.\n펫 소환권에서 획득 가능한 펫 목록 및 확률은 <color=#7DE9FC>상점 > 확률 정보</color>에서 확인할 수 있습니다.,0,0,,consume,0,-16,-16,0,09fdff0fb518468fac5ca3d8ea1e00c8,,,0,
6_000005,방어구 최대 보유 슬롯 확장권 (10칸),normal,"사용 시, 방어구 최대 보유 슬롯을 10칸 확장합니다.",0,0,,consume,0,-16,-16,0,14964158179247baa036f056722bee13,,,1,
6_000006,펫 최대 보유 슬롯 확장권 (10칸),normal,"사용 시, 펫 최대 보유 슬롯을 10칸 확장합니다.",0,0,,consume,0,-16,-16,0,0f10fa6bb2b84720951c121234b1e58d,,,1,
6_000007,소모품 최대 보유 슬롯 확장권 (10칸),normal,"사용 시, 소모품 최대 보유 슬롯을 10칸 확장합니다.",0,0,,consume,0,-16,-16,0,2e693b14bc5c456dbfe8e9922207bb05,,,1,
6_000008,기타 아이템 최대 보유 슬롯 확장권 (10칸),normal,"사용 시, 기타 아이템 최대 보유 슬롯을 10칸 확장합니다.",0,0,,consume,0,-16,-16,0,16013f9ff1824eabbb3b5fc87e7b6394,,,1,
6_000009,무기 최대 보유 슬롯 확장권 (10칸),normal,"사용 시, 무기 최대 보유 슬롯을 10칸 확장합니다.",0,0,,consume,0,-16,-16,0,0f171b60e38a4854b40a9a83b1bef165,,,1,
6_000010,한계의 땅 1위 보상 상자,legendary,"사용 시 아래 아이템을 획득합니다. \n\n- 검은 사슬 대미지 스킨\n- 검은 마법사 명찰\n- 검은 마법사 말풍선\n- 에너지 스톤 100개\n- 다이아 5,000개",0,0,,consume,0,-16,-16,0,cf8b9b2806a24081aa6ca9f8d3839d26,,3,0,
6_000011,한계의 땅 2위 보상 상자,unique,"사용 시 아래 아이템을 획득합니다. \n\n- V 대미지 스킨\n- V 명찰\n- V 말풍선\n- 다이아 2,500개",0,0,,consume,0,-16,-16,0,eb7f2e475ac34aa597e08dcc508cc4c1,,4,0,
6_000012,한계의 땅 3위 보상 상자,epic,"사용 시 아래 아이템을 획득합니다. \n\n- 어드벤처 대미지 스킨\n- 어드벤처 명찰\n- 어드벤처 말풍선\n- 다이아 1,500개",0,0,,consume,0,-16,-16,0,f3016accb3d04988b77af201678eac6a,,5,0,
6_000013,일반 대미지 스킨 소환 상자,normal, * 사용 시 각 확률에 따라 아래 구성품 중 1종을 획득합니다.,0,0,,consume,0,-16,-16,0,0132628beef94e01832f05fa5a3df1e5,,,0,
6_000014,일반 말풍선 소환 상자,normal, * 사용 시 각 확률에 따라 아래 구성품 중 1종을 획득합니다.,0,0,,consume,0,-16,-16,0,33ec80fc486e441b973da39f067fc66c,,,0,
6_000015,일반 명찰 소환 상자,normal, * 사용 시 각 확률에 따라 아래 구성품 중 1종을 획득합니다.,0,0,,consume,0,-16,-16,0,5fdb2288c00241da855370150efb5775,,,0,
6_000016,소울 더스트 주머니,rare,사용 시 동일 확률에 따라 소울 목록의 소울 더스트를 10 ~ 50개 획득할 수 있습니다.\n등장하는 소울 더스트의 종류는 고정되지 않습니다. ,0,0,,consume,0,-16,-16,0,1cd621fd3bcb409286501d3daf46b4ba,,,0,
6_000017,많은 소울 더스트 주머니,epic,사용 시 동일 확률에 따라 소울 목록의 소울 더스트를 250 ~ 350개 획득할 수 있습니다.\n등장하는 소울 더스트의 종류는 고정되지 않습니다. ,0,0,,consume,0,-16,-16,0,851f005a882341969cc7b5f91dda7078,,,0,
6_000018,하급 소울 피스 주머니,rare,사용 시 동일 확률에 따라 소울 목록 중 한 종류의 소울 피스를 획득할 수 있습니다. ,0,0,,consume,0,0,0,0,28d3e4f83d664a2680e1456485897de5,,,1,
6_000019,중급 소울 피스 주머니,epic,사용 시 동일 확률에 따라 소울 목록 중 한 종류의 소울 피스를 5개 획득할 수 있습니다. ,0,0,,consume,0,0,0,0,47d5b570a860458fb47fba17cd6b1115,,,1,
6_000020,고급 소울 피스 주머니,unique,사용 시 동일 확률에 따라 소울 목록 중 한 종류의 소울 피스를 10개 획득할 수 있습니다. ,0,0,,consume,0,0,0,0,53f5a00f8a08457999760f8e4674d560,,,1,
6_000021,소울 에그 꾸러미,normal,사용 시 소울 에그 (Lv. 6 ~ 10)를 10개 획득합니다. \n획득한 소울 에그 부화 시 각 확률에 따라 정해진 등급의 무기를 획득할 수 있습니다.\n소울 에그에서 등장하는 무기 목록 및 확률은 <color=#7DE9FC>상점 > 확률 정보</color>에서 확인할 수 있습니다.,0,0,,consume,0,0,0,0,1feda5ebbb3a4190a7fb5312378af11f,,3_000002,0,
6_000022,소울 에그 꾸러미 1,normal,사용 시 소울 에그 (Lv. 11 ~ 15)를 10개 획득합니다. \n획득한 소울 에그 부화 시 각 확률에 따라 정해진 등급의 무기를 획득할 수 있습니다.\n소울 에그에서 등장하는 무기 목록 및 확률은 <color=#7DE9FC>상점 > 확률 정보</color>에서 확인할 수 있습니다.,0,0,,consume,0,0,0,0,01b1d34d229c4635b4b03ee4acfa4d97,,3_000003,0,
6_000023,소울 에그 꾸러미 2,rare,사용 시 소울 에그 (Lv. 16 ~ 20)를 10개 획득합니다. \n획득한 소울 에그 부화 시 각 확률에 따라 정해진 등급의 무기를 획득할 수 있습니다.\n소울 에그에서 등장하는 무기 목록 및 확률은 <color=#7DE9FC>상점 > 확률 정보</color>에서 확인할 수 있습니다.,0,0,,consume,0,0,0,0,6e435003346c49efaa37f1a468e7bb2d,,3_000004,0,
6_000024,소울 에그 꾸러미 3,rare,사용 시 소울 에그 (Lv. 21 ~ 25)를 10개 획득합니다. \n획득한 소울 에그 부화 시 각 확률에 따라 정해진 등급의 무기를 획득할 수 있습니다.\n소울 에그에서 등장하는 무기 목록 및 확률은 <color=#7DE9FC>상점 > 확률 정보</color>에서 확인할 수 있습니다.,0,0,,consume,0,0,0,0,c04dd5e720b841e48caf557172c3beef,,3_000005,0,
6_000025,소울 에그 꾸러미 4,epic,사용 시 소울 에그 (Lv. 26 ~ 30)를 10개 획득합니다. \n획득한 소울 에그 부화 시 각 확률에 따라 정해진 등급의 무기를 획득할 수 있습니다.\n소울 에그에서 등장하는 무기 목록 및 확률은 <color=#7DE9FC>상점 > 확률 정보</color>에서 확인할 수 있습니다.,0,0,,consume,0,0,0,0,a75e25bca6d645db82afff0d0ec8b2a9,,3_000006,0,
6_000026,소울 에그 꾸러미 5,epic,사용 시 소울 에그 (Lv. 31 ~ 35)를 10개 획득합니다. \n획득한 소울 에그 부화 시 각 확률에 따라 정해진 등급의 무기를 획득할 수 있습니다.\n소울 에그에서 등장하는 무기 목록 및 확률은 <color=#7DE9FC>상점 > 확률 정보</color>에서 확인할 수 있습니다.,0,0,,consume,0,0,0,0,15c55c51e85e4d4cad0954d2e91ca226,,3_000007,0,
6_000027,소울 에그 꾸러미 6,unique,사용 시 소울 에그 (Lv. 36 ~ 40)를 10개 획득합니다. \n획득한 소울 에그 부화 시 각 확률에 따라 정해진 등급의 무기를 획득할 수 있습니다.\n소울 에그에서 등장하는 무기 목록 및 확률은 <color=#7DE9FC>상점 > 확률 정보</color>에서 확인할 수 있습니다.,0,0,,consume,0,0,0,0,63f1afd9e4664f51870787effe28c92e,,3_000008,0,
6_000028,한계의 땅 주간 돌파 보상 (5 웨이브),normal,"한계의 땅 5 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n20 다이아와 계정 경험치 2배 쿠폰 1장이 들어있습니다.",0,0,,consume,0,-16,-16,0,067d97e8224f4e49bdcebc3dbd0570a2,,43,0,
6_000029,한계의 땅 주간 돌파 보상 (10 웨이브),normal,"한계의 땅 10 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n20 다이아와 계정 경험치 2배 쿠폰 1장이 들어있습니다.",0,0,,consume,0,-16,-16,0,067d97e8224f4e49bdcebc3dbd0570a2,,44,0,
6_000030,한계의 땅 주간 돌파 보상 (15 웨이브),normal,"한계의 땅 15 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n50 다이아와 계정 경험치 2배 쿠폰 1장이 들어있습니다.",0,0,,consume,0,-16,-16,0,067d97e8224f4e49bdcebc3dbd0570a2,,45,0,
6_000031,한계의 땅 주간 돌파 보상 (20 웨이브),normal,"한계의 땅 20 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n50 다이아와 계정 경험치 2배 쿠폰 1장이 들어있습니다.",0,0,,consume,0,-16,-16,0,067d97e8224f4e49bdcebc3dbd0570a2,,46,0,
6_000032,한계의 땅 주간 돌파 보상 (25 웨이브),rare,"한계의 땅 25 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n80 다이아와 계정 경험치 2배 쿠폰 1장이 들어있습니다.",0,0,,consume,0,-16,-16,0,78155de19af843759bbb42cbefebc6fd,,47,0,
6_000033,한계의 땅 주간 돌파 보상 (30 웨이브),rare,"한계의 땅 30 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n80 다이아와 계정 경험치 2배 쿠폰 2장이 들어있습니다.",0,0,,consume,0,-16,-16,0,78155de19af843759bbb42cbefebc6fd,,48,0,
6_000034,한계의 땅 주간 돌파 보상 (35 웨이브),rare,"한계의 땅 35 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n100 다이아와 계정 경험치 2배 쿠폰 2장이 들어있습니다.",0,0,,consume,0,-16,-16,0,78155de19af843759bbb42cbefebc6fd,,49,0,
6_000035,한계의 땅 주간 돌파 보상 (40 웨이브),rare,"한계의 땅 40 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n100 다이아와 계정 경험치 2배 쿠폰 2장이 들어있습니다.",0,0,,consume,0,-16,-16,0,78155de19af843759bbb42cbefebc6fd,,50,0,
6_000036,한계의 땅 주간 돌파 보상 (45 웨이브),rare,"한계의 땅 45 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n100 다이아와 계정 경험치 2배 쿠폰 2장이 들어있습니다.",0,0,,consume,0,-16,-16,0,78155de19af843759bbb42cbefebc6fd,,51,0,
6_000037,한계의 땅 주간 돌파 보상 (50 웨이브),rare,"한계의 땅 50 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n100 다이아와 계정 경험치 2배 쿠폰 3장이 들어있습니다.",0,0,,consume,0,-16,-16,0,78155de19af843759bbb42cbefebc6fd,,52,0,
6_000038,한계의 땅 주간 돌파 보상 (55 웨이브),epic,"한계의 땅 55 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n150 다이아와 계정 경험치 2배 쿠폰 3장이 들어있습니다.",0,0,,consume,0,-16,-16,0,43df67920c0d43298e0d93c02c6afa71,,53,0,
6_000039,한계의 땅 주간 돌파 보상 (60 웨이브),epic,"한계의 땅 60 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n150 다이아와 계정 경험치 2배 쿠폰 3장이 들어있습니다.",0,0,,consume,0,-16,-16,0,43df67920c0d43298e0d93c02c6afa71,,54,0,
6_000040,한계의 땅 주간 돌파 보상 (65 웨이브),epic,"한계의 땅 65 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n150 다이아와 계정 경험치 2배 쿠폰 3장이 들어있습니다.",0,0,,consume,0,-16,-16,0,43df67920c0d43298e0d93c02c6afa71,,55,0,
6_000041,한계의 땅 주간 돌파 보상 (70 웨이브),unique,"한계의 땅 70 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n250 다이아와 계정 경험치 2배 쿠폰 5장이 들어있습니다.",0,0,,consume,0,-16,-16,0,46e57d945ac14bd98f02def3797cbec8,,56,0,
6_000042,한계의 땅 주간 돌파 보상 (75 웨이브),unique,"한계의 땅 75 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n250 다이아와 계정 경험치 2배 쿠폰 5장이 들어있습니다.",0,0,,consume,0,-16,-16,0,46e57d945ac14bd98f02def3797cbec8,,75,0,
6_000043,한계의 땅 주간 돌파 보상 (80 웨이브),unique,"한계의 땅 80 웨이브 돌파 시, 획득할 수 있는 상자. (주간 1회)\n250 다이아와 계정 경험치 2배 쿠폰 5장이 들어있습니다.",0,0,,consume,0,-16,-16,0,46e57d945ac14bd98f02def3797cbec8,,76,0,
6_000044,세배 봉투,unique,"사용 시, 다음의 확률에 따라 다이아를 획득합니다.\n(90% : 500 다이아, 9% : 1000 다이아, 1% : 2000 다이아)",0,0,,consume,0,-16,-16,0,ec440ed1228a420980ac828f9c6a2d48,,,0,
6_000045,소울 피스 1회 소환권,rare,사용 시 소울 피스를 1회 소환합니다. \n소울 피스 소환권에서 획득 가능한 소울 피스 목록 및 확률은 <color=#7DE9FC>상점 > 확률 정보</color>에서 확인할 수 있습니다.,0,0,,consume,0,0,0,0,93f9f62b7fd54fce8e5de6f7b5f9a3e3,,,0,
6_000046,방어구 1회 소환권,rare,사용 시 방어구를 1회 소환합니다. \n각 확률에 따라 노멀/레어/에픽/유니크 등급의 방어구(1레벨)를 획득할 수 있습니다.\n방어구 소환권에서 획득 가능한 방어구 목록 및 확률은 <color=#7DE9FC>상점 > 확률 정보</color>에서 확인할 수 있습니다.,0,0,,consume,0,0,0,0,1143533538ac44328d24cc5d3a80a67d,,,0,
6_000047,민첩의 물약,normal,"사용 후, 일반 스테이지에 진입하면 이동 속도가 15% 증가합니다.\n\n※ 사용된 물약은 클리어 여부와 관계 없이 소모됩니다.\n※ 같은 종류의 물약은 스테이지당 1개만 사용됩니다.",0,0,,consume,0,-16,-16,0,072c315de4384da8b0d9db66a5dd1168,,,0,
6_000048,행운의 물약,normal,"사용 후, 일반 스테이지에 진입하면 치명타 확률이 5% 증가합니다.\n\n※ 사용된 물약은 클리어 여부와 관계 없이 소모됩니다.\n※ 같은 종류의 물약은 스테이지당 1개만 사용됩니다.",0,0,,consume,0,-16,-16,0,9f96824d38ca44ea848212b541fbd792,,,0,
6_000049,공격력의 물약,normal,"사용 후, 일반 스테이지에 진입하면 대미지가 10% 증가합니다.\n\n※ 사용된 물약은 클리어 여부와 관계 없이 소모됩니다.\n※ 같은 종류의 물약은 스테이지당 1개만 사용됩니다.",0,0,,consume,0,-16,-16,0,0cdc849a49af4298b01fc02437438152,,,0,
6_000050,영웅의 비약,epic,"사용 후, 일반 스테이지에 진입하면 다음의 효과가 적용됩니다.\n치명타 확률 5% 증가, 대미지 10% 증가, 이동 속도 15% 증가.\n\n※ 사용된 물약은 클리어 여부와 관계 없이 소모됩니다.\n※ 같은 종류의 물약은 스테이지당 1개만 사용됩니다.",0,0,,consume,0,-16,-16,0,0026509cf3074bb8a1b412e4d30f6927,,,0,
6_000051,소울 피스 선택 교환권,unique,"사용 시, 원하는 소울 피스 1개를 선택하여 획득할 수 있습니다.",0,0,,consume,0,0,0,0,0db98d86838c40d6905fa21cf4f9116f,,,0,
7_000003,소울 피스 교환권 (캡틴),unique,"사용 시, 캡틴 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,94f4cd0adae741da9af982fb7026b15c,,111001,1,
7_000004,소울 피스 교환권 (캐논 슈터),unique,"사용 시, 캐논 슈터 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,287c3deeee9b44a0b9f4e9f8d9842b07,,111002,1,
7_000005,소울 피스 교환권 (엔젤릭 버스터),unique,"사용 시, 엔젤릭 버스터 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,5fe9771cd09e497bb5d04f261e72f0be,,111003,1,
7_000006,소울 피스 교환권 (보우 마스터),unique,"사용 시, 보우 마스터 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,015ad678effb4a758210496bfc9e1b61,,121001,1,
7_000007,소울 피스 교환권 (카인),unique,"사용 시, 카인 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,a777a3b6eada4ee0aac7f088c0cb2ff8,,121002,1,
7_000008,소울 피스 교환권 (신궁),unique,"사용 시, 신궁 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,7c815b3e75544b51bfa013ffe6698a5d,,121003,1,
7_000009,"소울 피스 교환권 (아크메이지(불,독))",unique,"사용 시, 아크메이지(불,독) 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,25ada912191f4b58993b9167060ea4e3,,131001,1,
7_000010,"소울 피스 교환권 (아크메이지(썬,콜))",unique,"사용 시, 아크메이지(썬,콜) 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,5d348cabd8a5446da5c92adff9b51ca5,,131002,1,
7_000011,소울 피스 교환권 (키네시스),unique,"사용 시, 키네시스 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,e3345fd4aa9f48ddb66a0269adc4aef2,,131003,1,
7_000012,소울 피스 교환권 (팔라딘),unique,"사용 시, 팔라딘 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,d65d922d5fbd44f9a15fefc5e490bd4d,,141001,1,
7_000013,소울 피스 교환권 (아란),unique,"사용 시, 아란 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,a170b3a9f4694ebbbb3e867dbe0308bd,,141002,1,
7_000014,소울 피스 교환권 (데몬 어벤져),unique,"사용 시, 데몬 어벤져 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,3f872babbd9b4efe85dfb9b22455f48d,,141003,1,
7_000015,소울 피스 교환권 (섀도어),unique,"사용 시, 섀도어 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,37e02f2e1d9c47ce9f0d928d51cc2326,,151001,1,
7_000016,소울 피스 교환권 (나이트 로드),unique,"사용 시, 나이트 로드 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,b9ba64ddc3e24c46987fbbaa4cef8636,,151002,1,
7_000017,소울 피스 교환권 (호영),unique,"사용 시, 호영 소울 피스를 1개 획득할 수 있습니다.",0,0,,consume,0,0,0,0,f21f909dc1c2435c90beab418b43baa7,,151003,1,
8_000001,이상한 다이아 주머니,rare,"사용 시, 확률에 따라 다이아를 획득합니다.\n\n(120 다이아 : 10%, 100 다이아 : 20%, 80 다이아 : 40%,\n 60 다이아 : 20%, 40 다이아 : 10%)",0,0,,consume,0,-16,-16,0,46e57d945ac14bd98f02def3797cbec8,,,0,
8_000002,이상하고 아름다운 다이아 주머니,unique,"사용 시, 확률에 따라 다이아를 획득합니다.\n\n(280 다이아 : 10%, 240 다이아 : 20%, 200 다이아 : 40%,\n 160 다이아 : 20%, 120 다이아 : 10%)",0,0,,consume,0,-16,-16,0,46e57d945ac14bd98f02def3797cbec8,,,0,
8_000003,일일 미션 완료 보물 상자,rare,"사용 시, 80 다이아와 균열 무료 입장권 5장을 획득합니다.",0,0,,consume,0,-16,-16,0,2db8e4db477945b997bec0c2096525f0,,77,0,
8_000004,주간 미션 완료 보물 상자,unique,"사용 시, 200 다이아와 균열 무료 입장권 15장을 획득합니다.",0,0,,consume,0,-16,-16,0,4c2baeeec18d44aeb2767b1c52bea516,,78,0,
8_000005,설 이벤트 평범한 여의주,normal,"이 여의주, 문지르면 왠지 <color=#F2DA41>100 다이아</color>가 튀어 나올 것만 같은 기분입니다.",0,0,,consume,0,0,0,0,a897dad9fc5443b2a6d2e62090c713bf,,86,0,
8_000006,설 이벤트 특별한 여의주,rare,"이 여의주, 문지르면 왠지 <color=#F2DA41>2024 다이아</color>가 튀어 나올 것만 같은 기분입니다.",0,0,,consume,0,0,0,0,20583cc3555b4c32a4a644c5e6429568,,87,0,
8_000007,미션 초기화 시점 변경 보상 상자,unique,"사용 시, 650 다이아와 균열 무료 입장권 20장을 획득합니다.",0,0,,consume,0,-16,-16,0,3ff563aee7a0433aa48ff0d0ec0d43c3,,88,0,
9_000001,소울 더스트 (캡틴),epic,"캡틴의 소울 피스 가루입니다. 1000개를 모아 <color=#F2DA41>의문의 연구원</color>에게 가져가면, 소울 피스 교환권으로 바꿀 수 있습니다.",0,0,,etc,0,0,0,0,dd6a87bcd1ad4af08588e834493da7b4,,7_000003,0,
9_000002,소울 더스트 (캐논 슈터),epic,"캐논 슈터의 소울 피스 가루입니다. 1000개를 모아 <color=#F2DA41>의문의 연구원</color>에게 가져가면, 소울 피스 교환권으로 바꿀 수 있습니다.",0,0,,etc,0,0,0,0,7e3609fc9e5e4aee984145f2cf802316,,7_000004,0,
9_000003,소울 더스트 (엔젤릭 버스터),epic,"엔젤릭 버스터의 소울 피스 가루입니다. 1000개를 모아 <color=#F2DA41>의문의 연구원</color>에게 가져가면, 소울 피스 교환권으로 바꿀 수 있습니다.",0,0,,etc,0,0,0,0,c9801a1f4c6e4627baa3d333d4d6b160,,7_000005,0,
9_000004,소울 더스트 (보우 마스터),epic,"보우 마스터의 소울 피스 가루입니다. 1000개를 모아 <color=#F2DA41>의문의 연구원</color>에게 가져가면, 소울 피스 교환권으로 바꿀 수 있습니다.",0,0,,etc,0,0,0,0,64e715f60bf3495fb9a485a20169923a,,7_000006,0,
9_000005,소울 더스트 (카인),epic,"카인의 소울 피스 가루입니다. 1000개를 모아 <color=#F2DA41>의문의 연구원</color>에게 가져가면, 소울 피스 교환권으로 바꿀 수 있습니다.",0,0,,etc,,0,0,0,f476b5fba7d147e6a71edd4084344460,,7_000007,0,
9_000006,소울 더스트 (신궁),epic,"신궁의 소울 피스 가루입니다. 1000개를 모아 <color=#F2DA41>의문의 연구원</color>에게 가져가면, 소울 피스 교환권으로 바꿀 수 있습니다.",0,0,,etc,0,0,0,0,b3cb68c48df24227b3b0438ffe99cb1f,,7_000008,0,
