id,name,grade,gradeLevel,stars,sellScrollValue,type,class,ruid,outglow,mainStatus,maxHp,attack,reductDamage,speed,attackSpeed,addMaxHpRate,addAttackRate,criticalRate,criticalDamageRate,range,evade,hpRecovery,bossDamage,reductMeleeDamage,reductProjectileDamage
2_302011,Glove_Boxer,legendary_2,11,2,300,glove,none,thumbnail://60ceb9ee59c94a2aadbc8c8a1358c42a,0a14c08f52b94e02ae1142c554106d98,attack,0,0,0,0,0,0,4,0,0,0,0.05,0,0.2,0,0
2_302012,Glove_Boxer,legendary_3,12,3,400,glove,none,thumbnail://60ceb9ee59c94a2aadbc8c8a1358c42a,0a14c08f52b94e02ae1142c554106d98,attack,0,0,0,0,0,0,4.32,0,0,0,0.05,0,0.2,0,0
2_303001,Glove_Flame,normal,1,0,10,glove,none,thumbnail://22fddc5050c449978681ac942b872f97,48ad71a0c956495c84cd59fd2b95eb39,attack,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.025,0
2_303002,Glove_Flame,rare,2,0,20,glove,none,thumbnail://35f64f0d0ba740e2b329d70b780cd853,4bf7d8307f41407a94d9d940cebdcd7d,attack,0,0,0,0,0,0,1.3,0,0,0,0,0,0,-0.025,0
2_303003,Glove_Flame,rare_1,3,1,30,glove,none,thumbnail://35f64f0d0ba740e2b329d70b780cd853,4bf7d8307f41407a94d9d940cebdcd7d,attack,0,0,0,0,0,0,1.6,0,0,0,0,0,0,-0.025,0
2_303004,Glove_Flame,epic,4,0,40,glove,none,thumbnail://dbc6b5bdeea745358c8e3035987882ad,d113232f89e241b7a58f061f80877f46,attack,0,0,0,0,0,0,1.9,0,0,0,0,0,0,-0.05,0
2_303005,Glove_Flame,epic_1,5,1,50,glove,none,thumbnail://dbc6b5bdeea745358c8e3035987882ad,d113232f89e241b7a58f061f80877f46,attack,0,0,0,0,0,0,2.2,0,0,0,0,0,0,-0.05,0
2_303006,Glove_Flame,unique,6,0,60,glove,none,thumbnail://a2b4efc32e744e0fb544754ef7b08125,c3f8d6ea3d724bd0ac463a7fddfe91e5,attack,0,0,0,0,0,0,2.5,0,0,0,0,0,0,-0.05,0
2_303007,Glove_Flame,unique_1,7,1,80,glove,none,thumbnail://a2b4efc32e744e0fb544754ef7b08125,c3f8d6ea3d724bd0ac463a7fddfe91e5,attack,0,0,0,0,0,0,2.8,0,0,0,0,0,0,-0.05,0
2_303008,Glove_Flame,unique_2,8,2,100,glove,none,thumbnail://a2b4efc32e744e0fb544754ef7b08125,c3f8d6ea3d724bd0ac463a7fddfe91e5,attack,0,0,0,0,0,0,3.1,0,0,0,0,0,0,-0.05,0
2_303009,Glove_Flame,legendary,9,0,200,glove,none,thumbnail://c31eb5bc95dc4af08526f2fd56bd2246,0a14c08f52b94e02ae1142c554106d98,attack,0,0,0,0,0,0,3.4,0,0,0,0,0,0,-0.05,0
2_303010,Glove_Flame,legendary_1,10,1,250,glove,none,thumbnail://c31eb5bc95dc4af08526f2fd56bd2246,0a14c08f52b94e02ae1142c554106d98,attack,0,0,0,0,0,0,3.7,0,0,0,0,0,0,-0.05,0
2_303011,Glove_Flame,legendary_2,11,2,300,glove,none,thumbnail://c31eb5bc95dc4af08526f2fd56bd2246,0a14c08f52b94e02ae1142c554106d98,attack,0,0,0,0,0,0,4,0,0,0,0,0,0,-0.05,0
2_303012,Glove_Flame,legendary_3,12,3,400,glove,none,thumbnail://c31eb5bc95dc4af08526f2fd56bd2246,0a14c08f52b94e02ae1142c554106d98,attack,0,0,0,0,0,0,4.32,0,0,0,0,0,0,-0.05,0
2_304001,Glove_Weapon,normal,1,0,10,glove,none,thumbnail://28f6ef23777d460a99bcee73a8120253,48ad71a0c956495c84cd59fd2b95eb39,attack,0,0,0,0,0,0,1,0,0,6.25,0,0,0,0,0
2_304002,Glove_Weapon,rare,2,0,20,glove,none,thumbnail://29776f38e9a44190bbf34387d46631bc,4bf7d8307f41407a94d9d940cebdcd7d,attack,0,0,0,0,0,0,1.3,0,0,6.25,0,0,0,0,0
2_304003,Glove_Weapon,rare_1,3,1,30,glove,none,thumbnail://29776f38e9a44190bbf34387d46631bc,4bf7d8307f41407a94d9d940cebdcd7d,attack,0,0,0,0,0,0,1.6,0,0,6.25,0,0,0,0,0
2_304004,Glove_Weapon,epic,4,0,40,glove,none,thumbnail://a5e88b145ae440c8ae6bcc725632e5ac,d113232f89e241b7a58f061f80877f46,attack,0,0,0,0,0,0,1.9,0,0,12.5,0,0,0,0,0
2_304005,Glove_Weapon,epic_1,5,1,50,glove,none,thumbnail://a5e88b145ae440c8ae6bcc725632e5ac,d113232f89e241b7a58f061f80877f46,attack,0,0,0,0,0,0,2.2,0,0,12.5,0,0,0,0,0
2_304006,Glove_Weapon,unique,6,0,60,glove,none,thumbnail://aa11149529b441c5a86a86e5b0f76405,c3f8d6ea3d724bd0ac463a7fddfe91e5,attack,0,0,0,0,0,0,2.5,0,0,12.5,0,0,0,0,0
2_304007,Glove_Weapon,unique_1,7,1,80,glove,none,thumbnail://aa11149529b441c5a86a86e5b0f76405,c3f8d6ea3d724bd0ac463a7fddfe91e5,attack,0,0,0,0,0,0,2.8,0,0,12.5,0,0,0,0,0
2_304008,Glove_Weapon,unique_2,8,2,100,glove,none,thumbnail://aa11149529b441c5a86a86e5b0f76405,c3f8d6ea3d724bd0ac463a7fddfe91e5,attack,0,0,0,0,0,0,3.1,0,0,12.5,0,0,0,0,0
2_304009,Glove_Weapon,legendary,9,0,200,glove,none,thumbnail://5e13be23827b4bb9af354880527f22e8,0a14c08f52b94e02ae1142c554106d98,attack,0,0,0,0,0,0,3.4,0,0,12.5,0,0,0,0,0
2_304010,Glove_Weapon,legendary_1,10,1,250,glove,none,thumbnail://5e13be23827b4bb9af354880527f22e8,0a14c08f52b94e02ae1142c554106d98,attack,0,0,0,0,0,0,3.7,0,0,12.5,0,0,0,0,0
2_304011,Glove_Weapon,legendary_2,11,2,300,glove,none,thumbnail://5e13be23827b4bb9af354880527f22e8,0a14c08f52b94e02ae1142c554106d98,attack,0,0,0,0,0,0,4,0,0,12.5,0,0,0,0,0
2_304012,Glove_Weapon,legendary_3,12,3,400,glove,none,thumbnail://5e13be23827b4bb9af354880527f22e8,0a14c08f52b94e02ae1142c554106d98,attack,0,0,0,0,0,0,4.32,0,0,12.5,0,0,0,0,0
2_401001,Shoes_Roller,normal,1,0,10,shoes,none,thumbnail://9981c833d0ac4d2c96bbd804e8499fc6,4566a2bc3a6a4d5a8a086672d5c1435c,hp,10,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0
2_401002,Shoes_Roller,rare,2,0,20,shoes,none,thumbnail://2f3d869ae01647c3bec065f6f62fbdc3,268059df195a457a9c1e7b12c8576112,hp,20,0,0,0.05,0,0,0,0,0,0,0.025,0,0,0,0
2_401003,Shoes_Roller,rare_1,3,1,30,shoes,none,thumbnail://2f3d869ae01647c3bec065f6f62fbdc3,268059df195a457a9c1e7b12c8576112,hp,40,0,0,0.05,0,0,0,0,0,0,0.025,0,0,0,0
2_401004,Shoes_Roller,epic,4,0,40,shoes,none,thumbnail://9ee6f62d20a04a93b89299fe31c388d5,38f176750824419d8f6462c3b15b8ffa,hp,80,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0
2_401005,Shoes_Roller,epic_1,5,1,50,shoes,none,thumbnail://9ee6f62d20a04a93b89299fe31c388d5,38f176750824419d8f6462c3b15b8ffa,hp,160,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0
2_401006,Shoes_Roller,unique,6,0,60,shoes,none,thumbnail://84b30b9223714b4cb559db1ddecba25b,302256d8124940c4b0b2b2f8e748c210,hp,320,0,0,0.1,0,0,0,0,0,0,0.05,0,0,0,0
2_401007,Shoes_Roller,unique_1,7,1,80,shoes,none,thumbnail://84b30b9223714b4cb559db1ddecba25b,302256d8124940c4b0b2b2f8e748c210,hp,640,0,0,0.1,0,0,0,0,0,0,0.05,0,0,0,0
2_401008,Shoes_Roller,unique_2,8,2,100,shoes,none,thumbnail://84b30b9223714b4cb559db1ddecba25b,302256d8124940c4b0b2b2f8e748c210,hp,1280,0,0,0.1,0,0,0,0,0,0,0.05,0,0,0,0
2_401009,Shoes_Roller,legendary,9,0,200,shoes,none,thumbnail://532eb452b61d490c8d6368d081cd039d,6737b19638aa4edf99b62ac398755bba,hp,2560,0,0,0.2,0,0,0,0,0,0,0.05,0,0,0,0
2_401010,Shoes_Roller,legendary_1,10,1,250,shoes,none,thumbnail://532eb452b61d490c8d6368d081cd039d,6737b19638aa4edf99b62ac398755bba,hp,5120,0,0,0.2,0,0,0,0,0,0,0.05,0,0,0,0
2_401011,Shoes_Roller,legendary_2,11,2,300,shoes,none,thumbnail://532eb452b61d490c8d6368d081cd039d,6737b19638aa4edf99b62ac398755bba,hp,10240,0,0,0.2,0,0,0,0,0,0,0.05,0,0,0,0
2_401012,Shoes_Roller,legendary_3,12,3,400,shoes,none,thumbnail://532eb452b61d490c8d6368d081cd039d,6737b19638aa4edf99b62ac398755bba,hp,20480,0,0,0.2,0,0,0,0,0,0,0.05,0,0,0,0
2_402001,Shoes_Bomb,normal,1,0,10,shoes,none,thumbnail://a7a5fe5975594a88b69babc9e22bc433,4566a2bc3a6a4d5a8a086672d5c1435c,hp,10,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0
2_402002,Shoes_Bomb,rare,2,0,20,shoes,none,thumbnail://64862025b23a4808a01f1170b6119105,268059df195a457a9c1e7b12c8576112,hp,20,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0
2_402003,Shoes_Bomb,rare_1,3,1,30,shoes,none,thumbnail://64862025b23a4808a01f1170b6119105,268059df195a457a9c1e7b12c8576112,hp,40,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0
2_402004,Shoes_Bomb,epic,4,0,40,shoes,none,thumbnail://781b4e4303a04c3b99562e7fae405c71,38f176750824419d8f6462c3b15b8ffa,hp,80,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
2_402005,Shoes_Bomb,epic_1,5,1,50,shoes,none,thumbnail://781b4e4303a04c3b99562e7fae405c71,38f176750824419d8f6462c3b15b8ffa,hp,160,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
2_402006,Shoes_Bomb,unique,6,0,60,shoes,none,thumbnail://468a200134a543adbc8c053504941c4d,302256d8124940c4b0b2b2f8e748c210,hp,320,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
2_402007,Shoes_Bomb,unique_1,7,1,80,shoes,none,thumbnail://468a200134a543adbc8c053504941c4d,302256d8124940c4b0b2b2f8e748c210,hp,640,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
2_402008,Shoes_Bomb,unique_2,8,2,100,shoes,none,thumbnail://468a200134a543adbc8c053504941c4d,302256d8124940c4b0b2b2f8e748c210,hp,1280,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
2_402009,Shoes_Bomb,legendary,9,0,200,shoes,none,thumbnail://90e61e1d47534193ba98efee14a08bcc,6737b19638aa4edf99b62ac398755bba,hp,2560,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
2_402010,Shoes_Bomb,legendary_1,10,1,250,shoes,none,thumbnail://90e61e1d47534193ba98efee14a08bcc,6737b19638aa4edf99b62ac398755bba,hp,5120,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
2_402011,Shoes_Bomb,legendary_2,11,2,300,shoes,none,thumbnail://90e61e1d47534193ba98efee14a08bcc,6737b19638aa4edf99b62ac398755bba,hp,10240,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
2_402012,Shoes_Bomb,legendary_3,12,3,400,shoes,none,thumbnail://90e61e1d47534193ba98efee14a08bcc,6737b19638aa4edf99b62ac398755bba,hp,20480,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
2_403001,Shoes_Football,normal,1,0,10,shoes,none,thumbnail://5202ca6410df452c890e5a108084b438,4566a2bc3a6a4d5a8a086672d5c1435c,hp,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.025,0
2_403002,Shoes_Football,rare,2,0,20,shoes,none,thumbnail://673960046323454c9ec97db94d36b65c,268059df195a457a9c1e7b12c8576112,hp,20,0,0,0,0,0,0,0,0,0,0,0,0,-0.025,0
2_403003,Shoes_Football,rare_1,3,1,30,shoes,none,thumbnail://673960046323454c9ec97db94d36b65c,268059df195a457a9c1e7b12c8576112,hp,40,0,0,0,0,0,0,0,0,0,0,0,0,-0.025,0
2_403004,Shoes_Football,epic,4,0,40,shoes,none,thumbnail://7244233103e94f8a97f4a3331d45fcd5,38f176750824419d8f6462c3b15b8ffa,hp,80,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0
2_403005,Shoes_Football,epic_1,5,1,50,shoes,none,thumbnail://7244233103e94f8a97f4a3331d45fcd5,38f176750824419d8f6462c3b15b8ffa,hp,160,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0
2_403006,Shoes_Football,unique,6,0,60,shoes,none,thumbnail://f10fdc67b9ba4b9880550e3b233f72fb,302256d8124940c4b0b2b2f8e748c210,hp,320,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0
2_403007,Shoes_Football,unique_1,7,1,80,shoes,none,thumbnail://f10fdc67b9ba4b9880550e3b233f72fb,302256d8124940c4b0b2b2f8e748c210,hp,640,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0
2_403008,Shoes_Football,unique_2,8,2,100,shoes,none,thumbnail://f10fdc67b9ba4b9880550e3b233f72fb,302256d8124940c4b0b2b2f8e748c210,hp,1280,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0
2_403009,Shoes_Football,legendary,9,0,200,shoes,none,thumbnail://35f40fc4597d425b98bede00b7f9a87f,6737b19638aa4edf99b62ac398755bba,hp,2560,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0
2_403010,Shoes_Football,legendary_1,10,1,250,shoes,none,thumbnail://35f40fc4597d425b98bede00b7f9a87f,6737b19638aa4edf99b62ac398755bba,hp,5120,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0
2_403011,Shoes_Football,legendary_2,11,2,300,shoes,none,thumbnail://35f40fc4597d425b98bede00b7f9a87f,6737b19638aa4edf99b62ac398755bba,hp,10240,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0
2_403012,Shoes_Football,legendary_3,12,3,400,shoes,none,thumbnail://35f40fc4597d425b98bede00b7f9a87f,6737b19638aa4edf99b62ac398755bba,hp,20480,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0
2_404001,Shoes_Slime,normal,1,0,10,shoes,none,thumbnail://ca7f7822742f40abba4368cde7d791f1,4566a2bc3a6a4d5a8a086672d5c1435c,hp,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025
2_404002,Shoes_Slime,rare,2,0,20,shoes,none,thumbnail://a2cfc9e4ab824234901e58bb2ec97974,268059df195a457a9c1e7b12c8576112,hp,20,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025
2_404003,Shoes_Slime,rare_1,3,1,30,shoes,none,thumbnail://a2cfc9e4ab824234901e58bb2ec97974,268059df195a457a9c1e7b12c8576112,hp,40,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025
2_404004,Shoes_Slime,epic,4,0,40,shoes,none,thumbnail://1888a262bc4f4d0698bf14a62687a362,38f176750824419d8f6462c3b15b8ffa,hp,80,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05
2_404005,Shoes_Slime,epic_1,5,1,50,shoes,none,thumbnail://1888a262bc4f4d0698bf14a62687a362,38f176750824419d8f6462c3b15b8ffa,hp,160,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05
2_404006,Shoes_Slime,unique,6,0,60,shoes,none,thumbnail://7b05accc1c604aee83c26cab8f2388fb,302256d8124940c4b0b2b2f8e748c210,hp,320,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05
2_404007,Shoes_Slime,unique_1,7,1,80,shoes,none,thumbnail://7b05accc1c604aee83c26cab8f2388fb,302256d8124940c4b0b2b2f8e748c210,hp,640,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05
2_404008,Shoes_Slime,unique_2,8,2,100,shoes,none,thumbnail://7b05accc1c604aee83c26cab8f2388fb,302256d8124940c4b0b2b2f8e748c210,hp,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05
2_404009,Shoes_Slime,legendary,9,0,200,shoes,none,thumbnail://689c51b94149417ab826ca9f5ac03419,6737b19638aa4edf99b62ac398755bba,hp,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05
2_404010,Shoes_Slime,legendary_1,10,1,250,shoes,none,thumbnail://689c51b94149417ab826ca9f5ac03419,6737b19638aa4edf99b62ac398755bba,hp,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05
2_404011,Shoes_Slime,legendary_2,11,2,300,shoes,none,thumbnail://689c51b94149417ab826ca9f5ac03419,6737b19638aa4edf99b62ac398755bba,hp,10240,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05
2_404012,Shoes_Slime,legendary_3,12,3,400,shoes,none,thumbnail://689c51b94149417ab826ca9f5ac03419,6737b19638aa4edf99b62ac398755bba,hp,20480,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05
none,none,none,0,0,0,none,none,,,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
