level,type_1,count_1,ruid_1,type_2,count_2,ruid_2,type_3,count_3,ruid_3,type_4,count_4,ruid_4,type_5,count_5,ruid_5
263,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
264,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
265,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
266,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
267,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
268,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
269,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
270,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
271,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
272,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
273,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
274,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
275,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
276,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
277,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
278,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
279,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
280,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
281,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
282,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
283,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
284,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
285,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
286,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
287,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
288,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
289,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
290,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
291,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
292,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
293,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
294,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
295,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
296,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
297,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
298,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
299,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
300,Diamond_CUR,500,0b9b9fa3f08d430a9da85d432e49b0c7,,,,,,,,,,,,
