Id,Type,TypeValue,Condition,RewardType,RewardAmount
30004021,30004,5000000,,G0005,50
30004022,30004,6000000,,G0005,50
30004023,30004,7000000,,G0005,50
30004024,30004,8000000,,G0005,50
30004025,30004,9000000,,G0005,50
30004026,30004,10000000,,G0005,75
30004027,30004,11000000,,G0005,75
30004028,30004,12000000,,G0005,75
30004029,30004,13000000,,G0005,75
30004030,30004,14000000,,G0005,75
30004031,30004,15000000,,G0005,75
30004032,30004,16000000,,G0005,75
30004033,30004,17000000,,G0005,75
30004034,30004,18000000,,G0005,75
30004035,30004,20000000,,G0005,75
30004036,30004,22000000,,G0005,100
30004037,30004,24000000,,G0005,100
30004038,30004,26000000,,G0005,100
30004039,30004,28000000,,G0005,100
30004040,30004,30000000,,G0005,100
30004041,30004,35000000,,G0005,100
30004042,30004,40000000,,G0005,100
30004043,30004,45000000,,G0005,100
30004044,30004,50000000,,G0005,100
30004045,30004,55000000,,G0005,200
30004046,30004,60000000,,G0005,200
30004047,30004,65000000,,G0005,200
30004048,30004,70000000,,G0005,200
30004049,30004,75000000,,G0005,200
30004050,30004,80000000,,G0005,200
30004051,30004,85000000,,G0005,200
30004052,30004,90000000,,G0005,200
30004053,30004,95000000,,G0005,200
30004054,30004,100000000,,G0005,200
30004055,30004,105000000,,G0005,300
30004056,30004,110000000,,G0005,300
30004057,30004,112000000,,G0005,300
30004058,30004,114000000,,G0005,300
30004059,30004,116000000,,G0005,300
40001001,40001,2,,G0004,10
40001002,40001,5,,G0004,10
40001003,40001,10,,G0004,10
40001004,40001,15,,G0004,20
40001005,40001,20,,G0004,20
40001006,40001,25,,G0004,20
40001007,40001,30,,G0004,30
40001008,40001,35,,G0004,30
40001009,40001,40,,G0004,30
40001010,40001,45,,G0004,40
40001011,40001,50,,G0004,40
40001012,40001,55,,G0004,40
40001013,40001,60,,G0004,40
40001014,40001,65,,G0004,50
40001015,40001,70,,G0004,50
40001016,40001,75,,G0004,50
40001017,40001,80,,G0004,50
40001018,40001,85,,G0004,70
40001019,40001,90,,G0004,70
40001020,40001,95,,G0004,70
40001021,40001,100,,G0004,70
40002001,40002,2,,G0004,10
40002002,40002,5,,G0004,10
40002003,40002,10,,G0004,10
40002004,40002,15,,G0004,20
40002005,40002,20,,G0004,20
40002006,40002,25,,G0004,20
40002007,40002,30,,G0004,30
40002008,40002,35,,G0004,30
40002009,40002,40,,G0004,30
40002010,40002,45,,G0004,40
40002011,40002,50,,G0004,40
40002012,40002,55,,G0004,40
40002013,40002,60,,G0004,40
40002014,40002,65,,G0004,50
40002015,40002,70,,G0004,50
40002016,40002,75,,G0004,50
40002017,40002,80,,G0004,50
40002018,40002,85,,G0004,70
40002019,40002,90,,G0004,70
40002020,40002,95,,G0004,70
40002021,40002,100,,G0004,70
40003001,40003,5000,,G0001,1000
40003002,40003,10000,,G0001,1000
40003003,40003,50000,,G0001,1000
40003004,40003,100000,,G0001,1000
40003005,40003,200000,,G0001,10000
40003006,40003,400000,,G0001,10000
40003007,40003,600000,,G0001,10000
40003008,40003,1000000,,G0001,10000
40003009,40003,1500000,,G0001,10000
40003010,40003,2000000,,G0001,20000
40003011,40003,3000000,,G0001,20000
40003012,40003,4000000,,G0001,20000
40003013,40003,5000000,,G0001,20000
40003014,40003,6000000,,G0001,20000
40003015,40003,8000000,,G0001,50000
40003016,40003,10000000,,G0001,50000
40003017,40003,12000000,,G0001,50000
40003018,40003,14000000,,G0001,50000
40003019,40003,16000000,,G0001,50000
40003020,40003,18000000,,G0001,50000
40003021,40003,20000000,,G0001,100000
40003022,40003,22000000,,G0001,100000
40003023,40003,27000000,,G0001,100000
40003024,40003,32000000,,G0001,100000
40003025,40003,37000000,,G0001,100000
40003026,40003,42000000,,G0001,100000
40003027,40003,47000000,,G0001,200000
40003028,40003,52000000,,G0001,200000
40003029,40003,57000000,,G0001,200000
40003030,40003,62000000,,G0001,200000
40003031,40003,67000000,,G0001,500000
40003032,40003,72000000,,G0001,500000
40003033,40003,77000000,,G0001,500000
40004001,40004,10000,,G0001,1000
40004002,40004,30000,,G0001,1000
40004003,40004,50000,,G0001,1000
40004004,40004,100000,,G0001,10000
40004005,40004,300000,,G0001,10000
40004006,40004,500000,,G0001,10000
40004007,40004,1000000,,G0001,20000
40004008,40004,2000000,,G0001,20000
40004009,40004,3000000,,G0001,20000
40004010,40004,5000000,,G0001,20000
40004011,40004,7000000,,G0001,20000
40004012,40004,10000000,,G0001,50000
40004013,40004,15000000,,G0001,50000
40004014,40004,20000000,,G0001,50000
40004015,40004,30000000,,G0001,50000
40004016,40004,40000000,,G0001,50000
40004017,40004,60000000,,G0001,50000
40004018,40004,80000000,,G0001,50000
40004019,40004,100000000,,G0001,100000
40004020,40004,120000000,,G0001,100000
40004021,40004,140000000,,G0001,100000
40004022,40004,160000000,,G0001,100000
40004023,40004,180000000,,G0001,100000
40004024,40004,200000000,,G0001,200000
40004025,40004,225000000,,G0001,200000
40004026,40004,250000000,,G0001,200000
40004027,40004,275000000,,G0001,200000
40004028,40004,300000000,,G0001,200000
40004029,40004,350000000,,G0001,500000
40004030,40004,400000000,,G0001,500000
40004031,40004,450000000,,G0001,500000
40004032,40004,500000000,,G0001,500000
40004033,40004,550000000,,G0001,500000
40004034,40004,600000000,,G0001,750000
40004035,40004,650000000,,G0001,750000
40004036,40004,700000000,,G0001,750000
40004037,40004,750000000,,G0001,750000
40004038,40004,800000000,,G0001,750000
40004039,40004,850000000,,G0001,1250000
40004040,40004,900000000,,G0001,1250000
40004041,40004,1000000000,,G0001,1250000
40005001,40005,2,,G0004,10
40005002,40005,4,,G0004,10
40005003,40005,8,,G0004,10
40005004,40005,12,,G0004,20
40005005,40005,16,,G0004,20
40005006,40005,20,,G0004,20
40005007,40005,30,,G0004,20
40005008,40005,35,,G0004,20
40005009,40005,40,,G0004,20
40005010,40005,45,,G0004,30
40005011,40005,50,,G0004,30
40005012,40005,55,,G0004,30
40005013,40005,60,,G0004,30
40005014,40005,65,,G0004,30
40005015,40005,70,,G0004,40
40005016,40005,75,,G0004,40
40005017,40005,80,,G0004,40
40005018,40005,85,,G0004,40
40005019,40005,90,,G0004,40
40005020,40005,95,,G0004,40
40005021,40005,100,,G0004,50
40005022,40005,105,,G0004,50
40005023,40005,110,,G0004,50
40005024,40005,115,,G0004,50
40005025,40005,120,,G0004,50
40005026,40005,125,,G0004,50
40005027,40005,130,,G0004,50
40005028,40005,135,,G0004,70
40005029,40005,140,,G0004,70
40005030,40005,145,,G0004,70
40005031,40005,150,,G0004,70
40005032,40005,155,,G0004,70
40005033,40005,160,,G0004,70
40005034,40005,165,,G0004,70
40005035,40005,170,,G0004,100
40005036,40005,175,,G0004,100
40005037,40005,180,,G0004,100
40005038,40005,185,,G0004,100
40005039,40005,190,,G0004,100
40005040,40005,195,,G0004,100
40005041,40005,200,,G0004,100
40006001,40006,25000,,G0001,1000
40006002,40006,50000,,G0001,1000
40006003,40006,100000,,G0001,1000
40006004,40006,150000,,G0001,10000
40006005,40006,250000,,G0001,10000
40006006,40006,500000,,G0001,10000
40006007,40006,750000,,G0001,10000
40006008,40006,1000000,,G0001,10000
40006009,40006,1500000,,G0001,20000
40006010,40006,2000000,,G0001,20000
40006011,40006,3000000,,G0001,20000
40006012,40006,4000000,,G0001,20000
40006013,40006,6000000,,G0001,20000
40006014,40006,8000000,,G0001,50000
40006015,40006,10000000,,G0001,50000
40006016,40006,15000000,,G0001,50000
40006017,40006,20000000,,G0001,50000
40006018,40006,25000000,,G0001,50000
40006019,40006,30000000,,G0001,100000
40006020,40006,40000000,,G0001,100000
40006021,40006,50000000,,G0001,100000
40006022,40006,60000000,,G0001,200000
40006023,40006,70000000,,G0001,200000
40006024,40006,80000000,,G0001,200000
40006025,40006,90000000,,G0001,500000
40006026,40006,100000000,,G0001,500000
40007001,40007,50000,,G0001,1000
40007002,40007,100000,,G0001,1000
40007003,40007,200000,,G0001,1000
40007004,40007,400000,,G0001,10000
40007005,40007,600000,,G0001,10000
40007006,40007,800000,,G0001,10000
40007007,40007,1000000,,G0001,20000
40007008,40007,2000000,,G0001,20000
40007009,40007,4000000,,G0001,20000
40007010,40007,6000000,,G0001,20000
40007011,40007,8000000,,G0001,20000
40007012,40007,10000000,,G0001,50000
40007013,40007,15000000,,G0001,50000
40007014,40007,20000000,,G0001,50000
40007015,40007,30000000,,G0001,50000
40007016,40007,40000000,,G0001,50000
40007017,40007,50000000,,G0001,50000
40007018,40007,75000000,,G0001,50000
40007019,40007,100000000,,G0001,100000
40007020,40007,125000000,,G0001,100000
40007021,40007,150000000,,G0001,100000
40007022,40007,175000000,,G0001,100000
40007023,40007,200000000,,G0001,100000
40007024,40007,225000000,,G0001,200000
40007025,40007,250000000,,G0001,200000
40007026,40007,300000000,,G0001,200000
40007027,40007,350000000,,G0001,200000
40007028,40007,400000000,,G0001,200000
40007029,40007,450000000,,G0001,500000
40007030,40007,500000000,,G0001,500000
40007031,40007,550000000,,G0001,500000
40007032,40007,600000000,,G0001,500000
40007033,40007,650000000,,G0001,500000
40007034,40007,700000000,,G0001,500000
40007035,40007,750000000,,G0001,500000
40007036,40007,800000000,,G0001,500000
40007037,40007,850000000,,G0001,500000
40007038,40007,900000000,,G0001,500000
40007039,40007,950000000,,G0001,500000
40007040,40007,1000000000,,G0001,1000000
50001001,50001,1,,G0005,10
50001002,50001,2,,G0005,10
50001003,50001,3,,G0005,10
50001004,50001,4,,G0005,25
50001005,50001,5,,G0005,25
50001006,50001,6,,G0005,25
50001007,50001,7,,G0005,50
50001008,50001,8,,G0005,50
50001009,50001,9,,G0005,50
50001010,50001,10,,G0005,50
50001011,50001,11,,G0005,75
50001012,50001,12,,G0005,75
50001013,50001,13,,G0005,75
50001014,50001,14,,G0005,75
50001015,50001,15,,G0005,100
50001016,50001,16,,G0005,100
50001017,50001,17,,G0005,100
50001018,50001,18,,G0005,200
50001019,50001,19,,G0005,200
50001020,50001,20,,G0005,200
50001021,50001,21,,G0005,300
50001022,50001,22,,G0005,300
50001023,50001,23,,G0005,450
50001024,50001,24,,G0005,600
50002001,50002,5,,G0001,500
50002002,50002,10,,G0001,500
50002003,50002,15,,G0001,500
50002004,50002,20,,G0001,5000
50002005,50002,25,,G0001,5000
50002006,50002,30,,G0001,5000
50002007,50002,35,,G0001,10000
50002008,50002,40,,G0001,10000
50002009,50002,45,,G0001,10000
50002010,50002,50,,G0001,10000
50002011,50002,55,,G0001,25000
50002012,50002,60,,G0001,25000
50002013,50002,65,,G0001,25000
50002014,50002,70,,G0001,25000
50002015,50002,75,,G0001,25000
50002016,50002,80,,G0001,25000
50002017,50002,85,,G0001,50000
50002018,50002,90,,G0001,50000
50002019,50002,95,,G0001,50000
50002020,50002,100,,G0001,50000
50002021,50002,110,,G0001,100000
50002022,50002,120,,G0001,100000
50002023,50002,130,,G0001,100000
50002024,50002,140,,G0001,100000
50002025,50002,150,,G0001,100000
50002026,50002,160,,G0001,250000
50002027,50002,170,,G0001,250000
50002028,50002,180,,G0001,250000
50002029,50002,190,,G0001,250000
50002030,50002,200,,G0001,250000
50003001,50003,1,,G0001,1000
50003002,50003,3,,G0001,1000
50003003,50003,5,,G0001,10000
50003004,50003,10,,G0001,10000
50003005,50003,15,,G0001,10000
50003006,50003,20,,G0001,20000
50003007,50003,25,,G0001,20000
50003008,50003,30,,G0001,20000
50003009,50003,35,,G0001,50000
50003010,50003,40,,G0001,50000
50003011,50003,45,,G0001,50000
50003012,50003,50,,G0001,100000
50003013,50003,60,,G0001,100000
50003014,50003,70,,G0001,200000
50003015,50003,80,,G0001,200000
50003016,50003,90,,G0001,500000
50003017,50003,100,,G0001,500000
50004001,50004,1,,G0001,1000
50004002,50004,3,,G0001,1000
50004003,50004,5,,G0001,10000
50004004,50004,10,,G0001,10000
50004005,50004,15,,G0001,10000
50004006,50004,20,,G0001,20000
50004007,50004,25,,G0001,20000
50004008,50004,30,,G0001,20000
50004009,50004,35,,G0001,50000
50004010,50004,40,,G0001,50000
50004011,50004,45,,G0001,50000
50004012,50004,50,,G0001,100000
50004013,50004,60,,G0001,100000
50004014,50004,70,,G0001,200000
50004015,50004,80,,G0001,200000
50004016,50004,90,,G0001,500000
50004017,50004,100,,G0001,500000
50005001,50005,1,,G0001,1000
50005002,50005,3,,G0001,1000
50005003,50005,5,,G0001,10000
50005004,50005,10,,G0001,10000
50005005,50005,15,,G0001,10000
50005006,50005,20,,G0001,20000
50005007,50005,25,,G0001,20000
50005008,50005,30,,G0001,20000
50005009,50005,35,,G0001,50000
50005010,50005,40,,G0001,50000
50005011,50005,45,,G0001,50000
50005012,50005,50,,G0001,100000
50005013,50005,60,,G0001,100000
50005014,50005,70,,G0001,200000
50005015,50005,80,,G0001,200000
50005016,50005,90,,G0001,500000
50005017,50005,100,,G0001,500000
50006001,50006,1,,G0001,1000
50006002,50006,3,,G0001,1000
50006003,50006,5,,G0001,10000
50006004,50006,10,,G0001,10000
50006005,50006,15,,G0001,10000
50006006,50006,20,,G0001,20000
50006007,50006,25,,G0001,20000
50006008,50006,30,,G0001,20000
50006009,50006,35,,G0001,50000
50006010,50006,40,,G0001,50000
50006011,50006,45,,G0001,50000
50006012,50006,50,,G0001,100000
50006013,50006,60,,G0001,100000
50006014,50006,70,,G0001,200000
50006015,50006,80,,G0001,200000
50006016,50006,90,,G0001,500000
50006017,50006,100,,G0001,500000
50007001,50007,1,,G0001,1000
50007002,50007,3,,G0001,1000
50007003,50007,5,,G0001,10000
50007004,50007,10,,G0001,10000
50007005,50007,15,,G0001,10000
50007006,50007,20,,G0001,20000
50007007,50007,25,,G0001,20000
50007008,50007,30,,G0001,20000
50007009,50007,35,,G0001,50000
50007010,50007,40,,G0001,50000
50007011,50007,45,,G0001,50000
50007012,50007,50,,G0001,100000
50007013,50007,60,,G0001,100000
50007014,50007,70,,G0001,200000
50007015,50007,80,,G0001,200000
50007016,50007,90,,G0001,500000
50007017,50007,100,,G0001,500000
50008001,50008,50,,B0004,1
50008002,50008,100,,B0004,1
50008003,50008,200,,B0004,2
50008004,50008,300,,B0004,2
50008005,50008,400,,B0004,2
50008006,50008,500,,B0004,2
50008007,50008,600,,B0004,2
50008008,50008,700,,B0004,2
50008009,50008,800,,B0004,2
50008010,50008,900,,B0004,2
50008011,50008,1000,,B0004,3
50008012,50008,1100,,B0004,3
50008013,50008,1200,,B0004,3
50008014,50008,1300,,B0004,3
50008015,50008,1400,,B0004,3
50008016,50008,1500,,B0004,3
50008017,50008,1600,,B0004,4
50008018,50008,1700,,B0004,4
50008019,50008,1800,,B0004,4
50008020,50008,1900,,B0004,4
50008021,50008,2000,,B0004,5
50008022,50008,2100,,B0004,5
50008023,50008,2200,,B0004,5
50008024,50008,2300,,B0004,5
50008025,50008,2400,,B0004,5
50008026,50008,2500,,B0004,6
50008027,50008,2600,,B0004,6
50008028,50008,2700,,B0004,6
50008029,50008,2800,,B0004,6
50008030,50008,2900,,B0004,6
50008031,50008,3000,,B0004,6
50008032,50008,5000,,B0004,7
50009001,50009,3,,G0005,10
50009002,50009,5,,G0005,10
50009003,50009,10,,G0005,25
50009004,50009,15,,G0005,25
50009005,50009,20,,G0005,25
50009006,50009,30,,G0005,25
50009007,50009,40,,G0005,25
50009008,50009,50,,G0005,25
50009009,50009,60,,G0005,25
50009010,50009,70,,G0005,25
50009011,50009,80,,G0005,50
50009012,50009,90,,G0005,50
50009013,50009,100,,G0005,50
50009014,50009,110,,G0005,50
50009015,50009,120,,G0005,50
50009016,50009,130,,G0005,50
50009017,50009,140,,G0005,57
50009018,50009,150,,G0005,57
50009019,50009,160,,G0005,57
50009020,50009,170,,G0005,57
50009021,50009,180,,G0005,75
50009022,50009,190,,G0005,75
50009023,50009,200,,G0005,75
50009024,50009,210,,G0005,100
50009025,50009,220,,G0005,100
50009026,50009,230,,G0005,200
50009027,50009,240,,G0005,200
50009028,50009,250,,G0005,200
50009029,50009,260,,G0005,200
50009030,50009,270,,G0005,200
50009031,50009,280,,G0005,200
50009032,50009,290,,G0005,300
50009033,50009,300,,G0005,300
50010001,50010,3,,B0004,1
50010002,50010,5,,B0004,1
50010003,50010,10,,B0004,2
50010004,50010,15,,B0004,2
50010005,50010,20,,B0004,2
50010006,50010,30,,B0004,2
50010007,50010,40,,B0004,2
50010008,50010,50,,B0004,2
50010009,50010,60,,B0004,2
50010010,50010,70,,B0004,2
50010011,50010,80,,B0004,3
50010012,50010,90,,B0004,3
50010013,50010,100,,B0004,3
50010014,50010,110,,B0004,3
50010015,50010,120,,B0004,3
50010016,50010,130,,B0004,3
50010017,50010,140,,B0004,4
50010018,50010,150,,B0004,4
50010019,50010,160,,B0004,4
50010020,50010,170,,B0004,4
50010021,50010,180,,B0004,5
50010022,50010,190,,B0004,5
50010023,50010,200,,B0004,5
50010024,50010,210,,B0004,5
50010025,50010,220,,B0004,5
50010026,50010,230,,B0004,6
50010027,50010,240,,B0004,6
50010028,50010,250,,B0004,6
50010029,50010,260,,B0004,6
50010030,50010,270,,B0004,6
50010031,50010,280,,B0004,6
50010032,50010,290,,B0004,7
50010033,50010,300,,B0004,7
50010034,50010,170,,B0004,7
50010035,50010,180,,B0004,7
50010036,50010,190,,B0004,7
50010037,50010,200,,B0004,7
50010038,50010,210,,B0004,7
50010039,50010,220,,B0004,7
50010040,50010,230,,B0004,7
50010041,50010,240,,B0004,7
50010042,50010,250,,B0004,7
50010043,50010,260,,B0004,7
50010044,50010,270,,B0004,7
50010045,50010,280,,B0004,7
50010046,50010,290,,B0004,7
50010047,50010,300,,B0004,7
