RecipeKey,PresetTestKey,BugerName,TasteScore,BalancePoint,SpicyPoint,Cost,Tag,TrialSkillBonus
369,0,7층 버거_S0+_000304_B3,2472.96,0,15,2145,Spicy,0
370,0,7층 버거_S0+_000304_B3,2472.96,0,15,2145,Spicy,0
371,0,7층 버거_S0+_000205_B2,2720.256,0,15,1897.5,Spicy,0
372,0,7층 버거_S0+_000205_B3,2720.256,0,15,2227.5,Spicy,0
373,0,7층 버거_S1_000106_B2,2967.552,0,15,2040,Spicy,0
374,0,7층 버거_S1+_000007_B3,3214.848,0,15,2537.5,Spicy,0
375,0,7층 버거_S1+_000007_B3,3444.48,0,15,2537.5,Spicy,0
376,0,8층 버거_D_080000_B0,399.168,0,15,480,Spicy,0
377,0,8층 버거_D+_070100_B0,482.328,0,15,562.5,Spicy,0
378,0,8층 버거_D+_060200_B0,565.488,0,15,625,Spicy,0
379,0,8층 버거_C_050300_B0,648.648,0,15,715,Spicy,0
380,0,8층 버거_C+_050300_B1,895.752,0,15,877.5,Spicy,0
381,0,8층 버거_C+_040400_B1,978.912,0,15,945,Spicy,0
382,0,8층 버거_B_030500_B1,1062.072,0,15,1050,Spicy,0
383,0,8층 버거_B+_020600_B2,1278.288,0,15,1305,Spicy,0
384,0,8층 버거_B+_010700_B2,1361.448,0,15,1377.5,Spicy,0
385,0,8층 버거_B+_000800_B2,1444.608,0,15,1450,Spicy,0
386,0,8층 버거_A_000701_B2,1663.2,0,15,1575,Spicy,0
387,0,8층 버거_A+_000602_B2,1881.792,0,15,1705,Spicy,0
388,0,8층 버거__000503_B2,2275.416,0,15,1840,Spicy,0
389,0,8층 버거_S0_000503_B3,2275.416,0,15,2160,Spicy,0
390,0,8층 버거_S0+_000404_B2,2512.224,0,15,1980,Spicy,0
391,0,8층 버거_S0+_000404_B3,2512.224,0,15,2310,Spicy,0
392,0,8층 버거_S1_000305_B2,2749.032,0,15,2062.5,Spicy,0
393,0,8층 버거_S1_000305_B3,2960.496,0,15,2465,Spicy,0
394,0,8층 버거__000206_B2,3215.52,0,15,2275,Spicy,0
395,0,8층 버거__000206_B3,3215.52,0,15,2625,Spicy,0
396,0,8층 버거__000107_B2,3470.544,0,15,2362.5,Spicy,0
397,0,8층 버거__000107_B3,3470.544,0,15,2712.5,Spicy,0
398,0,8층 버거__000008_B2,3725.568,0,15,2520,Spicy,0
399,0,8층 버거__000008_B3,3725.568,0,15,2880,Spicy,0
400,0,9층 버거_D+_090000_B0,462.672,0,15,562.5,Spicy,0
401,0,9층 버거_D+_080100_B0,548.352,0,15,625,Spicy,0
402,0,9층 버거_C_070200_B0,634.032,0,15,715,Spicy,0
403,0,9층 버거_C+_060300_B1,974.304,0,15,945,Spicy,0
404,0,9층 버거_B_050400_B1,1059.984,0,15,1050,Spicy,0
405,0,9층 버거_B_040500_B1,1145.664,0,15,1120,Spicy,0
406,0,9층 버거_B+_030600_B2,1368.432,0,15,1377.5,Spicy,0
407,0,9층 버거_B+_020700_B2,1454.112,0,15,1450,Spicy,0
408,0,9층 버거_A_010800_B2,1539.792,0,15,1575,Spicy,0
409,0,9층 버거_A_000900_B2,1625.472,0,15,1650,Spicy,0
410,0,9층 버거_A_000900_B3,1625.472,0,15,1950,Spicy,0
411,0,9층 버거_A+_000801_B3,1850.688,0,15,2092.5,Spicy,0
412,0,9층 버거_A+_000702_B3,2075.904,0,15,2170,Spicy,0
413,0,9층 버거_S0_000603_B3,2301.12,0,15,2320,Spicy,0
414,0,9층 버거_S0+_000504_B3,2526.336,0,15,2475,Spicy,0
415,0,9층 버거_S1+_000405_B3,2751.552,0,15,2557.5,Spicy,0
416,0,9층 버거__000306_B3,3224.832,0,15,2800,Spicy,0
417,0,9층 버거__000207_B3,3468.816,0,15,2887.5,Spicy,0
418,0,9층 버거__000108_B3,3712.8,0,15,3060,Spicy,0
419,0,9층 버거__000009_B3,3956.784,0,15,3150,Spicy,0
420,0,9층 버거__000009_B3,4261.152,0,15,3237.5,Spicy,0
421,0,10층 버거_D+_100000_B0,529.2,0,15,625,Spicy,0
422,0,10층 버거_C_090100_B0,617.4,0,15,715,Spicy,0
423,0,10층 버거_C_080200_B0,705.6,0,15,780,Spicy,0
424,0,10층 버거_B_070300_B1,1055.88,0,15,1050,Spicy,0
425,0,10층 버거_B_060400_B1,1144.08,0,15,1120,Spicy,0
426,0,10층 버거_B_050500_B1,1232.28,0,15,1190,Spicy,0
427,0,10층 버거_B+_040600_B2,1461.6,0,15,1450,Spicy,0
428,0,10층 버거_A_030700_B2,1549.8,0,15,1575,Spicy,0
429,0,10층 버거_A_020800_B2,1638,0,15,1650,Spicy,0
430,0,10층 버거_A_010900_B2,1726.2,0,15,1725,Spicy,0
431,0,10층 버거_A+_001000_B2,1814.4,0,15,1860,Spicy,0
432,0,10층 버거_A+_001000_B3,1965.6,0,15,2170,Spicy,0
433,0,10층 버거_S0_000901_B3,2216.76,0,15,2320,Spicy,0
434,0,10층 버거_S0+_000802_B3,2467.92,0,15,2475,Spicy,0
435,0,10층 버거_S0+_000703_B3,2719.08,0,15,2557.5,Spicy,0
436,0,10층 버거_S1_000604_B3,2970.24,0,15,2720,Spicy,0
437,0,10층 버거_S1+_000505_B3,3221.4,0,15,2887.5,Spicy,0
438,0,10층 버거_S2_000406_B3,3472.56,0,15,2975,Spicy,0
439,0,10층 버거_S2+_000307_B3,3723.72,0,15,3150,Spicy,0
440,0,10층 버거__000208_B3,3974.88,0,15,3240,Spicy,0
441,0,10층 버거__000109_B3,4226.04,0,15,3422.5,Spicy,0
442,0,10층 버거__000010_B3,4477.2,0,15,3515,Spicy,0
443,0,10층 버거_S3+_000010_B3,4821.6,0,15,3610,Spicy,0
7101,0,10층 버거__R10_S1_고기,2938.32,0,0,2720,Meat,0
7102,0,10층 버거__R10_S1_치킨,2938.32,0,0,2720,Chicken,0
7103,0,10층 버거__10_S1_해산물,2938.32,0,0,2720,Seafood,0
7104,0,10층 버거__R10_S1_채소,2938.32,0,0,2720,Veggie,0
7105,0,10층 버거__R10_S1_매움,2938.32,0,15,2720,Spicy,0
7106,0,10층 버거__R10_S1_기타,2938.32,0,0,2720,Mixed,0
7111,0,10층 버거__10_S1+_고기,3363.36,0,0,2975,Meat,0
7112,0,10층 버거__10_S1+_치킨,3363.36,0,0,2975,Chicken,0
7113,0,10층 버거__0_S1+_해산물,3363.36,0,0,2975,Seafood,0
7114,0,10층 버거__10_S1+_채소,3363.36,0,0,2975,Veggie,0
7115,0,10층 버거__10_S1+_매움,3363.36,0,15,2975,Spicy,0
7116,0,10층 버거__10_S1+_기타,3363.36,0,0,2975,Mixed,0
7201,0,10층 버거__R10_S2_고기,3788.4,0,0,3422.5,Meat,0
7202,0,10층 버거__R10_S2_치킨,3788.4,0,0,3422.5,Chicken,0
7203,0,10층 버거__10_S2_해산물,3788.4,0,0,3422.5,Seafood,0
7204,0,10층 버거__R10_S2_채소,3788.4,0,0,3422.5,Veggie,0
7205,0,10층 버거__R10_S2_매움,3788.4,0,15,3422.5,Spicy,0
7206,0,10층 버거__R10_S2_기타,3788.4,0,0,3422.5,Mixed,0
7211,0,10층 버거__10_S2+_고기,4132.8,0,0,3515,Meat,0
7212,0,10층 버거__10_S2+_치킨,4132.8,0,0,3515,Chicken,0
7213,0,10층 버거__0_S2+_해산물,4132.8,0,0,3515,Seafood,0
7214,0,10층 버거__10_S2+_채소,4132.8,0,0,3515,Veggie,0
7215,0,10층 버거__10_S2+_매움,4132.8,0,15,3515,Spicy,0
7216,0,10층 버거__10_S2+_기타,4132.8,0,0,3515,Mixed,0
7301,0,10층 버거__R10_S3_고기,4821.6,0,0,3610,Meat,0
7302,0,10층 버거__R10_S3_치킨,4821.6,0,0,3610,Chicken,0
7303,0,10층 버거__10_S3_해산물,4821.6,0,0,3610,Seafood,0
7304,0,10층 버거__R10_S3_채소,4821.6,0,0,3610,Veggie,0
7305,0,10층 버거__R10_S3_매움,4821.6,0,15,3610,Spicy,0
7306,0,10층 버거__R10_S3_기타,4821.6,0,0,3610,Mixed,0
7311,0,10층 버거__10_S3+_고기,5166,0,0,3800,Meat,0
7312,0,10층 버거__10_S3+_치킨,5166,0,0,3800,Chicken,0
7313,0,10층 버거__0_S3+_해산물,5166,0,0,3800,Seafood,0
7314,0,10층 버거__10_S3+_채소,5166,0,0,3800,Veggie,0
7315,0,10층 버거__10_S3+_매움,5166,0,15,3800,Spicy,0
7316,0,10층 버거__10_S3+_기타,5166,0,0,3800,Mixed,0
7401,0,10층 버거__R10_S4_고기,5682.6,0,0,4180,Meat,0
7402,0,10층 버거__R10_S4_치킨,5682.6,0,0,4180,Chicken,0
7403,0,10층 버거__10_S4_해산물,5682.6,0,0,4180,Seafood,0
7404,0,10층 버거__R10_S4_채소,5682.6,0,0,4180,Veggie,0
7405,0,10층 버거__R10_S4_매움,5682.6,0,15,4180,Spicy,0
7406,0,10층 버거__R10_S4_기타,5682.6,0,0,4180,Mixed,0
7411,0,10층 버거__10_S4+_고기,6199.2,0,0,4560,Meat,0
7412,0,10층 버거__10_S4+_치킨,6199.2,0,0,4560,Chicken,0
7413,0,10층 버거__0_S4+_해산물,6199.2,0,0,4560,Seafood,0
7414,0,10층 버거__10_S4+_채소,6199.2,0,0,4560,Veggie,0
7415,0,10층 버거__10_S4+_매움,6199.2,0,15,4560,Spicy,0
7416,0,10층 버거__10_S4+_기타,6199.2,0,0,4560,Mixed,0
7501,0,10층 버거__R10_S5_고기,6642,0,0,4940,Meat,0
7502,0,10층 버거__R10_S5_치킨,6642,0,0,4940,Chicken,0
7503,0,10층 버거__10_S5_해산물,6642,0,0,4940,Seafood,0
7504,0,10층 버거__R10_S5_채소,6642,0,0,4940,Veggie,0
7505,0,10층 버거__R10_S5_매움,6642,0,15,4940,Spicy,0
7506,0,10층 버거__R10_S5_기타,6642,0,0,4940,Mixed,0
7511,0,10층 버거__10_S5+_고기,7249.5,0,0,5723.2,Meat,0
7512,0,10층 버거__10_S5+_치킨,7249.5,0,0,5723.2,Chicken,0
7513,0,10층 버거__0_S5+_해산물,7249.5,0,0,5723.2,Seafood,0
7514,0,10층 버거__10_S5+_채소,7249.5,0,0,5723.2,Veggie,0
7515,0,10층 버거__10_S5+_매움,7249.5,0,15,5723.2,Spicy,0
7516,0,10층 버거__10_S5+_기타,7249.5,0,0,5723.2,Mixed,0
