key,name,text,event,option,thumb,emotion,theOtherName,theOtherThumb,localizationKey
stage_2_1,151001,모험가를 약하게 만드는 저주에 소울을 억지로 가담시켜...,,,soul,,,,dialog_230
stage_2_1,111001,힘들었겠다... 다른 소울들도 고통받고 있을 거야.,,,soul,,,,dialog_231
stage_2_1,player,그런 비밀이 숨겨져 있었군. 던전에 들어왔을 때 약해진 기분이 든다면 근처 어딘가에 소울이 있다는 증거겠네.,,,avatar,반짝,111001,soul,dialog_232
stage_2_1,player,다른 소울들도 빨리 모두 구해주자.,,,avatar,,111001,soul,dialog_233
quest_16_completed,player,"와, 인간적으로 너무 더운 것 아냐?!",,,avatar,뜨거,,,dialog_234
quest_16_completed,player,모래에 발도 푹푹 빠져서 걷기도 힘들잖아!,,,avatar,뜨거,,,dialog_235
quest_16_completed,player,"만약에 나한테 숨겨둘 보물이 있다면 찾기 힘들라고 이런 사막에 묻어 둘 거야, 으!",,,avatar,,,,dialog_236
quest_16_completed,patrol,그건 그래. 아무래도 보물은 찾기 힘든 곳에 숨기니까 찾기 재밌는 법이지.,,,npc,,,,dialog_237
quest_16_completed,player,?,,,avatar,,patrol,npc,dialog_238
quest_16_completed,151001,갑자기 누구지...?,,,soul,,,,dialog_239
quest_16_completed,111001,이상한 사람이 잘 꼬이는 편이구나.,,,soul,,,,dialog_240
patrol_1,player,음... 뭐하시는 분이세요?,,,avatar,눈치,,,dialog_241
patrol_1,patrol,"난 이 마을의 탐색대장, 파트로스다.",,,npc,,,,dialog_242
patrol_1,patrol,탐색대는 마을 밖에서 자원이 될 만한 것을 찾아와 마을의 재정 안정에 힘쓰고 있지.,,,npc,,,,dialog_243
patrol_1,player,자원이요?,,,avatar,,patrol,npc,dialog_244
patrol_1,patrol,모험가들을 안정적으로 지원해 줄 수 있도록 돈이나 재료를 가져오는 거다.,,,npc,,,,dialog_245
patrol_1,patrol,"자네도 보아하니 꽤나 강한 모험가인 것 같은데, 우리 탐색대가 안전하게 자원을 가져올 수 있게 도와줄 수 있나?",,,npc,,,,dialog_246
patrol_1,111001,소울들 찾기도 바쁜데 거절해!,,,soul,,,,dialog_247
patrol_1,patrol,물론 보상도 있을 거다. 탐색대가 찾아온 자원 일부를 나눠주지.,,,npc,,,,dialog_248
patrol_1,player,"오, 어떻게 하면 되나요?",,,avatar,초롱,patrol,npc,dialog_249
patrol_1,151001,...속물.,,,soul,,,,dialog_250
ui_gathering,patrol,평소처럼 모험을 하면서 탐색대가 다니기에 안전한 지역을 확보해주기만 하면 된다.,,,npc,,,,dialog_251
ui_gathering,player,쉽네요~!,,,avatar,,patrol,npc,dialog_252
ui_gathering,patrol,자네에겐 쉬운 일이겠지만 탐색대에게는 큰 도움이 될 거다. 몬스터가 소탕된 안전한 지역을 확실하게 인지해야 모두가 안정적으로 탐색할 수 있지.,,,npc,,,,dialog_253
ui_gathering,player,그래서 보상은요???,,,avatar,초롱,patrol,npc,dialog_254
ui_gathering,patrol,탐색대가 자원을 구해온다면 당연히 자네의 공로도 크지. 몬스터를 소탕해 안전한 지역을 만들고 탐색대에 보고해 줄 테니.,shake,,npc,,,,dialog_255
ui_gathering,player,그래서 보상은요????????????,,,avatar,초롱,patrol,npc,dialog_256
ui_gathering,patrol,지역 확보에 쏟은 시간만큼 탐색대가 구해온 자원의 일부를 제공하도록 하지.,,,npc,,,,dialog_257
ui_gathering,patrol,레벨이 높아질수록 한번에 많은 지역을 확보할 수 있을 테니 그만큼 시간당 보상도 늘어날 거다.,,,npc,,,,dialog_258
ui_gathering,patrol,"단, 현황 보고를 자주 할 필요는 있으니... 8시간 이상 보상을 누적해서 줄 수는 없다. 자주 들러라.",,,npc,,,,dialog_259
ui_gathering,player,좋습니다!,,,avatar,,patrol,npc,dialog_260
quest_18_completed,patrol,탐색이 어떤 건지 알려줬으니 탐색대원으로서 첫 임무다.,,,npc,,,,dialog_261
quest_18_completed,player,음... 저도 탐색대원인가요...?,,,avatar,당황,patrol,npc,dialog_262
quest_18_completed,patrol,사막에도 안전 구역이 필요하다. 몬스터를 소탕하고 탐색대가 활동하기에 안전한지 확인해서 보고해라.,,,npc,,,,dialog_263
quest_18_completed,player,"아니, 저도 탐색대냐고 물었습니다?!",,,avatar,분노,patrol,npc,dialog_264
quest_18_completed,patrol,"그럼 출발해라, 대원!",,,npc,,,,dialog_265
quest_18_completed,111001,말이 안 통하네.,,,soul,,,,dialog_266
quest_18_completed,player,자원을 나눠준다니까 뭐... 가볼까...?,,,avatar,,111001,soul,dialog_267
quest_19_completed,111001,같은 곳을 뺑뺑이 도니까 지긋지긋해.,,,soul,,,,dialog_268
quest_19_completed,player,아무래도 정말로 안전한지 점검해야 하니까 어쩔 수 없지!,,,avatar,,111001,soul,dialog_269
quest_19_completed,player,그래도 남은 소울이 있는지는 확인이 끝난 곳을 다시 둘러보는 거라 조금 시간이 아깝긴 하네...,,,avatar,한숨,111001,soul,dialog_270
quest_19_completed,player,"자원을 얻으려고 하긴 했지만, 지겹긴 하더라.",,,avatar,한숨,111001,soul,dialog_271
quest_19_completed,pet,"그럴 땐 펫이랑 함께 모험을 떠나보는 건 어떨까요, 모험가님?!!",,,npc,,,,dialog_272
quest_19_completed,player,펫이요?,,,avatar,반짝,pet,npc,dialog_273
pet_1,pet,우리 귀엽고 똑똑한 펫들은 모험에 큰 도움을 준다구요~!!,,,npc,,,,dialog_274
pet_1,player,어떤 도움인가요?,,,avatar,,pet,npc,dialog_275
pet_1,pet,주인에게 버프를 걸거나 몬스터를 디버프를 걸어주기도 하구요!!,,,npc,,,,dialog_276
pet_1,pet,던전에서의 귀찮은 일을 대신 해주기도 하구요!!!,shake,,npc,,,,dialog_277
pet_1,pet,귀엽습니다!!!!,,,npc,,,,dialog_278
pet_1,151001,그게 다인 건가...,,,soul,,,,dialog_279
pet_1,player,안 데리고 갈 이유가 없네요!??!??,,,avatar,반짝,111001,soul,dialog_280
pet_1,111001,"아니, 너 돈 많아?!",,,soul,,,,dialog_281
pet_1,pet,제가 책임감 있게 건강하고! 똑똑하고! 귀엽고! 깜찍하고! 사랑스러운 펫을! 입양해 드리고 있으니 많은 이용 부탁드립니다~!!,,,npc,,,,dialog_282
pet_1,pet,이어서 어떻게 펫과 함께 모험하면 될지 자세히 알려 드릴게요!!,,,npc,,,,dialog_283
pet_1,player,"네, 얼른요!",,,avatar,반짝,pet,npc,dialog_284
ui_pet,pet,제가 특별히 모험가님께 펫 한 마리를 입양해 드렸습니다!!,,,npc,,,,dialog_285
ui_pet,pet,"펫과 모험을 떠나고 싶으시다면, 함께 모험을 떠날 펫을 선택하기만 하시면 됩니다!!",,,npc,,,,dialog_286
ui_pet,player,"와, 고마워요! 아주 기대되네요.",,,avatar,초롱,pet,npc,dialog_287
ui_pet,pet,그리고 펫도 레벨을 올려줄 수 있답니다!,,,npc,,,,dialog_288
ui_pet,pet,아끼는 펫의 레벨을 올려 모험을 함께하기 더 좋은 동반자로 만들어 보세요!!,,,npc,,,,dialog_289
ui_pet,111001,귀엽긴 하겠다!,,,soul,,,,dialog_290
quest_21_completed,pet,저... 혹시 모험가님! 부탁 하나만 드려도 될까요?!?!,,,npc,,,,dialog_291
quest_21_completed,player,어떤 부탁이죠? 펫도 선물해주셨으니 얼마든지요.,,,avatar,,pet,npc,dialog_292
quest_21_completed,pet,사실은 얼마 전에 말썽꾸러기 강아지 한 마리를 마을 밖에서 잃어버렸는데... 며칠 만에 겨우 다시 찾긴 했어요...!!!!,,,npc,,,,dialog_293
quest_21_completed,player,다행이네요. 이미 찾았는데 무슨 문제가...?,,,avatar,,pet,npc,dialog_294
quest_21_completed,pet,찾긴 했는데... 모습이 엄청나게 변해 있었어요!!! 귀여웠던 모습은 온데간데없고 엄청나게 포악해져 있더라구요...,,,npc,,,,dialog_295
quest_21_completed,pet,그대로 둔다면 모험가를 돕긴커녕 오히려 모험가를 죽일 거예요!!!!,,,npc,,,,dialog_296
quest_21_completed,player,그런 일이...! 제가 한번 제압해볼게요.,,,avatar,,pet,npc,dialog_297
quest_22_completed,player,어떻게 펫이 그렇게까지 난폭해져 있는가 했더니 소울칼리버 조각을 마구 먹었네.,,,avatar,,,,dialog_298
quest_22_completed,111001,뭔지도 모르고 막 먹은 것 같아. 길을 잃고 당황해서 안 그래도 사나워져 있었을 텐데 소울들을 흡수하고 그렇게 됐나 봐.,,,soul,,,,dialog_299
quest_22_completed,151001,불쌍해...,,,soul,,,,dialog_300
quest_22_completed,player,근데 그 와중에 너희 소울 피스는 안 보이더라? 이번엔 있을 줄 알았는데...,,,avatar,분노,151001,soul,dialog_301
quest_22_completed,111001,나는 대단한 소울이니까 내 소울 피스를 먹은 몬스터도 엄청 강할 걸? 그 강아지는 비교도 안 될 거야!,,,soul,,,,dialog_302
quest_22_completed,151001,...,,,soul,,,,dialog_303
quest_22_completed,player,그럼 더 강한 몬스터를 찾아다녀야겠네.,,,avatar,,151001,soul,dialog_304
quest_22_completed,player,내가 이런 쪽으로 전문가인 아저씨를 알고 있지! 스릴 넘치는 삶을 추구한다고 위험한 짓을 많이 해서 주변인들 속을 좀 썩이는 편이지만...,,,avatar,반짝,151001,soul,dialog_305
quest_22_completed,111001,오! 빨리 출발해!,,,soul,,,,dialog_306
limitLand_1,player,"아저씨, 오랜만이에요! 한 10년만인가요?",,,avatar,꺄오,,,dialog_307
limitLand_1,limitLand,"오! 정말로 오랜만이구나, 하하하! 무슨 일이냐?",,,npc,,,,dialog_308
limitLand_1,player,아주 강한 몬스터가 많은 곳을 혹시 아시나요?!,,,avatar,,limitLand,npc,dialog_309
limitLand_1,limitLand,강한 몬스터가 끝없이 밀려오는 곳이 있지!,,,npc,,,,dialog_310
limitLand_1,limitLand,"모험가를 한계까지 몰아붙이는 짜릿하고 스릴 넘치는 곳이란다, 하하!",,,npc,,,,dialog_311
limitLand_1,player,그런 곳이 있다고요!??,,,avatar,반짝,limitLand,npc,dialog_312
limitLand_1,111001,소울들이 엄청나게 모여있나 봐! 대박이잖아?!,,,soul,,,,dialog_313
limitLand_1,limitLand,"한계의 땅이라고 이름 붙였단다! 많이 궁금한 표정인데 빨리 알려줘야겠구나, 하하하하!!",,,npc,,,,dialog_314
limitLand_1,player,"네, 빨리요!!",,,avatar,,limitLand,npc,dialog_315
ui_limitLand,limitLand,"한계의 땅은 내가 직접 만들었단다, 하하!!!",,,npc,,,,dialog_316
ui_limitLand,player,어... 아저씨가 직접 만든 땅이라고요...?,,,avatar,눈치,limitLand,npc,dialog_317
ui_limitLand,111001,헉...! 혹시 소울들을 이용해서 만든 거 아냐?!,,,soul,,,,dialog_318
ui_limitLand,limitLand,"내가 꿈꾸던 스릴 만점의 유토피아!! 한계의 땅은 내 옆에 있는 포탈로 보내줄 수 있단다, 하하!!!",,,npc,,,,dialog_319
ui_limitLand,limitLand,"요새 모험가들 사이에서 한계의 땅에서 누가 누가 잘 버티는지 경쟁하는 게 유행이라고! 순위를 매겨서 상품도 주니 너도 도전해보렴, 하하하!!",,,npc,,,,dialog_320
ui_limitLand,player,"아, 그렇군요...",,,avatar,한숨,limitLand,npc,dialog_321
ui_limitLand,limitLand,멋지지 않냐? 하하하!! 하지만 유의할 점이 있지!,,,npc,,,,dialog_322
ui_limitLand,limitLand,"아무래도 모험가들을 한계까지 치닫게 하는 곳이다 보니 다들 결국에 쓰러지는데, 내가 일일이 데려오고 있단다!!",,,npc,,,,dialog_323
ui_limitLand,limitLand,나도 피곤하니 아무리 재밌더라도 하루에 많이 가지는 마!!,,,npc,,,,dialog_324
ui_limitLand,player,아하하... 네... 근데 아저씨! 혹시 한계의 땅은 언제 만드셨나요?,,,avatar,,limitLand,npc,dialog_325
ui_limitLand,limitLand,"한 5년 정도 된 것 같구나, 하하!!!",,,npc,,,,dialog_326
ui_limitLand,111001,"뭐야, 소울칼리버가 부서진 시기보다 한참 이전이잖아!",,,soul,,,,dialog_327
ui_limitLand,151001,...허탕...,,,soul,,,,dialog_328
ui_limitLand,player,5년... 아하...하...,,,avatar,한숨,151001,soul,dialog_329
quest_24_completed,111001,설마 소울들을 이용해서 만든 건가 싶었는데 완전 허탕이네.,,,soul,,,,dialog_330
quest_24_completed,111001,"뭐, 소울들을 그런 식으로 이용한 게 아니라 다행이긴 하지만...",,,soul,,,,dialog_331
quest_24_completed,111001,너 너무 유행에 뒤처진 거 아냐? 5년 전에 만들어진 곳인데 모르고 있었다니!,,,soul,,,,dialog_332
quest_24_completed,player,스릴 넘치는 여행을 좋아하셔서 이곳저곳에서 강한 몬스터를 많이 마주치시지 않았을까 기대했는데...,,,avatar,눈치,111001,soul,dialog_333
quest_24_completed,player,아예 스릴 넘치는 땅을 직접 만들어서 마을에 계속 계셨을 줄이야.,,,avatar,눈치,111001,soul,dialog_334
quest_24_completed,151001,사막이나 마저 둘러보자...,,,soul,,,,dialog_335
quest_24_completed,player,그래야겠어. 사막은 많이 더우니까 이번엔 꼭 부채를 챙겨가야겠다.,,,avatar,,151001,soul,dialog_336
quest_25_completed,player,이 부채에 있을 소울이 몬스터를 잡는 게 아니라 더위를 식히는 역할을 하는 걸 아쉬워하겠지...?,,,avatar,눈치,,,dialog_337
quest_25_completed,151001,많이...,,,soul,,,,dialog_338
quest_25_completed,111001,응.,,,soul,,,,dialog_339
quest_25_completed,player,하지만 너무 더워. 미안!,,,avatar,뜨거,111001,soul,dialog_340
quest_25_completed,collector,헤에~ 너~! 그 부채도 그렇고 신비한 기운의 장비를 많이 들고 있구나~?,,,npc,,,,dialog_341
quest_25_completed,player,어...? 탐내지 마세요! 물러서세요.,,,avatar,분노,collector,npc,dialog_342
quest_25_completed,collector,빡빡하게 굴지 말고 나와 거래를 해보자~!,,,npc,,,,dialog_343
quest_25_completed,player,거래?,,,avatar,,collector,npc,dialog_344
collector_1,collector,귀한 장비가 많아 보이는데 나한테 조금 나눠주는 게 어때~?,,,npc,,,,dialog_345
collector_1,player,내가 왜?,,,avatar,흐음,collector,npc,dialog_346
collector_1,111001,말도 안 돼!,,,soul,,,,dialog_347
collector_1,collector,도감을 너무 채우고 싶단 말이야~ 귀한 장비를 주는 만큼 나도 능력치를 올려주는 귀한 주문을 걸어줄게~!,,,npc,,,,dialog_348
collector_1,player,오호... 그런 게 된다고?,,,avatar,,collector,npc,dialog_349
collector_1,player,그런 거라면 방어구는 좀 줄 수 있겠는데...,,,avatar,,collector,npc,dialog_350
collector_1,player,무기는 안 돼!! 녹슬지 않게 꾸준히 사용해줘야 하는데 너는 수집품으로서 가만히 묵혀둘 것 같단 말이지.,,,avatar,분노,collector,npc,dialog_351
collector_1,collector,무기에 애착이 있는 편이구나~?,,,npc,,,,dialog_352
collector_1,collector,강아지도 매일 산책시켜 줘야 하는 것처럼 무기도 매일 사용해주면 된단 말이지~? 그 정도야 수용 가능한 범위지~,,,npc,,,,dialog_353
collector_1,151001,...강아지...,,,soul,,,,dialog_354
collector_1,111001,"저 녀석, 소울이 만만한 거야!??!",,,soul,,,,dialog_355
collector_1,collector,그리고 너도 어차피 쓸 수 있는 무기의 수가 한정적이잖아~ 무기를 묵혀두는 건 너야말로 그렇지 않아~?,,,npc,,,,dialog_356
collector_1,player,호오... 그럴듯해.,,,avatar,반짝,collector,npc,dialog_357
collector_1,collector,"그치, 거래 성립이다~? 우선 장비 도감이 뭔지 들어봐~",,,npc,,,,dialog_358
ui_collection,collector,이게 내 장비 도감이야~! 어때~?,,,npc,,,,dialog_359
ui_collection,player,텅 비었네.,,,avatar,,collector,npc,dialog_360
ui_collection,collector,맞아~ 도감을 완전히 채우고 싶단 말이지~,,,npc,,,,dialog_361
ui_collection,collector,필요한 장비를 줘서 내 컬렉션이 하나씩 완성될 때마다 능력치를 올리는 주문을 걸어줄게~,,,npc,,,,dialog_362
ui_collection,player,알겠어. 대신 무기는 꼭 매일 사용해줘야 한다?,,,avatar,,collector,npc,dialog_363
ui_collection,collector,"그럼, 걱정하지 마~! 나도 장비 모으러 모험을 꾸준히 다닌다고~!",,,npc,,,,dialog_364
ui_collection,collector,도감이 완성되는 모습을 조만간 볼 수 있겠지~?,,,npc,,,,dialog_365
quest_27_completed,111001,소울이 담긴 무기를 팔아넘기다니...! 그 모든 무기를 모험가 한 명이 다 사용할 수 없는 것도 맞는 말이긴 하지만...,,,soul,,,,dialog_366
quest_27_completed,151001,우선은 믿어보자... 나쁜 사람은 아닌 것 같아...,,,soul,,,,dialog_367
quest_27_completed,111001,어쩔 수 없긴 하지! 모든 소울들을 구하는 게 우선이니까.,,,soul,,,,dialog_368
quest_27_completed,111001,"얼른 소울들을 마저 모으자, 모험가!",,,soul,,,,dialog_369
quest_27_completed,player,알겠어. 기다려 봐!,,,avatar,,111001,soul,dialog_370
quest_27_completed,player,"센밀, 장비를 더 모아와 줄 테니 강한 몬스터를 본 적 있으면 말해줘.",,,avatar,,111001,soul,dialog_371
quest_27_completed,collector,원래 비싼 정보지만 거래를 시작하게 기념으로 알려주지~ 서비스야~,,,npc,,,,dialog_372
quest_27_completed,collector,사막 끝자락에서 칼을 엄청나게 많이 들고 있는 몬스터를 봤어~ 무기 부자 부럽다~!,,,npc,,,,dialog_373
quest_27_completed,collector,많은 수의 칼을 다루는 걸 보면 평범한 몬스터는 아닌 것 같아~,,,npc,,,,dialog_374
quest_27_completed,player,좋은 정보 고마워!,,,avatar,반짝,collector,npc,dialog_375
quest_28_completed,player,어디서 훔쳐온 건지 모를 칼을 잔뜩 들고 있는 건 그렇다 치더라도...,,,avatar,,,,dialog_376
quest_28_completed,player,그 많은 칼을 어떻게 잘 다루는 건지 궁금했는데 소울의 힘을 빌린 거였군!,,,avatar,,,,dialog_377
quest_28_completed,111001,"오, 새로운 소울이다! 이름이 뭐야?",,,soul,,,,dialog_378
quest_28_completed,141003,이게 무슨 상황이지? 누구든 설명해 보아라.,,,soul,,,,dialog_379
quest_28_completed,player,무슨 상황이냐면...,,,avatar,,141003,soul,dialog_380
quest_28_completed,player,(그간의 일을 설명한다.)\n.........소울칼리버.......숲..................캡틴.......섀도어.......소울 에그..............어쩌구......사막..............이러쿵......무기...........,,,avatar,,141003,soul,dialog_381
quest_28_completed,141003,"그렇군. 난 데몬 소드의 소울, 데몬어벤져다.",,,soul,,,,dialog_382
quest_28_completed,141003,"네놈이 과연 내 소울 피스를 찾을 수 있을지 아직 미덥지 못하지만, 자비를 베풀어 도와주도록 하마.",,,soul,,,,dialog_383
quest_28_completed,player,이번 소울은 상당히 거만하군.,,,avatar,흐음,141003,soul,dialog_384
quest_28_completed,151001,그러게...,,,soul,,,,dialog_385
quest_28_completed,141003,내 친히 아까의 몬스터에 대한 정보를 주도록 하지.,,,soul,,,,dialog_386
quest_28_completed,player,"오, 어떤 정보야?",,,avatar,초롱,141003,soul,dialog_387
quest_28_completed,141003,놈은 칼을 아주 좋아한다.,,,soul,,,,dialog_388
quest_28_completed,111001,그건 지나가던 개도 눈치채겠어.,,,soul,,,,dialog_389
quest_28_completed,141003,.... 그놈은 해적 본거지에서 왔다. 감히 이 몸을 삼키고 강해진 거지.,,,soul,,,,dialog_390
quest_28_completed,141003,놈은 강해지자 약탈지를 넓히겠다며 사막까지 넘어온 것이었다.,,,soul,,,,dialog_391
quest_28_completed,player,소울칼리버 조각이 해적들에게까지 퍼졌다고?!,,,avatar,분노,141003,soul,dialog_392
quest_28_completed,111001,큰일 났네! 힘을 합쳐 해적들을 소탕해버리자고!,,,soul,,,,dialog_393
stage_3_1,player,비린내! 혹시 피 냄새인가?! 다 덤벼!,,,avatar,분노,,,dialog_394
stage_3_1,111001,"뭐래, 바다니까 당연히 비린내가 나지.",,,soul,,,,dialog_395
stage_3_1,player,나도 알거든. 그냥 농담한 건데...,,,avatar,눈치,111001,soul,dialog_396
stage_3_1,141003,사막에 있다가 온 사이 바다에 해적선이 더 늘어난 것 같구나. 얼른 해치우거라.,,,soul,,,,dialog_397
stage_3_1,player,재촉 안 해도 그럴 거야.,,,avatar,,141003,soul,dialog_398
stage_3_1,player,약탈을 일삼는 해적들을 소탕해버리는 거야!,,,avatar,반짝,141003,soul,dialog_399
stage_3_1,player,그러면서 겸사겸사 해적선들을 조사해서 소울들도 찾는 일석이조!,,,avatar,반짝,141003,soul,dialog_400
stage_3_1,111001,적들이야! 빨리 싸울 준비나 해!!,,,soul,,,,dialog_401
quest_29_completed,151001,왜 해적은 없고...,,,soul,,,,dialog_402
quest_29_completed,111001,해산물들만 한가득이잖아!,,,soul,,,,dialog_403
quest_29_completed,141003,바다 생물들만 그렇게 잡아대서는 내 소울 피스를 어떻게 찾겠단 것이냐!!,,,soul,,,,dialog_404
quest_29_completed,player,"어우, 정신 사나워! 다 조용해 봐!!",,,avatar,분노,141003,soul,dialog_405
quest_29_completed,player,소울칼리버 조각이 바람을 타고 바다 가운데에 있는 해적선에 하필 딱 떨어졌을 가능성은 낮은 것 같아.,,,avatar,,141003,soul,dialog_406
quest_29_completed,player,소울을 흡수하면 강해진다는 걸 눈치챈 해적들이 가져왔을 거야.,,,avatar,,141003,soul,dialog_407
quest_29_completed,111001,그럼 소울을 훔쳐간 해적들이 어느 해적선에 숨어있나 다 찾아보자!,,,soul,,,,dialog_408
quest_29_completed,141003,"해적선을 모두 부숴버리면 알 수 있겠지. 서두르거라, 모험가!",,,soul,,,,dialog_409
quest_29_completed,player,"네, 네~!",,,avatar,흐음,141003,soul,dialog_410
quest_30_completed,player,으~ 온몸에 비린내가 배인 것 같아,,,avatar,우웩,,,dialog_411
quest_30_completed,info,킁킁... 이 냄새는...! 바다에 갔다 왔나...?,,,npc,,,,dialog_412
quest_30_completed,player,네. 해적선을 처리하고 있죠!,,,avatar,,info,npc,dialog_413
quest_30_completed,info,역시 훌륭한 모험가구먼...,,,npc,,,,dialog_414
quest_30_completed,info,바다 하니까 생각나는 요리가 있는데 말이여...,,,npc,,,,dialog_415
quest_30_completed,info,한 30년 전에 마지막으로 바다에 갔었을 때...,,,npc,,,,dialog_416
quest_30_completed,info,거북이로 탕을 끓여 먹었더니 이후 몇 년을 활기찼었지...,,,npc,,,,dialog_417
quest_30_completed,player,"오, 그런 요리가 있다니. 다시 해 드세요!",,,avatar,초롱,info,npc,dialog_418
quest_30_completed,info,바다가 너무 멀리 있으니... 이 늙은이는 갈 수가 없구먼...,,,npc,,,,dialog_419
quest_30_completed,info,대신 거북탕 재료를 모아와 주면 안 되겠나...?,,,npc,,,,dialog_420
quest_30_completed,player,? 제가요?,,,avatar,흐음,info,npc,dialog_421
quest_30_completed,info,부탁을 들어주면 자네의 모험가 정보에 '참 잘했어요' 도장을 찍어주도록 하지...,,,npc,,,,dialog_422
quest_30_completed,player,헉! '참 잘했어요' 도장이요?!,,,avatar,,info,npc,dialog_423
quest_30_completed,141003,당장 거절하거라. 이 영감이 누굴 바보로 아ㄴ...?,,,soul,,,,dialog_424
quest_30_completed,player,그건 못 참죠! 당장 거북이를 잡아오겠습니다!,,,avatar,,141003,soul,dialog_425
quest_30_completed,111001,바보 맞네.,,,soul,,,,dialog_426
quest_31_completed,player,거북이 대령이요~!,,,avatar,꺄오,,,dialog_427
quest_31_completed,info,이 정도 양이면 1000년은 건강하게 살겠구먼... '참 잘했어요' 도장은 잊지 않겠네...,,,npc,,,,dialog_428
quest_31_completed,info,그러고 보니까 말이여... 거북이를 잡다가 새우는 못 봤는가...?,,,npc,,,,dialog_429
quest_31_completed,player,아직 못 봤어요.,,,avatar,,info,npc,dialog_430
quest_31_completed,info,예전에 바다에 갔었을 때 새우 주제에 아주 잘 싸우는 몬스터를 봤었지...,,,npc,,,,dialog_431
quest_31_completed,info,몸에 좋을지 궁금하... 크흠...! 그 새우가 아직 살아있는지 궁금하구먼그래...,,,npc,,,,dialog_432
quest_31_completed,player,새우가 잘 싸운다고요? 궁금증이 생기긴 하네요.,,,avatar,,info,npc,dialog_433
quest_31_completed,141003,감히 또 심부름시킬 속셈인가?,,,soul,,,,dialog_434
quest_31_completed,111001,원래도 잘 싸우던 몬스터가 소울까지 흡수했다면 위험할 거야!,,,soul,,,,dialog_435
quest_31_completed,player,"그 새우, 제가 해치워보고 오겠습니다!",,,avatar,반짝,111001,soul,dialog_436
quest_31_completed,info,맛있겠구먼... 이 아니고 수고하게나...!,,,npc,,,,dialog_437
quest_32_completed,111001,삐쭉 튀어나온 입과 통통거리는 모습이 상당히 열받는 새우였어.,,,soul,,,,dialog_438
quest_32_completed,151001,맞아... 하지만 강하긴 했지...,,,soul,,,,dialog_439
quest_32_completed,141003,나랑 달리 나약한 자들은 처참히 당했겠지.,,,soul,,,,dialog_440
quest_32_completed,player,역시나 소울칼리버 조각을 잔뜩 먹은 것 같지? 우리가 잡아서 다행이야.,,,avatar,,141003,soul,dialog_441
quest_32_completed,player,바다에 이렇게 이상하고 강한 몬스터가 많았다니...,,,avatar,,141003,soul,dialog_442
quest_32_completed,player,이런 몬스터들 사이에서 생활해 온 해적들은 더더욱 강하겠지?,,,avatar,,141003,soul,dialog_443
quest_32_completed,111001,해적들은 전투력이 어느 정도일까?,,,soul,,,,dialog_444
quest_32_completed,player,이런 건 전문가가 있지! 순위기록관에게 물어보자.,,,avatar,,111001,soul,dialog_445
rank_1,rank,모험가들의 순위가 궁금하신가요?,,,npc,,,,dialog_446
rank_1,rank,전투력 순위? 아니면 한계의 땅 순위? 어느 것이 궁금하신지 말씀 주세요~!,,,npc,,,,dialog_447
rank_1,player,혹시 해적들도 전투력 순위에 올라와 있나요?,,,avatar,,rank,npc,dialog_448
rank_1,rank,물론이죠! 모든 이들의 전투력을 꿰뚫고 있답니다~!,,,npc,,,,dialog_449
rank_1,player,해적들의 전투력은 어느 정도인지 알려주세요!,,,avatar,,rank,npc,dialog_450
rank_1,111001,과연!! 두근두근! 두구두구!,,,soul,,,,dialog_451
rank_1,rank,해적들이라 하면... 수가 많아서 콕 집어서 알려 드리긴 어려워요~!,,,npc,,,,dialog_452
rank_1,rank,하지만 평균적으로 전투력이 11000 정도는 되는 것 같네요~!,,,npc,,,,dialog_453
rank_1,player,"오, 그거면 됐습니다! 감사합니다.",,,avatar,,rank,npc,dialog_454
rank_1,151001,역시 세상에 강자는 많구나...,,,soul,,,,dialog_455
rank_1,141003,최소한 해적들을 능가하는 힘을 갖춰야 이 몸을 도울 자격이 있지 않겠나?,,,soul,,,,dialog_456
rank_1,player,"어휴, 알겠어. 해적들과 싸우기 위해서 만반의 준비를 해야겠군!",,,avatar,,141003,soul,dialog_457
quest_34_completed,player,이 정도 전투력이면 해적들을 이길 수 있을 것 같아!,,,avatar,,,,dialog_458
quest_34_completed,141003,그럼 어서 해적들을 다 무찔러 보아라.,,,soul,,,,dialog_459
quest_34_completed,151001,해적선을 마저...,,,soul,,,,dialog_460
quest_34_completed,111001,해적들에게서 소울을 구할 차례야! 가자~!,,,soul,,,,dialog_461
quest_35_completed,player,해적선 수가 많으면 우리가 못 찾을 줄 알았냐?!,,,avatar,,,,dialog_462
quest_35_completed,barbosa,"모험가 한 명한테 해적들이 다 당하다니, 말도 안 돼!",,,npc,,,,dialog_463
quest_35_completed,player,소울들은 다 어떻게 했지? 너한테 승산은 없으니까 솔직히 불어!,,,avatar,,barbosa,npc,dialog_464
quest_35_completed,barbosa,소울? 그게 뭐지?,,,npc,,,,dialog_465
quest_35_completed,player,너희가 갑자기 강해진 게 소울들을 흡수해서잖아!,,,avatar,분노,barbosa,npc,dialog_466
quest_35_completed,player,소울칼리버 조각을 얻은 거야?! 아니면 소울 에그를 주운 거야?!?!,,,avatar,분노,barbosa,npc,dialog_467
quest_35_completed,111001,정보를 캐내랬더니 왜 네가 정보를 술술 불고 있는 거야...,,,soul,,,,dialog_468
