PresetID,UnitCount,CharID_1,CharID_2,CharID_3,CharID_4,CharID_5,CharID_6,CharID_7,CharID_8,CharID_9,CharID_10,CharID_11,CharID_12,NeedSynergy,UseRuneType,Explain
PR50011,5,C10003,C10006,C30004,C30005,C40005,,,,,,,,-,Battle/Synergy_S10003_Normal,"4 선봉장, 2 시그너스"
PR50012,5,C10003,C10006,C30004,C30005,C40007,,,,,,,,-,Battle/Synergy_S10003_Normal,"4 선봉장, 2 시그너스"
PR50013,5,C10003,C10006,C30004,C30005,C40011,,,,,,,,-,Battle/Synergy_S10003_Normal,"4 선봉장, 2 시그너스"
PR50014,5,C10007,C20005,C20006,C30006,C30007,,,,,,,,-,Battle/Synergy_S10004_Normal,5 마법사
PR50015,5,C10007,C20005,C20006,C30006,C40002,,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 1 전직교관"
PR50016,5,C10007,C20005,C20006,C30006,C40003,,,,,,,,-,Battle/Synergy_S10004_Normal,5 마법사
PR50017,5,C10007,C20005,C20006,C30007,C40002,,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 1 전직교관"
PR50018,5,C10007,C20005,C20006,C30007,C40003,,,,,,,,-,Battle/Synergy_S10004_Normal,5 마법사
PR50019,5,C10007,C20005,C30006,C30007,C40002,,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 1 전직교관"
PR50020,5,C10007,C20005,C30006,C30007,C40003,,,,,,,,-,Battle/Synergy_S10004_Normal,5 마법사
PR50021,5,C10007,C20006,C30006,C30007,C40002,,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 1 전직교관"
PR50022,5,C10007,C20006,C30006,C30007,C40003,,,,,,,,-,Battle/Synergy_S10004_Normal,5 마법사
PR50023,5,C20005,C20006,C30006,C30007,C40002,,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 1 전직교관"
PR50024,5,C20005,C20006,C30006,C30007,C40003,,,,,,,,-,Battle/Synergy_S10004_Normal,5 마법사
PR50025,5,C10009,C10010,C20010,C30008,C40006,,,,,,,,S10006_All,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 슬리피우드"
PR50026,5,C10009,C10010,C30004,C30008,C40006,,,,,,,,S10006_All,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 슬리피우드"
PR50027,5,C10009,C10010,C10011,C30008,C40007,,,,,,,,S10006_All,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
PR50028,5,C10009,C10010,C20002,C30008,C40007,,,,,,,,S10006_All,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
PR50029,5,C10009,C10010,C20009,C30008,C40007,,,,,,,,S10006_All,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
PR50030,5,C10009,C10010,C30001,C30008,C40007,,,,,,,,S10006_All,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 시그너스, 2 엘나스"
PR50031,5,C10009,C10010,C20001,C30008,C40012,,,,,,,,S10006_All,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 기사단장"
PR50032,5,C10009,C10010,C20007,C30008,C40012,,,,,,,,S10006_All,Battle/Synergy_S10006_Normal,"5 사냥꾼, 2 기사단장"
PR50033,5,C20006,C20007,C30009,C30010,C40008,,,,,,,,-,Battle/Synergy_S10007_Normal/Synergy_S10024_Normal,"5 그림자, 1 전직교관"
PR50034,5,C10006,C10011,C20008,C30001,C40009,,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal,"4 추격자, 3 오르비스, 2 엘나스"
PR50035,5,C10006,C10011,C20008,C30008,C40009,,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal,"4 추격자, 3 오르비스, 2 엘나스"
PR50036,5,C10003,C10006,C10011,C20008,C40009,,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal,"4 추격자, 3 오르비스, 2 선봉장"
PR50037,5,C10006,C10011,C20008,C30004,C40009,,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal,"4 추격자, 3 오르비스, 2 선봉장"
PR50038,5,C10006,C10011,C20008,C30005,C40009,,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal,"4 추격자, 3 오르비스, 2 선봉장"
PR50039,5,C10007,C10011,C20008,C30001,C40009,,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal,"4 추격자, 3 오르비스, 2 엘나스"
PR50040,5,C10007,C10011,C20008,C30008,C40009,,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal,"4 추격자, 3 오르비스, 2 엘나스"
PR50041,5,C10011,C10012,C20008,C30001,C40009,,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal,"4 추격자, 3 오르비스, 2 엘나스"
PR50042,5,C10011,C10012,C20008,C30008,C40009,,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal,"4 추격자, 3 오르비스, 2 엘나스"
PR50043,5,C10011,C10012,C20008,C20011,C40009,,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal,"4 추격자, 3 오르비스, 2 저격수"
PR50044,5,C10011,C10012,C20008,C30013,C40009,,,,,,,,S10008_All,Battle/Synergy_S10008_Normal/Synergy_S10021_Normal/Synergy_S10024_Normal,"4 추격자, 3 오르비스, 2 저격수, 1 전직교관"
PR50045,5,C20001,C20009,C20010,C30011,C40010,,,,,,,,-,Battle/Synergy_S10009_Normal,"5 싸움꾼, 2 엘나스"
PR50046,5,C20001,C20009,C20010,C30011,C40011,,,,,,,,-,Battle/Synergy_S10009_Normal,5 싸움꾼
PR50047,5,C10012,C10010,C20011,C30013,C40013,,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관"
PR50048,5,C10012,C20011,C30007,C30013,C40013,,,,,,,,-,Battle/Synergy_S10010_Normal/Synergy_S10023_Normal/Synergy_S10024_Normal,"4 저격수, 3 모험가, 1 전직교관"
PR50049,5,C10013,C20012,C20013,C30012,C40007,,,,,,,,-,Battle/Synergy_S10011_Normal/Synergy_S10020_Add,"5 방해꾼, 2 아케인리버, 2 시그너스"
PR50050,5,C10003,C10008,C20003,C20005,C30002,,,,,,,,-,Battle/Synergy_S10015_Normal/Synergy_S10002_Add,"5 시간의 신전, 1 책사"
PR50051,5,C10011,C20002,C20009,C30001,C30008,,,,,,,,S10016_Rune,Battle/Synergy_S10016_Normal/Synergy_S10001_Add,"6 엘나스, 2 예티와 페페"
PR50052,5,C10011,C20002,C20009,C30001,C40010,,,,,,,,S10016_Rune,Battle/Synergy_S10016_Normal/Synergy_S10001_Add/Synergy_S10009_Add,"6 엘나스, 2 예티와 페페"
PR50053,5,C10011,C20002,C20009,C30008,C40010,,,,,,,,S10016_Rune,Battle/Synergy_S10016_Normal/Synergy_S10009_Add,6 엘나스
PR50054,5,C10011,C20002,C30001,C30008,C40010,,,,,,,,S10016_Rune,Battle/Synergy_S10016_Normal/Synergy_S10001_Add,"6 엘나스, 2 예티와 페페"
PR50055,5,C10011,C20009,C30001,C30008,C40010,,,,,,,,S10016_Rune,Battle/Synergy_S10016_Normal/Synergy_S10009_Add,6 엘나스
PR50056,5,C20002,C20009,C30001,C30008,C40010,,,,,,,,S10016_Rune,Battle/Synergy_S10016_Normal/Synergy_S10001_Add/Synergy_S10009_Add,"6 엘나스, 2 예티와 페페"
PR50057,5,C10001,C10002,C10005,C10013,C30011,,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Add,5 빅토리아 아일랜드
PR50058,5,C10001,C10002,C10005,C10013,C30012,,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Add/Synergy_S10011_Add,5 빅토리아 아일랜드
PR50059,5,C10001,C10002,C10005,C30011,C30012,,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Add,5 빅토리아 아일랜드
PR50060,5,C10001,C10002,C10013,C30011,C30012,,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10001_Add/Synergy_S10011_Add,5 빅토리아 아일랜드
PR50061,5,C10001,C10005,C10013,C30011,C30012,,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Add,5 빅토리아 아일랜드
PR50062,5,C10002,C10005,C10013,C30011,C30012,,,,,,,,-,Battle/Synergy_S10017_Normal/Synergy_S10011_Add,5 빅토리아 아일랜드
PR50063,5,C20001,C20009,C20010,C30004,C40006,,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal,"4 슬리피우드, 3 싸움꾼"
PR50064,5,C20001,C20010,C30004,C30011,C40006,,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal,"4 슬리피우드, 3 싸움꾼"
PR50065,5,C20009,C20010,C30004,C30011,C40006,,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal/Synergy_S10009_Normal,"4 슬리피우드, 3 싸움꾼"
PR50066,5,C20010,C30004,C30005,C30008,C40006,,,,,,,,S10018_Item,Battle/Synergy_S10018_Normal,"4 슬리피우드, 2 선봉장, 2 사냥꾼"
PR50067,5,C10005,C20003,C20006,C30003,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10002_Normal,"4 루디브리엄, 3 수호대, 1 책사"
PR50068,5,C10005,C20004,C20006,C30003,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 수호대, 1 전직교관, 1 책사"
PR50069,5,C10005,C20006,C30002,C30003,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10002_Normal,"4 루디브리엄, 3 수호대, 1 책사"
PR50070,5,C20003,C20004,C20006,C30003,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 수호대, 1 전직교관, 1 책사"
PR50071,5,C20003,C20006,C30002,C30003,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10002_Normal,"4 루디브리엄, 3 수호대, 1 책사"
PR50072,5,C20004,C20006,C30002,C30003,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10002_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 수호대, 1 전직교관, 1 책사"
PR50073,5,C10007,C20005,C20006,C30003,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal,"4 루디브리엄, 3 마법사, 1 책사"
PR50074,5,C10007,C20006,C30003,C30006,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal,"4 루디브리엄, 3 마법사, 1 책사"
PR50075,5,C10007,C20006,C30003,C30007,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal,"4 루디브리엄, 3 마법사, 1 책사"
PR50076,5,C20005,C20006,C30003,C30006,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal,"4 루디브리엄, 3 마법사, 1 책사"
PR50077,5,C20005,C20006,C30003,C30007,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal,"4 루디브리엄, 3 마법사, 1 책사"
PR50078,5,C20006,C30003,C30006,C30007,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10004_Normal,"4 루디브리엄, 3 마법사, 1 책사"
PR50079,5,C20006,C20007,C30003,C30009,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal,"4 루디브리엄, 3 그림자, 1 책사"
PR50080,5,C20006,C20007,C30003,C30010,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 그림자, 1 전직교관, 1 책사"
PR50081,5,C20006,C30003,C30009,C30010,C40004,,,,,,,,S10019_All,Battle/Synergy_S10019_Normal/Synergy_S10007_Normal/Synergy_S10024_Normal,"4 루디브리엄, 3 그림자, 1 전직교관, 1 책사"
PR50082,5,C10004,C20004,C20012,C20013,C40007,,,,,,,,-,Battle/Synergy_S10020_Normal/Synergy_S10020_Add/Synergy_S10024_Normal,"3 아케인리버, 3 방해꾼, 2 시그너스, 1 전직교관"
PR50083,5,C10004,C20012,C20013,C30010,C40007,,,,,,,,-,Battle/Synergy_S10020_Normal/Synergy_S10020_Add/Synergy_S10024_Normal,"3 아케인리버, 3 방해꾼, 2 시그너스, 1 전직교관"
PR50084,5,C10004,C20012,C20013,C30013,C40007,,,,,,,,-,Battle/Synergy_S10020_Normal/Synergy_S10020_Add/Synergy_S10024_Normal,"3 아케인리버, 3 방해꾼, 2 시그너스, 1 전직교관"
PR50085,5,C10006,C10007,C10012,C20008,C40009,,,,,,,,-,Battle/Synergy_S10021_Normal,"5 오르비스, 2 추격자"
PR50086,5,C10009,C20012,C30005,C30006,C40007,,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 2 사냥꾼"
PR50087,5,C10009,C20012,C30005,C30009,C40005,,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 1 책사"
PR50088,5,C10009,C20012,C30005,C30009,C40007,,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 2 사냥꾼"
PR50089,5,C10009,C20012,C30006,C30009,C40005,,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 1 책사"
PR50090,5,C10009,C20012,C30006,C30009,C40007,,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 2 사냥꾼"
PR50091,5,C10009,C30005,C30006,C30009,C40005,,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 1 책사"
PR50092,5,C10009,C30005,C30006,C30009,C40007,,,,,,,,-,Battle/Synergy_S10022_Normal,"5 시그너스, 2 사냥꾼"
PR50093,5,C10010,C20011,C30007,C30008,C40013,,,,,,,,S10023_All,Battle/Synergy_S10023_Normal,"5 모험가, 2 저격수, 2 사냥꾼"
PR50094,5,C10009,C10010,C20011,C30007,C40013,,,,,,,,S10023_All,Battle/Synergy_S10023_Normal,"5 모험가, 2 저격수, 2 사냥꾼"
PR50095,5,C20001,C20007,C20009,C20010,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 싸움꾼"
PR50096,5,C20001,C20007,C20009,C30011,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 싸움꾼"
PR50097,5,C20001,C20007,C20010,C30011,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 싸움꾼"
PR50098,5,C20001,C20006,C20007,C30009,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 그림자"
PR50099,5,C20001,C20006,C20007,C30010,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal/Synergy_S10024_Normal,"4 기사단장, 3 그림자, 1 전직교관"
PR50100,5,C20001,C20007,C30009,C30010,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal/Synergy_S10024_Normal,"4 기사단장, 3 그림자, 1 전직교관"
PR50101,5,C20001,C20005,C20006,C20007,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 마법사"
PR50102,5,C20001,C20005,C20007,C30006,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 마법사"
PR50103,5,C20001,C20005,C20007,C30006,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 마법사"
PR50104,5,C20001,C20006,C20007,C30007,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 마법사"
PR50105,5,C20001,C20006,C20007,C30007,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 마법사"
PR50106,5,C20001,C20007,C30006,C30007,C40003,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 마법사"
PR50107,5,C20001,C20007,C20009,C20010,C40012,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 싸움꾼"
PR50108,5,C20001,C20007,C20009,C30011,C40012,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 싸움꾼"
PR50109,5,C20001,C20007,C20010,C30011,C40012,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 싸움꾼"
PR50110,5,C20001,C20006,C20007,C30009,C40012,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 그림자"
PR50111,5,C20001,C20006,C20007,C30010,C40012,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 그림자"
PR50112,5,C20001,C20007,C30009,C30010,C40012,,,,,,,,S10025_All,Battle/Synergy_S10025_Normal,"4 기사단장, 3 그림자"
PR60001,6,C10001,C10002,C10004,C10005,C20002,C30001,,,,,,,-,Battle/Synergy_S10001_Normal,"5 마스코트, 3 빅토리아 아일랜드, 2 예티와 페페, 2 엘나스"
PR60002,6,C10001,C10002,C10004,C10013,C20002,C30001,,,,,,,-,Battle/Synergy_S10001_Normal,"5 마스코트, 3 빅토리아 아일랜드, 2 예티와 페페, 2 엘나스"
PR60003,6,C10001,C10002,C10004,C20002,C30001,C30011,,,,,,,-,Battle/Synergy_S10001_Normal,"5 마스코트, 3 빅토리아 아일랜드, 2 예티와 페페, 2 엘나스"
PR60004,6,C10001,C10002,C10004,C20002,C30001,C30012,,,,,,,-,Battle/Synergy_S10001_Normal,"5 마스코트, 3 빅토리아 아일랜드, 2 예티와 페페, 2 엘나스"
PR60005,6,C10001,C10002,C10004,C20002,C20012,C30001,,,,,,,-,Battle/Synergy_S10001_Normal/Synergy_S10020_Add/Synergy_S10017_Add,"5 마스코트, 2 예티와 페페, 2 엘나스, 2 아케인리버"
PR60006,6,C10001,C10002,C10004,C20002,C20013,C30001,,,,,,,-,Battle/Synergy_S10001_Normal/Synergy_S10020_Add/Synergy_S10017_Add,"5 마스코트, 2 예티와 페페, 2 엘나스, 2 아케인리버"
PR60007,6,C10005,C20003,C20004,C30002,C30003,C40001,,,,,,,S10002_Rune,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"7 수호대, 1 전직교관"
PR60008,6,C10003,C10005,C20003,C20004,C30002,C30003,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 수호대, 3 시간의 신전, 1 전직교관"
PR60009,6,C10005,C10008,C20003,C20004,C30002,C30003,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 수호대, 3 시간의 신전, 1 전직교관"
PR60010,6,C10005,C20003,C20004,C20005,C30002,C30003,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 수호대, 3 시간의 신전, 1 전직교관"
PR60011,6,C10005,C20003,C20004,C20006,C30002,C30003,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10019_Normal/Synergy_S10024_Normal,"5 수호대, 2 루디브리엄, 1 전직교관"
PR60012,6,C10005,C20003,C20004,C30002,C30003,C40004,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10019_Normal/Synergy_S10024_Normal,"5 수호대, 2 루디브리엄, 1 전직교관"
PR60013,6,C10003,C10005,C20003,C20004,C30002,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 수호대, 3 시간의 신전, 1 전직교관"
PR60014,6,C10005,C10008,C20003,C20004,C30002,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 수호대, 3 시간의 신전, 1 전직교관"
PR60015,6,C10005,C20003,C20004,C20005,C30002,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 수호대, 3 시간의 신전, 1 전직교관"
PR60016,6,C10005,C20003,C20004,C20006,C30003,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10019_Normal/Synergy_S10024_Normal,"5 수호대, 2 루디브리엄, 1 전직교관"
PR60017,6,C10005,C20003,C20004,C30003,C40001,C40004,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10019_Normal/Synergy_S10024_Normal,"5 수호대, 2 루디브리엄, 1 전직교관"
PR60018,6,C10003,C10005,C20003,C30002,C30003,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal,"5 수호대, 3 시간의 신전"
PR60019,6,C10005,C10008,C20003,C30002,C30003,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal,"5 수호대, 3 시간의 신전"
PR60020,6,C10005,C20003,C20005,C30002,C30003,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal,"5 수호대, 3 시간의 신전"
PR60021,6,C10005,C20003,C20006,C30002,C30003,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10019_Normal,"5 수호대, 2 루디브리엄"
PR60022,6,C10005,C20003,C30002,C30003,C40001,C40004,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10019_Normal,"5 수호대, 2 루디브리엄"
PR60023,6,C10005,C20003,C30002,C30003,C30010,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"5 수호대, 1 전직교관"
PR60024,6,C10005,C20003,C30002,C30003,C30013,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"5 수호대, 1 전직교관"
PR60025,6,C10005,C20003,C30002,C30003,C40001,C40002,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10024_Normal,"5 수호대, 1 전직교관"
PR60026,6,C10005,C20004,C20006,C30002,C30003,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10019_Normal/Synergy_S10024_Normal,"5 수호대, 2 루디브리엄, 1 전직교관"
PR60027,6,C10005,C20004,C30002,C30003,C40001,C40004,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10019_Normal/Synergy_S10024_Normal,"5 수호대, 2 루디브리엄, 1 전직교관"
PR60028,6,C10003,C20003,C20004,C30002,C30003,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 수호대, 3 시간의 신전, 1 전직교관"
PR60029,6,C10008,C20003,C20004,C30002,C30003,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 수호대, 3 시간의 신전, 1 전직교관"
PR60030,6,C20003,C20004,C20005,C30002,C30003,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10015_Normal/Synergy_S10024_Normal,"5 수호대, 3 시간의 신전, 1 전직교관"
PR60031,6,C20003,C20004,C20006,C30002,C30003,C40001,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10019_Normal/Synergy_S10024_Normal,"5 수호대, 2 루디브리엄, 1 전직교관"
PR60032,6,C20003,C20004,C30002,C30003,C40001,C40004,,,,,,,-,Battle/Synergy_S10002_Normal/Synergy_S10019_Normal/Synergy_S10024_Normal,"5 수호대, 2 루디브리엄, 1 전직교관"
PR60033,6,C10003,C10006,C10008,C20003,C30004,C30005,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10015_Normal,"4 선봉장, 3 시간의 신전, 1 책사"
PR60034,6,C10003,C10006,C10008,C20005,C30004,C30005,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10015_Normal,"4 선봉장, 3 시간의 신전, 1 책사"
PR60035,6,C10003,C10006,C10008,C30002,C30004,C30005,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10015_Normal,"4 선봉장, 3 시간의 신전, 1 책사"
PR60036,6,C10003,C10006,C20003,C20005,C30004,C30005,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10015_Normal,"4 선봉장, 3 시간의 신전"
PR60037,6,C10003,C10006,C20003,C30002,C30004,C30005,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10015_Normal,"4 선봉장, 3 시간의 신전"
PR60038,6,C10003,C10006,C20005,C30002,C30004,C30005,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10015_Normal,"4 선봉장, 3 시간의 신전"
PR60039,6,C10003,C10006,C10007,C10012,C30004,C30005,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10021_Normal,"4 선봉장, 3 오르비스"
PR60040,6,C10003,C10006,C10007,C20008,C30004,C30005,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10021_Normal,"4 선봉장, 3 오르비스"
PR60041,6,C10003,C10006,C10007,C30004,C30005,C40009,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10021_Normal,"4 선봉장, 3 오르비스"
PR60042,6,C10003,C10006,C10012,C20008,C30004,C30005,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10021_Normal,"4 선봉장, 3 오르비스"
PR60043,6,C10003,C10006,C10012,C30004,C30005,C40009,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10021_Normal,"4 선봉장, 3 오르비스"
PR60044,6,C10003,C10006,C20008,C30004,C30005,C40009,,,,,,,-,Battle/Synergy_S10003_Normal/Synergy_S10021_Normal,"4 선봉장, 3 오르비스, 2 추격자"
PR60045,6,C10007,C20005,C20006,C30006,C30007,C40002,,,,,,,S10004_Rune,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"7 마법사, 1 전직교관"
PR60046,6,C10007,C20005,C20006,C30006,C30007,C40003,,,,,,,S10004_Rune,Battle/Synergy_S10004_Normal,7 마법사
PR60047,6,C10007,C20005,C20006,C30006,C40002,C40003,,,,,,,S10004_Rune,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"7 마법사, 1 전직교관"
PR60048,6,C10007,C20005,C20006,C30007,C40002,C40003,,,,,,,S10004_Rune,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"7 마법사, 1 전직교관"
PR60049,6,C10007,C20005,C30006,C30007,C40002,C40003,,,,,,,S10004_Rune,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"7 마법사, 1 전직교관"
PR60050,6,C10007,C20006,C30006,C30007,C40002,C40003,,,,,,,S10004_Rune,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"7 마법사, 1 전직교관"
PR60051,6,C20005,C20006,C30006,C30007,C40002,C40003,,,,,,,S10004_Rune,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"7 마법사, 1 전직교관"
PR60052,6,C10007,C20001,C20005,C20006,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 기사단장, 1 전직교관"
PR60053,6,C10007,C20005,C20006,C20007,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 기사단장, 1 전직교관"
PR60054,6,C10007,C20001,C20006,C30006,C40002,C40003,,,,,,,-,Battle/Synergy_S10004_Normal/Synergy_S10024_Normal,"5 마법사, 2 기사단장, 1 전직교관"
