CoachID,Name,LocalNameID,Cost,Scale,OffsetX,OffsetY,ShadowSize,HowToObtain,Desc,LocalDescID,format,Tags,ProfileRUID,IdleRUID,MoveRUID,LoveRUID,AngryRUID,SadRUID,SleepRUID,InteractionRUID_1,InteractionRUID_2,InteractionRUID_3,InteractionRUID_4,InteractionRUID_5
COP40002,미니예티,Coach_COP40002_Name,4,1.5,0.04,0,2_medium,,[엘나스] 시너지 +1,Coach_Desc20,S10016_Name,Synergy_Add_S10016,05d25151477a465ab5556ff863c13cd1,52959ed3b5cb4174b9778534f3332624,b1fec9eb60bf43848312d7c6b72da243,e5d9034f238b482a9ba66c37aefc94b4,06173d03e34e44e9b3ded0bf03143da6,b0f7893968754fc2b573364f06f4b843,e74b7fc00c5b46968ba166c8c9b07ec1,546c40221d1a40c98cb7593574823e7a,06173d03e34e44e9b3ded0bf03143da6,5f23dfa2d1e44e6ea55130ba8dfc86d2,,
COP40003,키노,Coach_COP40003_Name,4,1.5,0.04,0,1_medium,,[빅토리아아일랜드] 시너지 +1,Coach_Desc20,S10017_Name,Synergy_Add_S10017,0a61468aa32f417eafe019e5488e2318,41898963d0f64eb68921b1fc5f74bb7f,57420a3f941d457e920035cff323f478,10f2e3b9e1dc4f099b61df20a1ef4283,110bd17c159f41a7b61da2f4e8dac3ae,28456b4a33d44d02920c7c053a9ec011,0813cf0b1319460094e8f0bc0e983f2a,fe95918bb43e4f2aa8f80e65c37133bd,895a1e5f8f244b31830b19638d09a4cc,6feaf0093d514b728c9a25955bce6349,0504fb0017aa471a8e565d3de1d05aa2,
COP40004,꼬마병정 홍,Coach_COP40004_Name,4,1.5,0.02,0,1_small,,[루디브리엄] 시너지 +1,Coach_Desc20,S10019_Name,Synergy_Add_S10019,6e993c6ab8774e3eaaf5cff725f29acc,c32fd80b0eb048dd8f41bcdff1230d48,648af206bd744566a938e9f449d6cac0,59deaba67e644aba97361b11000e89ee,f35b71082cf24ab0a3584162e7eed790,a260f4086aae4feebb6c98db917ff4d2,4416bd6a80c04f7ca49508eb91912fe7,82faa3f389e840659c03f9c08f1e3d2d,6e1bf4b429494e738d007635159fb4c8,0d752b5438ef4ffd87df4b8c4f598a88,f35b71082cf24ab0a3584162e7eed790,
COP40005,구르밍,Coach_COP40005_Name,4,1.5,0.02,0,1_small,,[오르비스] 시너지 +1,Coach_Desc20,S10021_Name,Synergy_Add_S10021,55a8f4aea65e4a0289aa089c8b09b953,d20db21d4f9547db945317092b9856af,b5521c0a0eac49b389b90bdf0e414023,479e53ff0d9d40d2baab8617ecdf39ce,7d4c94f44b2645f9a3c8338b0b61e777,4654d54f59ad4cf6af6a8fb687ec4dca,c89ed8cf002e476b8467e74e31663279,e48416ae3f464a1d9a62d16d2ddef3a2,fd5e7487a24e4e4f963498199836d1e6,20a3c906cfd44f90abd156a7d2470a55,d08cde4dcd7745bb9bd5d32b8f66aa08,a74c8abe501f42409d4e4725196640a4
COP40006,쁘띠 신수,Coach_COP40006_Name,4,1.5,0.05,0,1_small,,[시그너스] 시너지 +1,Coach_Desc20,S10022_Name,Synergy_Add_S10022,b565b514b9f248008db0caa175c58e85,eb718665824748dd9c3b6182809884eb,a33582ecfed748c8aca5cd2ceb314079,c0929f7183f3436f82c74a85e92796f7,8290e52623574768936c0ab3dca15bc3,a4e83807ae214d0ba50b481e19e0b409,a6ad437263cd4a8fb76695e0d0bd9785,8290e52623574768936c0ab3dca15bc3,f75839f14de643e4984bbff1addb6737,23bdede90eb74101af8a071c4a63344e,,
COP40007,미니 슈가,Coach_COP40007_Name,4,1.5,0,0,1_medium,,[모험가] 시너지 +1,Coach_Desc20,S10023_Name,Synergy_Add_S10023,0d2e36d72e89418baf467c90edf7b6df,28da15755fc9435fafb4733ffd2d87d0,b682666ee2c24e5d98673fc6d0bfceab,9232292a7795476c920c1a0575c633e5,8ade5adef1da428cbb64ec1b0fcd23a1,25035b46e51c46b9b22518372126616a,a0d14c5bf4d14a08b3fd43bc7a765069,f54d638875c74d31a2740fa5e239d1a6,842f0ee9b3d74df8b719a666902d0243,90f6b0c5cba3441d8f31a5bf90ccfaa6,c5f48d969293408eb20b2e3d672c2173,
COP40008,쁘띠 오르카,Coach_COP40008_Name,4,1.5,0.03,0,1_small,,[기사단장] 시너지 +1,Coach_Desc20,S10025_Name,Synergy_Add_S10025,eaf3028722c04b96963b9293b089d4a5,7f90878b3172403a84337cd332a07ab3,1fbcdb1ed4cd4e9bb7a0b9a5c148340f,95fe6d4affb84aa9bfbf29ddac177f72,e0ada91f5adb475ab6831e881758e1b1,bbce3e6057cd433ba863a198dea20643,95890226a10b44c98039c5648f430334,ab0a3b8f5b07450c841dcd124679dbbe,2df79e07279641bfb37de5ebfef5eb52,10741c3ac7234077b186a4ec42cec198,f5bd4b8300a94b8cbb0a9456a8723997,
COP40009,쁘띠 웡키,Coach_COP40009_Name,4,1.5,0.01,0,1_small,,[마스코트] 시너지 +1,Coach_Desc20,S10001_Name,Synergy_Add_S10001,46cf8c6c3f344b29adb3695c3e480823,17f307156879442788684a35a2fdbe82,3e3e1083c9db487b9b886734e40bdd8f,fffbfcac817f4cfbbfb82ff697be8218,3fdefd843f8f49d6b99c19f16fd2a777,f9ffd32be41a47d6b66acaf882e4436d,4b7db32d02514e92b415946a45601784,af8690a8cc6e43969496abcf8e6ec02a,51ddf30916624ef791f31e59209e83aa,1b7d9e50d32443879f01c35c7b4b753d,3fdefd843f8f49d6b99c19f16fd2a777,4ec97c2fcefe457e956267932b04420c
COP40010,쁘띠 자쿰,Coach_COP40010_Name,4,1.5,0.02,0,1_big,,[수호대] 시너지 +1,Coach_Desc20,S10002_Name,Synergy_Add_S10002,7b918921e89549aea76f7ededa065000,2bba041c389c43f89ec281874084a48c,2ecaeff166ce48e988f7074a0ce88407,788e185b27cb4fa98d5bc637d5e17888,64073748bda9487692c8fce2e2321b31,65a0f42d96984d09ac2962be25427c63,eac7c0a457f94e1987764a1f8a28e87c,64073748bda9487692c8fce2e2321b31,dec52163b5444c8a827134053c539dd2,016043332b154be9bc151b3a16d5b12d,,
COP40011,아기 호랑이,Coach_COP40011_Name,4,1.5,0,0,2_medium,,[선봉장] 시너지 +1,Coach_Desc20,S10003_Name,Synergy_Add_S10003,02fd03d941594f319497a70f03827688,8738d4b80352436782020fe9f1d2cea9,a5f3ab9101e9489ea067edc736857740,862d37303f5549faab7e48cf63119783,8d72875f0d304ac1a87ac1d215f73dcc,398b0726d2d94aed88f512eda9b1f08c,8921ceba55574ba883246fd1d9bfcf42,8d50eeda06db44d0aca2b38385b93005,b59addb93329480a98b2b3c6f19ec708,44d685edc5d6452c9a81b1d501bca5df,5c1d4e30202f4295ae32975b3f05a3ee,
COP40012,마법이양,Coach_COP40012_Name,4,1.5,-0.03,0,1_small,,[마법사] 시너지 +1,Coach_Desc20,S10004_Name,Synergy_Add_S10004,0fede25e00d94176a1dab31942b8b8b9,1e66bc4cba9f4791a66860dbec2b5681,0f616255e9ed48a3b807160676e10a4d,1d7a3507fcc945728ad23c9a6b372c32,425b7cc47c624a5d8355a2c13149a3e2,a861d85fbd2e4469a3f3440ad6b28c71,a68da82713664102be94cdba4677b7e7,ed574f7ee3bc4d94b42d8258045641ec,842c57beced741a499bf9f3ada69f4b0,00b3b35f386348c694b6ae0dfd5a3eea,433c0a6cd3224be6a565c58bab9a0dbf,
COP40013,쁘띠나인하트,Coach_COP40013_Name,4,1.5,0.02,0,1_small,,[책사] 시너지 +1,Coach_Desc20,S10005_Name,Synergy_Add_S10005,3152bb40497341cd95b9d27c125a277d,a2040b0ace994f7dbb343d5fd5c1e98f,1853848edb104914ae848e87981b851f,a64d55a887e14d81860e0712177047bf,07985a17b14f4c8eb6b5ba80fa83886b,a37a360b3c17427cb6c2ffb09d78ac92,c56bffe6ef7e448f8c37253b9e76b436,8b24e6560e49405f99975f0b1c686302,855278c49a2a42239ff303f4ed63b5ce,07985a17b14f4c8eb6b5ba80fa83886b,,37257493c9684d9d9fd1b774e5d2473a
COP40014,주니어발록,Coach_COP40014_Name,4,1.5,0.05,0,2_medium,,[사냥꾼] 시너지 +1,Coach_Desc20,S10006_Name,Synergy_Add_S10006,1e2e13cda4fe4523afff8f6921e3a437,0bfd2836fbb64a02890f012f3e3ffb08,92ef71f53fac4623addbad0ccea72bf0,01213774cd134aa89e910643faf97006,b91a2ac666cb415aaee762c2af88662f,c4a82a87b86749a29cedde2eaa8ee28c,183422cda64248f7aa2959573520054b,e4faf3061dcc4612abaf9de929bb5a11,026cbac3448743a984f32ca787773b5e,ac1dc42b419f43ef83331220cf8efd32,98f790ee866849b2a6e61ff4f2877426,
COP40015,허니비,Coach_COP40015_Name,4,2,0,0,1_small,,[추격자] 시너지 +1,Coach_Desc20,S10008_Name,Synergy_Add_S10008,3a860864830b4eb38e0ff2956a579eee,1519324e4f284d5196298d27fe591971,3fc8cf165b5d4898b1e3208058ad721b,a77e3c3cc90c4391900ae143b9ef5874,f3099da8a20f43abbc49cce46bba286a,e3d46a83aab544e9ba00293218f2b442,8112bae735a64a7b84d1228443992f41,f3099da8a20f43abbc49cce46bba286a,24aaae2766ae4ad88dc99bddf902924a,c5b3738cd73345aeac17f3ba8d5da0ca,9ddd9f8a5641437784faf88f0008907b,65f47fa8c3484f2d9296de2b4523e4d9
COP40016,내일의캥거루,Coach_COP40016_Name,4,1.5,0,0,2_medium,,[싸움꾼] 시너지 +1,Coach_Desc20,S10009_Name,Synergy_Add_S10009,128a16c1f8574ded886df4b783305e54,24149d07796048c091c98a3d956acf8b,c86edad7c31748e9aab42e87c1812858,b850810ae8014831a029e084f0d1e96c,b17985c4ac714066945890731b137c18,85c5705535d7400b9595dfbc50605344,853108ef8ebc4ba8ba79b2d0cd668643,ed8ed260b9fb43cbb61ff284b3aafb16,7e6ab182dc98409a92a5091c570cc29a,2bf21933ecfc4df2a1346951d5677b40,2e9087871540438dab5ceacf53eefd4c,
COP40017,아이언래빗,Coach_COP40017_Name,4,1.5,0.01,0,1_small,,[저격수] 시너지 +1,Coach_Desc20,S10010_Name,Synergy_Add_S10010,0d6570ae96f4425fa95b29a1e885da7d,0848b6b2a41a4a7ea485478899a94a46,e87cfe6df4e94cf7954c966e1b126669,9a7d83c61715420fa3467dc3417159f5,d36db8142c3f4001b43d463b53225d4b,70afb7d057c7461a8aa193c2d3821b2d,b1851856326c4213864f8464b28ea03f,793ff0bb66f54bb1949f77458ffb7492,70afb7d057c7461a8aa193c2d3821b2d,,,f5bb7275e31f4b77b14e560b89e414a1
COP40018,손오공,Coach_COP40018_Name,4,1.5,0,0,1_small,,[방해꾼] 시너지 +1,Coach_Desc20,S10011_Name,Synergy_Add_S10011,320f5893c1894ccebd27fc487ddd5358,608160da42894ccb9eb2bc1dbe6ca6a4,74c73e606f6c48c1a83e3b911fb5db1b,ca9ec5320db941ed9e46804b3d919a11,76d92cc480b54a81b3cd6bed265b9d23,a000a493a39842b0b16c81d16a011b49,fcdef62ca65f46b9a38a163e777201be,a06b83dd74d345dc8ab5560801ca9bc3,68480ddf1c23441d9505d9dc0211f0b1,6b05d53e1b484646a03f40a1e49db8a5,2fe887498ee146c283a21eb6ce3d175b,
COP50001,뽀톨,Coach_COP50001_Name,5,2,0,0,1_medium,,4-1 라운드에 즉시 7레벨이 됩니다.  ,Coach_Desc21,"4-1,7",,74627c292b964645b94dd90a684d3d13,7450a705d61b4d43b3660214b5b27353,1b39a34c19e94d0d8a6963a37ba2482c,491e826473e34418882f8e2f308cd6e8,6e9d62cb83cf48159c2778fc9cd13281,26d0174b872740d39cb36b7cd0f26d82,aae35faeb7c4415288c7615c23bd4908,8dd39f53d57e405897374e4bf9d6074e,6e9d62cb83cf48159c2778fc9cd13281,9c6664e1b8f74c2bb17e5daf808ee270,945c5959e23843768736e633ff9c35f8,
COP50002,쁘띠 메르,Coach_COP50002_Name,5,1.5,0.03,0,1_small,,"5-1 라운드에 룬 카드 상점에서 [메르세데스] 카드가 반드시 등장 (단, 이미 레전더리 카드를 갖고 있다면 등장하지 않음)",Coach_Desc22,"5-1,RuneCard_RC40001_Name",,cc667d46f0a74c7c82c2c72ce8a04e4a,18b5a2fa12224a10ad01e0ab35618740,e51e5cb8822846569ab2d69f99cbac58,8d03e9b3ddcc41f29e70989ac65efb85,95f2809f9d284a4da029afcc1afe2c53,97a9166ebdbd46a69bc7be08901e8ebe,af8bc1d2647b4859b4fc26334b00c9d4,f398ddb7430242a981c5779fd6d103d0,95f2809f9d284a4da029afcc1afe2c53,4fdfe00b95ce458aa1a7e0c27e04f7d3,46e7037cda1c4a7eba6a025f0aa1fc73,
COP50003,쁘띠 아란,Coach_COP50003_Name,5,1.5,0.03,0,1_small,,"4-1 라운드에 룬 카드 상점에서 [아란] 카드가 반드시 등장 (단, 이미 레전더리 카드를 갖고 있다면 등장하지 않음)",Coach_Desc22,"4-1,RuneCard_RC40002_Name",,1e698c4bf0b74e37a969e7f90e5aa85c,5529261a34e04b68921a5374f68941a9,9eed6aec68874a2492ba5a355960cc6e,2db97d5cb139434c9e4c739ccb771441,755a68109f75468c9d1a7674025e2345,2fa70af9b99a432fb0bbf7fcf03985eb,2e2d8eceaed944a8ad1f5c1eb8d933e5,b36da24983b9466a95eaa5768cfe6d3d,472014bd765149f6a11ef49d2192d63d,626e9674979c4116a527599ebd6099e6,755a68109f75468c9d1a7674025e2345,
COP50004,쁘띠 팬텀,Coach_COP50004_Name,5,1.5,0.03,0,1_small,,"6-1 라운드에 룬 카드 상점에서 [팬텀] 카드가 반드시 등장 (단, 이미 레전더리 카드를 갖고 있다면 등장하지 않음)",Coach_Desc22,"6-1,RuneCard_RC40003_Name",,6948c560331b4a4e80212874522ffb38,41e9fa7cab5f4beb981434ee8614c058,14a4b53f51cc4d60aa2024832a71dab7,bad6381b23334b6da6eadf9a21d565df,a68df7421ebb45f38d2654296b269432,0cc9918c8fab413b8755a1ac9c8fa704,88688cef93d042ffa7a586b647bbef56,f2777478b617441ab3287ad48b298d8f,ee36d4b31c444517b0404986632ff1de,3b5a8856b52540aabda3abbd7debf3c9,a68df7421ebb45f38d2654296b269432,
COP50005,쁘띠 루미,Coach_COP50005_Name,5,1.5,0.03,0,1_small,,"5-3 라운드에 룬 카드 상점에서 [루미너스] 카드가 반드시 등장 (단, 이미 레전더리 카드를 갖고 있다면 등장하지 않음)",Coach_Desc22,"5-3,RuneCard_RC40004_Name",,8524eccdb21146db835c527a475b59ea,052d009965da4de490a4eccc1ce59db0,079d10343b0c41718d67fb619cc8ee60,363b0a1465514d4eac423dd0147bd28d,6c73dd1f406646f1a98e05867de07ef0,d8fc49a8c662456dbb01fb46478b6952,d4cdb7ebe6d2485483441dea7e49135c,eb8920733a2c4be99be0a684d8a077e5,774609d2a35047b8bcdd358eeaf7faef,8b7347a34741420ba6c403b4dceca164,6c73dd1f406646f1a98e05867de07ef0,
COP50006,쁘띠 에반,Coach_COP50006_Name,5,1.5,0.03,0,1_small,,"4-3 라운드에 룬 카드 상점에서 [에반] 카드가 반드시 등장 (단, 이미 레전더리 카드를 갖고 있다면 등장하지 않음)",Coach_Desc22,"4-3,RuneCard_RC40005_Name",,11a62ef9a53f477d80161c9ddc54328b,0e243c8df1e24dc69897cebdfd1898e1,29b2851d4d2246c5873c6d766e04bdcc,88c892ceed9640dcbdf150777418e338,fbb7ad8eb929420d9f032c162fcf59cf,531112aab4474ed7b96b4237ed5f2801,cc542bea58494a7482ffa19eda0339da,fbb7ad8eb929420d9f032c162fcf59cf,fa6a05a3456e4371a4c3506b3b489ea3,8b050063a3664372a83a3e9166c89d90,5b6ac152f7cc40848a7007184df6bcb1,
COP50007,쁘띠 은월,Coach_COP50007_Name,5,1.5,0.03,0,1_small,,"배치 가능한 인원 수 +1, 메달 상자를 들고 게임 시작",Coach_Desc23,1,,3395cc5d1f85406ca4c092866d6c4e91,3b8a81b33d964b5d97ece3ab6704d17c,01edd30de29a494e9e7a14c076ae0feb,077b9fadfdd044e6a092bddfdb730bf1,8abfb4ce46fe4b2f9dcd9930d176ec6c,5b2fd530280a4879b21e33a828c98cfd,4a1b870b02fc439e9e9b23706dd7dc75,8abfb4ce46fe4b2f9dcd9930d176ec6c,03eafba4a3184f0cb9f5b2a4580eba82,3b8a81b33d964b5d97ece3ab6704d17c,d5e962f0585d430dbcf03beaebd2fdc2,
COP50008,쁘띠 포니,Coach_COP50008_Name,5,2,0,0,1_small,,캐릭터 상점 새로고침 비용 -1,Coach_Desc24,-1,,2c1cbabd40994387aa3093683f42f953,53c919b82dd845c6920cc7e4f8241332,90dd87f1a5a04557989c8228b7887507,006c0709364246a597c2ed81953e4d1b,3196505ee779475b9ff20bddc504cee1,072fb31d67e94fa08888ef9389b7e8f2,87d6e28c2b964d5f9aa133dad09dcac1,7af546487e9f43259b80f0b48a2f6d69,155abedb8b3a4c72a9852716f359c2b8,44bea21ca2cb47a9847afde82efcacc9,3196505ee779475b9ff20bddc504cee1,6f3cfb3170c84589817580b52085de9e
COP50009,금금이,Coach_COP50009_Name,5,2,0,0,2_medium,,매 라운드 마다 전투가 끝난 후 1코인을 획득합니다. 스테이지가 바뀔 때 이전 스테이지에서 한번도 패배하지 않았다면 획득량이 1만큼 증가합니다.,Coach_Desc25,"1,1",,6404342337534ac8bc137715f6b61f77,a2a9641ceef6419f98e083e7b27e3dae,c717ffe4b6704d4a9a5d0ed007013d6d,8261d18f4e884a0b9aa86285cbb54947,44af49ab09c3458f8939e9b4ad75e170,18b3be768fb54a12b5bb48d17dbd539a,4d509c8742294ad79859bfd2798b9795,e9e77c56753f4ceb8bb22491e045ce8b,44af49ab09c3458f8939e9b4ad75e170,f8eae978c1df44829fd4b3b8cddefb56,cb1e74dc0ab54dad88b43f07efae215e,39fd5be34639448b879a11d8bcc1a256
COP50010,은은이,Coach_COP50010_Name,5,2,0,0,2_medium,,2-1 라운드에 룬 카드 상점에서 무작위 에픽 등급 룬 카드 등장,Coach_Desc26,2-1,,79b16923224f41f58dd0a9a26f5c2a6a,301d3d3f461044c1aa0dc5d755e73b30,da90af1f1be0463d96a81431a19a3a90,a55301373aed45b6b1435ff49a481e1c,b51ca2e452c14ec79a416630a3d91347,296db8e3b1294a00b982902e9b0ac969,e1b502eaaf1148efa8ab3a7094c8350c,9fbbd799147b4c2bb6a06736664d9028,ed046db954524e8b967647bbc48a1c84,b51ca2e452c14ec79a416630a3d91347,209475e3c73047e39c8d9d91887dd2af,50f9fced934648f9a62830b82cfac05f
COP50011,동동이,Coach_COP50011_Name,5,2,0,0,2_medium,,매 스테이지 마다 무작위 상징 아이템 획득 ,Coach_Desc27,,,51a44edddb8a44f7888249ac3f5956e2,1d7675f67a6f48e8989dd25b28cb4601,96c118bee822446d9cf4700729fe9e80,3d4fa1040dd24ba58555a8ff0acf831b,7b17a0ba02de4ea59be40c23a2d1a276,cbd263fe5f1b4453b12900b4d6a529f4,3480a1560c384bcab43eebb20e868657,049027b2ee0843119a762c7ba4a0e379,b76c3cad8ff3437db991757152c42c11,9b56110a451a4124a9580e57a6fe7789,5a0e6b19dfff4c62ba2d57f44e1c3caf,9fea4dbfaa464088be419941fb3aab75
COP70001,오베론,Coach_COP70001_Name,7,1.5,0,0,1_small,,"매 스테이지마다 '거짓말 탐지기' 아이템을 1개 얻습니다. (거짓말 탐지기 : 원하는 캐릭터에게 사용, 남은 게임동안 해당 캐릭터가 상점에서 등장하지 않습니다.)",Coach_Desc28,,,7ac6db96aa764869bec462133519e0d2,cbf5c21929bd4f1dbeb1f83d2ba2cb2d,23d74dffbbcc485ea2887927e941baa7,014816dc703648c5bd9afdb79ffd21dc,ae322a4370d947d0bd1ae4a0bd32f7b2,c469a50ef0ce44cf9c23f024302ff385,77526327430d494395dcf5e6b6268b9c,fee3d536f80a4acda79b834ca81e6c74,fbc9fb1b531f4c14b73d3807898260bd,136ca0cadf9241528e3f61f255132a12,ae322a4370d947d0bd1ae4a0bd32f7b2,d79788a601b64145a5b0a5a5a87d1dea
COP70002,샤벳,Coach_COP70002_Name,7,2,0,0,1_medium,,"경험치 획득 및 구매 불가, 2스테이지부터 스테이지마다 레벨 +1 ",Coach_Desc29,"2,1",,013b62a48fc149959b6db7dfef9aebec,09f9fed13cd4453ea1d6fe2f72f7fc79,87bfddc79c424530a166dd48f1840dc4,8d109610d92b47dfb7c0c3bd39f6b765,cf31c19fdfe74526a464afb81cafd2c7,24ec6638f2a24e5d9c1bbc1d0f2e0f01,bbc5c6cc4bfb4cd4bb3b287bc659d69b,cf31c19fdfe74526a464afb81cafd2c7,142638ee19694e55a5dccc11a97efdba,8e48f9df82f34568b130c0bb50a2e913,1d4f12a754844da5ae789cacb620688f,9defc12a20fb4e48abf00ab7a5ab8c1c
COP70003,빅토리,Coach_COP70003_Name,7,1.5,0.01,0,1_small,,연장전에서 승부가 나지 않으면 승리 처리,Coach_Desc30,,,18345440a46c4de88762cdf34055dd14,898629f8383f4a50bb3db907d97590f2,97840c788f344f559ec02f8f99869907,df6edeadfa3540e7ac9c7d6ce6658392,3fff2e1dafbd46d08eab71463bcbffe0,e49e9856461a4a10b2acd57611950a9b,feb896ca23bc44c2baa13f85e071af9c,4d7889fe194f4c9a9f415f2c3b6c3798,5af67834605940cc95aed7859a5562fe,3fff2e1dafbd46d08eab71463bcbffe0,08fc33dd4aa5448f941fcc42a018c619,62c073bb12d6429fa970a3e8413ead66
COP70004,글로리,Coach_COP70004_Name,7,1.5,0.01,0,1_small,,아이템 상점에서 등장하는 두 아이템을 모두 구매 가능합니다. 아이템 구매 비용이 20% 감소합니다.,Coach_Desc31,20,,5a000c88115f4598a97d7bee230aa628,1ea216f86d8b4f4a85a3ab838f416da6,2f85fb940000468aaff7666d56a90121,47fb9d30b73c4816871b8941b3be53b3,9d05b1cae48f4fb3aeebeadce04e5546,bef4a85e188045b28dac9a85be1319e1,99afd6f244ce40828ad182bd7e3396b1,7e867b9950574accabb322f2d583328e,7b828c74193d48c489c990474c68c0bb,09980aea097f4c8abbb531e2ea1cad33,9d05b1cae48f4fb3aeebeadce04e5546,58701d59bbe542de8b2b8b35acfacbd3
COP70005,쁘띠 피코,Coach_COP70005_Name,7,2,0,0,1_small,,"전투 시작 시, 잃은 하트 1개당 아군의 가해량 +15%",Coach_Desc32,15,,54ff82299dc74298ac425e77c9aa0281,d80fe47c0d60481b84dc4a18d6fdc315,e392b8b332384864be5d2787bddedaaf,9b0582d9a5834b67b0386102cc26c7ad,e6a197b21f7a416f8f52baeab927f776,8b983f9dd2dd41c789e38c3bc394fbe8,9fd536bb0d4048e19d2ab7e17096fa12,12d7ee3d24d747749141a9c536beeeb6,4255b49110fa4e2db6e230a8e05ea9e5,e6a197b21f7a416f8f52baeab927f776,0cb829e067564cf784fc8b19f1ac6b3c,f11a3ee328c04a7bbf857e38cb04ba53
COP70006,티타니아,Coach_COP70006_Name,7,1.5,0.01,0,1_small,,"매 라운드마다 10%의 확률로 아이템 상점의 상품 하나가 하트로 대체됩니다. 20골드로 구매할 수 있으며, 구매 시 하트 1개를 회복합니다.",Coach_Desc33,"10,20",,359bca7b4eb64f75a7d85caaffd78873,3b9e7de1457e493996306982cb2afe90,ddef16e6bd084f8ba02b9c8b4b8b377f,3a3f31fa0b1246ce88c083a54cb6e079,cb1f3b948e374971b736908941f2a3c8,5ff8b37726d44f6fa2758789d65be99c,827a3e0d31904fe1b5a6a2bfaea8b93d,a982c2f63595439aa399ecd6bee1c28e,cb1f3b948e374971b736908941f2a3c8,434dcb65e5114dcca36c9f2d3b9e46d6,c697039b11cc4940a224f9868a9de966,6e8d39824ecf4cb7913a80cf01c06b1f
COM10001,다크 소울,Coach_COM10001_Name,-1,1.5,0.01,0,2_medium,,"전투 시작 시,  아군의 방어력과 마법방어력이 10 감소합니다.",Coach_Desc34,10,,24c0bb290dd7447ea722cdd914bc5396,0f001697d65346e8a8d00bcd98380083,99da59c61ca646938aac989fddf2b5e2,a5babfaf7f2f4f7197b6fcda3ead2b97,11199e7b63a8438e8790d5012afbe88f,be1eb98f734542539eda4797cdcb4281,c9ade65c59fb4609adbc84d2541a6c6f,11199e7b63a8438e8790d5012afbe88f,517752d499c2443d8abe2709da75244b,97408abb79d74824af9e46c3e3294880,,
COM10002,블러디퀸,Coach_COM10002_Name,-1,1.5,0.01,0,2_medium,,"캐릭터 상점 새로고침 4회마다 새로고침 비용 +1, 매 스테이지마다 초기화",Coach_Desc35,"4,1",,297cb1585c134dfdb91e07f65a4583cc,34cb4e79e97241c4a153891485e8e6de,bed3a504849440aaa4b4efaefa5bfef8,be3d1c32ec304cbabb81b22868b454e4,346ea012fe4b47dabb0d4997879b975b,e12d41e054304434b6e6927f97cf5bf9,52f0c1b7aa144def820db25efb64c087,0d71b3235a3742a5aa941772fffef82f,346ea012fe4b47dabb0d4997879b975b,34cb4e79e97241c4a153891485e8e6de,cea8194058e34a18bfe09aba2cb6f5c0,
COM10003,반반,Coach_COM10003_Name,-1,1.5,0.02,0,1_medium,,라운드 보상으로 얻는 경험치 -1,Coach_Desc36,-1,,1ce78d4646a942068025bad26388cbfa,beb7575b215741c889deafb8addb0c79,18ee9dbc219a4b86b14393dc2e9ba74c,375517a71a134db8ab5ac2fb0fc25b95,c0d11dbc5bd241afba62abc1a8f96ed5,5f399a9160ac41729022f9ca625d93d2,55198e65d07b4f44957d073b7ef24d91,5fd69334f6d34ccc83112f529ca2031a,d935ad84c35d4c6bb7162f94194529f7,c0d11dbc5bd241afba62abc1a8f96ed5,7a814758049840f39765bf0caf5cc6bb,
COM10004,피에르,Coach_COM10004_Name,-1,1.5,0,0,1_medium,,"전투 시작 시,  아군의 공격 사거리 -1 (최소 1)",Coach_Desc37,-1,,7c856488bdee4c1f87ad8c819b0e7297,6003391d51db444cb9088435157c66d9,d92b36c587e64be8a06f9dcd461d41d2,7b1978cc1ae344c4b5e574dccc3ea04d,3cda451489d34f78ac25e550ef23ff5c,ba3fa82b79dd4a5680ad876c69d9b154,b62c575781604539b085f71fa2528e03,e578fe8567f944668209a3b1494fe43a,45ce8abfdbd14a3480c38257ece3ceda,ce0b30caf4354e4d91d94dcd90b297de,3cda451489d34f78ac25e550ef23ff5c,
COM10005,초코 와와,Coach_COM10005_Name,-1,1.5,0.05,0,2_medium,,대기석 -1,Coach_Desc38,-1,,08143575520c4930a2114e32c6968bf5,0385dfa9a8f8467abe492b6dfc4aa0da,663a535494f944fb81f2e346c340fd09,ccdb3a012c084fcd95df9f1d328b94cb,f10205891c22410b9afe0bf7347929de,11852b02bc4f4fc8aa9848fbeae69838,c93b975ec2ae457c95babb1b43fc8294,ce3c382df15c4abf8cc2b9bdcc05707c,7ff1a283b37b45639f0fdc76d65a0071,94a4eb4a712f448391cd277d1c3e2dcd,dd174c21fedd46aca3733e739fa1d275,
COM10006,스컹크,Coach_COM10006_Name,-1,1.5,0.02,0,2_medium,,"전투 후, 기본 보너스로 얻는 골드 -1 ",Coach_Desc39,-1,,2931e6254cc94532969b23e4719ef25b,52bb1047bc9d4ba9af979507bdd3c93b,122ed427125a416ca23f000e83127d69,68685a9bb8b443dbbd3952770a094056,0e4d1665696c4aeab45abc20b895272b,ec6c0188232342019f4f036a301131bd,591c9b6b6df74c3887a0de586e7a9ebc,76ec0b9321144765acc57acd5136d6d3,0e4d1665696c4aeab45abc20b895272b,471b11d37c834f49860a496f5653b30d,b39db2f821194e678d8ea8fde2ccc5a0,
